alpha,T0.0250,T0.0750,T0.1250,T0.1750,T0.2250,T0.2750,T0.3250,T0.3750,T0.4250,T0.4750,T0.5250,T0.5750,T0.6250,T0.6750,T0.7250,T0.7750,T0.8250,T0.8750,T0.9250,T0.9750,T1.0250,T1.0750,T1.1250,T1.1750,T1.2250,T1.2750,T1.3250,T1.3750,T1.4250,T1.4750,T1.5250,T1.5750,T1.6250,T1.6750,T1.7250,T1.7750,T1.8250,T1.8750,T1.9250,T1.9750
0.39,0.9269,0.9118,0.8686,0.6679,0.0160,-0.0004,0.0016,-0.0017,0.0014,-0.0006,-0.0009,0.0005,-0.0007,0.0003,-0.0002,0.0008,-0.0007,-0.0020,0.0008,-0.0001,-0.0006,-0.0001,0.0011,0.0026,-0.0012,-0.0007,0.0003,0.0008,0.0002,-0.0001,0.0012,0.0002,-0.0004,-0.0012,0.0011,0.0002,-0.0008,0.0010,-0.0006,0.0007
0.40,0.9154,0.8970,0.8597,0.6780,0.0067,-0.0016,-0.0036,0.0005,-0.0015,0.0029,-0.0003,0.0010,0.0021,0.0015,0.0015,0.0000,-0.0003,-0.0007,-0.0014,0.0004,0.0001,0.0008,-0.0004,0.0017,0.0001,0.0020,0.0014,0.0011,0.0009,-0.0008,0.0010,0.0007,-0.0006,0.0011,-0.0005,0.0025,0.0005,-0.0015,-0.0018,-0.0006
0.41,0.9013,0.8669,0.8269,0.3571,-0.0029,-0.0043,-0.0007,0.0025,-0.0006,-0.0011,-0.0004,0.0034,0.0004,-0.0005,0.0002,0.0013,-0.0003,-0.0001,0.0005,0.0011,0.0004,-0.0004,-0.0023,0.0015,-0.0015,-0.0013,-0.0002,0.0010,0.0018,0.0007,-0.0006,-0.0003,-0.0004,-0.0018,-0.0016,0.0011,-0.0009,-0.0007,0.0015,-0.0018
0.42,0.9221,0.8542,0.8246,0.3455,-0.0019,0.0030,-0.0016,0.0021,0.0010,0.0011,0.0007,-0.0003,0.0025,0.0013,-0.0022,-0.0003,0.0002,-0.0005,-0.0008,0.0032,-0.0000,0.0008,0.0011,0.0004,-0.0008,-0.0017,0.0019,-0.0001,0.0011,-0.0012,0.0007,-0.0001,-0.0002,0.0006,0.0003,-0.0007,0.0002,0.0005,0.0015,0.0015
0.43,0.8989,0.8311,0.7018,0.0589,0.0008,-0.0016,-0.0014,-0.0012,0.0009,0.0013,0.0016,0.0002,-0.0013,-0.0006,0.0010,-0.0005,0.0005,0.0017,0.0007,0.0000,0.0011,-0.0008,-0.0002,-0.0010,0.0008,-0.0007,0.0010,-0.0018,0.0012,0.0005,-0.0011,-0.0003,-0.0013,0.0016,0.0007,-0.0001,-0.0005,0.0028,-0.0000,-0.0012
0.44,0.8947,0.8457,0.7369,0.0388,-0.0051,0.0043,-0.0039,0.0006,0.0014,-0.0005,-0.0015,-0.0006,0.0007,0.0008,-0.0007,0.0001,0.0000,-0.0006,0.0009,-0.0019,-0.0015,0.0026,0.0001,-0.0001,0.0006,-0.0018,-0.0021,-0.0019,-0.0006,0.0018,-0.0018,0.0020,0.0008,0.0002,0.0004,-0.0016,-0.0015,0.0007,-0.0008,-0.0001
0.45,0.8475,0.7801,0.6065,0.0082,-0.0017,0.0015,0.0007,0.0001,-0.0003,0.0007,0.0012,-0.0010,-0.0010,0.0004,0.0018,-0.0011,-0.0005,0.0001,0.0016,0.0012,-0.0025,0.0010,0.0001,-0.0006,-0.0003,0.0005,-0.0016,0.0018,-0.0001,0.0004,0.0006,-0.0001,-0.0005,-0.0021,-0.0009,-0.0004,-0.0021,0.0007,0.0003,-0.0008
0.46,0.8320,0.7707,0.5026,0.0349,0.0039,0.0013,-0.0010,0.0019,-0.0014,-0.0033,-0.0019,-0.0018,-0.0013,-0.0003,-0.0006,-0.0002,-0.0006,-0.0012,0.0024,-0.0018,-0.0019,0.0006,-0.0024,-0.0002,0.0010,-0.0001,-0.0008,0.0010,0.0008,0.0000,0.0002,-0.0007,-0.0006,0.0005,-0.0016,-0.0006,-0.0007,-0.0021,-0.0015,0.0009
0.47,0.7978,0.7310,0.2132,0.0050,-0.0039,-0.0019,-0.0017,-0.0010,0.0016,-0.0005,-0.0002,-0.0001,0.0016,-0.0006,-0.0011,-0.0020,-0.0004,-0.0021,0.0002,0.0012,-0.0006,0.0003,0.0004,-0.0011,-0.0005,-0.0033,0.0016,0.0002,-0.0009,0.0020,-0.0008,-0.0003,-0.0028,-0.0002,0.0000,0.0005,0.0009,-0.0026,-0.0008,-0.0006
0.48,0.8378,0.7051,0.0956,0.0104,-0.0006,-0.0018,-0.0017,-0.0025,-0.0018,-0.0002,-0.0011,-0.0010,0.0003,0.0015,-0.0006,-0.0007,0.0017,-0.0004,0.0008,0.0005,-0.0007,-0.0003,-0.0008,0.0015,-0.0001,0.0010,-0.0008,0.0009,0.0008,0.0011,0.0003,-0.0014,0.0004,-0.0002,-0.0007,-0.0011,0.0015,-0.0004,0.0008,-0.0018
0.49,0.8127,0.6196,0.0455,-0.0026,-0.0011,-0.0016,0.0002,-0.0004,0.0013,0.0016,0.0003,-0.0006,0.0003,0.0002,0.0007,0.0005,-0.0008,0.0001,-0.0013,-0.0026,-0.0014,0.0013,0.0024,-0.0012,0.0016,-0.0012,-0.0005,0.0001,0.0008,-0.0008,0.0005,0.0027,0.0003,-0.0007,-0.0012,0.0000,-0.0011,0.0011,-0.0006,-0.0031
0.50,0.7830,0.5911,0.0610,0.0008,0.0007,0.0037,-0.0016,0.0030,0.0006,-0.0009,-0.0020,-0.0009,0.0027,0.0010,0.0029,-0.0007,-0.0017,0.0016,0.0015,-0.0015,0.0010,0.0004,0.0004,0.0003,-0.0010,-0.0015,0.0007,-0.0020,-0.0027,0.0013,-0.0015,0.0006,-0.0004,-0.0007,0.0008,0.0000,-0.0001,-0.0007,0.0008,-0.0016
0.51,0.6369,0.3272,0.0209,-0.0020,0.0027,-0.0004,0.0012,0.0031,-0.0006,-0.0003,-0.0006,0.0000,0.0004,-0.0021,0.0000,-0.0002,-0.0011,-0.0014,-0.0007,-0.0010,-0.0022,-0.0002,0.0015,-0.0004,-0.0008,0.0007,0.0000,-0.0020,0.0008,-0.0019,-0.0009,-0.0000,-0.0000,-0.0012,0.0025,0.0012,-0.0001,-0.0006,-0.0018,-0.0002
0.52,0.7310,0.2818,0.0454,0.0003,-0.0015,0.0004,-0.0004,0.0007,-0.0007,-0.0013,-0.0011,-0.0018,-0.0024,-0.0031,0.0020,-0.0008,-0.0046,0.0009,-0.0007,-0.0003,0.0004,0.0004,0.0004,0.0008,0.0004,-0.0048,0.0013,-0.0005,-0.0002,0.0002,0.0010,-0.0024,0.0007,-0.0007,0.0023,0.0004,-0.0000,-0.0003,-0.0004,-0.0025
0.53,0.7125,0.1730,0.0135,-0.0003,-0.0023,0.0007,-0.0007,0.0002,0.0015,0.0013,0.0004,0.0016,0.0040,-0.0005,0.0001,-0.0008,0.0014,-0.0003,0.0007,-0.0005,0.0015,-0.0010,-0.0018,0.0017,0.0012,0.0003,-0.0011,-0.0005,-0.0004,-0.0007,-0.0029,0.0044,0.0008,-0.0012,0.0014,0.0002,0.0000,-0.0008,0.0001,0.0000
0.54,0.6943,0.0558,0.0057,-0.0024,0.0022,0.0018,0.0000,0.0008,-0.0010,-0.0025,0.0031,-0.0006,-0.0037,0.0004,0.0002,-0.0002,-0.0014,0.0018,-0.0002,0.0033,-0.0016,-0.0011,0.0003,0.0008,0.0001,-0.0006,-0.0006,-0.0013,-0.0000,-0.0047,0.0009,0.0028,0.0016,-0.0004,-0.0001,0.0015,0.0005,-0.0000,0.0012,0.0002
0.55,0.6239,0.0907,-0.0004,-0.0002,-0.0017,-0.0002,-0.0001,-0.0030,0.0015,0.0063,-0.0013,0.0017,0.0009,-0.0026,-0.0015,-0.0014,-0.0003,0.0030,0.0018,-0.0015,0.0020,-0.0007,0.0004,0.0016,0.0001,0.0028,0.0019,0.0019,0.0006,-0.0003,-0.0019,-0.0001,-0.0011,0.0013,-0.0013,-0.0024,0.0019,0.0007,-0.0008,0.0010
