alpha,N,M,T,disorder,phi_a,phi_b,q_ea,phi_max_other,phi_1max
0.20,20,55,0.012103,159,0.994668,0.994103,0.988341,0.412742,0.412861
0.20,20,55,0.012103,160,0.992535,0.992372,0.981749,0.421466,0.435845
0.20,20,55,0.012103,161,0.992023,0.994331,0.987412,0.378763,0.347803
0.20,20,55,0.012103,162,0.993271,0.994420,0.988664,0.418921,0.425229
0.20,20,55,0.012103,163,0.994904,0.994047,0.990676,0.490154,0.501544
0.20,20,55,0.012103,164,0.995024,0.994385,0.990180,0.356335,0.338677
0.20,20,55,0.012103,165,0.995087,0.993427,0.987917,0.403092,0.409538
0.20,20,55,0.012103,166,0.993386,0.994388,0.987818,0.416334,0.411801
0.20,20,55,0.012103,167,0.993382,0.995222,0.989692,0.510295,0.506451
0.20,20,55,0.012103,168,0.996000,0.994655,0.989961,0.438686,0.428609
0.20,20,55,0.012103,169,0.993849,0.993886,0.988738,0.296134,0.292656
0.20,20,55,0.012103,170,0.994704,0.994103,0.989971,0.358283,0.383094
0.20,20,55,0.012103,171,0.994141,0.993376,0.988328,0.430706,0.423577
0.20,20,55,0.012103,172,0.993345,0.993630,0.986182,0.488110,0.466787
0.20,20,55,0.012103,173,0.993450,0.995320,0.990558,0.560389,0.578592
0.20,20,55,0.012103,174,0.994616,0.993453,0.988829,0.398828,0.390475
0.20,20,55,0.012103,175,0.993559,0.994074,0.986756,0.485297,0.463161
0.20,20,55,0.012103,176,0.994648,0.994141,0.988337,0.382853,0.373974
0.20,20,55,0.012103,177,0.994101,0.994582,0.988811,0.572540,0.549282
0.20,20,55,0.012103,178,0.994356,0.994243,0.988841,0.473195,0.486705
0.20,20,55,0.012103,179,0.995277,0.994811,0.990292,0.370559,0.381408
0.20,20,55,0.012103,180,0.994063,0.993952,0.988597,0.433500,0.402690
0.20,20,55,0.012103,181,0.994747,0.994421,0.989803,0.531045,0.531154
0.20,20,55,0.012103,182,0.992245,0.993478,0.987014,0.509047,0.501007
0.20,20,55,0.012103,183,0.994026,0.994566,0.988216,0.743463,0.747452
0.20,20,55,0.012103,184,0.993719,0.993709,0.987873,0.421737,0.422325
0.20,20,55,0.012103,185,0.995005,0.994373,0.989013,0.430925,0.433670
0.20,20,55,0.012103,186,0.994733,0.993648,0.989002,0.388625,0.382557
0.20,20,55,0.012103,187,0.993584,0.994994,0.989936,0.547453,0.541769
0.20,20,55,0.012103,188,0.994551,0.993247,0.986998,0.641850,0.644095
0.20,20,55,0.012103,189,0.994451,0.994532,0.988771,0.409379,0.407034
0.20,20,55,0.012103,190,0.993723,0.993827,0.985259,0.476669,0.463822
0.20,20,55,0.012103,191,0.995425,0.994975,0.990395,0.497736,0.494998
0.20,20,55,0.012103,192,0.993855,0.994241,0.988553,0.371605,0.379015
0.20,20,55,0.012103,193,0.995001,0.994950,0.990444,0.429040,0.421069
0.20,20,55,0.012103,194,0.993262,0.994065,0.987424,0.460820,0.470520
0.20,20,55,0.012103,195,0.994458,0.994100,0.988943,0.421608,0.418420
0.20,20,55,0.012103,196,0.994376,0.994576,0.989091,0.543946,0.563912
0.20,20,55,0.012103,197,0.994120,0.993834,0.987280,0.379255,0.381145
0.20,20,55,0.012103,198,0.994168,0.994884,0.987210,0.574978,0.577404
0.20,20,55,0.012103,199,0.994907,0.993005,0.988932,0.451023,0.467286
0.20,20,55,0.012103,200,0.995089,0.993946,0.989936,0.465586,0.463580
0.20,20,55,0.015339,1,0.992595,0.993778,0.987689,0.413689,0.405888
0.20,20,55,0.015339,2,0.993590,0.991753,0.986314,0.500172,0.494641
0.20,20,55,0.015339,3,0.992623,0.992980,0.986246,0.570338,0.571826
0.20,20,55,0.015339,4,0.993071,0.992528,0.983525,0.388165,0.365564
0.20,20,55,0.015339,5,0.993989,0.992191,0.985642,0.361096,0.352100
0.20,20,55,0.015339,6,0.991422,0.992645,0.984654,0.495650,0.487898
0.20,20,55,0.015339,7,0.991674,0.994523,0.985960,0.414177,0.399539
0.20,20,55,0.015339,8,0.992324,0.993261,0.984095,0.599906,0.609902
0.20,20,55,0.015339,9,0.993372,0.992990,0.986725,0.439639,0.440933
0.20,20,55,0.015339,10,0.992810,0.992214,0.984717,0.398178,0.399173
0.20,20,55,0.015339,11,0.992949,0.992780,0.985848,0.621909,0.631720
0.20,20,55,0.015339,12,0.994186,0.991583,0.985780,0.498576,0.494140
0.20,20,55,0.015339,13,0.991990,0.993671,0.986353,0.435831,0.439564
0.20,20,55,0.015339,14,0.992409,0.992164,0.984330,0.449327,0.448902
0.20,20,55,0.015339,15,0.991943,0.993356,0.985657,0.508607,0.511210
0.20,20,55,0.015339,16,0.991665,0.993052,0.984692,0.493538,0.485937
0.20,20,55,0.015339,17,0.993072,0.993723,0.985461,0.354312,0.358953
0.20,20,55,0.015339,18,0.993555,0.993866,0.987560,0.348601,0.354031
0.20,20,55,0.015339,19,0.992342,0.992524,0.985756,0.472122,0.456616
0.20,20,55,0.015339,20,0.993377,0.993855,0.987917,0.453849,0.446602
0.20,20,55,0.015339,21,0.992634,0.993679,0.985934,0.430272,0.435562
0.20,20,55,0.015339,22,0.991486,0.993130,0.984445,0.557484,0.561818
0.20,20,55,0.015339,23,0.992621,0.993165,0.987728,0.521475,0.530358
0.20,20,55,0.015339,24,0.992992,0.990542,0.981769,0.422696,0.428326
0.20,20,55,0.015339,25,0.992848,0.992532,0.985904,0.470667,0.465453
0.20,20,55,0.015339,26,0.992769,0.993768,0.987983,0.423530,0.429219
0.20,20,55,0.015339,27,0.992465,0.992844,0.984651,0.566886,0.583350
0.20,20,55,0.015339,28,0.993164,0.992573,0.987368,0.503839,0.507631
0.20,20,55,0.015339,29,0.993512,0.993409,0.988324,0.483200,0.486482
0.20,20,55,0.015339,30,0.993127,0.992875,0.987750,0.463174,0.460681
0.20,20,55,0.015339,31,0.991743,0.992101,0.984748,0.505546,0.513967
0.20,20,55,0.015339,32,0.992117,0.992037,0.985457,0.506022,0.517616
0.20,20,55,0.015339,33,0.993226,0.993432,0.987437,0.456729,0.465387
0.20,20,55,0.015339,34,0.993410,0.993128,0.984844,0.592694,0.583043
0.20,20,55,0.015339,35,0.993757,0.991710,0.985532,0.555033,0.560436
0.20,20,55,0.015339,36,0.992012,0.992609,0.983905,0.475398,0.466925
0.20,20,55,0.015339,37,0.992627,0.992253,0.983207,0.497886,0.487952
0.20,20,55,0.015339,38,0.992238,0.992342,0.985109,0.520989,0.534341
0.20,20,55,0.015339,39,0.992754,0.991183,0.981103,0.667623,0.666776
0.20,20,55,0.015339,40,0.993897,0.992037,0.987129,0.439948,0.446185
0.20,20,55,0.015339,41,0.993207,0.992380,0.985624,0.513841,0.504326
0.20,20,55,0.015339,42,0.992224,0.992639,0.985711,0.502409,0.501982
0.20,20,55,0.015339,43,0.993114,0.993468,0.987024,0.535851,0.541553
0.20,20,55,0.015339,44,0.993496,0.992708,0.985478,0.384150,0.384191
0.20,20,55,0.015339,45,0.993196,0.992774,0.986903,0.479272,0.487518
0.20,20,55,0.015339,46,0.993707,0.991826,0.984866,0.658322,0.657082
0.20,20,55,0.015339,47,0.991178,0.992702,0.983139,0.560603,0.560667
0.20,20,55,0.015339,48,0.991916,0.990507,0.983550,0.454602,0.458609
0.20,20,55,0.015339,49,0.991475,0.991366,0.985041,0.569505,0.604328
0.20,20,55,0.015339,50,0.992172,0.992532,0.983974,0.315059,0.316480
0.20,20,55,0.015339,51,0.993159,0.993240,0.987649,0.436934,0.420162
0.20,20,55,0.015339,52,0.992373,0.992265,0.986080,0.522426,0.509395
0.20,20,55,0.015339,53,0.993332,0.992870,0.984992,0.653325,0.669084
0.20,20,55,0.015339,54,0.994097,0.992150,0.987254,0.558171,0.556514
0.20,20,55,0.015339,55,0.991225,0.992212,0.985599,0.382753,0.374521
0.20,20,55,0.015339,56,0.992049,0.992096,0.986007,0.504603,0.524861
0.20,20,55,0.015339,57,0.992350,0.992825,0.985472,0.393715,0.366324
0.20,20,55,0.015339,58,0.994362,0.992766,0.987576,0.433540,0.440032
0.20,20,55,0.015339,59,0.991722,0.992309,0.983448,0.438549,0.436690
0.20,20,55,0.015339,60,0.994297,0.992454,0.984328,0.498438,0.506805
0.20,20,55,0.015339,61,0.992924,0.992782,0.986043,0.525395,0.533436
0.20,20,55,0.015339,62,0.992469,0.993527,0.985184,0.495670,0.499295
0.20,20,55,0.015339,63,0.992324,0.993113,0.984345,0.453233,0.458765
0.20,20,55,0.015339,64,0.992719,0.993972,0.987250,0.470161,0.485922
0.20,20,55,0.015339,65,0.994091,0.991567,0.986047,0.630553,0.631536
0.20,20,55,0.015339,66,0.993153,0.991729,0.985719,0.444608,0.452719
0.20,20,55,0.015339,67,0.993189,0.992114,0.986622,0.534228,0.531494
0.20,20,55,0.015339,68,0.994080,0.994264,0.988048,0.384092,0.383629
0.20,20,55,0.015339,69,0.992990,0.992930,0.985206,0.504292,0.498350
0.20,20,55,0.015339,70,0.991939,0.992098,0.983735,0.367419,0.373061
0.20,20,55,0.015339,71,0.992912,0.992245,0.984729,0.584596,0.578277
0.20,20,55,0.015339,72,0.991895,0.991628,0.985683,0.692797,0.701924
0.20,20,55,0.015339,73,0.992572,0.992505,0.984687,0.419438,0.419419
0.20,20,55,0.015339,74,0.992824,0.992948,0.984104,0.553481,0.545119
0.20,20,55,0.015339,75,0.993142,0.993853,0.987279,0.345450,0.338788
0.20,20,55,0.015339,76,0.993215,0.992059,0.985580,0.518566,0.524587
0.20,20,55,0.015339,77,0.992922,0.993515,0.986787,0.455885,0.452001
0.20,20,55,0.015339,78,0.992924,0.993101,0.985452,0.426294,0.446335
0.20,20,55,0.015339,79,0.992077,0.992812,0.985465,0.548104,0.534622
0.20,20,55,0.015339,80,0.991202,0.992675,0.985008,0.420041,0.434989
0.20,20,55,0.015339,81,0.992675,0.993530,0.985653,0.370312,0.355900
0.20,20,55,0.015339,82,0.992947,0.994055,0.984151,0.443552,0.446564
0.20,20,55,0.015339,83,0.994864,0.993279,0.988187,0.515853,0.517379
0.20,20,55,0.015339,84,0.992346,0.993206,0.985686,0.490641,0.485260
0.20,20,55,0.015339,85,0.994048,0.993862,0.989174,0.478689,0.492187
0.20,20,55,0.015339,86,0.993674,0.994054,0.987212,0.552907,0.544309
0.20,20,55,0.015339,87,0.991210,0.992600,0.981433,0.469159,0.476858
0.20,20,55,0.015339,88,0.992853,0.991604,0.983434,0.511682,0.515028
0.20,20,55,0.015339,89,0.992816,0.992171,0.984272,0.376411,0.374507
0.20,20,55,0.015339,90,0.992478,0.993418,0.985193,0.569481,0.552586
0.20,20,55,0.015339,91,0.992273,0.992322,0.983595,0.425422,0.415922
0.20,20,55,0.015339,92,0.993645,0.992612,0.986557,0.502156,0.506586
0.20,20,55,0.015339,93,0.993337,0.993743,0.987749,0.571614,0.573888
0.20,20,55,0.015339,94,0.993020,0.992848,0.985618,0.426945,0.449152
0.20,20,55,0.015339,95,0.992449,0.990741,0.982269,0.388944,0.398010
0.20,20,55,0.015339,96,0.993405,0.992002,0.985702,0.421900,0.418668
0.20,20,55,0.015339,97,0.992994,0.991604,0.984353,0.472250,0.474794
0.20,20,55,0.015339,98,0.994082,0.994259,0.986857,0.444223,0.433536
0.20,20,55,0.015339,99,0.992971,0.993656,0.986975,0.446780,0.443852
0.20,20,55,0.015339,100,0.992195,0.993350,0.986466,0.450137,0.439883
0.20,20,55,0.015339,101,0.993154,0.990491,0.983976,0.381544,0.378909
0.20,20,55,0.015339,102,0.992816,0.993234,0.984908,0.415741,0.412911
0.20,20,55,0.015339,103,0.992528,0.993454,0.987137,0.569995,0.579181
0.20,20,55,0.015339,104,0.992432,0.994579,0.986486,0.441440,0.422655
0.20,20,55,0.015339,105,0.993598,0.992095,0.988104,0.522560,0.522206
0.20,20,55,0.015339,106,0.993601,0.994106,0.987792,0.373488,0.365689
0.20,20,55,0.015339,107,0.993338,0.994705,0.988412,0.547740,0.552535
0.20,20,55,0.015339,108,0.993081,0.993624,0.986473,0.421114,0.400834
0.20,20,55,0.015339,109,0.993060,0.991525,0.985887,0.541383,0.533205
0.20,20,55,0.015339,110,0.992277,0.992272,0.985718,0.513309,0.522464
0.20,20,55,0.015339,111,0.993253,0.993698,0.986991,0.600199,0.599406
0.20,20,55,0.015339,112,0.991671,0.993016,0.985170,0.495064,0.481032
0.20,20,55,0.015339,113,0.993624,0.992965,0.985379,0.458003,0.460736
0.20,20,55,0.015339,114,0.992845,0.993631,0.987255,0.516028,0.524840
0.20,20,55,0.015339,115,0.992684,0.993367,0.984785,0.437891,0.437517
0.20,20,55,0.015339,116,0.991669,0.992720,0.985482,0.566616,0.573191
0.20,20,55,0.015339,117,0.993379,0.992063,0.986502,0.512571,0.508838
0.20,20,55,0.015339,118,0.993053,0.991135,0.985620,0.476083,0.486235
0.20,20,55,0.015339,119,0.993028,0.992534,0.984952,0.404872,0.394489
0.20,20,55,0.015339,120,0.992889,0.992876,0.983931,0.580075,0.571312
0.20,20,55,0.015339,121,0.991471,0.992287,0.983247,0.444271,0.438635
0.20,20,55,0.015339,122,0.992015,0.992226,0.984813,0.565291,0.578119
0.20,20,55,0.015339,123,0.990755,0.992754,0.984108,0.537253,0.533556
0.20,20,55,0.015339,124,0.992944,0.993671,0.987147,0.581151,0.597692
0.20,20,55,0.015339,125,0.992517,0.993477,0.986215,0.418552,0.430721
0.20,20,55,0.015339,126,0.993129,0.993465,0.986744,0.434828,0.431097
0.20,20,55,0.015339,127,0.992982,0.992076,0.985566,0.440299,0.425591
0.20,20,55,0.015339,128,0.991569,0.993070,0.986924,0.536907,0.537612
0.20,20,55,0.015339,129,0.991804,0.992590,0.984398,0.458679,0.461510
0.20,20,55,0.015339,130,0.991882,0.993567,0.985514,0.349689,0.337225
0.20,20,55,0.015339,131,0.992670,0.993446,0.986370,0.648656,0.641196
0.20,20,55,0.015339,132,0.993232,0.993702,0.987366,0.524569,0.526760
0.20,20,55,0.015339,133,0.992135,0.994007,0.984591,0.581507,0.579978
0.20,20,55,0.015339,134,0.991775,0.992645,0.982362,0.534508,0.535574
0.20,20,55,0.015339,135,0.992675,0.993085,0.987251,0.483833,0.475108
0.20,20,55,0.015339,136,0.990664,0.994347,0.986058,0.389638,0.385301
0.20,20,55,0.015339,137,0.992011,0.992601,0.985538,0.744930,0.723820
0.20,20,55,0.015339,138,0.993549,0.993810,0.986817,0.484196,0.470024
0.20,20,55,0.015339,139,0.992605,0.992326,0.984292,0.355913,0.360348
0.20,20,55,0.015339,140,0.992434,0.994187,0.987232,0.420188,0.416800
0.20,20,55,0.015339,141,0.993333,0.991604,0.985619,0.395958,0.380133
0.20,20,55,0.015339,142,0.992680,0.993462,0.985776,0.539411,0.536820
0.20,20,55,0.015339,143,0.993642,0.992566,0.987685,0.371094,0.352249
0.20,20,55,0.015339,144,0.993116,0.992641,0.985768,0.503002,0.497349
0.20,20,55,0.015339,145,0.992806,0.992838,0.986743,0.414402,0.426572
0.20,20,55,0.015339,146,0.991268,0.991646,0.983942,0.413111,0.417270
0.20,20,55,0.015339,147,0.993419,0.991789,0.985482,0.432989,0.415231
0.20,20,55,0.015339,148,0.993968,0.993099,0.984588,0.473316,0.472224
0.20,20,55,0.015339,149,0.993415,0.993156,0.985909,0.313847,0.328741
0.20,20,55,0.015339,150,0.993463,0.993749,0.988210,0.603460,0.606273
0.20,20,55,0.015339,151,0.993781,0.994008,0.987982,0.475738,0.483319
0.20,20,55,0.015339,152,0.992583,0.994314,0.987418,0.496261,0.494302
0.20,20,55,0.015339,153,0.993496,0.992974,0.986663,0.475155,0.484226
0.20,20,55,0.015339,154,0.992641,0.991584,0.984638,0.530520,0.550474
0.20,20,55,0.015339,155,0.993759,0.993029,0.986753,0.551180,0.555482
0.20,20,55,0.015339,156,0.992367,0.994264,0.986470,0.493836,0.492620
0.20,20,55,0.015339,157,0.991592,0.992651,0.985628,0.505509,0.493829
0.20,20,55,0.015339,158,0.993407,0.993284,0.985302,0.472557,0.465119
0.20,20,55,0.015339,159,0.991373,0.990829,0.981849,0.345130,0.350424
0.20,20,55,0.015339,160,0.992052,0.993598,0.987148,0.386384,0.377253
0.20,20,55,0.015339,161,0.993053,0.992558,0.985241,0.455385,0.445651
0.20,20,55,0.015339,162,0.993873,0.992808,0.984866,0.612448,0.626389
0.20,20,55,0.015339,163,0.992903,0.992097,0.984779,0.467563,0.475424
0.20,20,55,0.015339,164,0.994062,0.994183,0.989203,0.399429,0.386641
0.20,20,55,0.015339,165,0.991762,0.990791,0.984611,0.439567,0.427528
0.20,20,55,0.015339,166,0.994327,0.992312,0.987187,0.429368,0.427811
0.20,20,55,0.015339,167,0.992907,0.994814,0.987114,0.491599,0.508248
0.20,20,55,0.015339,168,0.992267,0.993504,0.986167,0.520917,0.502711
0.20,20,55,0.015339,169,0.992517,0.993100,0.984887,0.528217,0.539814
0.20,20,55,0.015339,170,0.993188,0.991676,0.983793,0.448290,0.432694
0.20,20,55,0.015339,171,0.993255,0.989719,0.983623,0.412310,0.397026
0.20,20,55,0.015339,172,0.993665,0.993684,0.987524,0.812289,0.802397
0.20,20,55,0.015339,173,0.991763,0.992031,0.983833,0.535973,0.539255
0.20,20,55,0.015339,174,0.990430,0.992214,0.980355,0.432476,0.449427
0.20,20,55,0.015339,175,0.992052,0.992976,0.984073,0.491459,0.482169
0.20,20,55,0.015339,176,0.991350,0.991519,0.982088,0.570739,0.579295
0.20,20,55,0.015339,177,0.992981,0.993166,0.984899,0.661283,0.649696
0.20,20,55,0.015339,178,0.994309,0.992729,0.986715,0.530015,0.534047
0.20,20,55,0.015339,179,0.991256,0.993289,0.985677,0.450301,0.452577
0.20,20,55,0.015339,180,0.991589,0.992851,0.986444,0.575605,0.581599
0.20,20,55,0.015339,181,0.991783,0.992742,0.982373,0.534744,0.532039
0.20,20,55,0.015339,182,0.993829,0.992367,0.985142,0.473844,0.493693
0.20,20,55,0.015339,183,0.992176,0.991621,0.984477,0.482448,0.481568
0.20,20,55,0.015339,184,0.993423,0.993058,0.988417,0.456579,0.460427
0.20,20,55,0.015339,185,0.993161,0.992677,0.988734,0.399667,0.406111
0.20,20,55,0.015339,186,0.993063,0.993486,0.986476,0.377283,0.368543
0.20,20,55,0.015339,187,0.992692,0.993298,0.984691,0.633987,0.627290
0.20,20,55,0.015339,188,0.992902,0.990921,0.983921,0.581307,0.561848
0.20,20,55,0.015339,189,0.994044,0.993114,0.987164,0.300234,0.273263
0.20,20,55,0.015339,190,0.992277,0.992348,0.983770,0.542580,0.548383
0.20,20,55,0.015339,191,0.992771,0.994408,0.987554,0.459170,0.452884
0.20,20,55,0.015339,192,0.993136,0.994747,0.987988,0.477505,0.484905
0.20,20,55,0.015339,193,0.992167,0.991378,0.983979,0.411198,0.399818
0.20,20,55,0.015339,194,0.992345,0.992874,0.984803,0.591051,0.598800
0.20,20,55,0.015339,195,0.991817,0.993427,0.986057,0.385520,0.390494
0.20,20,55,0.015339,196,0.993764,0.990609,0.984663,0.521528,0.521473
0.20,20,55,0.015339,197,0.993063,0.992451,0.986336,0.535705,0.547859
0.20,20,55,0.015339,198,0.994074,0.993531,0.988481,0.423213,0.411322
0.20,20,55,0.015339,199,0.991868,0.993455,0.986770,0.451243,0.426176
0.20,20,55,0.015339,200,0.992576,0.993794,0.986267,0.568291,0.560408
0.20,20,55,0.018914,1,0.989325,0.993256,0.982352,0.466278,0.480469
0.20,20,55,0.018914,2,0.990459,0.992692,0.982367,0.587620,0.598128
0.20,20,55,0.018914,3,0.991751,0.990635,0.982421,0.658172,0.662792
0.20,20,55,0.018914,4,0.990972,0.987720,0.977415,0.467823,0.472292
0.20,20,55,0.018914,5,0.991547,0.991432,0.983823,0.528436,0.542282
0.20,20,55,0.018914,6,0.990076,0.991805,0.981874,0.475758,0.462358
0.20,20,55,0.018914,7,0.990532,0.989655,0.979587,0.611974,0.615305
0.20,20,55,0.018914,8,0.991576,0.991497,0.983138,0.569314,0.574217
0.20,20,55,0.018914,9,0.990127,0.992319,0.982382,0.535677,0.529565
0.20,20,55,0.018914,10,0.991980,0.991806,0.982154,0.455069,0.464438
0.20,20,55,0.018914,11,0.991591,0.988910,0.980649,0.476408,0.479042
0.20,20,55,0.018914,12,0.990823,0.991819,0.979391,0.459934,0.470483
0.20,20,55,0.018914,13,0.991361,0.989609,0.982163,0.476870,0.490727
0.20,20,55,0.018914,14,0.992709,0.992558,0.984719,0.427697,0.424253
0.20,20,55,0.018914,15,0.990199,0.990664,0.981169,0.431674,0.419431
0.20,20,55,0.018914,16,0.990030,0.992438,0.982388,0.464015,0.485127
0.20,20,55,0.018914,17,0.991916,0.989923,0.983241,0.513722,0.491839
0.20,20,55,0.018914,18,0.990629,0.991451,0.982781,0.440904,0.463543
0.20,20,55,0.018914,19,0.990759,0.989422,0.980707,0.609805,0.597132
0.20,20,55,0.018914,20,0.991992,0.990108,0.981724,0.528736,0.541537
0.20,20,55,0.018914,21,0.991722,0.988520,0.982710,0.420828,0.420348
0.20,20,55,0.018914,22,0.990097,0.990683,0.980478,0.429700,0.425118
0.20,20,55,0.018914,23,0.990746,0.992021,0.982867,0.409399,0.394418
0.20,20,55,0.018914,24,0.992391,0.990447,0.981815,0.375126,0.386970
0.20,20,55,0.018914,25,0.991195,0.992930,0.985165,0.466573,0.441846
0.20,20,55,0.018914,26,0.990300,0.989646,0.978464,0.533572,0.558031
0.20,20,55,0.018914,27,0.992427,0.991023,0.983428,0.478119,0.476459
0.20,20,55,0.018914,28,0.990473,0.992725,0.983831,0.326931,0.304581
0.20,20,55,0.018914,29,0.990915,0.990375,0.978568,0.445404,0.438732
0.20,20,55,0.018914,30,0.991447,0.992773,0.981752,0.415341,0.413327
0.20,20,55,0.018914,31,0.991606,0.991871,0.983924,0.524015,0.524147
0.20,20,55,0.018914,32,0.990773,0.991775,0.982784,0.440609,0.439127
0.20,20,55,0.018914,33,0.991426,0.989732,0.982134,0.415118,0.422497
0.20,20,55,0.018914,34,0.992556,0.991389,0.984556,0.410192,0.398555
0.20,20,55,0.018914,35,0.991764,0.991027,0.982846,0.477333,0.459383
0.20,20,55,0.018914,36,0.991531,0.990872,0.982224,0.407331,0.401202
0.20,20,55,0.018914,37,0.989938,0.990926,0.977689,0.428436,0.426514
0.20,20,55,0.018914,38,0.990358,0.989397,0.981045,0.539272,0.528889
0.20,20,55,0.018914,39,0.991342,0.991151,0.982521,0.517572,0.513322
0.20,20,55,0.018914,40,0.990777,0.989175,0.980007,0.518684,0.515031
0.20,20,55,0.018914,41,0.992253,0.989316,0.982848,0.428670,0.428656
0.20,20,55,0.018914,42,0.990706,0.991562,0.983824,0.565052,0.554953
0.20,20,55,0.018914,43,0.991849,0.991508,0.982838,0.475154,0.469521
0.20,20,55,0.018914,44,0.990746,0.991109,0.982991,0.566475,0.548137
0.20,20,55,0.018914,45,0.991610,0.991147,0.982435,0.425783,0.420658
0.20,20,55,0.018914,46,0.991221,0.989308,0.979384,0.428581,0.446326
0.20,20,55,0.018914,47,0.991129,0.990649,0.980834,0.506913,0.511434
0.20,20,55,0.018914,48,0.990305,0.992109,0.982098,0.480826,0.499913
0.20,20,55,0.018914,49,0.990754,0.990879,0.982213,0.454870,0.461278
0.20,20,55,0.018914,50,0.990379,0.991602,0.981337,0.465208,0.478033
0.20,20,55,0.018914,51,0.991967,0.992249,0.983118,0.458491,0.467901
0.20,20,55,0.018914,52,0.992009,0.990504,0.982756,0.686129,0.688610
0.20,20,55,0.018914,53,0.989307,0.991561,0.981922,0.362972,0.365852
0.20,20,55,0.018914,54,0.990017,0.992023,0.983558,0.455166,0.460631
0.20,20,55,0.018914,55,0.991168,0.990775,0.981993,0.484378,0.488667
0.20,20,55,0.018914,56,0.991993,0.990546,0.981744,0.452478,0.441281
0.20,20,55,0.018914,57,0.992330,0.990882,0.983136,0.423727,0.417500
0.20,20,55,0.018914,58,0.990988,0.991558,0.983289,0.408641,0.434114
0.20,20,55,0.018914,59,0.992164,0.992915,0.985134,0.322522,0.316837
0.20,20,55,0.018914,60,0.990813,0.991200,0.980412,0.477371,0.464292
0.20,20,55,0.018914,61,0.989907,0.992384,0.980859,0.475055,0.473624
0.20,20,55,0.018914,62,0.991576,0.990901,0.984541,0.657028,0.662216
0.20,20,55,0.018914,63,0.991148,0.990207,0.981076,0.455201,0.453815
0.20,20,55,0.018914,64,0.992624,0.990755,0.982036,0.565577,0.561532
0.20,20,55,0.018914,65,0.991985,0.990229,0.983993,0.439492,0.441195
0.20,20,55,0.018914,66,0.990811,0.990686,0.982550,0.430091,0.440887
0.20,20,55,0.018914,67,0.990986,0.989929,0.981507,0.483804,0.501546
0.20,20,55,0.018914,68,0.988734,0.990752,0.980189,0.619583,0.608012
0.20,20,55,0.018914,69,0.989373,0.990616,0.980727,0.506929,0.501606
0.20,20,55,0.018914,70,0.989666,0.992654,0.984553,0.446635,0.465514
0.20,20,55,0.018914,71,0.992039,0.991375,0.984248,0.456462,0.449981
0.20,20,55,0.018914,72,0.990937,0.990118,0.980962,0.440297,0.445027
0.20,20,55,0.018914,73,0.991188,0.989924,0.982766,0.531569,0.527304
0.20,20,55,0.018914,74,0.990369,0.991188,0.981743,0.459117,0.435913
0.20,20,55,0.018914,75,0.990843,0.991711,0.984002,0.446355,0.440741
0.20,20,55,0.018914,76,0.990570,0.990711,0.982632,0.600757,0.612909
0.20,20,55,0.018914,77,0.991445,0.989174,0.981794,0.652832,0.651350
0.20,20,55,0.018914,78,0.991226,0.990409,0.983144,0.634965,0.647646
0.20,20,55,0.018914,79,0.988918,0.992364,0.980089,0.541625,0.537167
0.20,20,55,0.018914,80,0.989802,0.990815,0.981202,0.550691,0.588141
0.20,20,55,0.018914,81,0.991586,0.991300,0.983599,0.387209,0.393343
0.20,20,55,0.018914,82,0.991278,0.991702,0.986100,0.423847,0.420698
0.20,20,55,0.018914,83,0.990758,0.990129,0.982863,0.500748,0.508029
0.20,20,55,0.018914,84,0.991708,0.989654,0.982669,0.424585,0.420073
0.20,20,55,0.018914,85,0.989310,0.990392,0.980554,0.577141,0.606277
0.20,20,55,0.018914,86,0.991877,0.991045,0.984296,0.456293,0.471641
0.20,20,55,0.018914,87,0.988850,0.990276,0.978099,0.479616,0.453626
0.20,20,55,0.018914,88,0.992050,0.990510,0.980415,0.398148,0.391985
0.20,20,55,0.018914,89,0.989897,0.991539,0.981993,0.506222,0.508875
0.20,20,55,0.018914,90,0.990416,0.990096,0.981196,0.626595,0.628841
0.20,20,55,0.018914,91,0.991970,0.989302,0.977983,0.531629,0.530097
0.20,20,55,0.018914,92,0.991430,0.991342,0.982942,0.389455,0.385608
0.20,20,55,0.018914,93,0.990102,0.990780,0.979674,0.370485,0.359053
0.20,20,55,0.018914,94,0.991760,0.991089,0.984085,0.427209,0.432115
0.20,20,55,0.018914,95,0.990093,0.988920,0.982279,0.429450,0.435549
0.20,20,55,0.018914,96,0.990413,0.992801,0.982591,0.487217,0.493174
0.20,20,55,0.018914,97,0.991079,0.991871,0.983950,0.618434,0.637175
0.20,20,55,0.018914,98,0.990579,0.989814,0.980709,0.435911,0.421675
0.20,20,55,0.018914,99,0.991335,0.990671,0.984277,0.426053,0.446218
0.20,20,55,0.018914,100,0.992856,0.991471,0.984337,0.436302,0.420864
0.20,20,55,0.018914,101,0.991849,0.991340,0.983816,0.572606,0.596836
0.20,20,55,0.018914,102,0.990800,0.989339,0.978647,0.455900,0.461735
0.20,20,55,0.018914,103,0.991508,0.993061,0.985790,0.534467,0.554232
0.20,20,55,0.018914,104,0.990523,0.990699,0.982321,0.520103,0.516567
0.20,20,55,0.018914,105,0.991283,0.991030,0.982751,0.386825,0.384023
0.20,20,55,0.018914,106,0.992220,0.990898,0.984367,0.466681,0.466580
