alpha,N,M,T,disorder,phi_a,phi_b,q_ea,phi_max_other,phi_1max
0.20,20,55,0.004131,149,0.998263,0.997859,0.995961,0.470818,0.472833
0.20,20,55,0.004131,150,0.998153,0.997999,0.995243,0.517732,0.527108
0.20,20,55,0.004131,151,0.997602,0.997955,0.995164,0.416962,0.430943
0.20,20,55,0.004131,152,0.997703,0.997958,0.996081,0.550105,0.566010
0.20,20,55,0.004131,153,0.997590,0.997866,0.996326,0.466873,0.468088
0.20,20,55,0.004131,154,0.998020,0.997743,0.996062,0.534204,0.527302
0.20,20,55,0.004131,155,0.997430,0.997916,0.995783,0.500844,0.511681
0.20,20,55,0.004131,156,0.998244,0.998258,0.996682,0.449599,0.461533
0.20,20,55,0.004131,157,0.997780,0.998204,0.996570,0.549408,0.540001
0.20,20,55,0.004131,158,0.998413,0.998021,0.996354,0.603555,0.613482
0.20,20,55,0.004131,159,0.998093,0.998007,0.995356,0.483635,0.497777
0.20,20,55,0.004131,160,0.997873,0.998590,0.995606,0.510512,0.509637
0.20,20,55,0.004131,161,0.997966,0.998163,0.996189,0.473686,0.474124
0.20,20,55,0.004131,162,0.998334,0.997615,0.997123,0.490644,0.490607
0.20,20,55,0.004131,163,0.997815,0.997986,0.995638,0.555745,0.556021
0.20,20,55,0.004131,164,0.998005,0.998138,0.995646,0.504251,0.490687
0.20,20,55,0.004131,165,0.997596,0.997569,0.995308,0.406582,0.408970
0.20,20,55,0.004131,166,0.997527,0.998408,0.996255,0.471433,0.477610
0.20,20,55,0.004131,167,0.998152,0.997968,0.995829,0.613128,0.602633
0.20,20,55,0.004131,168,0.997389,0.997290,0.993893,0.364568,0.339410
0.20,20,55,0.004131,169,0.997863,0.998645,0.996594,0.496403,0.480727
0.20,20,55,0.004131,170,0.997215,0.998444,0.996028,0.482260,0.469838
0.20,20,55,0.004131,171,0.998322,0.998176,0.996862,0.425391,0.425262
0.20,20,55,0.004131,172,0.998100,0.997702,0.996024,0.438114,0.441741
0.20,20,55,0.004131,173,0.997452,0.998149,0.995887,0.414922,0.423609
0.20,20,55,0.004131,174,0.998186,0.998576,0.996212,0.452782,0.461251
0.20,20,55,0.004131,175,0.997635,0.998565,0.996299,0.459006,0.464104
0.20,20,55,0.004131,176,0.998152,0.998480,0.996738,0.505771,0.501159
0.20,20,55,0.004131,177,0.998018,0.998170,0.995879,0.490997,0.485445
0.20,20,55,0.004131,178,0.997895,0.997784,0.996468,0.595651,0.600564
0.20,20,55,0.004131,179,0.997505,0.998179,0.995645,0.525841,0.515126
0.20,20,55,0.004131,180,0.998582,0.998142,0.996873,0.457033,0.452248
0.20,20,55,0.004131,181,0.998560,0.998319,0.997377,0.490264,0.488617
0.20,20,55,0.004131,182,0.998124,0.998048,0.996322,0.493909,0.493346
0.20,20,55,0.004131,183,0.998528,0.998274,0.997412,0.368093,0.380359
0.20,20,55,0.004131,184,0.997800,0.998063,0.995466,0.434050,0.427707
0.20,20,55,0.004131,185,0.998165,0.998556,0.996538,0.608487,0.605948
0.20,20,55,0.004131,186,0.998423,0.998103,0.996585,0.353312,0.342195
0.20,20,55,0.004131,187,0.998001,0.997638,0.996015,0.428665,0.432813
0.20,20,55,0.004131,188,0.997892,0.997497,0.994913,0.391056,0.390503
0.20,20,55,0.004131,189,0.997827,0.998326,0.995859,0.473811,0.474612
0.20,20,55,0.004131,190,0.998033,0.998537,0.996601,0.463319,0.460595
0.20,20,55,0.004131,191,0.997904,0.998286,0.995381,0.570178,0.567146
0.20,20,55,0.004131,192,0.998043,0.997801,0.995548,0.492518,0.484751
0.20,20,55,0.004131,193,0.998324,0.997897,0.996310,0.493138,0.496001
0.20,20,55,0.004131,194,0.998133,0.997889,0.996248,0.415578,0.418059
0.20,20,55,0.004131,195,0.998056,0.997194,0.995627,0.424131,0.412283
0.20,20,55,0.004131,196,0.996991,0.997385,0.993198,0.483432,0.494751
0.20,20,55,0.004131,197,0.997839,0.997613,0.994660,0.446414,0.451562
0.20,20,55,0.004131,198,0.998571,0.998454,0.996470,0.352042,0.349008
0.20,20,55,0.004131,199,0.997514,0.997934,0.996336,0.542613,0.535523
0.20,20,55,0.004131,200,0.997269,0.998011,0.996022,0.604239,0.590138
0.20,20,55,0.006527,1,0.996515,0.996916,0.993983,0.497595,0.493499
0.20,20,55,0.006527,2,0.996413,0.997016,0.992129,0.381932,0.377330
0.20,20,55,0.006527,3,0.997202,0.997140,0.993869,0.541283,0.553643
0.20,20,55,0.006527,4,0.997555,0.996667,0.994330,0.385224,0.377899
0.20,20,55,0.006527,5,0.997191,0.997413,0.994551,0.459257,0.467887
0.20,20,55,0.006527,6,0.996037,0.996812,0.993864,0.573940,0.577886
0.20,20,55,0.006527,7,0.996657,0.997452,0.994014,0.392867,0.382179
0.20,20,55,0.006527,8,0.996529,0.997168,0.993234,0.550095,0.541990
0.20,20,55,0.006527,9,0.996876,0.996503,0.992457,0.584291,0.595789
0.20,20,55,0.006527,10,0.997458,0.997132,0.993736,0.491448,0.485682
0.20,20,55,0.006527,11,0.996933,0.996397,0.993665,0.454177,0.456594
0.20,20,55,0.006527,12,0.997532,0.996970,0.994405,0.583994,0.576097
0.20,20,55,0.006527,13,0.997155,0.997605,0.994499,0.510763,0.518155
0.20,20,55,0.006527,14,0.997118,0.996202,0.992435,0.546818,0.539078
0.20,20,55,0.006527,15,0.997834,0.997283,0.994630,0.512702,0.526470
0.20,20,55,0.006527,16,0.996560,0.996639,0.992851,0.522943,0.531949
0.20,20,55,0.006527,17,0.997055,0.997872,0.994978,0.679039,0.675956
0.20,20,55,0.006527,18,0.995704,0.997131,0.991930,0.543554,0.535097
0.20,20,55,0.006527,19,0.996106,0.995919,0.990621,0.425001,0.411725
0.20,20,55,0.006527,20,0.997178,0.997319,0.994302,0.589889,0.577783
0.20,20,55,0.006527,21,0.997119,0.997293,0.995013,0.524440,0.518764
0.20,20,55,0.006527,22,0.997149,0.997446,0.995087,0.436878,0.438485
0.20,20,55,0.006527,23,0.996324,0.997173,0.995060,0.523198,0.532909
0.20,20,55,0.006527,24,0.997430,0.997625,0.995180,0.499429,0.498433
0.20,20,55,0.006527,25,0.996347,0.997755,0.994200,0.392273,0.391450
0.20,20,55,0.006527,26,0.997475,0.995825,0.993691,0.497417,0.496408
0.20,20,55,0.006527,27,0.997142,0.997009,0.993915,0.585577,0.583418
0.20,20,55,0.006527,28,0.997420,0.996727,0.993433,0.461902,0.449234
0.20,20,55,0.006527,29,0.996915,0.996792,0.994072,0.681627,0.679325
0.20,20,55,0.006527,30,0.997701,0.997145,0.994722,0.521535,0.504550
0.20,20,55,0.006527,31,0.997183,0.997045,0.994384,0.415804,0.407780
0.20,20,55,0.006527,32,0.994859,0.997032,0.992406,0.501132,0.521883
0.20,20,55,0.006527,33,0.997582,0.997111,0.994755,0.680397,0.670469
0.20,20,55,0.006527,34,0.996961,0.996138,0.992962,0.395640,0.411825
0.20,20,55,0.006527,35,0.997623,0.997945,0.995667,0.480593,0.480729
0.20,20,55,0.006527,36,0.996442,0.997122,0.993842,0.590928,0.581656
0.20,20,55,0.006527,37,0.997557,0.996446,0.993758,0.532512,0.537253
0.20,20,55,0.006527,38,0.996997,0.997078,0.994427,0.375988,0.371989
0.20,20,55,0.006527,39,0.996598,0.996538,0.994125,0.432749,0.438048
0.20,20,55,0.006527,40,0.995568,0.997586,0.993425,0.471537,0.465136
0.20,20,55,0.006527,41,0.997275,0.997159,0.993996,0.444507,0.444523
0.20,20,55,0.006527,42,0.997879,0.996763,0.995279,0.616416,0.616988
0.20,20,55,0.006527,43,0.995968,0.997576,0.992936,0.405872,0.410279
0.20,20,55,0.006527,44,0.997780,0.996289,0.993621,0.609054,0.608667
0.20,20,55,0.006527,45,0.996846,0.996724,0.992967,0.704220,0.699946
0.20,20,55,0.006527,46,0.997542,0.996612,0.994037,0.498404,0.504940
0.20,20,55,0.006527,47,0.997219,0.997001,0.995045,0.386148,0.382998
0.20,20,55,0.006527,48,0.996739,0.997224,0.993508,0.508412,0.526812
0.20,20,55,0.006527,49,0.997399,0.997172,0.993912,0.443167,0.425241
0.20,20,55,0.006527,50,0.996549,0.996632,0.992597,0.497311,0.486458
0.20,20,55,0.006527,51,0.996662,0.997240,0.993084,0.532564,0.522676
0.20,20,55,0.006527,52,0.997134,0.996411,0.994460,0.352520,0.353127
0.20,20,55,0.006527,53,0.997008,0.996189,0.994750,0.514080,0.515048
0.20,20,55,0.006527,54,0.997011,0.996302,0.992571,0.601063,0.603082
0.20,20,55,0.006527,55,0.997086,0.996916,0.993218,0.442051,0.439918
0.20,20,55,0.006527,56,0.996965,0.996196,0.993386,0.435959,0.437375
0.20,20,55,0.006527,57,0.997377,0.997153,0.994318,0.435036,0.443066
0.20,20,55,0.006527,58,0.996932,0.997187,0.994631,0.618322,0.624782
0.20,20,55,0.006527,59,0.996771,0.996777,0.992332,0.402382,0.398421
0.20,20,55,0.006527,60,0.995975,0.997458,0.994622,0.614553,0.640766
0.20,20,55,0.006527,61,0.996787,0.996289,0.994568,0.576645,0.579284
0.20,20,55,0.006527,62,0.996518,0.996234,0.993118,0.567267,0.561546
0.20,20,55,0.006527,63,0.997056,0.996295,0.993181,0.467135,0.477451
0.20,20,55,0.006527,64,0.997184,0.996781,0.996356,0.490754,0.483297
0.20,20,55,0.006527,65,0.996384,0.997281,0.992281,0.412833,0.417312
0.20,20,55,0.006527,66,0.996585,0.996436,0.992959,0.585698,0.575576
0.20,20,55,0.006527,67,0.996281,0.997221,0.995692,0.582679,0.565083
0.20,20,55,0.006527,68,0.997848,0.997017,0.994973,0.374998,0.378068
0.20,20,55,0.006527,69,0.997517,0.996842,0.993995,0.433627,0.439643
0.20,20,55,0.006527,70,0.997810,0.997136,0.995192,0.484941,0.482312
0.20,20,55,0.006527,71,0.996630,0.996398,0.993096,0.334311,0.338823
0.20,20,55,0.006527,72,0.995657,0.997347,0.992369,0.589419,0.591971
0.20,20,55,0.006527,73,0.997314,0.996942,0.994425,0.409941,0.415566
0.20,20,55,0.006527,74,0.995565,0.997408,0.993055,0.487354,0.472908
0.20,20,55,0.006527,75,0.997273,0.996829,0.993715,0.565522,0.571174
0.20,20,55,0.006527,76,0.997219,0.996208,0.992228,0.500116,0.497939
0.20,20,55,0.006527,77,0.997374,0.997173,0.993401,0.477010,0.490269
0.20,20,55,0.006527,78,0.996837,0.996534,0.993463,0.522198,0.508492
0.20,20,55,0.006527,79,0.996669,0.996529,0.992764,0.529372,0.521326
0.20,20,55,0.006527,80,0.997663,0.996983,0.995819,0.416560,0.425741
0.20,20,55,0.006527,81,0.997838,0.996208,0.993756,0.514876,0.513076
0.20,20,55,0.006527,82,0.996557,0.996502,0.994624,0.827361,0.821594
0.20,20,55,0.006527,83,0.997391,0.996731,0.994533,0.500542,0.495396
0.20,20,55,0.006527,84,0.997909,0.996397,0.994179,0.522290,0.518096
0.20,20,55,0.006527,85,0.996064,0.996699,0.991860,0.369339,0.361921
0.20,20,55,0.006527,86,0.996942,0.996288,0.994437,0.425155,0.424467
0.20,20,55,0.006527,87,0.996153,0.996843,0.993345,0.474265,0.477005
0.20,20,55,0.006527,88,0.997019,0.997160,0.994501,0.533484,0.540511
0.20,20,55,0.006527,89,0.995654,0.996932,0.992225,0.393178,0.376716
0.20,20,55,0.006527,90,0.996983,0.997119,0.993404,0.437545,0.434367
0.20,20,55,0.006527,91,0.996651,0.996407,0.994477,0.288851,0.292470
0.20,20,55,0.006527,92,0.997703,0.996910,0.994950,0.559040,0.564333
0.20,20,55,0.006527,93,0.996934,0.996965,0.994198,0.565390,0.580906
0.20,20,55,0.006527,94,0.996219,0.997309,0.991560,0.499417,0.493463
0.20,20,55,0.006527,95,0.996400,0.997029,0.993188,0.422212,0.395977
0.20,20,55,0.006527,96,0.997320,0.996292,0.992999,0.498303,0.502319
0.20,20,55,0.006527,97,0.997038,0.996623,0.993930,0.483333,0.464841
0.20,20,55,0.006527,98,0.996876,0.997516,0.994595,0.441127,0.437962
0.20,20,55,0.006527,99,0.996669,0.997105,0.993484,0.437002,0.447140
0.20,20,55,0.006527,100,0.996523,0.997042,0.992964,0.610294,0.616990
0.20,20,55,0.006527,101,0.996344,0.997404,0.993302,0.402397,0.386181
0.20,20,55,0.006527,102,0.996951,0.997296,0.994359,0.550085,0.536560
0.20,20,55,0.006527,103,0.996757,0.996047,0.994366,0.472966,0.472432
0.20,20,55,0.006527,104,0.996242,0.997440,0.993127,0.512951,0.505936
0.20,20,55,0.006527,105,0.997889,0.997500,0.996115,0.533258,0.536541
0.20,20,55,0.006527,106,0.997193,0.996319,0.993191,0.403362,0.406985
0.20,20,55,0.006527,107,0.997205,0.996815,0.994008,0.428643,0.422524
0.20,20,55,0.006527,108,0.997012,0.996974,0.992849,0.687901,0.682056
0.20,20,55,0.006527,109,0.997928,0.997124,0.995925,0.389184,0.395591
0.20,20,55,0.006527,110,0.996797,0.996362,0.991666,0.567648,0.580476
0.20,20,55,0.006527,111,0.996554,0.997472,0.993944,0.537207,0.519410
0.20,20,55,0.006527,112,0.996186,0.997200,0.991893,0.548144,0.538438
0.20,20,55,0.006527,113,0.997550,0.996387,0.993125,0.487388,0.484962
0.20,20,55,0.006527,114,0.996752,0.996701,0.992820,0.429748,0.413558
0.20,20,55,0.006527,115,0.996450,0.996697,0.993081,0.538815,0.553533
0.20,20,55,0.006527,116,0.996735,0.997779,0.995186,0.710907,0.714929
0.20,20,55,0.006527,117,0.997447,0.996589,0.993675,0.441272,0.431194
0.20,20,55,0.006527,118,0.996570,0.997296,0.994944,0.503584,0.487164
0.20,20,55,0.006527,119,0.997296,0.997154,0.995012,0.646761,0.637146
0.20,20,55,0.006527,120,0.997028,0.995968,0.993965,0.630096,0.634741
0.20,20,55,0.006527,121,0.996796,0.996299,0.992847,0.566220,0.557497
0.20,20,55,0.006527,122,0.997163,0.996457,0.993564,0.463531,0.468581
0.20,20,55,0.006527,123,0.996939,0.996604,0.992831,0.545332,0.538483
0.20,20,55,0.006527,124,0.996547,0.996721,0.993715,0.478458,0.486949
0.20,20,55,0.006527,125,0.996709,0.996069,0.992421,0.604004,0.612913
0.20,20,55,0.006527,126,0.996894,0.997584,0.993733,0.560359,0.573008
0.20,20,55,0.006527,127,0.996693,0.997456,0.993544,0.602409,0.597504
0.20,20,55,0.006527,128,0.997436,0.996318,0.993691,0.436503,0.432983
0.20,20,55,0.006527,129,0.996763,0.997141,0.994532,0.409130,0.394620
0.20,20,55,0.006527,130,0.996827,0.996642,0.992650,0.472960,0.486528
0.20,20,55,0.006527,131,0.997065,0.997241,0.993936,0.533338,0.534685
0.20,20,55,0.006527,132,0.997263,0.996892,0.994619,0.657844,0.657673
0.20,20,55,0.006527,133,0.996535,0.997342,0.993837,0.470344,0.473830
0.20,20,55,0.006527,134,0.997172,0.996590,0.993938,0.490257,0.485373
0.20,20,55,0.006527,135,0.996779,0.996955,0.994092,0.436695,0.446996
0.20,20,55,0.006527,136,0.996581,0.996997,0.993073,0.552751,0.561296
0.20,20,55,0.006527,137,0.997810,0.996633,0.993527,0.484218,0.478663
0.20,20,55,0.006527,138,0.997455,0.997273,0.993856,0.456895,0.450218
0.20,20,55,0.006527,139,0.996977,0.997569,0.994183,0.397783,0.366256
0.20,20,55,0.006527,140,0.996811,0.997476,0.993548,0.473330,0.469484
0.20,20,55,0.006527,141,0.997221,0.997659,0.995093,0.461196,0.463170
0.20,20,55,0.006527,142,0.997070,0.997090,0.994067,0.510512,0.497168
0.20,20,55,0.006527,143,0.997027,0.997221,0.994358,0.407580,0.415652
0.20,20,55,0.006527,144,0.997188,0.996641,0.994704,0.524746,0.541088
0.20,20,55,0.006527,145,0.996765,0.996426,0.994128,0.595344,0.583370
0.20,20,55,0.006527,146,0.997070,0.997346,0.994180,0.532252,0.533688
0.20,20,55,0.006527,147,0.996204,0.995897,0.991479,0.452368,0.462234
0.20,20,55,0.006527,148,0.997231,0.996020,0.993477,0.362248,0.362255
0.20,20,55,0.006527,149,0.996579,0.996901,0.993638,0.573083,0.580887
0.20,20,55,0.006527,150,0.997039,0.996664,0.993116,0.427157,0.422177
0.20,20,55,0.006527,151,0.997575,0.997038,0.994952,0.655674,0.660012
0.20,20,55,0.006527,152,0.996684,0.996350,0.992828,0.343760,0.348746
0.20,20,55,0.006527,153,0.997469,0.996941,0.994436,0.425910,0.421472
0.20,20,55,0.006527,154,0.996757,0.997117,0.993652,0.559655,0.571196
0.20,20,55,0.006527,155,0.997583,0.997089,0.994722,0.521412,0.518369
0.20,20,55,0.006527,156,0.997192,0.997492,0.993930,0.527085,0.530220
0.20,20,55,0.006527,157,0.996215,0.996940,0.994020,0.478482,0.472552
0.20,20,55,0.006527,158,0.996918,0.997223,0.994645,0.522101,0.514338
0.20,20,55,0.006527,159,0.997115,0.996829,0.994526,0.638691,0.637175
0.20,20,55,0.006527,160,0.996093,0.997210,0.993254,0.401799,0.390852
0.20,20,55,0.006527,161,0.996574,0.997211,0.993552,0.461784,0.448817
0.20,20,55,0.006527,162,0.996453,0.996496,0.992428,0.656500,0.643435
0.20,20,55,0.006527,163,0.996854,0.996306,0.991345,0.689923,0.681460
0.20,20,55,0.006527,164,0.997509,0.997006,0.994521,0.459897,0.471027
0.20,20,55,0.006527,165,0.997424,0.996866,0.994504,0.581206,0.594617
0.20,20,55,0.006527,166,0.996940,0.997033,0.992968,0.450893,0.460901
0.20,20,55,0.006527,167,0.996572,0.996744,0.992394,0.449106,0.468386
0.20,20,55,0.006527,168,0.995900,0.997038,0.993053,0.514169,0.510211
0.20,20,55,0.006527,169,0.996940,0.996792,0.995309,0.404140,0.408780
0.20,20,55,0.006527,170,0.996120,0.995831,0.992993,0.496144,0.504471
0.20,20,55,0.006527,171,0.996394,0.996285,0.991277,0.519575,0.525051
0.20,20,55,0.006527,172,0.997559,0.997470,0.995809,0.434417,0.427840
0.20,20,55,0.006527,173,0.997384,0.997122,0.994113,0.429229,0.433864
0.20,20,55,0.006527,174,0.997303,0.997332,0.994844,0.551027,0.542699
0.20,20,55,0.006527,175,0.997150,0.996670,0.993002,0.605318,0.609487
0.20,20,55,0.006527,176,0.997046,0.996952,0.993833,0.551671,0.552532
0.20,20,55,0.006527,177,0.996854,0.997003,0.993655,0.691702,0.694872
0.20,20,55,0.006527,178,0.996684,0.996616,0.993943,0.507050,0.499090
0.20,20,55,0.006527,179,0.997404,0.997238,0.994944,0.553160,0.554474
0.20,20,55,0.006527,180,0.996740,0.996877,0.993090,0.536232,0.531203
0.20,20,55,0.006527,181,0.997134,0.996739,0.992938,0.448329,0.456188
0.20,20,55,0.006527,182,0.997013,0.995823,0.994006,0.522005,0.524181
0.20,20,55,0.006527,183,0.997203,0.997117,0.993818,0.466838,0.470636
0.20,20,55,0.006527,184,0.997251,0.997072,0.995194,0.394537,0.377497
0.20,20,55,0.006527,185,0.996817,0.997191,0.994810,0.479877,0.504484
0.20,20,55,0.006527,186,0.996851,0.996408,0.992971,0.446961,0.443535
0.20,20,55,0.006527,187,0.996832,0.997452,0.994598,0.411370,0.413915
0.20,20,55,0.006527,188,0.996676,0.996272,0.992600,0.464117,0.469534
0.20,20,55,0.006527,189,0.996575,0.996186,0.993202,0.540149,0.550193
0.20,20,55,0.006527,190,0.996513,0.997648,0.993080,0.686313,0.689622
0.20,20,55,0.006527,191,0.996731,0.997027,0.995138,0.543247,0.528086
0.20,20,55,0.006527,192,0.996489,0.997001,0.994019,0.450797,0.471505
0.20,20,55,0.006527,193,0.997407,0.996136,0.994711,0.535638,0.531754
0.20,20,55,0.006527,194,0.997686,0.997577,0.995896,0.497794,0.496323
0.20,20,55,0.006527,195,0.996846,0.996653,0.994914,0.557619,0.562188
0.20,20,55,0.006527,196,0.996437,0.997346,0.994564,0.516030,0.521066
0.20,20,55,0.006527,197,0.996938,0.995794,0.992372,0.497560,0.489985
0.20,20,55,0.006527,198,0.997539,0.997103,0.996087,0.495623,0.509395
0.20,20,55,0.006527,199,0.997802,0.997240,0.994974,0.377556,0.376319
0.20,20,55,0.006527,200,0.997416,0.997552,0.995022,0.457777,0.450340
0.20,20,55,0.009176,1,0.996684,0.995204,0.993075,0.518948,0.531694
0.20,20,55,0.009176,2,0.995754,0.996234,0.991032,0.560277,0.578223
0.20,20,55,0.009176,3,0.995959,0.995431,0.992130,0.482497,0.475849
0.20,20,55,0.009176,4,0.995500,0.995809,0.991953,0.483674,0.474650
0.20,20,55,0.009176,5,0.995688,0.995758,0.992304,0.473624,0.478582
0.20,20,55,0.009176,6,0.994955,0.994714,0.988509,0.511424,0.508197
0.20,20,55,0.009176,7,0.996019,0.995034,0.992557,0.502321,0.511213
0.20,20,55,0.009176,8,0.996596,0.995484,0.992397,0.651858,0.645336
0.20,20,55,0.009176,9,0.995648,0.996026,0.990656,0.360430,0.357309
0.20,20,55,0.009176,10,0.995402,0.995956,0.990198,0.504502,0.497233
0.20,20,55,0.009176,11,0.995198,0.995415,0.991690,0.627454,0.599675
0.20,20,55,0.009176,12,0.996417,0.995576,0.990852,0.457668,0.445018
0.20,20,55,0.009176,13,0.995360,0.996303,0.992106,0.579591,0.578719
0.20,20,55,0.009176,14,0.995125,0.995727,0.991383,0.591261,0.588418
0.20,20,55,0.009176,15,0.995529,0.995838,0.990811,0.518074,0.520930
0.20,20,55,0.009176,16,0.996030,0.995873,0.991279,0.456858,0.450136
0.20,20,55,0.009176,17,0.996172,0.995863,0.991987,0.616845,0.624369
0.20,20,55,0.009176,18,0.995688,0.995746,0.991968,0.378592,0.381775
0.20,20,55,0.009176,19,0.996232,0.996900,0.993004,0.415050,0.412674
0.20,20,55,0.009176,20,0.995865,0.995192,0.990404,0.642928,0.633402
0.20,20,55,0.009176,21,0.996093,0.996086,0.991972,0.368514,0.364676
0.20,20,55,0.009176,22,0.995370,0.996607,0.991237,0.489858,0.492512
0.20,20,55,0.009176,23,0.993949,0.994761,0.988725,0.587578,0.574269
0.20,20,55,0.009176,24,0.996223,0.996478,0.993976,0.500441,0.501452
0.20,20,55,0.009176,25,0.995701,0.994865,0.990882,0.374770,0.367648
0.20,20,55,0.009176,26,0.995859,0.996284,0.992010,0.290200,0.289040
0.20,20,55,0.009176,27,0.996183,0.996009,0.992132,0.491466,0.495403
0.20,20,55,0.009176,28,0.995981,0.995149,0.991423,0.487716,0.483399
0.20,20,55,0.009176,29,0.996364,0.995437,0.992787,0.572263,0.570430
0.20,20,55,0.009176,30,0.995431,0.995743,0.990353,0.509120,0.492419
0.20,20,55,0.009176,31,0.995388,0.994777,0.989548,0.543691,0.546465
0.20,20,55,0.009176,32,0.996090,0.996312,0.994278,0.482760,0.488483
0.20,20,55,0.009176,33,0.995464,0.995758,0.990922,0.429917,0.427656
0.20,20,55,0.009176,34,0.995528,0.995077,0.991161,0.427147,0.438341
0.20,20,55,0.009176,35,0.995993,0.995436,0.992452,0.459394,0.465895
0.20,20,55,0.009176,36,0.995003,0.996577,0.991400,0.604066,0.619918
0.20,20,55,0.009176,37,0.995590,0.995780,0.991058,0.632966,0.637548
0.20,20,55,0.009176,38,0.994679,0.994686,0.990645,0.590125,0.585692
0.20,20,55,0.009176,39,0.996687,0.995697,0.992620,0.383269,0.370794
0.20,20,55,0.009176,40,0.996041,0.995846,0.992075,0.573628,0.580962
0.20,20,55,0.009176,41,0.995678,0.995136,0.991206,0.535861,0.538391
0.20,20,55,0.009176,42,0.995920,0.995057,0.990884,0.448576,0.447772
0.20,20,55,0.009176,43,0.996163,0.996267,0.992446,0.563051,0.558915
0.20,20,55,0.009176,44,0.995895,0.995819,0.991689,0.460288,0.461626
0.20,20,55,0.009176,45,0.996194,0.995323,0.991809,0.657872,0.656946
0.20,20,55,0.009176,46,0.995867,0.996112,0.991791,0.261286,0.260818
0.20,20,55,0.009176,47,0.995273,0.994105,0.989955,0.580721,0.570049
0.20,20,55,0.009176,48,0.995751,0.995229,0.990591,0.665958,0.666039
0.20,20,55,0.009176,49,0.996408,0.996237,0.994108,0.592021,0.594200
0.20,20,55,0.009176,50,0.995187,0.995689,0.990472,0.414546,0.423888
0.20,20,55,0.009176,51,0.995277,0.995993,0.992061,0.460460,0.468319
0.20,20,55,0.009176,52,0.994777,0.996325,0.989692,0.485491,0.502113
0.20,20,55,0.009176,53,0.995372,0.995385,0.991346,0.340481,0.362671
0.20,20,55,0.009176,54,0.996038,0.994524,0.991964,0.565807,0.574415
0.20,20,55,0.009176,55,0.996007,0.995696,0.991574,0.399891,0.412713
0.20,20,55,0.009176,56,0.995892,0.995023,0.990256,0.517594,0.525007
0.20,20,55,0.009176,57,0.995438,0.995080,0.989878,0.586606,0.565941
