alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.24,0.30,41,31968,33600,4889,0.5889,9.7725e-06,NaN,1.4012e-04,4.0398e-05
0.24,0.30,41,18592,20224,9380,0.5693,1.2240e-05,NaN,9.4339e-05,3.9083e-05
0.24,0.30,41,162336,163968,12853,0.5420,5.6017e-06,NaN,9.9752e-05,2.1859e-05
0.24,0.30,41,47552,49184,1210,0.5640,9.3988e-06,NaN,1.3111e-04,2.6880e-05
0.24,0.30,41,32512,34144,5476,0.5547,9.5644e-06,NaN,8.8807e-05,4.1478e-05
0.24,0.30,41,209088,210720,11714,0.5283,5.6223e-06,NaN,1.5666e-04,2.5683e-05
0.24,0.30,41,12384,14016,8378,0.5869,2.2024e-05,NaN,1.5956e-04,4.0202e-05
0.24,0.30,41,14112,15744,15422,0.5352,1.4293e-05,NaN,8.3264e-05,2.2111e-05
0.24,0.30,41,12224,13856,9276,0.5781,1.8120e-05,NaN,1.2415e-04,3.1334e-05
0.24,0.30,41,87328,88960,12154,0.5181,7.0590e-06,NaN,1.0829e-04,2.0872e-05
0.24,0.30,41,6656,8288,10502,0.5552,2.6507e-05,NaN,8.8552e-05,2.5577e-05
0.24,0.30,41,65920,67552,8593,0.5425,7.3592e-06,NaN,1.0733e-04,2.9273e-05
0.24,0.30,41,16000,17632,6390,0.5630,1.5521e-05,NaN,1.2243e-04,2.4832e-05
0.24,0.30,41,5696,7328,2537,0.6011,3.3642e-05,NaN,1.0359e-04,3.8535e-05
0.24,0.30,41,8960,10592,7153,0.6152,2.1415e-05,NaN,1.1766e-04,4.1172e-05
0.24,0.30,41,240736,242368,7559,0.5615,5.6239e-06,NaN,1.4462e-04,4.3514e-05
0.24,0.30,41,30784,32416,16386,0.5693,7.9859e-06,NaN,9.1945e-05,2.5139e-05
0.24,0.30,41,75872,77504,1914,0.5405,6.1701e-06,NaN,8.7670e-05,2.2494e-05
0.24,0.30,41,23616,25248,8119,0.5459,1.2403e-05,NaN,1.1542e-04,1.6788e-05
0.24,0.30,41,15072,16704,7415,0.4980,1.4384e-05,NaN,9.2699e-05,1.9907e-05
0.24,0.30,41,18848,20480,15049,0.6021,1.6844e-05,NaN,1.1601e-04,3.6018e-05
0.24,0.30,41,11104,12736,18010,0.5972,2.5981e-05,NaN,1.8096e-04,3.1453e-05
0.24,0.30,41,192832,194464,13839,0.5537,5.5581e-06,NaN,1.0869e-04,2.8065e-05
0.24,0.30,41,243392,245024,13820,0.4736,5.4238e-06,NaN,8.1036e-05,2.0323e-05
0.24,0.30,41,9696,11328,5611,0.4900,1.4457e-05,NaN,1.0644e-03,1.9598e-05
0.24,0.30,41,99744,101376,16757,0.5347,5.7733e-06,NaN,6.3305e-05,2.7036e-05
0.24,0.30,41,8640,22784,17427,0.5854,2.9209e-05,NaN,1.1898e-04,3.8975e-05
0.24,0.30,41,7648,9280,279,0.5933,1.8796e-05,NaN,8.7865e-05,3.7860e-05
0.24,0.30,41,4704,6336,1901,0.6357,4.4850e-05,NaN,1.2379e-04,3.8649e-05
0.24,0.30,41,49824,51456,4856,0.5923,8.3901e-06,NaN,1.2757e-04,4.5166e-05
0.24,0.30,41,122208,123840,17095,0.5513,6.6202e-06,NaN,1.7266e-04,2.8645e-05
0.24,0.30,41,24192,25824,4172,0.5532,1.2862e-05,NaN,1.1588e-04,2.3772e-05
0.24,0.30,41,6176,7808,11899,0.5864,2.6018e-05,NaN,1.0073e-04,4.8707e-05
0.24,0.30,41,35872,-1,9796,0.4934,8.3984e-06,NaN,2.0033e-05,NaN
0.24,0.30,41,128032,129664,5447,0.5342,5.6823e-06,NaN,1.1660e-04,2.2180e-05
0.24,0.30,41,12480,14112,3079,0.5493,1.9040e-05,NaN,1.2124e-04,2.3966e-05
0.24,0.30,41,4576,6208,11348,0.5986,4.4462e-05,NaN,1.3248e-04,3.5685e-05
0.24,0.30,41,129856,131488,14524,0.5562,5.9037e-06,NaN,1.0976e-04,3.9018e-05
0.24,0.30,41,112224,113856,16211,0.5503,6.1491e-06,NaN,1.0393e-04,3.7992e-05
0.24,0.30,41,18144,19776,9757,0.5186,1.2977e-05,NaN,9.2103e-05,2.2574e-05
0.24,0.30,41,26112,27744,8734,0.5825,1.3108e-05,NaN,1.1590e-04,2.8483e-05
0.24,0.30,41,45824,47456,17939,0.5986,9.0884e-06,NaN,1.2921e-04,4.1018e-05
0.24,0.30,41,131360,132992,9588,0.5742,1.7662e-05,NaN,1.3895e-04,4.1887e-05
0.24,0.30,41,7872,9504,13686,0.5659,2.4846e-05,NaN,1.2943e-04,3.3694e-05
0.24,0.30,41,68448,70080,18995,0.5703,7.1578e-06,NaN,1.5243e-04,3.8199e-05
0.24,0.30,41,9856,32608,17080,0.5991,3.3185e-05,NaN,7.9046e-05,2.7101e-05
0.24,0.30,41,33440,35072,8537,0.6118,1.0690e-05,NaN,1.3616e-04,3.8053e-05
0.24,0.30,41,190592,281024,19489,0.5288,5.7452e-06,NaN,1.7504e-05,3.2027e-05
0.24,0.30,41,4896,6528,15527,0.5903,3.8734e-05,NaN,9.9751e-05,2.5828e-05
0.24,0.30,41,103072,104704,11139,0.5522,6.9027e-06,NaN,1.4076e-04,2.6309e-05
0.24,0.30,41,5792,7424,18939,0.5874,3.8415e-05,NaN,1.3124e-04,3.7697e-05
0.24,0.30,41,15808,17440,8037,0.5513,1.8367e-05,NaN,1.0904e-04,3.5723e-05
0.24,0.30,41,5088,6720,11632,0.5771,3.8630e-05,NaN,1.3135e-04,3.2491e-05
0.24,0.30,41,77792,79424,2131,0.5898,6.8836e-06,NaN,1.0456e-04,4.7071e-05
0.24,0.30,41,8224,9856,4363,0.5059,2.4556e-05,NaN,1.2945e-04,2.3107e-05
0.24,0.30,41,864,2496,4126,0.5371,1.3881e-04,NaN,9.9623e-04,2.5728e-05
0.24,0.30,41,27136,28768,18682,0.5713,1.2119e-05,NaN,1.5867e-04,3.5014e-05
0.24,0.30,41,5600,7232,13154,0.5815,3.5544e-05,NaN,1.4302e-04,3.6443e-05
0.24,0.30,41,112320,156576,4920,0.5728,6.4779e-06,NaN,2.6134e-05,2.7917e-05
0.24,0.30,41,9408,-1,9939,0.4675,1.6303e-05,NaN,2.0934e-05,NaN
0.24,0.30,41,39488,41120,18803,0.5269,9.4866e-06,NaN,1.0918e-04,2.4787e-05
0.24,0.30,41,73024,74656,3360,0.5571,7.2390e-06,NaN,1.1033e-04,4.3556e-05
0.24,0.30,41,56224,139712,10672,0.5249,8.0345e-06,NaN,1.9170e-05,6.8110e-06
0.24,0.30,41,5280,6912,1122,0.6294,4.8027e-05,NaN,1.8837e-04,3.9667e-05
0.24,0.30,41,8704,10336,15044,0.5840,3.0442e-05,NaN,1.5418e-04,3.9729e-05
0.24,0.30,41,186528,188160,19966,0.5547,5.3601e-06,NaN,9.4109e-05,2.4929e-05
0.24,0.30,41,16832,18464,7271,0.5264,1.4258e-05,NaN,1.3512e-04,2.5789e-05
0.24,0.30,41,13664,15296,12274,0.6016,1.8047e-05,NaN,1.3481e-04,3.8254e-05
0.24,0.30,41,7520,9152,8362,0.5801,2.7339e-05,NaN,1.2571e-04,3.4736e-05
0.24,0.30,41,7680,9312,1754,0.5493,2.5192e-05,NaN,1.2104e-04,3.7005e-05
0.24,0.30,41,247904,-1,18169,0.5020,5.0350e-06,NaN,1.1732e-05,NaN
0.24,0.30,41,15072,16704,94,0.5669,1.4777e-05,NaN,1.0935e-04,3.2276e-05
0.24,0.30,41,6432,8064,5629,0.5288,2.9968e-05,NaN,1.1720e-04,2.1891e-05
0.24,0.30,41,20384,138144,19379,0.5547,1.5855e-05,NaN,1.5105e-05,2.2501e-05
0.24,0.30,41,29632,31264,2910,0.5542,9.6449e-06,NaN,1.1182e-04,2.9373e-05
0.24,0.30,41,19488,21120,17795,0.5688,1.2408e-05,NaN,9.5812e-05,2.5489e-05
0.24,0.30,41,80832,82464,5330,0.5879,7.6493e-06,NaN,1.1135e-04,3.3620e-05
0.24,0.30,41,4064,5696,19327,0.6201,5.5069e-05,NaN,1.6167e-04,3.9589e-05
0.24,0.30,41,59104,60736,12874,0.5928,7.3244e-06,NaN,1.0429e-04,3.0771e-05
0.24,0.30,41,48032,49664,14201,0.5562,8.0827e-06,NaN,1.3631e-04,2.2211e-05
0.24,0.30,41,99200,100832,5143,0.5503,6.4669e-06,NaN,1.2212e-04,2.8124e-05
0.24,0.30,41,115712,117344,14733,0.5400,6.3986e-06,NaN,1.3665e-04,3.7097e-05
0.24,0.30,41,3360,66688,17325,0.5840,7.6353e-05,NaN,2.8264e-05,3.0145e-05
0.24,0.30,41,28000,29632,3453,0.4878,9.1095e-06,NaN,8.5574e-05,2.2292e-05
0.24,0.30,41,32800,34432,19306,0.5366,1.0440e-05,NaN,1.3756e-04,2.8075e-05
0.24,0.30,41,27520,29152,6863,0.5718,1.0815e-05,NaN,1.3726e-04,3.0522e-05
0.24,0.30,41,8192,9824,5026,0.5972,2.4508e-05,NaN,1.1613e-04,3.2126e-05
0.24,0.30,41,48448,50080,11195,0.5488,8.3245e-06,NaN,1.4140e-04,2.2403e-05
0.24,0.30,41,64672,66304,7407,0.5303,7.7041e-06,NaN,9.0890e-05,2.5851e-05
0.24,0.30,41,4672,6304,5911,0.5200,3.1955e-05,NaN,7.6700e-05,3.6993e-05
0.24,0.30,41,5440,7072,1850,0.5327,2.6205e-05,NaN,1.1851e-04,1.5626e-05
0.24,0.30,41,13632,15264,15355,0.5161,1.2983e-05,NaN,8.8988e-05,2.2152e-05
0.24,0.30,41,9952,11584,2343,0.5010,1.7184e-05,NaN,1.0526e-04,2.4811e-05
0.24,0.30,41,25152,26784,13134,0.5518,1.0503e-05,NaN,9.4365e-05,4.2577e-05
0.24,0.30,41,85952,171136,7091,0.5522,6.1649e-06,NaN,1.4950e-05,4.2575e-05
0.24,0.30,41,4224,5856,5891,0.6040,3.8812e-05,NaN,1.4409e-04,4.1104e-05
0.24,0.30,41,164320,165952,17118,0.5225,6.0944e-06,NaN,1.0871e-04,2.1852e-05
0.24,0.30,41,10528,45344,10625,0.5508,1.9284e-05,NaN,2.7251e-05,2.7759e-05
0.24,0.30,41,4320,5952,9583,0.6323,4.9454e-05,NaN,1.2742e-04,3.9897e-05
0.24,0.30,41,65216,66848,12107,0.5571,6.7272e-06,NaN,1.1017e-04,2.5261e-05
0.24,0.30,41,4224,5856,13909,0.5942,5.2174e-05,NaN,1.4126e-04,3.7537e-05
0.24,0.30,41,27456,29088,1967,0.5801,1.1130e-05,NaN,9.7419e-05,2.4712e-05
0.24,0.30,41,136736,138368,4864,0.5283,5.6358e-06,NaN,1.0067e-04,2.7790e-05
0.24,0.30,41,3552,5184,15793,0.5859,4.7484e-05,NaN,1.1006e-04,4.2998e-05
0.24,0.30,41,272320,273952,18277,0.5557,5.5135e-06,NaN,1.1517e-04,1.9183e-05
0.24,0.30,41,134112,135744,12557,0.5527,5.7779e-06,NaN,1.0554e-04,3.1095e-05
0.24,0.30,41,7744,29312,17426,0.6147,2.3280e-05,NaN,3.4589e-05,2.9792e-05
0.24,0.30,41,10496,12128,4103,0.5371,2.0147e-05,NaN,1.2212e-04,2.1529e-05
0.24,0.30,41,9312,10944,12824,0.5952,2.1880e-05,NaN,1.1350e-04,3.9648e-05
0.24,0.30,41,17728,19360,11749,0.5723,1.4907e-05,NaN,1.2137e-04,2.8423e-05
0.24,0.30,41,6944,8576,1603,0.5791,3.2729e-05,NaN,1.1051e-04,3.4708e-05
0.24,0.30,41,2752,4384,2702,0.6011,4.4147e-05,NaN,1.0871e-04,3.5555e-05
0.24,0.30,41,138784,140416,16015,0.5352,5.9618e-06,NaN,1.2673e-04,2.7877e-05
0.24,0.30,41,10784,12416,1191,0.5942,2.3926e-05,NaN,1.1573e-04,4.7529e-05
0.24,0.30,41,32,1664,6753,0.6729,NaN,NaN,2.0725e-04,4.2475e-05
0.24,0.30,41,79712,81344,4595,0.5283,6.4335e-06,NaN,8.2359e-05,2.5134e-05
0.24,0.30,41,8512,10144,4379,0.5791,2.6452e-05,NaN,1.2146e-04,3.5284e-05
0.24,0.30,41,64480,66112,7918,0.5684,8.7476e-06,NaN,1.5147e-04,4.0474e-05
0.24,0.30,41,198624,200256,10520,0.5303,5.5428e-06,NaN,8.2622e-05,1.8385e-05
0.24,0.30,41,127072,128704,6498,0.5972,2.9512e-04,NaN,6.6166e-04,3.8890e-05
0.24,0.30,41,164224,165856,3302,0.5527,5.6675e-06,NaN,1.4339e-04,3.4175e-05
0.24,0.30,41,12480,14112,6005,0.6069,2.3068e-05,NaN,1.6407e-04,4.3382e-05
0.24,0.30,41,83488,85120,8945,0.5610,6.5472e-06,NaN,1.1778e-04,2.5854e-05
0.24,0.30,41,9248,10880,11877,0.5024,1.8075e-05,NaN,9.7856e-05,2.1501e-05
0.24,0.30,41,86336,87968,11367,0.5352,6.5205e-06,NaN,1.0221e-04,9.5314e-06
0.24,0.30,41,144576,146208,18410,0.5293,5.3915e-06,NaN,1.1644e-04,1.0709e-05
0.24,0.30,41,24320,25952,3372,0.5977,1.2211e-05,NaN,1.4057e-04,3.5661e-05
0.24,0.30,41,9472,11104,11298,0.5977,2.8433e-05,NaN,1.3902e-04,2.8771e-05
0.24,0.30,41,224192,225824,13586,0.5703,5.5650e-06,NaN,1.4274e-04,3.1928e-05
0.24,0.30,41,163968,165600,9224,0.5166,5.5570e-06,NaN,9.4052e-05,1.0450e-05
0.24,0.30,41,4032,5664,16180,0.6362,6.7354e-05,NaN,1.8235e-04,4.7287e-05
0.24,0.30,41,100128,152096,3778,0.5659,6.9521e-06,NaN,3.3647e-05,3.0049e-05
0.24,0.30,41,87616,122304,16274,0.5669,7.1024e-06,NaN,2.7653e-05,3.7514e-05
0.24,0.30,41,293088,294720,4187,0.5273,5.4889e-06,NaN,1.0743e-04,2.6155e-05
0.24,0.30,41,8384,10016,19389,0.6157,2.9563e-05,NaN,1.5151e-04,3.5051e-05
0.24,0.30,41,223488,225120,12591,0.5356,5.3511e-06,NaN,1.0383e-04,3.5780e-05
0.24,0.30,41,7456,9088,19279,0.5962,3.2849e-05,NaN,1.4308e-04,3.6119e-05
0.24,0.30,41,72416,74048,17272,0.5684,7.7269e-06,NaN,1.0594e-04,3.3213e-05
0.24,0.30,41,31872,58176,3952,0.5640,1.1134e-05,NaN,6.1703e-05,2.3170e-05
0.24,0.30,41,19808,21440,14341,0.5508,1.0115e-05,NaN,9.1680e-05,3.2557e-05
0.24,0.30,41,63168,64800,2043,0.5620,6.3064e-06,NaN,6.1125e-05,2.8514e-05
0.24,0.30,41,189824,191456,12271,0.5288,5.3184e-06,NaN,1.0423e-04,1.7557e-05
0.24,0.30,41,118464,120096,4268,0.5332,5.9892e-06,NaN,1.1968e-04,7.1128e-06
0.24,0.30,41,49984,51616,8097,0.5464,8.0153e-06,NaN,1.2956e-04,1.3994e-05
0.24,0.30,41,47744,49376,13137,0.5518,8.9640e-06,NaN,1.3160e-04,3.5000e-05
0.24,0.30,41,113248,134144,6129,0.5322,6.0720e-06,NaN,4.6131e-05,2.5281e-05
0.24,0.30,41,86048,87680,173,0.5474,7.0487e-06,NaN,1.2989e-04,2.5772e-05
0.24,0.30,41,55904,57536,2148,0.5010,6.2356e-06,NaN,7.5592e-05,2.1103e-05
0.24,0.30,41,140832,142464,15741,0.5322,5.5818e-06,NaN,8.4637e-05,1.9805e-05
0.24,0.30,41,5344,6976,12883,0.5762,3.1544e-05,NaN,1.1913e-04,4.3718e-05
0.24,0.30,41,32,1664,5258,0.6777,NaN,NaN,1.9478e-04,4.2955e-05
0.24,0.30,41,40352,41984,11278,0.5918,8.0917e-06,NaN,1.4537e-04,3.9594e-05
0.24,0.30,41,39520,41152,8560,0.5674,9.9476e-06,NaN,1.1880e-04,3.4018e-05
0.24,0.30,41,12896,14528,6487,0.5112,1.4417e-05,NaN,9.5457e-05,2.5438e-05
0.24,0.30,41,8608,10240,10532,0.6240,3.1906e-05,NaN,1.4666e-04,3.9106e-05
0.24,0.30,41,10464,12096,5978,0.5845,2.4201e-05,NaN,1.4974e-04,3.6013e-05
0.24,0.30,41,22336,23968,10556,0.5435,1.2035e-05,NaN,9.7950e-05,2.3371e-05
0.24,0.30,41,223776,-1,9978,0.5518,5.7404e-06,NaN,1.7472e-05,NaN
0.24,0.30,41,12960,14592,11376,0.5825,1.8258e-05,NaN,1.2514e-04,3.9271e-05
0.24,0.30,41,6720,8352,10427,0.6050,4.2318e-05,NaN,1.7263e-04,3.8838e-05
0.24,0.30,41,9600,11232,12583,0.6138,2.6832e-05,NaN,1.8406e-04,4.4057e-05
0.24,0.30,41,2656,4288,8586,0.5737,8.3368e-05,NaN,1.0600e-03,3.0618e-05
0.24,0.30,41,7680,9312,4412,0.6353,2.2414e-05,NaN,1.2973e-04,4.0505e-05
0.24,0.30,41,4448,6080,3953,0.5962,4.5580e-05,NaN,1.2087e-04,3.7078e-05
0.24,0.30,41,48768,50400,2535,0.5894,7.5701e-06,NaN,1.2187e-04,3.5510e-05
0.24,0.30,41,119744,121376,14982,0.5762,5.8821e-06,NaN,9.7902e-05,4.2334e-05
0.24,0.30,41,59936,61568,3932,0.5527,7.2782e-06,NaN,8.1113e-05,8.4288e-06
0.24,0.30,41,88096,89728,8483,0.5225,6.1912e-06,NaN,8.5609e-05,8.2945e-06
0.24,0.30,41,10304,11936,16154,0.6104,2.5373e-05,NaN,1.5438e-04,3.8327e-05
0.24,0.30,41,25632,27264,12126,0.5171,1.0245e-05,NaN,1.0774e-04,1.7591e-05
0.24,0.30,41,23968,25600,18512,0.5459,1.2587e-05,NaN,1.0277e-04,2.5628e-05
0.24,0.30,41,56000,274400,11192,0.5542,6.9887e-06,NaN,2.2423e-05,3.4813e-05
0.24,0.30,41,12768,14400,13901,0.5435,2.0627e-05,NaN,1.4070e-04,2.2809e-05
0.24,0.30,41,3488,5120,5620,0.6006,5.0239e-05,NaN,1.1796e-04,3.8846e-05
0.24,0.30,41,72096,73728,18916,0.5591,4.8246e-05,NaN,9.6346e-05,2.5142e-05
0.24,0.30,41,54880,56512,13897,0.5776,8.2464e-06,NaN,1.4296e-04,3.3180e-05
0.24,0.30,41,258784,260416,986,0.5156,5.4006e-06,NaN,9.9245e-05,1.4913e-05
0.24,0.30,41,32,1664,7898,0.6968,NaN,NaN,1.7143e-04,4.2733e-05
0.24,0.30,41,6048,19552,2135,0.5898,3.8507e-05,NaN,1.1988e-04,3.3172e-05
0.24,0.30,41,3232,4864,12220,0.5962,6.4379e-05,NaN,1.4530e-04,3.7691e-05
0.24,0.30,41,233600,235232,192,0.5693,5.1630e-06,NaN,9.8855e-05,2.9534e-05
0.24,0.30,41,8256,9888,11710,0.5962,2.8569e-05,NaN,1.2411e-04,3.9522e-05
0.24,0.30,41,108544,110176,14922,0.5640,6.5293e-06,NaN,1.3130e-04,6.2102e-06
0.24,0.30,41,263008,264640,1867,0.5186,5.4763e-06,NaN,1.1289e-04,2.7719e-05
0.24,0.30,41,18272,19904,9981,0.5522,1.4504e-05,NaN,1.4396e-04,2.4565e-05
0.24,0.30,41,80128,81760,12048,0.5645,6.7280e-06,NaN,9.7543e-05,4.2126e-05
0.24,0.30,41,5152,6784,17371,0.6265,5.4052e-05,NaN,1.7796e-04,4.3139e-05
0.24,0.30,41,20704,27616,13644,0.5854,1.3963e-05,NaN,2.3142e-04,4.0544e-05
0.24,0.30,41,165024,166656,19522,0.5269,5.5767e-06,NaN,9.9228e-05,2.4846e-05
0.24,0.30,41,29920,72128,6859,0.5967,1.1627e-05,NaN,2.8613e-05,3.6520e-05
0.24,0.30,41,27872,53728,15574,0.5581,1.1268e-05,NaN,5.9294e-05,4.5039e-05
0.24,0.30,41,10848,12480,16984,0.5767,2.3144e-05,NaN,1.1406e-04,2.5141e-05
0.24,0.30,41,5152,6784,2899,0.5913,3.3850e-05,NaN,1.2453e-04,3.1357e-05
0.24,0.30,41,19040,20672,7120,0.5234,1.2457e-05,NaN,8.9274e-05,2.0750e-05
0.24,0.30,41,104736,106368,1930,0.5459,6.6548e-06,NaN,1.0940e-04,2.4240e-05
0.24,0.30,41,18368,20000,13538,0.5894,1.7319e-05,NaN,1.0777e-03,3.5141e-05
0.24,0.30,41,15168,16800,5971,0.5586,1.2520e-05,NaN,9.3982e-05,2.6819e-05
0.24,0.30,41,24832,26464,4371,0.5728,1.0626e-05,NaN,1.0585e-04,2.5622e-05
0.24,0.30,41,135808,137440,796,0.5493,6.0497e-06,NaN,1.5268e-04,2.7537e-05
0.24,0.30,41,14112,15744,5981,0.6255,1.4085e-05,NaN,9.6004e-05,3.4038e-05
0.24,0.30,41,17920,19552,5730,0.5479,1.5037e-05,NaN,1.1187e-04,3.6600e-05
0.24,0.30,41,27936,29568,16695,0.5693,1.0720e-05,NaN,1.4396e-04,2.9454e-05
0.24,0.30,41,9472,11104,3113,0.5703,2.8125e-05,NaN,1.1135e-04,2.4171e-05
0.24,0.30,41,94880,96512,1813,0.5835,6.5874e-06,NaN,1.3959e-04,2.6321e-05
0.24,0.30,41,123904,125536,18016,0.5410,6.0037e-06,NaN,1.1048e-04,2.2124e-05
0.24,0.30,41,23072,24704,8518,0.6206,1.4371e-05,NaN,1.4777e-04,3.3082e-05
0.24,0.30,41,48448,50080,6770,0.5771,8.6452e-06,NaN,1.2898e-04,2.7372e-05
0.24,0.30,41,52800,54432,2558,0.5410,8.1604e-06,NaN,8.8384e-05,2.0941e-05
0.24,0.30,41,17824,19456,1991,0.6284,1.7645e-05,NaN,1.9856e-04,4.3563e-05
0.24,0.30,41,149856,151488,15902,0.5215,6.2101e-06,NaN,1.2791e-04,2.8796e-05
0.24,0.30,41,72768,74400,12767,0.5776,7.4009e-06,NaN,1.2548e-04,2.6542e-05
0.24,0.30,41,41312,69408,2243,0.5513,9.1061e-06,NaN,5.5879e-05,1.7860e-05
0.24,0.30,41,111008,113952,9687,0.5771,5.5879e-06,NaN,6.7040e-05,2.4626e-05
0.24,0.30,41,14720,16352,12646,0.5210,1.5620e-05,NaN,1.1148e-04,2.0759e-05
0.24,0.30,41,58080,59712,9011,0.5645,8.5953e-06,NaN,6.6292e-04,4.7530e-05
0.24,0.30,41,186528,188160,17391,0.5225,5.8723e-06,NaN,1.3810e-04,3.2907e-05
0.26,0.20,38,19200,20832,4367,0.5674,1.3161e-05,NaN,1.1911e-04,2.3551e-05
0.26,0.20,38,1056,2688,2982,0.6157,2.0686e-04,NaN,1.0628e-03,2.2337e-05
0.26,0.20,38,3872,5696,2567,0.6025,7.4248e-05,NaN,1.0103e-03,2.6465e-05
0.26,0.20,38,41056,42688,4388,0.5610,7.8235e-06,NaN,1.1305e-04,2.4899e-05
0.26,0.20,38,17056,18688,19149,0.5830,1.8472e-05,NaN,1.8229e-04,2.0485e-05
0.26,0.20,38,6784,8416,5361,0.5859,2.6451e-05,NaN,1.2853e-04,2.2051e-05
0.26,0.20,38,72608,74240,17427,0.5811,5.6742e-06,NaN,1.4266e-04,2.6259e-05
0.26,0.20,38,23200,24832,18247,0.5728,1.3679e-05,NaN,1.7506e-04,2.5899e-05
0.26,0.20,38,10848,12480,9404,0.6255,1.9272e-05,NaN,1.1387e-04,2.7296e-05
0.26,0.20,38,5216,6848,6994,0.5898,4.3541e-05,NaN,1.5626e-04,2.5629e-05
0.26,0.20,38,107648,-1,8301,0.5508,4.8765e-06,NaN,7.3782e-06,NaN
0.26,0.20,38,3552,5184,4641,0.6543,7.8203e-05,NaN,1.6547e-04,2.8108e-05
0.26,0.20,38,113696,115328,16435,0.5415,4.6154e-06,NaN,1.2024e-04,2.4487e-05
0.26,0.20,38,12928,17088,1463,0.6055,2.2507e-05,NaN,4.2480e-04,1.8362e-05
0.26,0.20,38,32,1664,640,0.6978,NaN,NaN,2.1615e-04,2.8717e-05
0.26,0.20,38,4960,6592,19407,0.5859,4.2001e-05,NaN,1.3467e-04,2.1723e-05
0.26,0.20,38,27520,150976,13693,0.5342,9.8672e-06,NaN,8.7665e-06,1.4128e-05
0.26,0.20,38,12576,14208,19654,0.5874,2.2496e-05,NaN,1.4354e-04,2.5808e-05
0.26,0.20,38,231520,-1,4420,0.5405,3.7302e-06,NaN,1.8009e-05,NaN
0.26,0.20,38,32,1664,14182,0.6675,NaN,NaN,2.3127e-04,2.7345e-05
0.26,0.20,38,58144,59776,8388,0.5825,6.5090e-06,NaN,1.4070e-04,2.5578e-05
0.26,0.20,38,2112,34816,19335,0.6074,1.2869e-04,NaN,5.5925e-05,2.5711e-05
0.26,0.20,38,62752,64384,5799,0.5728,5.8453e-06,NaN,1.2832e-04,2.3747e-05
0.26,0.20,38,20288,21920,4551,0.6353,1.6728e-05,NaN,1.7253e-04,2.6571e-05
0.26,0.20,38,49344,50976,9034,0.5986,7.7963e-06,NaN,1.3002e-04,2.4472e-05
0.26,0.20,38,13472,15104,6972,0.6323,2.0386e-05,NaN,1.5296e-04,2.0937e-05
0.26,0.20,38,43072,44704,5824,0.5723,7.0497e-06,NaN,1.5419e-04,2.4640e-05
0.26,0.20,38,11584,13216,1052,0.5850,1.7787e-05,NaN,1.2851e-04,2.2812e-05
0.26,0.20,38,24736,26368,3468,0.5938,1.1865e-05,NaN,1.4798e-04,2.4899e-05
0.26,0.20,38,4384,6016,6629,0.5947,6.1130e-05,NaN,1.4038e-04,2.4612e-05
0.26,0.20,38,34432,36064,1980,0.5713,8.5519e-06,NaN,1.2475e-04,2.5214e-05
0.26,0.20,38,160928,162560,10160,0.5801,4.0695e-06,NaN,1.0899e-04,2.5419e-05
0.26,0.20,38,3456,39808,8509,0.5679,6.6652e-05,NaN,4.4738e-05,1.8824e-05
0.26,0.20,38,27680,29312,4230,0.5767,8.4026e-06,NaN,1.0278e-04,2.5772e-05
0.26,0.20,38,37760,39392,2153,0.6050,9.4207e-06,NaN,1.4116e-04,2.6181e-05
0.26,0.20,38,19840,21472,10269,0.5991,1.2749e-05,NaN,1.0661e-04,2.5711e-05
0.26,0.20,38,11456,13088,19252,0.5952,2.0393e-05,NaN,1.4495e-04,2.0569e-05
0.26,0.20,38,101024,102656,17259,0.5444,5.0920e-06,NaN,1.1902e-04,2.3330e-05
0.26,0.20,38,106944,108576,5981,0.5425,4.8114e-06,NaN,1.2868e-04,2.0453e-05
0.26,0.20,38,34816,36448,9570,0.5547,7.5925e-06,NaN,1.1361e-04,2.5366e-05
0.26,0.20,38,20416,22048,6402,0.5513,1.0453e-05,NaN,9.4530e-05,1.7621e-05
0.26,0.20,38,27200,28832,576,0.5220,6.8846e-06,NaN,8.1653e-05,2.0753e-05
0.26,0.20,38,7232,8864,11109,0.5439,2.8064e-05,NaN,1.0915e-04,1.6074e-05
0.26,0.20,38,14720,16352,6634,0.5801,1.2832e-05,NaN,9.2653e-05,2.0400e-05
0.26,0.20,38,10464,12096,16038,0.5874,2.3167e-05,NaN,1.4819e-04,2.5224e-05
0.26,0.20,38,40352,41984,14270,0.5767,7.3007e-06,NaN,1.1092e-04,2.1908e-05
0.26,0.20,38,27808,29440,602,0.5698,9.8806e-06,NaN,1.2679e-04,2.5098e-05
0.26,0.20,38,30144,31776,3627,0.5874,9.9761e-06,NaN,1.2068e-04,2.6187e-05
0.26,0.20,38,7520,9152,14385,0.6265,2.8068e-05,NaN,1.3228e-04,2.7364e-05
0.26,0.20,38,23648,25280,1377,0.5796,1.2478e-05,NaN,1.7126e-04,2.1898e-05
0.26,0.20,38,11552,13184,4417,0.5933,1.9373e-05,NaN,1.4171e-04,2.3722e-05
0.26,0.20,38,36096,37728,3398,0.5850,9.8578e-06,NaN,1.4785e-04,2.5093e-05
0.26,0.20,38,3904,5536,2563,0.6104,7.6075e-05,NaN,2.0780e-04,1.7645e-05
