# N=500  K=10000  betanet=1.0  generated=2026-05-30T22:57:02.395
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.750,0.07015,12,0.341176,0.388762,0.128042,0.381353
0.750,0.07015,13,0.354131,0.357262,0.116148,0.392766
0.750,0.07015,14,0.337693,0.357003,0.059504,0.372607
0.750,0.07015,15,0.382862,0.392016,0.162286,0.408947
0.750,0.07015,16,0.404145,0.303106,0.188936,0.429396
0.750,0.07015,17,0.360912,0.331404,0.163221,0.389910
0.750,0.07015,18,0.364184,0.376591,0.150319,0.400855
0.750,0.07015,19,0.399972,0.327791,0.142603,0.425397
0.750,0.07015,20,0.359710,0.416287,0.112416,0.386875
0.750,0.07015,21,0.272082,0.310530,0.090622,0.319971
0.750,0.07015,22,0.348647,0.263727,0.077498,0.385713
0.750,0.07015,23,0.347886,0.394695,0.166171,0.386474
0.750,0.07015,24,0.359166,0.343920,0.098798,0.388612
0.750,0.07015,25,0.333846,0.366842,0.146722,0.369601
0.750,0.07015,26,0.349502,0.322366,0.126746,0.384259
0.750,0.07015,27,0.379113,0.317117,0.125686,0.406473
0.750,0.07015,28,0.335354,0.358866,0.169315,0.377233
0.750,0.07015,29,0.359293,0.335083,0.084635,0.387388
0.750,0.07015,30,0.319533,0.372517,0.165932,0.363871
0.750,0.07015,31,0.354650,0.318548,0.088961,0.385235
0.750,0.07015,32,0.343107,0.320039,0.120402,0.374356
0.750,0.07015,33,0.356069,0.360347,0.094316,0.393735
0.750,0.07015,34,0.414438,0.354443,0.126060,0.435814
0.750,0.07015,35,0.373583,0.316882,0.032030,0.401243
0.750,0.07015,36,0.352441,0.344233,0.158214,0.393094
0.750,0.07015,37,0.372139,0.381651,0.158678,0.397657
0.750,0.07015,38,0.315153,0.368259,0.140734,0.351296
0.750,0.07015,39,0.366764,0.423258,0.186059,0.400668
0.750,0.07015,40,0.355308,0.324555,0.087409,0.384222
0.750,0.07015,41,0.334717,0.346361,0.043107,0.368803
0.750,0.07015,42,0.351662,0.394216,0.140342,0.383253
0.750,0.07015,43,0.297381,0.377205,0.106841,0.335931
0.750,0.07015,44,0.327568,0.382376,0.112780,0.362862
0.750,0.07015,45,0.368840,0.412001,0.175568,0.402152
0.750,0.07015,46,0.406444,0.353278,0.141389,0.431450
0.750,0.07015,47,0.326300,0.353804,0.140284,0.358749
0.750,0.07015,48,0.346261,0.394177,0.145405,0.386033
0.750,0.07015,49,0.321816,0.431961,0.221971,0.358725
0.750,0.07015,50,0.262981,0.352838,0.095305,0.318266
0.750,0.07015,51,0.331759,0.314298,0.119832,0.366897
0.750,0.07015,52,0.336993,0.393643,0.125982,0.375032
0.750,0.07015,53,0.380189,0.360529,0.082912,0.410487
0.750,0.07015,54,0.328933,0.400365,0.118988,0.365964
0.750,0.07015,55,0.359828,0.305797,0.140121,0.385540
0.750,0.07015,56,0.418028,0.295747,0.131418,0.437884
0.750,0.07015,57,0.379537,0.346468,0.128508,0.405206
0.750,0.07015,58,0.283176,0.393820,0.100670,0.326560
0.750,0.07015,59,0.378252,0.366890,0.118993,0.420433
0.750,0.07015,60,0.333634,0.349602,0.097121,0.369538
0.750,0.07015,61,0.333593,0.391536,0.170561,0.380376
0.750,0.07015,62,0.351578,0.377759,0.129652,0.380108
0.750,0.07015,63,0.365986,0.348944,0.128186,0.391034
0.750,0.07015,64,0.359174,0.357622,0.056634,0.393359
0.750,0.07015,65,0.270405,0.366054,0.040117,0.311066
0.750,0.07015,66,0.288299,0.368004,0.111642,0.332243
0.750,0.07015,67,0.400624,0.392907,0.189835,0.426263
0.750,0.07015,68,0.348326,0.364507,0.125697,0.389431
0.750,0.07015,69,0.312603,0.371245,0.084995,0.347706
0.750,0.07015,70,0.369698,0.273446,0.104906,0.398095
0.750,0.07015,71,0.354883,0.326214,0.096645,0.384537
0.750,0.07015,72,0.398149,0.371336,0.179304,0.415911
0.750,0.07829,1,0.284740,0.282804,0.052684,0.324605
0.750,0.07829,2,0.270305,0.304754,0.079974,0.326988
0.750,0.07829,3,0.265202,0.282156,0.099301,0.309286
0.750,0.07829,4,0.226669,0.237104,0.046781,0.277309
0.750,0.07829,5,0.282835,0.267295,0.102594,0.324559
0.750,0.07829,6,0.295351,0.339159,0.092280,0.332834
0.750,0.07829,7,0.273271,0.328945,0.085930,0.312164
0.750,0.07829,8,0.292141,0.270652,0.043301,0.338045
0.750,0.07829,9,0.301019,0.276033,0.062646,0.336304
0.750,0.07829,10,0.300812,0.278227,0.052119,0.343558
0.750,0.07829,11,0.279691,0.203999,0.025237,0.319548
0.750,0.07829,12,0.338143,0.291441,0.037859,0.374623
0.750,0.07829,13,0.251679,0.260966,0.067384,0.300076
0.750,0.07829,14,0.336440,0.244351,0.075791,0.371128
0.750,0.07829,15,0.369986,0.296691,0.030054,0.395072
0.750,0.07829,16,0.302907,0.238983,0.119142,0.341670
0.750,0.07829,17,0.290252,0.258693,-0.002778,0.341889
0.750,0.07829,18,0.214784,0.255907,0.043395,0.267383
0.750,0.07829,19,0.213167,0.325908,0.130383,0.263701
0.750,0.07829,20,0.266998,0.318181,0.058617,0.319949
0.750,0.07829,21,0.309752,0.333155,0.004574,0.348194
0.750,0.07829,22,0.273828,0.277165,0.064014,0.314279
0.750,0.07829,23,0.300914,0.261143,0.088761,0.344934
0.750,0.07829,24,0.246158,0.327925,0.059415,0.292462
0.750,0.07829,25,0.298366,0.293020,0.025721,0.339021
0.750,0.07829,26,0.281006,0.244289,0.122492,0.318292
0.750,0.07829,27,0.281030,0.325892,0.055101,0.323939
0.750,0.07829,28,0.212681,0.274734,0.096747,0.269053
0.750,0.07829,29,0.274762,0.321245,0.119308,0.316086
0.750,0.07829,30,0.299311,0.332654,0.069544,0.345187
0.750,0.07829,31,0.258396,0.288635,0.054446,0.306388
0.750,0.07829,32,0.270322,0.273063,0.126119,0.318455
0.750,0.07829,33,0.299327,0.287233,0.103810,0.342299
0.750,0.07829,34,0.174808,0.297499,0.030451,0.231014
0.750,0.07829,35,0.227543,0.268954,-0.012701,0.275542
0.750,0.07829,36,0.286874,0.277172,0.062203,0.329292
0.750,0.07829,37,0.322487,0.280480,0.145981,0.353344
0.750,0.07829,38,0.335960,0.317290,0.096159,0.376498
0.750,0.07829,39,0.218707,0.294087,0.149266,0.275128
0.750,0.07829,40,0.244700,0.304242,0.027385,0.295031
0.750,0.07829,41,0.322877,0.279059,0.121118,0.361551
0.750,0.07829,42,0.308156,0.304393,0.062308,0.357549
0.750,0.07829,43,0.247352,0.258179,0.108241,0.291878
0.750,0.07829,44,0.284833,0.315902,0.113291,0.328112
0.750,0.07829,45,0.232250,0.268946,0.042689,0.283100
0.750,0.07829,46,0.234594,0.333721,-0.015019,0.292871
0.750,0.07829,47,0.235491,0.328108,0.063394,0.282318
0.750,0.07829,48,0.213955,0.276970,0.020264,0.267343
0.750,0.07829,49,0.241375,0.304708,0.092880,0.290229
0.750,0.07829,50,0.309770,0.209476,0.053338,0.347159
0.750,0.07829,51,0.254411,0.256611,0.031298,0.302967
0.750,0.07829,52,0.265773,0.271741,0.053372,0.310541
0.750,0.07829,53,0.304375,0.304711,0.126907,0.347692
0.750,0.07829,54,0.270358,0.315166,0.099900,0.311475
0.750,0.07829,55,0.215911,0.312961,0.081676,0.268195
0.750,0.07829,56,0.207038,0.329648,0.009734,0.259336
0.750,0.07829,57,0.259014,0.297341,0.096323,0.318002
0.750,0.07829,58,0.332669,0.334905,0.139891,0.370319
0.750,0.07829,59,0.248731,0.199296,0.124174,0.292148
0.750,0.07829,60,0.248704,0.267094,0.108247,0.297518
0.750,0.07829,61,0.263558,0.247059,0.044682,0.310103
0.750,0.07829,62,0.322085,0.224483,0.050676,0.360129
0.750,0.07829,63,0.225047,0.297021,0.109992,0.280071
0.750,0.07829,64,0.247240,0.344285,0.021375,0.294494
0.750,0.07829,65,0.342123,0.320359,0.059998,0.376461
0.750,0.07829,66,0.320827,0.262727,0.086731,0.356691
0.750,0.07829,67,0.314087,0.208348,0.052740,0.350565
0.750,0.07829,68,0.301055,0.246795,0.091546,0.342721
0.750,0.07829,69,0.283247,0.240927,0.103299,0.325810
0.750,0.07829,70,0.263021,0.307475,0.069319,0.308340
0.750,0.07829,71,0.257541,0.249052,0.049456,0.307281
0.750,0.07829,72,0.237245,0.331979,0.045320,0.283169
0.750,0.08644,1,0.194751,0.167582,0.054211,0.253026
0.750,0.08644,2,0.226102,0.215806,0.063791,0.271409
0.750,0.08644,3,0.214632,0.265102,0.040290,0.269127
0.750,0.08644,4,0.298729,0.197312,0.046709,0.340019
0.750,0.08644,5,0.220534,0.130129,0.035968,0.281249
0.750,0.08644,6,0.224691,0.219770,0.006538,0.281102
0.750,0.08644,7,0.174055,0.207027,0.058547,0.234287
0.750,0.08644,8,0.200626,0.197779,0.050571,0.251969
0.750,0.08644,9,0.186051,0.182638,-0.007210,0.243226
0.750,0.08644,10,0.219418,0.154437,0.069804,0.270137
0.750,0.08644,11,0.181499,0.194766,0.008763,0.235740
0.750,0.08644,12,0.212947,0.220286,0.005322,0.266589
0.750,0.08644,13,0.186942,0.172352,0.059749,0.245312
0.750,0.08644,14,0.238389,0.220783,0.034849,0.289799
0.750,0.08644,15,0.227344,0.238119,0.041139,0.279459
0.750,0.08644,16,0.247158,0.236361,0.039993,0.295800
0.750,0.08644,17,0.208910,0.178970,-0.005059,0.258691
0.750,0.08644,18,0.176475,0.210878,0.053133,0.230247
0.750,0.08644,19,0.201592,0.190796,-0.029454,0.262949
0.750,0.08644,20,0.142285,0.280478,0.088942,0.201771
0.750,0.08644,21,0.226528,0.270476,0.018990,0.276816
0.750,0.08644,22,0.119459,0.266313,0.002054,0.183501
0.750,0.08644,23,0.187149,0.179262,0.098635,0.256540
0.750,0.08644,24,0.117281,0.215059,0.040210,0.185700
0.750,0.08644,25,0.172781,0.214776,0.040493,0.233620
0.750,0.08644,26,0.199671,0.205220,0.045105,0.260518
0.750,0.08644,27,0.255488,0.150414,0.061231,0.307016
0.750,0.08644,28,0.148049,0.181816,0.070475,0.219482
0.750,0.08644,29,0.228155,0.211659,0.043863,0.277273
0.750,0.08644,30,0.249296,0.129325,0.051012,0.298860
0.750,0.08644,31,0.200599,0.135469,0.005507,0.254138
0.750,0.08644,32,0.167394,0.250405,0.059291,0.236268
0.750,0.08644,33,0.170464,0.242514,0.050636,0.237152
0.750,0.08644,34,0.190565,0.213062,0.081590,0.254223
0.750,0.08644,35,0.280089,0.195957,0.021839,0.324194
0.750,0.08644,36,0.181894,0.284266,0.035248,0.239519
0.750,0.08644,37,0.183109,0.148887,0.027591,0.232039
0.750,0.08644,38,0.199845,0.209658,0.094694,0.253303
0.750,0.08644,39,0.211027,0.143889,-0.017083,0.267542
0.750,0.08644,40,0.212089,0.262079,0.037056,0.267957
0.750,0.08644,41,0.229192,0.203537,0.029175,0.279903
0.750,0.08644,42,0.257719,0.224136,0.061288,0.307606
0.750,0.08644,43,0.250433,0.190316,0.112853,0.310564
0.750,0.08644,44,0.117438,0.233522,-0.013110,0.182221
0.750,0.08644,45,0.254117,0.213022,0.059640,0.305496
0.750,0.08644,46,0.183164,0.177465,0.050699,0.243885
0.750,0.08644,47,0.168434,0.197538,0.023774,0.230510
0.750,0.08644,48,0.193545,0.207871,0.088782,0.249849
0.750,0.08644,49,0.294815,0.167592,-0.006220,0.345853
0.750,0.08644,50,0.194990,0.188873,0.005610,0.247406
0.750,0.08644,51,0.212890,0.166148,-0.014685,0.264352
0.750,0.08644,52,0.127337,0.126077,0.017389,0.191195
0.750,0.08644,53,0.212467,0.178341,0.031458,0.263480
0.750,0.08644,54,0.204095,0.238126,0.027032,0.256840
0.750,0.08644,55,0.268339,0.181308,-0.038071,0.313172
0.750,0.08644,56,0.205826,0.210459,0.054356,0.261811
0.750,0.08644,57,0.188203,0.190879,0.060500,0.245574
0.750,0.08644,58,0.147501,0.227003,0.060286,0.216738
0.750,0.08644,59,0.176776,0.201893,0.067768,0.233261
0.750,0.08644,60,0.247185,0.246988,0.014814,0.298666
0.750,0.08644,61,0.189284,0.205504,0.016349,0.260273
0.750,0.08644,62,0.262501,0.139012,0.017334,0.307941
0.750,0.08644,63,0.242788,0.207290,0.023659,0.295397
0.750,0.08644,64,0.107914,0.223376,0.019026,0.173524
0.750,0.08644,65,0.227796,0.242962,0.066669,0.286200
0.750,0.08644,66,0.259427,0.223781,0.043787,0.302276
0.750,0.08644,67,0.150877,0.229517,0.069831,0.218791
0.750,0.08644,68,0.214521,0.201995,0.026612,0.267945
0.750,0.08644,69,0.156374,0.226081,0.028593,0.221026
0.750,0.08644,70,0.246367,0.180582,0.012317,0.306728
0.750,0.08644,71,0.199948,0.210414,0.066897,0.255185
0.750,0.08644,72,0.220021,0.147527,0.018202,0.270206
0.750,0.09458,1,0.154729,0.139392,0.038610,0.216164
0.750,0.09458,2,0.137028,0.124836,0.070429,0.201458
0.750,0.09458,3,0.229088,0.188092,0.035257,0.280793
0.750,0.09458,4,0.192827,0.196719,0.074413,0.251673
0.750,0.09458,5,0.104347,0.140193,0.052718,0.174755
0.750,0.09458,6,0.134632,0.141153,0.029428,0.197206
0.750,0.09458,7,0.235005,0.134186,0.027048,0.281917
0.750,0.09458,8,0.207426,0.084549,0.022646,0.262632
0.750,0.09458,9,0.149407,0.151390,-0.008471,0.213031
0.750,0.09458,10,0.187957,0.199824,0.044917,0.245477
0.750,0.09458,11,0.128381,0.161920,0.024465,0.195940
0.750,0.09458,12,0.206379,0.050752,0.049219,0.264095
0.750,0.09458,13,0.220423,0.180150,-0.004842,0.273235
0.750,0.09458,14,0.189920,0.147512,0.009080,0.248543
0.750,0.09458,15,0.203483,0.146671,0.024905,0.264221
0.750,0.09458,16,0.110870,0.162826,0.017529,0.182540
0.750,0.09458,17,0.095583,0.224690,0.077119,0.163686
0.750,0.09458,18,0.110523,0.193454,0.046971,0.178314
0.750,0.09458,19,0.193784,0.081333,0.011379,0.251772
0.750,0.09458,20,0.156899,0.214037,0.007083,0.224971
0.750,0.09458,21,0.167877,0.130628,0.007563,0.232899
0.750,0.09458,22,0.182531,0.121575,0.043974,0.244371
0.750,0.09458,23,0.136199,0.143518,0.007854,0.199927
0.750,0.09458,24,0.116679,0.149686,-0.046007,0.186418
0.750,0.09458,25,0.147499,0.155868,0.048191,0.207709
0.750,0.09458,26,0.128448,0.110152,-0.028150,0.195502
0.750,0.09458,27,0.137378,0.121517,0.007333,0.199116
0.750,0.09458,28,0.196530,0.200994,0.012555,0.253555
0.750,0.09458,29,0.102226,0.142514,-0.005509,0.172666
0.750,0.09458,30,0.107444,0.105104,-0.020571,0.183866
0.750,0.09458,31,0.184333,0.106122,-0.014286,0.242284
0.750,0.09458,32,0.184077,0.139062,0.018763,0.235004
0.750,0.09458,33,0.122964,0.088533,0.035661,0.185355
0.750,0.09458,34,0.135231,0.131562,0.036522,0.203466
0.750,0.09458,35,0.193965,0.163848,0.017799,0.260815
0.750,0.09458,36,0.173588,0.196887,0.002711,0.235609
0.750,0.09458,37,0.137650,0.180804,0.046720,0.199395
0.750,0.09458,38,0.170884,0.142329,0.002742,0.232486
0.750,0.09458,39,0.109985,0.156697,-0.012052,0.174057
0.750,0.09458,40,0.148586,0.184903,0.052034,0.211603
0.750,0.09458,41,0.154468,0.136184,-0.009984,0.216028
0.750,0.09458,42,0.110064,0.214546,0.038416,0.176581
0.750,0.09458,43,0.220367,0.113948,-0.023578,0.270425
0.750,0.09458,44,0.097527,0.159250,0.036179,0.173266
0.750,0.09458,45,0.194745,0.153778,0.051236,0.257752
0.750,0.09458,46,0.188566,0.125771,0.031948,0.244025
0.750,0.09458,47,0.062323,0.157601,-0.057857,0.135144
0.750,0.09458,48,0.058393,0.151672,0.051310,0.132807
0.750,0.09458,49,0.112569,0.160812,0.091747,0.179233
0.750,0.09458,50,0.131637,0.183715,0.050756,0.192129
0.750,0.09458,51,0.145001,0.180017,0.047707,0.210540
0.750,0.09458,52,0.223000,0.220418,0.012954,0.276772
0.750,0.09458,53,0.133057,0.185092,0.008891,0.198728
0.750,0.09458,54,0.129349,0.243344,0.015735,0.200936
0.750,0.09458,55,0.123976,0.119136,0.113348,0.186351
0.750,0.09458,56,0.131708,0.171370,0.010001,0.200738
0.750,0.09458,57,0.127994,0.163387,0.057919,0.203992
0.750,0.09458,58,0.148265,0.149689,0.022278,0.213596
0.750,0.09458,59,0.215692,0.218169,0.112118,0.267731
0.750,0.09458,60,0.119934,0.175100,0.043657,0.185050
0.750,0.09458,61,0.196133,0.103805,0.015277,0.258269
0.750,0.09458,62,0.140406,0.153792,0.017625,0.202916
0.750,0.09458,63,0.104465,0.172788,0.032783,0.175866
0.750,0.09458,64,0.118525,0.164586,0.078208,0.183587
0.750,0.09458,65,0.106361,0.070063,-0.073977,0.169586
0.750,0.09458,66,0.125831,0.156668,0.040864,0.195389
0.750,0.09458,67,0.245192,0.166971,-0.023662,0.300435
0.750,0.09458,68,0.162909,0.211860,0.045873,0.229333
0.750,0.09458,69,0.141581,0.192091,0.004015,0.206561
0.750,0.09458,70,0.137596,0.161030,-0.014880,0.203121
0.750,0.09458,71,0.189826,0.130648,0.060293,0.240066
0.750,0.09458,72,0.135252,0.131589,0.003320,0.197849
0.750,0.10272,1,0.130538,0.133574,0.019925,0.197240
0.750,0.10272,2,0.078562,0.100227,-0.051878,0.148296
0.750,0.10272,3,0.079616,0.076005,0.104377,0.148704
0.750,0.10272,4,0.114360,0.082149,0.031831,0.182784
0.750,0.10272,5,0.117476,0.109146,0.046023,0.188978
0.750,0.10272,6,0.054432,0.121378,-0.008455,0.128736
0.750,0.10272,7,0.078730,0.092198,-0.038513,0.156388
0.750,0.10272,8,0.084542,0.092869,-0.029280,0.162482
0.750,0.10272,9,0.064412,0.095998,-0.017231,0.136142
0.750,0.10272,10,0.138199,0.098050,-0.033377,0.208556
0.750,0.10272,11,0.075730,0.088225,-0.048498,0.144705
0.750,0.10272,12,0.128551,0.145168,0.087589,0.194904
0.750,0.10272,13,0.188683,0.028805,0.003039,0.250706
0.750,0.10272,14,0.121832,0.061892,0.037741,0.185220
0.750,0.10272,15,0.162603,0.070084,0.006751,0.219610
0.750,0.10272,16,0.148324,0.069187,-0.038398,0.207561
0.750,0.10272,17,0.145441,0.061718,0.009867,0.207259
0.750,0.10272,18,0.108909,0.144454,-0.010799,0.176925
0.750,0.10272,19,0.090357,0.110333,-0.008205,0.167172
0.750,0.10272,20,0.186528,0.098536,0.025486,0.241628
0.750,0.10272,21,0.164388,0.129181,0.005064,0.232991
0.750,0.10272,22,0.107814,0.017963,0.000412,0.181077
0.750,0.10272,23,0.167987,0.102093,0.001655,0.235895
0.750,0.10272,24,0.115630,0.088463,-0.043287,0.181064
0.750,0.10272,25,0.188129,0.119451,0.054864,0.245635
0.750,0.10272,26,-0.039822,0.090134,-0.049589,0.044755
0.750,0.10272,27,0.114660,0.095525,-0.029756,0.182047
0.750,0.10272,28,0.141672,0.127717,-0.015022,0.206702
0.750,0.10272,29,0.071987,0.088457,0.091820,0.143535
0.750,0.10272,30,0.078676,0.134352,0.019325,0.159650
0.750,0.10272,31,0.140497,0.111841,0.033793,0.213514
0.750,0.10272,32,0.156102,0.099962,0.075328,0.220669
0.750,0.10272,33,0.041964,0.126011,0.014454,0.122348
0.750,0.10272,34,0.062892,0.100999,-0.005540,0.135047
0.750,0.10272,35,0.107657,0.128738,0.036233,0.178303
0.750,0.10272,36,0.123191,0.166029,0.022235,0.191763
0.750,0.10272,37,0.078306,0.111216,0.013394,0.157215
0.750,0.10272,38,0.077606,0.109558,0.132999,0.150006
0.750,0.10272,39,0.130598,0.130989,-0.047227,0.194180
0.750,0.10272,40,0.109646,0.092012,-0.036276,0.174860
0.750,0.10272,41,0.049008,0.068720,0.048643,0.128480
0.750,0.10272,42,0.066099,0.093461,0.021612,0.134806
0.750,0.10272,43,0.086795,0.119746,0.000068,0.153992
0.750,0.10272,44,0.158802,0.154985,-0.051755,0.214923
0.750,0.10272,45,0.126292,0.055737,0.033297,0.191855
0.750,0.10272,46,0.107859,0.113712,0.072593,0.176493
0.750,0.10272,47,0.013679,0.060371,0.015163,0.095342
0.750,0.10272,48,0.087415,0.210158,0.073323,0.156237
0.750,0.10272,49,0.105385,0.100156,-0.034298,0.172866
0.750,0.10272,50,0.114699,0.072462,-0.013227,0.189671
0.750,0.10272,51,0.052318,0.115816,0.031831,0.125986
0.750,0.10272,52,0.086269,0.034383,0.040707,0.157200
0.750,0.10272,53,0.121581,0.103158,-0.044307,0.186871
0.750,0.10272,54,0.066778,0.175670,0.029962,0.139992
0.750,0.10272,55,0.119016,0.120050,-0.031774,0.180618
0.750,0.10272,56,0.165604,0.033219,0.002224,0.223143
0.750,0.10272,57,0.093917,0.236273,0.058757,0.161717
0.750,0.10272,58,0.091114,0.092585,-0.026637,0.164639
0.750,0.10272,59,0.123169,0.140813,0.036157,0.188283
0.750,0.10272,60,0.072515,0.162562,0.088941,0.142248
0.750,0.10272,61,0.074144,0.082503,0.003131,0.152384
0.750,0.10272,62,0.061892,0.177043,0.009449,0.137749
0.750,0.10272,63,0.033556,0.130871,0.034599,0.106424
0.750,0.10272,64,0.173041,0.160136,0.025147,0.230403
0.750,0.10272,65,0.121650,0.061786,0.013876,0.185570
0.750,0.10272,66,0.083897,0.150265,0.009482,0.160212
0.750,0.10272,67,0.126033,0.102318,-0.021977,0.201897
0.750,0.10272,68,0.232104,0.183444,0.039801,0.289234
0.750,0.10272,69,0.038134,0.116543,-0.043583,0.112829
0.750,0.10272,70,0.088009,0.045322,-0.031788,0.156948
0.750,0.10272,71,0.059211,0.048602,0.001930,0.134180
0.750,0.10272,72,0.117504,0.072738,0.022570,0.185154
0.750,0.11087,1,0.021520,0.083061,-0.037341,0.102867
0.750,0.11087,2,0.072779,0.100233,-0.026964,0.145236
0.750,0.11087,3,0.061310,0.133311,0.019996,0.134473
0.750,0.11087,4,0.109849,0.066071,-0.028265,0.177927
0.750,0.11087,5,0.047384,0.084068,0.006896,0.126019
0.750,0.11087,6,0.087187,0.015540,-0.002254,0.157353
0.750,0.11087,7,0.062355,0.078644,0.072116,0.137484
0.750,0.11087,8,-0.012504,0.030801,-0.033536,0.067104
0.750,0.11087,9,0.074473,0.042466,-0.027062,0.150339
0.750,0.11087,10,0.032277,0.027529,0.002515,0.108476
0.750,0.11087,11,0.038068,0.076090,0.012416,0.117868
0.750,0.11087,12,0.104481,0.119832,0.014755,0.170130
0.750,0.11087,13,0.030644,0.151257,0.068145,0.109595
0.750,0.11087,14,0.081109,-0.006164,-0.000019,0.160352
0.750,0.11087,15,0.104446,0.044540,0.038401,0.171580
0.750,0.11087,16,0.076884,0.061041,0.047075,0.146759
0.750,0.11087,17,0.108676,0.125504,0.027402,0.176177
0.750,0.11087,18,0.111769,0.047180,0.017651,0.177039
0.750,0.11087,19,0.052217,0.083371,-0.005402,0.130767
0.750,0.11087,20,0.063690,0.113947,0.004000,0.139569
0.750,0.11087,21,0.069640,0.049380,0.009058,0.142582
0.750,0.11087,22,0.158358,0.079282,0.073576,0.219628
0.750,0.11087,23,0.061184,0.114420,-0.027917,0.131328
0.750,0.11087,24,0.091777,0.127360,0.027756,0.157745
0.750,0.11087,25,0.029344,0.085864,-0.002383,0.107069
0.750,0.11087,26,0.097479,0.098558,-0.016389,0.170708
0.750,0.11087,27,-0.031691,0.130211,-0.046478,0.061441
0.750,0.11087,28,0.085855,0.058031,0.032876,0.160148
0.750,0.11087,29,0.086140,0.135417,-0.032897,0.155073
0.750,0.11087,30,0.043000,0.137153,-0.045411,0.122618
0.750,0.11087,31,0.123480,0.083736,-0.035532,0.187390
0.750,0.11087,32,0.070384,0.071250,0.035535,0.155527
0.750,0.11087,33,0.119280,0.118949,-0.004634,0.183750
0.750,0.11087,34,0.139688,0.078968,-0.013314,0.200083
0.750,0.11087,35,0.068626,0.020564,0.030496,0.145010
0.750,0.11087,36,0.093385,0.034677,-0.018151,0.163209
0.750,0.11087,37,0.040975,0.077599,0.039410,0.121130
0.750,0.11087,38,0.160260,0.089892,0.047476,0.221715
0.750,0.11087,39,0.110502,0.055117,0.048466,0.173735
0.750,0.11087,40,0.055193,0.094699,-0.058473,0.127588
0.750,0.11087,41,0.094257,0.023714,-0.047536,0.174545
0.750,0.11087,42,0.121836,0.084472,0.027075,0.186033
0.750,0.11087,43,0.057386,0.047340,-0.007709,0.131685
0.750,0.11087,44,0.083555,0.116389,0.044048,0.154190
0.750,0.11087,45,0.054849,0.025446,-0.070931,0.125918
0.750,0.11087,46,0.038086,0.080604,0.010481,0.120313
0.750,0.11087,47,0.087570,0.053359,0.063866,0.162087
0.750,0.11087,48,0.100542,0.083956,0.065142,0.171448
0.750,0.11087,49,0.169710,0.091427,0.039949,0.230607
0.750,0.11087,50,0.020336,0.106427,-0.050367,0.099274
0.750,0.11087,51,0.036857,0.049222,-0.038433,0.117799
0.750,0.11087,52,0.153087,0.065791,0.017300,0.215024
0.750,0.11087,53,0.099056,0.045057,0.029463,0.173522
0.750,0.11087,54,0.133933,0.035513,0.096713,0.196960
0.750,0.11087,55,-0.001232,0.068732,0.013868,0.090089
0.750,0.11087,56,0.143620,0.077836,0.062494,0.204001
0.750,0.11087,57,0.109953,0.117421,0.028469,0.182775
0.750,0.11087,58,0.169008,0.056878,0.075385,0.224462
0.750,0.11087,59,0.131555,0.046129,-0.076060,0.193668
0.750,0.11087,60,0.092843,0.101473,0.019202,0.164140
0.750,0.11087,61,0.093155,0.050386,-0.034608,0.158735
0.750,0.11087,62,0.068554,0.070711,-0.019825,0.139979
0.750,0.11087,63,0.056079,0.093580,0.033126,0.127397
0.750,0.11087,64,0.113558,0.107706,0.061159,0.181747
0.750,0.11087,65,0.066863,0.066233,0.062247,0.142232
0.750,0.11087,66,0.084299,0.058331,-0.043695,0.153965
0.750,0.11087,67,0.000048,0.083051,-0.026713,0.083435
0.750,0.11087,68,0.116039,0.034758,0.028662,0.184998
0.750,0.11087,69,0.047165,0.048607,-0.006772,0.123425
0.750,0.11087,70,0.048405,0.086396,0.025267,0.129683
0.750,0.11087,71,0.080335,0.101541,0.010616,0.149707
0.750,0.11087,72,0.098581,0.133796,0.022605,0.176730
0.750,0.11901,1,0.019049,0.048535,-0.040142,0.098706
0.750,0.11901,2,-0.040214,0.095815,0.025122,0.044011
0.750,0.11901,3,0.027732,0.048668,-0.056147,0.109342
0.750,0.11901,4,0.115729,-0.019913,-0.055011,0.179919
0.750,0.11901,5,0.028484,0.065391,-0.006702,0.101964
0.750,0.11901,6,0.125367,0.065947,-0.031949,0.185618
0.750,0.11901,7,0.045885,0.066829,0.045185,0.122190
0.750,0.11901,8,0.041678,0.024303,0.056733,0.119838
0.750,0.11901,9,0.091071,0.041287,0.001311,0.161393
0.750,0.11901,10,0.063068,0.085668,0.005229,0.136807
0.750,0.11901,11,0.082631,0.019214,0.032432,0.154683
0.750,0.11901,12,-0.011814,0.014813,0.059752,0.076187
0.750,0.11901,13,0.020320,0.005536,0.006522,0.103637
0.750,0.11901,14,0.031433,0.068541,-0.036554,0.108583
0.750,0.11901,15,0.096163,0.059550,-0.010861,0.163519
0.750,0.11901,16,0.073604,0.046985,-0.019457,0.146889
0.750,0.11901,17,0.041087,0.101713,0.031431,0.117083
0.750,0.11901,18,0.148986,0.042776,0.056079,0.210923
0.750,0.11901,19,0.104750,0.121043,-0.008671,0.181546
0.750,0.11901,20,0.034552,0.088410,-0.049773,0.111800
0.750,0.11901,21,-0.008884,0.045734,-0.004542,0.079637
0.750,0.11901,22,0.087451,-0.006112,0.066137,0.159566
0.750,0.11901,23,0.008253,-0.003672,0.112327,0.089666
0.750,0.11901,24,0.029134,0.034240,-0.014110,0.109395
0.750,0.11901,25,0.037149,0.029143,-0.048842,0.114975
