# N=500  K=10000  N_REFRESH=100  betanet=1.0  generated=2026-06-01T11:33:01.514
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.600,0.16590,13,-0.035086,-0.018294,0.010867,0.833415
0.600,0.18378,1,-0.026969,0.019547,-0.001177,0.832990
0.600,0.18378,2,0.013395,-0.053238,0.029320,0.832911
0.600,0.18378,3,0.053281,0.030441,-0.020972,0.832938
0.600,0.18378,4,0.007559,0.006319,-0.040610,0.832981
0.600,0.18378,5,0.027135,-0.056647,-0.014473,0.833034
0.600,0.18378,6,-0.015046,0.080981,0.001389,0.832866
0.600,0.18378,7,0.016289,0.051430,0.025155,0.832966
0.600,0.18378,8,0.035784,-0.021809,-0.035410,0.832909
0.600,0.18378,9,-0.008962,0.013924,0.001660,0.832819
0.600,0.18378,10,0.056294,-0.072442,-0.001655,0.832783
0.600,0.18378,11,-0.035032,0.036295,0.022539,0.832910
0.600,0.18378,12,0.027431,0.020587,0.037258,0.832835
0.600,0.18378,13,-0.031280,0.005426,-0.067477,0.832910
0.600,0.20166,1,0.109703,0.026050,0.019118,0.832410
0.600,0.20166,2,0.023932,0.002090,-0.022215,0.832305
0.600,0.20166,3,0.018268,-0.039368,0.021735,0.832434
0.600,0.20166,4,0.033122,-0.035624,-0.012362,0.832367
0.600,0.20166,5,0.048491,0.028847,-0.005195,0.832308
0.600,0.20166,6,0.047895,0.023400,0.000556,0.832323
0.600,0.20166,7,0.000696,0.021509,-0.034511,0.832345
0.600,0.20166,8,-0.009425,-0.012079,0.012155,0.832283
0.600,0.20166,9,-0.035255,0.030071,-0.024572,0.832362
0.600,0.20166,10,-0.036921,-0.018012,-0.027690,0.832346
0.600,0.20166,11,-0.004977,-0.032130,-0.014010,0.832473
0.600,0.20166,12,0.070810,0.019770,-0.001886,0.832399
0.600,0.20166,13,0.040204,-0.030007,0.029531,0.832196
0.600,0.21954,1,0.018698,-0.002583,0.024871,0.831728
0.600,0.21954,2,0.030069,0.025606,0.031101,0.831729
0.600,0.21954,3,-0.048246,-0.013340,-0.025730,0.831675
0.600,0.21954,4,0.012258,0.030636,-0.021033,0.831615
0.600,0.21954,5,-0.071085,-0.035456,0.033368,0.831773
0.600,0.21954,6,-0.068590,-0.011478,-0.034403,0.831723
0.600,0.21954,7,0.064238,0.031038,0.046297,0.831583
0.600,0.21954,8,0.038817,-0.064026,-0.002334,0.831692
0.600,0.21954,9,-0.021901,0.009484,0.020696,0.831699
0.600,0.21954,10,-0.034792,0.026870,-0.008541,0.831663
0.600,0.21954,11,0.050986,0.034075,0.014779,0.831775
0.600,0.21954,12,0.036259,0.075207,0.001058,0.831578
0.600,0.21954,13,-0.014011,-0.093340,-0.036745,0.831690
0.600,0.23741,1,-0.023074,0.047649,-0.011463,0.830755
0.600,0.23741,2,0.018565,0.028498,-0.010714,0.830764
0.600,0.23741,3,0.054074,0.030447,0.012462,0.830902
0.600,0.23741,4,-0.043226,-0.013508,-0.014292,0.830765
0.600,0.23741,5,-0.010402,-0.008537,-0.025146,0.830879
0.600,0.23741,6,-0.007613,0.014963,-0.005470,0.830910
0.600,0.23741,7,0.034502,0.013041,-0.003867,0.830779
0.600,0.23741,8,0.012500,-0.045085,-0.003042,0.830896
0.600,0.23741,9,-0.045044,0.027310,-0.006453,0.830858
0.600,0.23741,10,0.011180,-0.036316,0.013644,0.830887
0.600,0.23741,11,-0.030627,-0.013996,0.030826,0.830872
0.600,0.23741,12,-0.009858,-0.010205,-0.030462,0.830881
0.600,0.23741,13,-0.037429,-0.038046,-0.003235,0.830789
0.600,0.25529,1,0.038830,-0.024515,-0.004308,0.830055
0.600,0.25529,2,0.017743,0.001501,-0.020929,0.830034
0.600,0.25529,3,-0.008519,0.053741,-0.002280,0.829934
0.600,0.25529,4,-0.016430,-0.030338,-0.005409,0.829891
0.600,0.25529,5,0.009329,0.004632,-0.016022,0.829946
0.600,0.25529,6,0.050571,0.021187,-0.008058,0.829792
0.600,0.25529,7,0.013077,-0.008045,0.015979,0.829969
0.600,0.25529,8,-0.006276,0.008946,-0.015770,0.830036
0.600,0.25529,9,0.041870,0.023284,-0.006856,0.829846
0.600,0.25529,10,-0.036043,-0.008565,0.002964,0.829873
0.600,0.25529,11,-0.007013,-0.023594,0.009056,0.829949
0.600,0.25529,12,-0.065687,0.038137,0.018000,0.829862
0.600,0.25529,13,0.025712,0.009003,0.001943,0.829814
0.600,0.27317,1,-0.024806,-0.017476,0.000517,0.828700
0.600,0.27317,2,0.013883,0.014210,-0.032623,0.828905
0.600,0.27317,3,0.027650,0.001709,0.013798,0.828723
0.600,0.27317,4,-0.044811,-0.011948,-0.043985,0.828787
0.600,0.27317,5,-0.054997,-0.003837,0.035535,0.828767
0.600,0.27317,6,0.046152,0.013900,0.011220,0.828806
0.600,0.27317,7,-0.011389,0.018668,0.015552,0.828702
0.600,0.27317,8,0.020603,-0.038523,-0.018673,0.828953
0.600,0.27317,9,-0.038893,-0.024954,0.004876,0.828984
0.600,0.27317,10,0.006554,-0.050599,0.013102,0.828789
0.600,0.27317,11,0.038728,0.014293,0.042346,0.828883
0.600,0.27317,12,-0.001468,-0.051210,-0.028901,0.828943
0.600,0.27317,13,-0.010686,0.035523,0.004865,0.828893
0.600,0.29105,1,-0.000892,-0.005501,0.028656,0.827645
0.600,0.29105,2,-0.004060,0.032661,-0.035422,0.827440
0.600,0.29105,3,-0.043455,0.046891,-0.002095,0.827421
0.600,0.29105,4,-0.008347,-0.029684,0.018045,0.827423
0.600,0.29105,5,0.018399,-0.007016,-0.043823,0.827468
0.600,0.29105,6,-0.062648,0.003070,0.008473,0.827715
0.600,0.29105,7,-0.017198,0.001671,0.026844,0.827549
0.600,0.29105,8,-0.018557,-0.007152,-0.024556,0.827569
0.600,0.29105,9,0.024402,0.010909,-0.024339,0.827716
0.600,0.29105,10,-0.024180,-0.003566,0.000037,0.827422
0.600,0.29105,11,-0.014343,-0.011916,0.002749,0.827479
0.600,0.29105,12,-0.023941,-0.062583,-0.004059,0.827604
0.600,0.29105,13,0.004775,-0.031881,0.036427,0.827562
0.600,0.30893,1,-0.043288,-0.048288,0.027074,0.826087
0.600,0.30893,2,-0.051313,-0.016632,0.010259,0.825921
0.600,0.30893,3,-0.032590,0.034239,0.043810,0.826319
0.600,0.30893,4,0.045747,0.020449,0.003126,0.826114
0.600,0.30893,5,0.061754,0.024067,-0.028086,0.826196
0.600,0.30893,6,0.007021,0.030592,-0.033660,0.826078
0.600,0.30893,7,-0.017760,-0.014180,-0.025262,0.826064
0.600,0.30893,8,0.022096,0.043088,-0.013015,0.826130
0.600,0.30893,9,0.024266,-0.027116,-0.035445,0.826071
0.600,0.30893,10,-0.023533,-0.043831,-0.036230,0.826319
0.600,0.30893,11,0.014125,-0.005691,0.046188,0.826270
0.600,0.30893,12,-0.018009,-0.001997,0.041357,0.825943
0.600,0.30893,13,-0.042350,-0.010992,0.016314,0.826261
0.600,0.32680,1,-0.033313,0.005714,-0.013942,0.824613
0.600,0.32680,2,-0.046105,-0.004131,0.007297,0.824649
0.600,0.32680,3,-0.027846,-0.008375,-0.004773,0.824496
0.600,0.32680,4,0.000554,0.047614,-0.011911,0.824311
0.600,0.32680,5,-0.028701,-0.024397,-0.000139,0.824657
0.600,0.32680,6,-0.005269,-0.019356,-0.015104,0.824790
0.600,0.32680,7,-0.071086,0.001979,0.012032,0.824770
0.600,0.32680,8,-0.061212,-0.005927,0.024604,0.824744
0.600,0.32680,9,0.028395,0.011595,0.018158,0.825030
0.600,0.32680,10,0.001076,-0.009223,0.007181,0.824793
0.600,0.32680,11,-0.007253,0.003419,-0.017116,0.824401
0.600,0.32680,12,-0.003560,-0.047820,-0.007109,0.824999
0.600,0.32680,13,-0.029987,0.055213,0.026409,0.824883
0.600,0.34468,1,-0.001854,-0.073465,-0.008477,0.822976
0.600,0.34468,2,0.028023,0.033014,0.001593,0.822756
0.600,0.34468,3,0.025272,0.002695,0.003674,0.822981
0.600,0.34468,4,-0.011328,0.001953,-0.014467,0.823111
0.600,0.34468,5,0.037637,0.001529,0.002578,0.823001
0.600,0.34468,6,-0.010404,-0.038011,-0.002719,0.823131
0.600,0.34468,7,0.002315,0.017466,-0.011797,0.822947
0.600,0.34468,8,-0.018244,0.005224,0.001198,0.823076
0.600,0.34468,9,-0.044411,-0.000698,0.006695,0.823114
0.600,0.34468,10,-0.035141,0.016322,-0.015530,0.823140
0.600,0.34468,11,0.015462,-0.000381,-0.021251,0.822979
0.600,0.34468,12,-0.038889,-0.016706,-0.000372,0.823217
0.600,0.34468,13,0.049704,0.009436,-0.013859,0.823076
0.650,0.00500,1,0.994773,0.994270,0.989765,0.851229
0.650,0.00500,2,0.993919,0.994617,0.988319,0.851298
0.650,0.00500,3,0.994916,0.994334,0.988674,0.851353
0.650,0.00500,4,0.994885,0.995019,0.989399,0.851314
0.650,0.00500,5,0.994738,0.995183,0.990310,0.851396
0.650,0.00500,6,0.995015,0.993903,0.989045,0.851248
0.650,0.00500,7,0.994680,0.994575,0.989955,0.851236
0.650,0.00500,8,0.994611,0.994341,0.988506,0.851217
0.650,0.00500,9,0.994682,0.994824,0.989651,0.851200
0.650,0.00500,10,0.994929,0.994299,0.989183,0.851145
0.650,0.00500,11,0.995031,0.995296,0.990380,0.851252
0.650,0.00500,12,0.994879,0.995152,0.990457,0.851204
0.650,0.02080,1,0.911171,0.907704,0.836109,0.851270
0.650,0.02080,2,0.916243,0.912555,0.839991,0.851194
0.650,0.02080,3,0.917418,0.904774,0.825976,0.851141
0.650,0.02080,4,0.916757,0.911637,0.832719,0.851280
0.650,0.02080,5,0.910369,0.911273,0.837766,0.851243
0.650,0.02080,6,0.911199,0.908063,0.828886,0.851195
0.650,0.02080,7,0.907193,0.919967,0.829612,0.851185
0.650,0.02080,8,0.905733,0.908171,0.819194,0.851256
0.650,0.02080,9,0.912897,0.909602,0.835211,0.851348
0.650,0.02080,10,0.921374,0.906136,0.843746,0.851247
0.650,0.02080,11,0.909046,0.909023,0.834131,0.851145
0.650,0.02080,12,0.914883,0.914176,0.839634,0.851204
0.650,0.03660,1,0.767004,0.762093,0.599155,0.851333
0.650,0.03660,2,0.767864,0.750916,0.567339,0.851206
0.650,0.03660,3,0.769548,0.732114,0.559544,0.851258
0.650,0.03660,4,0.758123,0.751272,0.588920,0.851269
0.650,0.03660,5,0.777249,0.754318,0.591071,0.851189
0.650,0.03660,6,0.746273,0.740780,0.586883,0.851208
0.650,0.03660,7,0.729859,0.776482,0.554595,0.851302
0.650,0.03660,8,0.744052,0.749360,0.559361,0.851363
0.650,0.03660,9,0.768206,0.734484,0.544265,0.851165
0.650,0.03660,10,0.759427,0.708882,0.539683,0.851114
0.650,0.03660,11,0.763179,0.772842,0.568539,0.851406
0.650,0.03660,12,0.750086,0.741063,0.554723,0.851058
0.650,0.05240,1,0.540492,0.559171,0.327600,0.851147
0.650,0.05240,2,0.553583,0.545941,0.284560,0.851120
0.650,0.05240,3,0.548715,0.558984,0.347204,0.851146
0.650,0.05240,4,0.551320,0.547103,0.304082,0.851154
0.650,0.05240,5,0.575630,0.553149,0.334440,0.851220
0.650,0.05240,6,0.579358,0.568735,0.363893,0.851165
0.650,0.05240,7,0.473019,0.518410,0.296026,0.851125
0.650,0.05240,8,0.552525,0.582446,0.282145,0.851185
0.650,0.05240,9,0.575811,0.565294,0.303696,0.851392
0.650,0.05240,10,0.507362,0.583620,0.236988,0.851173
0.650,0.05240,11,0.543929,0.556659,0.318490,0.851339
0.650,0.05240,12,0.564604,0.611692,0.333700,0.851244
0.650,0.06820,1,0.366208,0.381464,0.128899,0.851223
0.650,0.06820,2,0.354426,0.370615,0.101248,0.851273
0.650,0.06820,3,0.382991,0.381895,0.116644,0.851227
0.650,0.06820,4,0.391776,0.411671,0.162074,0.851246
0.650,0.06820,5,0.340370,0.382966,0.136159,0.851397
0.650,0.06820,6,0.395269,0.366082,0.165582,0.851200
0.650,0.06820,7,0.328445,0.399804,0.134706,0.851184
0.650,0.06820,8,0.358654,0.408668,0.172018,0.851175
0.650,0.06820,9,0.368828,0.354706,0.133594,0.851157
0.650,0.06820,10,0.416920,0.382850,0.081086,0.851221
0.650,0.06820,11,0.406580,0.365100,0.118361,0.851227
0.650,0.06820,12,0.417517,0.402482,0.200944,0.851313
0.650,0.08400,1,0.254620,0.255053,0.078625,0.851182
0.650,0.08400,2,0.171732,0.172313,-0.024199,0.851195
0.650,0.08400,3,0.247829,0.271780,0.066564,0.851318
0.650,0.08400,4,0.278878,0.321056,0.124722,0.851185
0.650,0.08400,5,0.243781,0.304277,0.039853,0.851099
0.650,0.08400,6,0.258063,0.229802,0.092529,0.851179
0.650,0.08400,7,0.236414,0.218109,0.000207,0.851301
0.650,0.08400,8,0.183511,0.106276,0.057925,0.851261
0.650,0.08400,9,0.240992,0.224880,0.051294,0.851201
0.650,0.08400,10,0.202776,0.233709,0.021276,0.851274
0.650,0.08400,11,0.287322,0.184120,0.057110,0.851206
0.650,0.08400,12,0.240415,0.227452,0.079144,0.851086
0.650,0.09979,1,0.122373,0.159290,0.002398,0.851109
0.650,0.09979,2,0.078244,0.103803,0.003724,0.851155
0.650,0.09979,3,0.111567,0.092392,0.005800,0.851295
0.650,0.09979,4,0.083158,0.165031,0.002298,0.851147
0.650,0.09979,5,0.119524,0.068155,0.037502,0.851084
0.650,0.09979,6,0.066778,0.137933,0.004994,0.851142
0.650,0.09979,7,0.127717,0.051641,0.025517,0.851171
0.650,0.09979,8,0.111195,0.153430,0.028233,0.851104
0.650,0.09979,9,0.156985,0.164635,0.002205,0.851150
0.650,0.09979,10,0.135552,0.126170,0.014136,0.851272
0.650,0.09979,11,0.087445,0.056971,-0.011324,0.851238
0.650,0.09979,12,0.184184,0.094491,0.030462,0.851177
0.650,0.11559,1,0.036160,0.061811,0.036876,0.851073
0.650,0.11559,2,0.040348,0.062716,0.039051,0.851091
0.650,0.11559,3,0.099042,0.079013,0.018639,0.851085
0.650,0.11559,4,0.021777,0.065371,0.022862,0.851167
0.650,0.11559,5,0.059962,0.063866,-0.006700,0.851121
0.650,0.11559,6,0.079843,0.024198,0.042900,0.851126
0.650,0.11559,7,-0.006324,0.052481,0.022405,0.851098
0.650,0.11559,8,0.063440,0.045108,0.047764,0.850999
0.650,0.11559,9,0.154730,0.034562,0.011706,0.851122
0.650,0.11559,10,0.048176,0.061269,-0.077939,0.851113
0.650,0.11559,11,0.083135,0.059961,0.002513,0.850968
0.650,0.11559,12,0.053424,-0.006766,-0.055789,0.851091
0.650,0.13139,1,-0.025140,0.013195,0.007007,0.850975
0.650,0.13139,2,0.001068,0.083430,0.057908,0.850892
0.650,0.13139,3,0.115768,0.058201,0.009554,0.851003
0.650,0.13139,4,0.028522,-0.012038,0.041322,0.850966
0.650,0.13139,5,0.018061,0.041163,-0.011584,0.851059
0.650,0.13139,6,0.000444,0.006490,0.033122,0.850991
0.650,0.13139,7,-0.035799,0.010942,0.034336,0.850991
0.650,0.13139,8,0.016677,0.053863,-0.025359,0.850988
0.650,0.13139,9,0.003830,0.030558,-0.090583,0.850972
0.650,0.13139,10,-0.017209,0.011882,-0.007679,0.850942
0.650,0.13139,11,-0.018542,0.041481,0.031508,0.850928
0.650,0.13139,12,0.082178,0.012144,0.015861,0.851116
0.650,0.14719,1,-0.002764,0.024600,-0.027618,0.850755
0.650,0.14719,2,0.058936,0.034395,-0.017276,0.850768
0.650,0.14719,3,0.037819,0.002139,-0.037417,0.850644
0.650,0.14719,4,0.030548,-0.043468,-0.043117,0.850723
0.650,0.14719,5,-0.049700,0.039792,0.004625,0.850879
0.650,0.14719,6,0.044601,-0.019231,0.022591,0.850819
0.650,0.14719,7,0.007016,0.050083,0.073691,0.850798
0.650,0.14719,8,0.013097,0.103106,0.025707,0.850736
0.650,0.14719,9,-0.032994,-0.005272,-0.017950,0.850739
0.650,0.14719,10,-0.089676,0.061595,0.007904,0.850756
0.650,0.14719,11,0.045256,0.030674,-0.017887,0.850760
0.650,0.14719,12,0.086773,0.004329,0.000296,0.850661
0.650,0.16299,1,0.029914,0.072340,0.014154,0.850348
0.650,0.16299,2,0.014253,0.012912,0.017570,0.850509
0.650,0.16299,3,-0.017063,0.002810,0.017046,0.850492
0.650,0.16299,4,-0.017432,0.026485,-0.025138,0.850554
0.650,0.16299,5,0.033390,0.000348,0.028541,0.850460
0.650,0.16299,6,0.072240,-0.019600,0.002143,0.850419
0.650,0.16299,7,0.024878,-0.013719,-0.038897,0.850369
0.650,0.16299,8,-0.002469,0.020937,-0.014194,0.850386
0.650,0.16299,9,0.012935,0.005153,-0.010277,0.850657
0.650,0.16299,10,0.045037,-0.053447,0.042847,0.850403
0.650,0.16299,11,-0.018519,-0.005047,0.030995,0.850386
0.650,0.16299,12,0.038158,0.038297,0.031992,0.850512
0.650,0.17879,1,-0.004310,-0.019518,-0.007533,0.849960
0.650,0.17879,2,-0.060253,0.068209,0.030141,0.850052
0.650,0.17879,3,-0.013872,0.008821,0.008302,0.849963
0.650,0.17879,4,-0.027374,-0.033860,0.009415,0.850046
0.650,0.17879,5,-0.089139,0.058460,0.008335,0.850103
0.650,0.17879,6,0.028177,-0.099213,-0.004733,0.850073
0.650,0.17879,7,0.061697,-0.018862,-0.006945,0.850018
0.650,0.17879,8,-0.075382,-0.002072,0.003717,0.850021
0.650,0.17879,9,-0.014968,0.013565,0.039112,0.850128
0.650,0.17879,10,0.057799,0.016640,0.027070,0.850207
0.650,0.17879,11,0.019454,0.019779,0.005561,0.849947
0.650,0.17879,12,0.030074,0.004545,-0.024308,0.850052
0.650,0.19459,1,0.010162,-0.016734,-0.002506,0.849448
0.650,0.19459,2,0.089820,0.021301,-0.049941,0.849393
0.650,0.19459,3,-0.015611,0.063589,0.014086,0.849482
0.650,0.19459,4,-0.017852,-0.024133,0.037633,0.849383
0.650,0.19459,5,0.023212,0.086191,-0.013740,0.849511
0.650,0.19459,6,0.097505,0.029015,-0.010079,0.849521
0.650,0.19459,7,0.074359,-0.014311,0.009713,0.849409
0.650,0.19459,8,0.012010,0.032081,-0.006680,0.849593
0.650,0.19459,9,-0.003405,-0.035312,0.014049,0.849491
0.650,0.19459,10,0.019780,0.056405,-0.030805,0.849573
0.650,0.19459,11,-0.031523,0.001738,0.045339,0.849617
0.650,0.19459,12,-0.048556,-0.028116,0.027644,0.849732
0.650,0.21039,1,0.056582,0.002986,-0.007120,0.848885
0.650,0.21039,2,0.028040,-0.013726,-0.029070,0.848849
0.650,0.21039,3,-0.007551,-0.058211,-0.009680,0.849013
0.650,0.21039,4,0.034487,-0.035072,0.000317,0.848954
0.650,0.21039,5,0.071475,-0.052817,0.001224,0.848960
0.650,0.21039,6,-0.025728,0.034391,0.011112,0.848743
0.650,0.21039,7,0.045234,0.008113,-0.008184,0.848837
0.650,0.21039,8,0.029818,-0.007998,-0.024016,0.848778
0.650,0.21039,9,-0.012598,0.006883,-0.017682,0.848792
0.650,0.21039,10,0.006933,0.024386,-0.063392,0.848863
0.650,0.21039,11,-0.034404,0.038627,0.015319,0.848969
0.650,0.21039,12,0.023535,0.016628,-0.017328,0.849089
0.650,0.22619,1,-0.027159,0.007852,-0.067443,0.848206
0.650,0.22619,2,-0.005088,0.024008,-0.030819,0.848217
0.650,0.22619,3,-0.020342,-0.003890,0.010360,0.848207
0.650,0.22619,4,0.070278,0.047941,0.016243,0.848119
0.650,0.22619,5,-0.015120,0.012317,-0.037037,0.848246
0.650,0.22619,6,0.015260,-0.004046,-0.050669,0.848253
0.650,0.22619,7,0.018266,0.005603,0.000068,0.848230
0.650,0.22619,8,0.039014,0.021727,0.011612,0.848265
0.650,0.22619,9,0.003739,-0.002481,-0.023764,0.848062
0.650,0.22619,10,0.000844,0.051009,-0.027134,0.848135
0.650,0.22619,11,0.054202,-0.097951,0.000409,0.848040
0.650,0.22619,12,0.069984,0.032280,0.003235,0.848210
0.650,0.24199,1,0.021527,-0.001254,0.015619,0.847223
0.650,0.24199,2,-0.010317,0.037336,0.043202,0.847303
0.650,0.24199,3,-0.045465,0.054727,0.006435,0.847365
0.650,0.24199,4,0.023084,-0.025576,-0.020349,0.847232
0.650,0.24199,5,0.021108,-0.063885,0.028841,0.847299
0.650,0.24199,6,0.010447,0.005957,-0.007343,0.847424
0.650,0.24199,7,0.001978,-0.014953,-0.014240,0.847377
0.650,0.24199,8,-0.023950,-0.055379,-0.015983,0.847309
0.650,0.24199,9,-0.000290,0.038473,0.006089,0.847324
0.650,0.24199,10,-0.000336,-0.020933,0.025670,0.847428
0.650,0.24199,11,-0.045816,-0.008866,0.012692,0.847307
0.650,0.24199,12,-0.002750,0.013421,0.066665,0.847254
0.650,0.25779,1,-0.005453,0.020893,0.018672,0.846373
0.650,0.25779,2,-0.006507,-0.015218,0.003594,0.846504
0.650,0.25779,3,-0.021128,-0.001592,-0.001174,0.846270
0.650,0.25779,4,-0.013618,-0.051515,-0.043074,0.846614
0.650,0.25779,5,-0.034077,0.041580,0.021699,0.846243
0.650,0.25779,6,0.015869,-0.009689,-0.028681,0.846334
0.650,0.25779,7,-0.025286,-0.019767,-0.006519,0.846454
0.650,0.25779,8,-0.010348,-0.038671,-0.011679,0.846530
0.650,0.25779,9,0.020092,-0.009954,-0.040127,0.846505
0.650,0.25779,10,0.050520,0.029345,-0.017217,0.846478
0.650,0.25779,11,0.018922,-0.029667,-0.002916,0.846344
0.650,0.25779,12,-0.013226,-0.016542,-0.039372,0.846356
0.650,0.27358,1,0.019172,0.029643,0.019182,0.845361
0.650,0.27358,2,0.026802,-0.032049,0.009053,0.845401
0.650,0.27358,3,0.046454,-0.007764,0.004621,0.845344
0.650,0.27358,4,0.037411,0.058497,-0.029721,0.845312
0.650,0.27358,5,-0.030639,0.002466,-0.047739,0.845206
0.650,0.27358,6,-0.000014,0.036075,0.021606,0.845398
0.650,0.27358,7,-0.000133,0.019801,0.018273,0.845420
0.650,0.27358,8,0.027844,-0.052721,-0.005142,0.845396
0.650,0.27358,9,0.011450,0.016236,-0.002238,0.845269
0.650,0.27358,10,-0.014038,-0.088777,0.004454,0.845244
0.650,0.27358,11,-0.019632,0.016664,0.034666,0.845257
0.650,0.27358,12,-0.022015,0.033985,0.029896,0.845310
0.650,0.28938,1,0.001976,-0.008804,0.036621,0.844152
0.650,0.28938,2,0.000378,-0.010471,0.000673,0.844134
0.650,0.28938,3,0.004190,-0.003339,-0.013788,0.844048
0.650,0.28938,4,-0.028705,0.010399,-0.005998,0.844369
0.650,0.28938,5,0.033240,-0.041138,0.023442,0.844198
0.650,0.28938,6,-0.016025,0.041856,0.002478,0.844271
0.650,0.28938,7,0.026664,-0.001663,0.005331,0.844323
0.650,0.28938,8,-0.012492,-0.011656,0.007171,0.844037
0.650,0.28938,9,-0.008454,-0.021819,0.019410,0.844391
0.650,0.28938,10,0.011152,-0.014049,-0.007921,0.844282
0.650,0.28938,11,0.035962,-0.001709,-0.003795,0.844148
0.650,0.28938,12,0.004081,0.009215,-0.016531,0.844162
0.650,0.30518,1,-0.003706,0.076463,-0.014772,0.842832
0.650,0.30518,2,0.026828,0.037938,-0.003719,0.843007
0.650,0.30518,3,0.021936,0.024190,-0.000194,0.842782
0.650,0.30518,4,0.019800,0.034942,-0.026262,0.843095
0.650,0.30518,5,0.016717,-0.010278,-0.008619,0.842717
0.650,0.30518,6,0.025759,0.007088,-0.008426,0.842903
0.650,0.30518,7,-0.047390,-0.020521,-0.001536,0.842864
0.650,0.30518,8,0.026231,-0.042616,0.033910,0.842540
0.650,0.30518,9,-0.068353,0.036271,-0.021521,0.842753
0.650,0.30518,10,0.038539,0.017344,0.002573,0.842864
0.650,0.30518,11,-0.003526,0.017165,0.021734,0.842873
0.650,0.30518,12,0.033496,-0.036555,-0.022135,0.842774
0.700,0.00500,1,0.994612,0.994487,0.989348,0.866406
0.700,0.00500,2,0.994977,0.994788,0.989855,0.866445
0.700,0.00500,3,0.994871,0.995188,0.989462,0.866543
0.700,0.00500,4,0.995305,0.994806,0.990032,0.866479
0.700,0.00500,5,0.994328,0.994737,0.988528,0.866631
0.700,0.00500,6,0.995269,0.994277,0.989751,0.866335
0.700,0.00500,7,0.995117,0.994631,0.989563,0.866579
0.700,0.00500,8,0.994661,0.994815,0.989982,0.866524
0.700,0.00500,9,0.995146,0.995023,0.989940,0.866537
0.700,0.00500,10,0.994949,0.994779,0.989581,0.866618
0.700,0.00500,11,0.994956,0.994624,0.989649,0.866506
0.700,0.00500,12,0.994704,0.994732,0.988599,0.866448
0.700,0.01900,1,0.927975,0.929383,0.856927,0.866464
0.700,0.01900,2,0.926037,0.926664,0.856065,0.866390
0.700,0.01900,3,0.923001,0.914000,0.841724,0.866578
0.700,0.01900,4,0.929257,0.930975,0.854296,0.866479
0.700,0.01900,5,0.935108,0.922849,0.864686,0.866531
0.700,0.01900,6,0.927360,0.928321,0.851578,0.866497
0.700,0.01900,7,0.929968,0.935635,0.855844,0.866551
0.700,0.01900,8,0.927878,0.926169,0.868000,0.866435
0.700,0.01900,9,0.924266,0.936475,0.861525,0.866375
0.700,0.01900,10,0.923100,0.913315,0.844925,0.866512
0.700,0.01900,11,0.924528,0.926321,0.860092,0.866506
0.700,0.01900,12,0.918215,0.925370,0.844371,0.866494
0.700,0.03300,1,0.770558,0.792183,0.625248,0.866433
0.700,0.03300,2,0.800864,0.793784,0.612214,0.866549
0.700,0.03300,3,0.790956,0.768731,0.617271,0.866526
0.700,0.03300,4,0.798365,0.788546,0.638137,0.866482
0.700,0.03300,5,0.790495,0.790371,0.644386,0.866459
0.700,0.03300,6,0.804511,0.798401,0.644533,0.866406
0.700,0.03300,7,0.796616,0.804027,0.630077,0.866380
0.700,0.03300,8,0.771400,0.789886,0.621944,0.866446
0.700,0.03300,9,0.809739,0.803382,0.668838,0.866455
0.700,0.03300,10,0.794598,0.798854,0.638580,0.866478
0.700,0.03300,11,0.789788,0.795090,0.607616,0.866571
0.700,0.03300,12,0.798832,0.800580,0.660231,0.866457
0.700,0.04700,1,0.624227,0.600253,0.346620,0.866499
0.700,0.04700,2,0.638942,0.644274,0.423441,0.866537
0.700,0.04700,3,0.616569,0.627520,0.349411,0.866451
0.700,0.04700,4,0.630647,0.619432,0.400836,0.866556
0.700,0.04700,5,0.633036,0.621873,0.381347,0.866415
0.700,0.04700,6,0.603794,0.609428,0.386790,0.866524
0.700,0.04700,7,0.607105,0.632125,0.408932,0.866581
0.700,0.04700,8,0.647630,0.629221,0.378064,0.866555
0.700,0.04700,9,0.609690,0.611698,0.403578,0.866525
0.700,0.04700,10,0.629844,0.642765,0.396085,0.866368
0.700,0.04700,11,0.642300,0.662853,0.454557,0.866545
0.700,0.04700,12,0.627470,0.588140,0.342013,0.866473
0.700,0.06099,1,0.484258,0.485974,0.216226,0.866498
0.700,0.06099,2,0.369886,0.467250,0.125214,0.866438
0.700,0.06099,3,0.422221,0.525824,0.229478,0.866583
0.700,0.06099,4,0.451421,0.467329,0.204444,0.866497
0.700,0.06099,5,0.467524,0.459098,0.198049,0.866457
0.700,0.06099,6,0.446472,0.443702,0.207758,0.866521
0.700,0.06099,7,0.393650,0.465762,0.142853,0.866469
0.700,0.06099,8,0.418283,0.508912,0.228383,0.866459
0.700,0.06099,9,0.457961,0.444844,0.190389,0.866456
0.700,0.06099,10,0.492135,0.449237,0.211808,0.866480
0.700,0.06099,11,0.465880,0.488176,0.254442,0.866500
0.700,0.06099,12,0.517027,0.478485,0.273263,0.866421
0.700,0.07499,1,0.267557,0.268448,0.132857,0.866500
0.700,0.07499,2,0.308026,0.276238,0.060854,0.866565
0.700,0.07499,3,0.311337,0.275031,0.153253,0.866470
0.700,0.07499,4,0.338449,0.379780,0.143749,0.866516
0.700,0.07499,5,0.309012,0.267124,0.062558,0.866376
