# N=50  K_max=10000  betanet=1.0000  generated=2026-06-05T13:37:54.565
alpha,T,disorder,phi,mode,logC
0.550,0.20000,10,0.059464,smart,-3.7513
0.550,0.22500,10,-0.033735,smart,-3.7513
0.550,0.25000,10,-0.045542,smart,-3.7513
0.550,0.27500,10,0.041826,smart,-3.7513
0.550,0.30000,10,0.027700,smart,-3.7513
0.550,0.32500,10,-0.036383,smart,-3.7513
0.550,0.35000,10,0.028983,smart,-3.7513
0.550,0.37500,10,0.035054,smart,-3.7513
0.550,0.40000,10,0.027527,smart,-3.7513
0.550,0.42500,10,-0.062064,smart,-3.7513
0.550,0.45000,10,-0.014816,smart,-3.7513
0.550,0.47500,10,0.021182,smart,-3.7513
0.550,0.50000,10,-0.025461,smart,-3.7513
0.550,0.02500,11,0.987956,smart,-3.7520
0.550,0.05000,11,0.972110,smart,-3.7520
0.550,0.07500,11,0.283421,smart,-3.7520
0.550,0.10000,11,0.031228,smart,-3.7520
0.550,0.12500,11,0.119774,smart,-3.7520
0.550,0.15000,11,-0.089145,smart,-3.7520
0.550,0.17500,11,-0.017291,smart,-3.7520
0.550,0.20000,11,-0.115774,smart,-3.7520
0.550,0.22500,11,-0.013014,smart,-3.7520
0.550,0.25000,11,0.079738,smart,-3.7520
0.550,0.27500,11,0.011325,smart,-3.7520
0.550,0.30000,11,0.003265,smart,-3.7520
0.550,0.32500,11,0.053916,smart,-3.7520
0.550,0.35000,11,-0.047967,smart,-3.7520
0.550,0.37500,11,0.026134,smart,-3.7520
0.550,0.40000,11,0.060313,smart,-3.7520
0.550,0.42500,11,0.017612,smart,-3.7520
0.550,0.45000,11,0.025130,smart,-3.7520
0.550,0.47500,11,-0.048268,smart,-3.7520
0.550,0.50000,11,-0.005208,smart,-3.7520
0.550,0.02500,12,0.986769,smart,-3.7512
0.550,0.05000,12,0.974217,smart,-3.7512
0.550,0.07500,12,0.119310,smart,-3.7512
0.550,0.10000,12,0.093963,smart,-3.7512
0.550,0.12500,12,-0.093221,smart,-3.7512
0.550,0.15000,12,0.013084,smart,-3.7512
0.550,0.17500,12,-0.007979,smart,-3.7512
0.550,0.20000,12,0.035932,smart,-3.7512
0.550,0.22500,12,-0.000662,smart,-3.7512
0.550,0.25000,12,-0.053378,smart,-3.7512
0.550,0.27500,12,-0.082810,smart,-3.7512
0.550,0.30000,12,-0.013335,smart,-3.7512
0.550,0.32500,12,-0.007796,smart,-3.7512
0.550,0.35000,12,-0.010513,smart,-3.7512
0.550,0.37500,12,0.019516,smart,-3.7512
0.550,0.40000,12,-0.022129,smart,-3.7512
0.550,0.42500,12,-0.031532,smart,-3.7512
0.550,0.45000,12,-0.055650,smart,-3.7512
0.550,0.47500,12,-0.005696,smart,-3.7512
0.550,0.50000,12,-0.029573,smart,-3.7512
0.550,0.02500,13,0.988357,smart,-3.7527
0.550,0.05000,13,0.974094,smart,-3.7527
0.550,0.07500,13,0.090848,smart,-3.7527
0.550,0.10000,13,-0.066438,smart,-3.7527
0.550,0.12500,13,0.014127,smart,-3.7527
0.550,0.15000,13,0.045304,smart,-3.7527
0.550,0.17500,13,-0.079093,smart,-3.7527
0.550,0.20000,13,0.039720,smart,-3.7527
0.550,0.22500,13,0.047822,smart,-3.7527
0.550,0.25000,13,0.077800,smart,-3.7527
0.550,0.27500,13,0.006139,smart,-3.7527
0.550,0.30000,13,-0.015687,smart,-3.7527
0.550,0.32500,13,0.006818,smart,-3.7527
0.550,0.35000,13,0.101796,smart,-3.7527
0.550,0.37500,13,-0.050810,smart,-3.7527
0.550,0.40000,13,-0.034627,smart,-3.7527
0.550,0.42500,13,-0.016569,smart,-3.7527
0.550,0.45000,13,-0.061373,smart,-3.7527
0.550,0.47500,13,0.049621,smart,-3.7527
0.550,0.50000,13,0.015153,smart,-3.7527
0.600,0.02500,1,0.977848,smart,-1.1244
0.600,0.05000,1,-0.035427,smart,-1.1244
0.600,0.07500,1,-0.011586,smart,-1.1244
0.600,0.10000,1,0.134384,smart,-1.1244
0.600,0.12500,1,0.075947,smart,-1.1244
0.600,0.15000,1,-0.041431,smart,-1.1244
0.600,0.17500,1,0.094305,smart,-1.1244
0.600,0.20000,1,-0.038507,smart,-1.1244
0.600,0.22500,1,-0.045712,smart,-1.1244
0.600,0.25000,1,0.021598,smart,-1.1244
0.600,0.27500,1,0.040114,smart,-1.1244
0.600,0.30000,1,-0.039507,smart,-1.1244
0.600,0.32500,1,0.037422,smart,-1.1244
0.600,0.35000,1,0.048489,smart,-1.1244
0.600,0.37500,1,0.017606,smart,-1.1244
0.600,0.40000,1,0.037985,smart,-1.1244
0.600,0.42500,1,0.000266,smart,-1.1244
0.600,0.45000,1,-0.036293,smart,-1.1244
0.600,0.47500,1,-0.029395,smart,-1.1244
0.600,0.50000,1,0.007342,smart,-1.1244
0.600,0.02500,2,0.973881,smart,-1.1243
0.600,0.05000,2,0.233725,smart,-1.1243
0.600,0.07500,2,-0.033891,smart,-1.1243
0.600,0.10000,2,-0.096217,smart,-1.1243
0.600,0.12500,2,0.079209,smart,-1.1243
0.600,0.15000,2,0.123770,smart,-1.1243
0.600,0.17500,2,-0.052101,smart,-1.1243
0.600,0.20000,2,0.020980,smart,-1.1243
0.600,0.22500,2,-0.060095,smart,-1.1243
0.600,0.25000,2,-0.024977,smart,-1.1243
0.600,0.27500,2,0.007968,smart,-1.1243
0.600,0.30000,2,-0.002676,smart,-1.1243
0.600,0.32500,2,0.008314,smart,-1.1243
0.600,0.35000,2,-0.039744,smart,-1.1243
0.600,0.37500,2,0.008376,smart,-1.1243
0.600,0.40000,2,-0.010111,smart,-1.1243
0.600,0.42500,2,0.019484,smart,-1.1243
0.600,0.45000,2,0.001679,smart,-1.1243
0.600,0.47500,2,0.010731,smart,-1.1243
0.600,0.50000,2,-0.026389,smart,-1.1243
0.600,0.02500,3,0.831764,smart,-1.1238
0.600,0.05000,3,0.073866,smart,-1.1238
0.600,0.07500,3,-0.038201,smart,-1.1238
0.600,0.10000,3,-0.061638,smart,-1.1238
0.600,0.12500,3,-0.073502,smart,-1.1238
0.600,0.15000,3,-0.029667,smart,-1.1238
0.600,0.17500,3,-0.083604,smart,-1.1238
0.600,0.20000,3,-0.121794,smart,-1.1238
0.600,0.22500,3,-0.060154,smart,-1.1238
0.600,0.25000,3,-0.108912,smart,-1.1238
0.600,0.27500,3,0.082073,smart,-1.1238
0.600,0.30000,3,-0.004952,smart,-1.1238
0.600,0.32500,3,0.010091,smart,-1.1238
0.600,0.35000,3,0.062156,smart,-1.1238
0.600,0.37500,3,-0.026537,smart,-1.1238
0.600,0.40000,3,0.114603,smart,-1.1238
0.600,0.42500,3,-0.002779,smart,-1.1238
0.600,0.45000,3,0.053886,smart,-1.1238
0.600,0.47500,3,0.004230,smart,-1.1238
0.600,0.50000,3,-0.031970,smart,-1.1238
0.600,0.02500,4,0.970458,smart,-1.1249
0.600,0.05000,4,0.093473,smart,-1.1249
0.600,0.07500,4,0.046603,smart,-1.1249
0.600,0.10000,4,0.007015,smart,-1.1249
0.600,0.12500,4,0.134677,smart,-1.1249
0.600,0.15000,4,-0.048029,smart,-1.1249
0.600,0.17500,4,-0.164280,smart,-1.1249
0.600,0.20000,4,0.175912,smart,-1.1249
0.600,0.22500,4,-0.115578,smart,-1.1249
0.600,0.25000,4,0.031738,smart,-1.1249
0.600,0.27500,4,0.040290,smart,-1.1249
0.600,0.30000,4,0.036946,smart,-1.1249
0.600,0.32500,4,-0.049323,smart,-1.1249
0.600,0.35000,4,-0.008236,smart,-1.1249
0.600,0.37500,4,-0.007894,smart,-1.1249
0.600,0.40000,4,0.046341,smart,-1.1249
0.600,0.42500,4,-0.008687,smart,-1.1249
0.600,0.45000,4,-0.058301,smart,-1.1249
0.600,0.47500,4,-0.001065,smart,-1.1249
0.600,0.50000,4,-0.014993,smart,-1.1249
0.600,0.02500,5,0.654186,smart,-1.1243
0.600,0.05000,5,-0.051617,smart,-1.1243
0.600,0.07500,5,0.171166,smart,-1.1243
0.600,0.10000,5,0.126708,smart,-1.1243
0.600,0.12500,5,-0.198179,smart,-1.1243
0.600,0.15000,5,0.077798,smart,-1.1243
0.600,0.17500,5,-0.069573,smart,-1.1243
0.600,0.20000,5,-0.024475,smart,-1.1243
0.600,0.22500,5,0.040371,smart,-1.1243
0.600,0.25000,5,-0.020016,smart,-1.1243
0.600,0.27500,5,-0.038511,smart,-1.1243
0.600,0.30000,5,-0.023737,smart,-1.1243
0.600,0.32500,5,-0.017966,smart,-1.1243
0.600,0.35000,5,-0.005300,smart,-1.1243
0.600,0.37500,5,-0.009007,smart,-1.1243
0.600,0.40000,5,-0.031572,smart,-1.1243
0.600,0.42500,5,0.018184,smart,-1.1243
0.600,0.45000,5,0.055816,smart,-1.1243
0.600,0.47500,5,-0.000539,smart,-1.1243
0.600,0.50000,5,0.006921,smart,-1.1243
0.600,0.02500,6,0.518089,smart,-1.1243
0.600,0.05000,6,0.001989,smart,-1.1243
0.600,0.07500,6,0.100990,smart,-1.1243
0.600,0.10000,6,-0.004317,smart,-1.1243
0.600,0.12500,6,-0.143242,smart,-1.1243
0.600,0.15000,6,0.136246,smart,-1.1243
0.600,0.17500,6,-0.027604,smart,-1.1243
0.600,0.20000,6,-0.055810,smart,-1.1243
0.600,0.22500,6,0.079507,smart,-1.1243
0.600,0.25000,6,-0.071445,smart,-1.1243
0.600,0.27500,6,0.004884,smart,-1.1243
0.600,0.30000,6,0.051050,smart,-1.1243
0.600,0.32500,6,0.028138,smart,-1.1243
0.600,0.35000,6,0.027967,smart,-1.1243
0.600,0.37500,6,0.022276,smart,-1.1243
0.600,0.40000,6,-0.024130,smart,-1.1243
0.600,0.42500,6,0.001814,smart,-1.1243
0.600,0.45000,6,0.027279,smart,-1.1243
0.600,0.47500,6,0.018072,smart,-1.1243
0.600,0.50000,6,-0.013639,smart,-1.1243
0.600,0.02500,7,0.512473,smart,-1.1247
0.600,0.05000,7,0.034547,smart,-1.1247
0.600,0.07500,7,0.174579,smart,-1.1247
0.600,0.10000,7,-0.087905,smart,-1.1247
0.600,0.12500,7,-0.169411,smart,-1.1247
0.600,0.15000,7,-0.067448,smart,-1.1247
0.600,0.17500,7,-0.024861,smart,-1.1247
0.600,0.20000,7,0.013536,smart,-1.1247
0.600,0.22500,7,-0.016501,smart,-1.1247
0.600,0.25000,7,-0.124870,smart,-1.1247
0.600,0.27500,7,-0.057513,smart,-1.1247
0.600,0.30000,7,-0.016496,smart,-1.1247
0.600,0.32500,7,-0.027771,smart,-1.1247
0.600,0.35000,7,-0.019499,smart,-1.1247
0.600,0.37500,7,0.014656,smart,-1.1247
0.600,0.40000,7,-0.072765,smart,-1.1247
0.600,0.42500,7,0.013517,smart,-1.1247
0.600,0.45000,7,-0.002883,smart,-1.1247
0.600,0.47500,7,0.017803,smart,-1.1247
0.600,0.50000,7,0.011599,smart,-1.1247
0.600,0.02500,8,0.705236,smart,-1.1242
0.600,0.05000,8,0.092978,smart,-1.1242
0.600,0.07500,8,0.238789,smart,-1.1242
0.600,0.10000,8,0.059615,smart,-1.1242
0.600,0.12500,8,0.003400,smart,-1.1242
0.600,0.15000,8,0.023712,smart,-1.1242
0.600,0.17500,8,0.018453,smart,-1.1242
0.600,0.20000,8,0.059916,smart,-1.1242
0.600,0.22500,8,0.054035,smart,-1.1242
0.600,0.25000,8,0.086420,smart,-1.1242
0.600,0.27500,8,0.054815,smart,-1.1242
0.600,0.30000,8,-0.039215,smart,-1.1242
0.600,0.32500,8,0.035905,smart,-1.1242
0.600,0.35000,8,-0.036147,smart,-1.1242
0.600,0.37500,8,-0.011274,smart,-1.1242
0.600,0.40000,8,-0.019084,smart,-1.1242
0.600,0.42500,8,-0.050006,smart,-1.1242
0.600,0.45000,8,0.043388,smart,-1.1242
0.600,0.47500,8,0.034793,smart,-1.1242
0.600,0.50000,8,-0.042665,smart,-1.1242
0.600,0.02500,9,0.975687,smart,-1.1250
0.600,0.05000,9,-0.008078,smart,-1.1250
0.600,0.07500,9,-0.009866,smart,-1.1250
0.600,0.10000,9,-0.094596,smart,-1.1250
0.600,0.12500,9,-0.173143,smart,-1.1250
0.600,0.15000,9,-0.033511,smart,-1.1250
0.600,0.17500,9,-0.012225,smart,-1.1250
0.600,0.20000,9,-0.099245,smart,-1.1250
0.600,0.22500,9,0.013620,smart,-1.1250
0.600,0.25000,9,-0.013220,smart,-1.1250
0.600,0.27500,9,0.008352,smart,-1.1250
0.600,0.30000,9,-0.036741,smart,-1.1250
0.600,0.32500,9,0.015510,smart,-1.1250
0.600,0.35000,9,-0.029378,smart,-1.1250
0.600,0.37500,9,-0.022975,smart,-1.1250
0.600,0.40000,9,0.044484,smart,-1.1250
0.600,0.42500,9,-0.028030,smart,-1.1250
0.600,0.45000,9,-0.002761,smart,-1.1250
0.600,0.47500,9,-0.000834,smart,-1.1250
0.600,0.50000,9,0.019243,smart,-1.1250
0.600,0.02500,10,0.967097,smart,-1.1245
0.600,0.05000,10,0.123484,smart,-1.1245
0.600,0.07500,10,-0.023092,smart,-1.1245
0.600,0.10000,10,-0.073639,smart,-1.1245
0.600,0.12500,10,-0.076153,smart,-1.1245
0.600,0.15000,10,-0.055612,smart,-1.1245
0.600,0.17500,10,0.133176,smart,-1.1245
0.600,0.20000,10,-0.066419,smart,-1.1245
0.600,0.22500,10,0.063124,smart,-1.1245
0.600,0.25000,10,-0.048342,smart,-1.1245
0.600,0.27500,10,0.042247,smart,-1.1245
0.600,0.30000,10,0.018815,smart,-1.1245
0.600,0.32500,10,-0.013042,smart,-1.1245
0.600,0.35000,10,-0.014547,smart,-1.1245
0.600,0.37500,10,0.055711,smart,-1.1245
0.600,0.40000,10,-0.034713,smart,-1.1245
0.600,0.42500,10,0.022332,smart,-1.1245
0.600,0.45000,10,0.001170,smart,-1.1245
0.600,0.47500,10,-0.045166,smart,-1.1245
0.600,0.50000,10,0.020128,smart,-1.1245
0.600,0.02500,11,0.977241,smart,-1.1237
0.600,0.05000,11,-0.015533,smart,-1.1237
0.600,0.07500,11,0.061352,smart,-1.1237
0.600,0.10000,11,-0.155493,smart,-1.1237
0.600,0.12500,11,0.063280,smart,-1.1237
0.600,0.15000,11,-0.002407,smart,-1.1237
0.600,0.17500,11,0.008713,smart,-1.1237
0.600,0.20000,11,0.004774,smart,-1.1237
0.600,0.22500,11,0.013004,smart,-1.1237
0.600,0.25000,11,0.091683,smart,-1.1237
0.600,0.27500,11,0.024718,smart,-1.1237
0.600,0.30000,11,0.028690,smart,-1.1237
0.600,0.32500,11,-0.018773,smart,-1.1237
0.600,0.35000,11,0.013242,smart,-1.1237
0.600,0.37500,11,0.026342,smart,-1.1237
0.600,0.40000,11,-0.037744,smart,-1.1237
0.600,0.42500,11,0.006541,smart,-1.1237
0.600,0.45000,11,0.058408,smart,-1.1237
0.600,0.47500,11,-0.014341,smart,-1.1237
0.600,0.50000,11,0.018291,smart,-1.1237
0.600,0.02500,12,0.905680,smart,-1.1249
0.600,0.05000,12,0.015444,smart,-1.1249
0.600,0.07500,12,0.294317,smart,-1.1249
0.600,0.10000,12,-0.158576,smart,-1.1249
0.600,0.12500,12,-0.036648,smart,-1.1249
0.600,0.15000,12,-0.054440,smart,-1.1249
0.600,0.17500,12,-0.133650,smart,-1.1249
0.600,0.20000,12,-0.042398,smart,-1.1249
0.600,0.22500,12,0.004798,smart,-1.1249
0.600,0.25000,12,0.008266,smart,-1.1249
0.600,0.27500,12,-0.028859,smart,-1.1249
0.600,0.30000,12,0.030946,smart,-1.1249
0.600,0.32500,12,-0.086003,smart,-1.1249
0.600,0.35000,12,-0.058046,smart,-1.1249
0.600,0.37500,12,-0.000201,smart,-1.1249
0.600,0.40000,12,-0.021009,smart,-1.1249
0.600,0.42500,12,-0.099067,smart,-1.1249
0.600,0.45000,12,0.044902,smart,-1.1249
0.600,0.47500,12,0.003412,smart,-1.1249
0.600,0.50000,12,0.008575,smart,-1.1249
