alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.28,0.70,35,720,924,10702,0.6587,2.3079e-04,NaN,1.5816e-02,2.8254e-03
0.28,0.70,35,240,444,9788,0.5615,5.1135e-04,NaN,9.9256e-03,9.8913e-04
0.28,0.70,35,720,940,2911,0.6035,1.2444e-02,NaN,2.4738e-02,5.9133e-04
0.28,0.70,35,248,452,323,0.5840,4.5619e-04,NaN,2.5730e-02,6.2512e-04
0.28,0.70,35,332,536,17315,0.5898,5.3188e-04,NaN,2.1772e-02,2.0082e-03
0.28,0.70,35,148,668,4645,0.4941,6.6493e-04,NaN,4.3515e-03,3.4573e-03
0.28,0.70,35,508,712,972,0.3833,1.8206e-04,NaN,1.1752e-02,1.2792e-03
0.28,0.70,35,148,1120,6780,0.6538,1.8191e-03,NaN,1.9267e-03,6.7624e-04
0.28,0.70,35,748,964,9246,0.5854,2.5382e-03,NaN,1.3783e-02,4.2878e-03
0.28,0.70,35,188,400,12058,0.6191,1.0114e-03,NaN,7.7277e-03,2.9986e-03
0.28,0.70,35,248,452,17164,0.5132,4.6990e-04,NaN,4.6706e-03,6.4141e-03
0.28,0.70,35,600,804,6747,0.5815,2.9453e-04,NaN,1.3080e-02,1.6219e-03
0.28,0.70,35,416,1284,4650,0.5210,2.9868e-04,NaN,2.8223e-03,2.0081e-03
0.28,0.70,35,284,1640,11569,0.6221,7.4220e-04,NaN,1.1918e-03,1.5297e-03
0.28,0.70,35,320,1412,10999,0.6240,6.6267e-04,NaN,3.5794e-03,6.2967e-04
0.28,0.70,35,204,1024,13017,0.5249,7.9448e-04,NaN,1.6355e-03,6.1888e-04
0.28,0.70,35,200,472,15379,0.6016,8.0429e-04,NaN,1.5647e-02,1.0061e-03
0.28,0.70,35,80,284,11059,0.5942,2.1447e-03,NaN,2.0511e-02,2.6296e-03
0.28,0.70,35,60,416,11982,0.5981,2.7260e-03,NaN,8.7912e-03,3.0005e-03
0.28,0.70,35,176,532,4450,0.5352,7.6141e-04,NaN,7.1686e-03,5.2826e-04
0.28,0.70,35,260,844,12335,0.5493,4.8380e-04,NaN,2.5946e-03,8.9595e-04
0.28,0.70,35,1008,1212,1530,0.6328,4.7186e-03,NaN,1.8347e-02,1.0926e-03
0.28,0.70,35,5588,5792,488,0.5962,1.6390e-02,NaN,3.6618e-02,1.5814e-03
0.28,0.70,35,148,944,8324,0.5361,9.7469e-04,NaN,1.7112e-03,6.4871e-04
0.28,0.70,35,64,792,4757,0.5630,2.9249e-03,NaN,2.3951e-03,7.1713e-04
0.28,0.70,35,284,488,7107,0.5884,7.2258e-04,NaN,3.3044e-02,7.5129e-04
0.28,0.70,35,492,1168,6886,0.4617,2.2790e-04,NaN,1.7514e-03,2.0522e-03
0.28,0.70,35,260,2524,397,0.6006,4.4165e-04,NaN,7.6154e-04,2.9960e-03
0.28,0.70,35,292,1348,17980,0.5078,4.8157e-04,NaN,1.1865e-03,8.9741e-04
0.28,0.70,35,612,816,7414,0.4946,2.5355e-04,NaN,9.6085e-03,1.3152e-03
0.28,0.70,35,752,1776,16045,0.5288,1.7991e-04,NaN,1.2602e-03,1.3154e-03
0.28,0.70,35,1168,1860,10333,0.5024,9.7284e-05,NaN,5.3529e-03,4.0066e-04
0.28,0.70,35,444,908,16330,0.4006,2.0274e-04,NaN,2.1834e-03,9.5589e-04
0.28,0.70,35,892,1596,396,0.6060,2.9855e-04,NaN,3.6135e-03,1.4206e-03
0.28,0.70,35,192,396,5550,0.6675,1.1659e-03,NaN,1.4034e-02,6.0003e-03
0.28,0.70,35,732,940,85,0.6138,5.5261e-03,NaN,1.5200e-02,1.8688e-03
0.28,0.70,35,284,496,3664,0.5000,4.6621e-04,NaN,9.1421e-03,1.4565e-03
0.28,0.70,35,4,208,7074,0.6909,NaN,NaN,2.2516e-02,5.5686e-03
0.28,0.70,35,76,280,12886,0.5493,2.3696e-03,NaN,1.9641e-02,3.2522e-03
0.28,0.70,35,644,848,7478,0.5146,1.5496e-04,NaN,8.7657e-03,1.2381e-03
0.28,0.70,35,56,260,19853,0.5610,3.3777e-03,NaN,7.4527e-03,6.8425e-04
0.28,0.70,35,4,464,7303,0.6396,NaN,NaN,4.3452e-03,5.1939e-04
0.28,0.70,35,60,696,12386,0.5898,3.1715e-03,NaN,3.6837e-03,1.8536e-03
0.28,0.70,35,456,660,15051,0.6226,6.3888e-03,NaN,1.6193e-02,1.1320e-03
0.28,0.70,35,164,1116,9999,0.5576,8.6930e-04,NaN,3.0045e-03,1.6089e-03
0.28,0.70,35,224,680,7089,0.5635,7.9432e-04,NaN,2.1948e-03,1.5428e-03
0.28,0.70,35,1276,1568,10369,0.4001,9.1406e-05,NaN,3.5431e-03,1.5056e-03
0.28,0.70,35,676,880,3067,0.5859,1.9153e-04,NaN,1.0584e-02,1.0885e-03
0.28,0.70,35,80,712,12327,0.5659,1.7554e-03,NaN,2.1706e-03,9.2787e-04
0.28,0.70,35,120,372,18841,0.4536,1.3921e-03,NaN,5.0471e-03,1.3576e-03
0.28,0.70,35,396,620,3019,0.4651,3.6916e-04,NaN,1.1368e-02,5.5563e-04
0.28,0.70,35,668,916,8479,0.5078,2.7069e-04,NaN,5.3703e-03,9.2348e-04
0.28,0.70,35,628,832,15672,0.5562,3.1136e-04,NaN,1.5071e-02,5.3784e-04
0.28,0.70,35,1512,3200,17966,0.5728,1.2296e-04,NaN,8.4646e-04,9.0737e-04
0.28,0.70,35,1488,1908,4280,0.6016,9.3129e-05,NaN,2.7987e-03,8.3987e-04
0.28,0.70,35,148,792,1823,0.5059,9.3540e-04,NaN,2.0556e-03,6.5799e-04
0.28,0.70,35,920,1268,2117,0.5303,1.9137e-04,NaN,3.9221e-03,2.9515e-03
0.28,0.70,35,2012,-1,16985,0.4524,7.0281e-05,NaN,7.9730e-04,NaN
0.28,0.70,35,136,704,7718,0.5762,1.4591e-03,NaN,2.8235e-03,1.6223e-03
0.28,0.70,35,176,380,11437,0.4902,6.1411e-04,NaN,2.5113e-02,3.1772e-03
0.28,0.70,35,88,296,7946,0.5381,1.4028e-03,NaN,2.8100e-02,9.9232e-04
0.28,0.70,35,448,652,3656,0.6377,4.0027e-04,NaN,1.0408e-02,4.5095e-03
0.28,0.70,35,908,1112,15829,0.5728,1.4158e-04,NaN,5.4676e-03,1.8540e-03
0.28,0.70,35,1964,2528,11427,0.5625,1.0940e-04,NaN,2.5101e-03,1.5255e-03
0.28,0.70,35,820,2500,19608,0.4768,1.7104e-04,NaN,7.0498e-04,3.6281e-03
0.28,0.70,35,100,648,4035,0.4807,7.6998e-04,NaN,1.9452e-03,1.1307e-03
0.28,0.70,35,680,984,400,0.5493,2.6708e-04,NaN,7.0553e-03,8.3248e-04
0.28,0.70,35,688,892,17094,0.5293,2.0056e-04,NaN,1.9189e-02,6.3579e-04
0.28,0.70,35,452,656,19922,0.4531,1.8384e-04,NaN,2.7138e-02,9.8279e-04
0.28,0.70,35,308,512,9200,0.6743,7.0732e-04,NaN,7.0383e-03,1.1676e-03
0.28,0.70,35,240,444,3382,0.6704,8.8064e-04,NaN,1.1269e-02,4.3645e-03
0.28,0.70,35,1804,3084,2202,0.5835,1.2243e-04,NaN,1.1690e-03,1.1463e-03
0.28,0.70,35,404,1428,5203,0.5581,3.6550e-04,NaN,1.3267e-03,8.2504e-04
0.28,0.70,35,204,408,19536,0.5811,7.1934e-04,NaN,9.4255e-03,2.0896e-03
0.28,0.70,35,1476,1688,5620,0.6138,1.0461e-04,NaN,1.3147e-02,1.7586e-03
0.28,0.70,35,1804,2848,971,0.3640,7.1030e-05,NaN,9.2683e-04,4.7234e-04
0.28,0.70,35,460,664,5951,0.4385,2.5726e-04,NaN,1.2359e-02,3.1614e-03
0.28,0.70,35,380,584,16540,0.5986,2.6384e-04,NaN,2.2383e-02,1.4242e-03
0.28,0.70,35,948,1164,4517,0.5288,1.4974e-04,NaN,7.8058e-03,1.5502e-03
0.28,0.70,35,772,1112,1393,0.4397,1.8070e-04,NaN,3.3913e-03,8.3079e-04
0.28,0.70,35,668,1176,6380,0.5908,2.9212e-04,NaN,4.5379e-03,3.3277e-03
0.28,0.70,35,428,1144,19103,0.5078,3.5818e-04,NaN,1.7851e-03,9.8372e-04
0.28,0.70,35,828,1452,7092,0.5962,1.8605e-04,NaN,2.4612e-03,1.3455e-03
0.28,0.70,35,1464,1668,13655,0.5552,8.6188e-05,NaN,1.2407e-02,1.2467e-03
0.28,0.70,35,164,624,16682,0.6226,1.5950e-03,NaN,3.6624e-03,1.6728e-03
0.28,0.70,35,2096,2300,4384,0.5757,8.4887e-05,NaN,1.2904e-02,2.0252e-03
0.28,0.70,35,864,1184,16865,0.5415,1.6658e-04,NaN,4.0351e-03,9.3735e-04
0.28,0.70,35,812,1016,12049,0.6343,2.4413e-04,NaN,3.3751e-02,1.8771e-03
0.28,0.70,35,228,596,673,0.5234,4.5869e-04,NaN,3.2624e-03,3.4454e-03
0.28,0.70,35,64,268,1034,0.5195,2.4399e-03,NaN,1.9036e-02,7.8454e-04
0.28,0.70,35,916,1120,12864,0.5811,5.0713e-03,NaN,1.1017e-02,6.2312e-04
0.28,0.70,35,188,392,19602,0.6426,1.4221e-03,NaN,2.8454e-02,3.1034e-03
0.28,0.70,35,96,2004,12560,0.4617,1.4626e-03,NaN,6.2291e-04,2.3368e-03
0.28,0.70,35,1548,1896,17385,0.5483,1.1235e-04,NaN,3.7530e-03,1.3773e-03
0.28,0.70,35,232,508,14474,0.4983,5.9607e-04,NaN,4.6004e-03,1.4827e-03
0.28,0.70,35,228,536,10244,0.5337,7.8460e-04,NaN,4.5358e-03,1.0430e-03
0.28,0.70,35,160,648,13007,0.5259,8.9741e-04,NaN,1.7748e-03,1.7626e-03
0.28,0.70,35,336,540,750,0.6055,6.5496e-04,NaN,1.2559e-02,3.8255e-03
0.28,0.70,35,740,1304,358,0.4651,1.5945e-04,NaN,2.0794e-03,1.9127e-03
0.28,0.70,35,160,364,738,0.6069,1.2649e-03,NaN,5.4556e-03,7.5293e-04
0.28,0.70,35,220,1236,2931,0.5688,6.9397e-04,NaN,9.0975e-04,8.1779e-04
0.28,0.70,35,244,448,11238,0.5420,6.1769e-04,NaN,8.6943e-03,9.3252e-04
0.28,0.70,35,84,512,14331,0.5654,2.0683e-03,NaN,3.2940e-03,1.0386e-03
0.28,0.70,35,648,852,18363,0.5391,3.2298e-04,NaN,1.1499e-02,1.4682e-03
0.28,0.70,35,512,716,3823,0.5752,2.7179e-04,NaN,8.7904e-03,1.1889e-03
0.28,0.70,35,4,956,1253,0.5830,NaN,NaN,1.9089e-03,2.7244e-03
0.28,0.70,35,408,1136,19525,0.5674,3.6259e-04,NaN,3.0103e-03,5.1110e-03
0.28,0.70,35,144,1276,11848,0.6040,1.1901e-03,NaN,1.3931e-03,1.5995e-03
0.28,0.70,35,2520,2992,16481,0.4961,6.2426e-05,NaN,2.4637e-03,4.4865e-03
0.28,0.70,35,76,744,1499,0.5483,2.1223e-03,NaN,2.0030e-03,8.1299e-04
0.28,0.70,35,716,996,11443,0.5439,2.6553e-04,NaN,4.9216e-03,2.2852e-03
0.28,0.70,35,3300,4340,8619,0.4758,5.4133e-05,NaN,2.4192e-03,1.5310e-03
0.28,0.70,35,748,952,3406,0.4521,1.4257e-04,NaN,9.1731e-03,2.3076e-03
0.28,0.70,35,712,1344,2875,0.5439,2.5881e-04,NaN,2.2702e-03,1.1452e-03
0.28,0.70,35,468,1808,321,0.6030,4.0902e-04,NaN,7.5478e-04,9.1495e-04
0.28,0.70,35,864,1068,18807,0.5396,1.6411e-04,NaN,5.0197e-03,7.5771e-04
0.28,0.70,35,140,720,2336,0.6377,9.8708e-04,NaN,1.0472e-02,1.8830e-03
0.28,0.70,35,132,376,19386,0.5200,1.3092e-03,NaN,1.1287e-02,9.2712e-04
0.28,0.70,35,828,1056,10987,0.5210,1.0275e-04,NaN,3.9590e-03,7.2302e-04
0.28,0.70,35,396,632,18528,0.5234,4.1358e-04,NaN,5.6537e-03,6.0371e-04
0.28,0.70,35,76,284,2800,0.4832,1.7819e-03,NaN,3.6865e-02,2.0833e-03
0.28,0.70,35,620,824,18960,0.5596,1.7738e-04,NaN,1.9267e-02,6.9416e-04
0.28,0.70,35,180,1036,13863,0.6025,1.3444e-03,NaN,3.1927e-03,1.9485e-03
0.28,0.70,35,432,1140,1676,0.4924,3.4079e-04,NaN,2.7337e-03,1.2472e-03
0.28,0.70,35,524,852,12415,0.4768,2.5210e-04,NaN,1.4603e-02,7.3936e-04
0.28,0.70,35,820,1388,9790,0.4453,1.5096e-04,NaN,1.3344e-03,1.3340e-03
0.28,0.70,35,392,852,3855,0.4556,2.9571e-04,NaN,4.0081e-03,7.9700e-04
0.28,0.70,35,232,444,17059,0.4875,4.9382e-04,NaN,8.6476e-03,8.8137e-04
0.28,0.70,35,960,1592,11192,0.5347,1.2492e-04,NaN,2.4594e-03,2.8582e-03
0.28,0.70,35,112,336,9891,0.5376,1.5059e-03,NaN,1.2970e-02,1.9737e-03
0.28,0.70,35,772,1156,2357,0.5654,2.9347e-04,NaN,6.1825e-03,2.4088e-03
0.28,0.70,35,412,660,11334,0.5210,2.7378e-04,NaN,4.8803e-03,1.5045e-03
0.28,0.70,35,424,628,5181,0.5244,2.1160e-04,NaN,1.2223e-02,5.4428e-04
0.28,0.70,35,296,704,19707,0.5010,5.2987e-04,NaN,3.1707e-03,6.4976e-04
0.28,0.70,35,360,1852,4598,0.5078,3.4825e-04,NaN,1.3629e-03,4.5834e-04
0.28,0.70,35,1332,1564,1731,0.6465,5.7599e-03,NaN,1.2476e-02,3.1285e-03
0.28,0.70,35,1024,1228,13297,0.6011,1.5566e-04,NaN,2.9772e-02,3.7557e-03
0.28,0.70,35,60,264,7059,0.6431,3.4010e-03,NaN,3.2048e-02,7.3101e-03
0.28,0.70,35,972,1176,1558,0.6265,1.0995e-04,NaN,1.4647e-02,3.1490e-03
0.28,0.70,35,216,420,10287,0.6436,8.5105e-04,NaN,2.9933e-02,1.1302e-03
0.28,0.70,35,1104,1948,15950,0.4312,1.0086e-04,NaN,1.2526e-03,1.6235e-03
0.28,0.70,35,1712,1920,8917,0.5552,1.0201e-04,NaN,2.8340e-02,6.9646e-04
0.28,0.70,35,740,948,4263,0.5645,7.4636e-03,NaN,3.3801e-02,1.7776e-03
0.28,0.70,35,232,708,8641,0.5923,9.5114e-04,NaN,3.3032e-03,1.9398e-03
0.28,0.70,35,272,1136,4270,0.5571,5.5770e-04,NaN,3.5722e-03,1.6490e-03
0.28,0.70,35,208,412,13329,0.6006,4.2479e-04,NaN,9.4296e-03,2.1573e-03
0.28,0.70,35,368,572,11735,0.6411,5.4687e-04,NaN,8.9231e-03,1.0080e-03
0.28,0.70,35,76,280,6001,0.6187,2.7230e-03,NaN,2.2462e-02,1.4802e-03
0.28,0.70,35,136,340,16645,0.5732,1.2993e-03,NaN,2.0234e-02,1.1935e-03
0.28,0.70,35,328,2424,6672,0.4875,4.5258e-04,NaN,5.9790e-04,1.3985e-03
0.28,0.70,35,168,1172,7633,0.6172,1.1904e-03,NaN,1.5904e-03,1.6283e-03
0.28,0.70,35,244,1456,13440,0.5786,5.8702e-04,NaN,1.1595e-03,2.9437e-03
0.28,0.70,35,584,1744,3205,0.5479,1.9618e-04,NaN,3.2122e-03,5.6064e-04
0.28,0.70,35,456,-1,13474,0.5469,2.8352e-04,NaN,7.4204e-04,NaN
0.28,0.70,35,148,768,1496,0.4548,6.3591e-04,NaN,3.8303e-03,7.1039e-04
0.28,0.70,35,560,1016,88,0.4778,2.2095e-04,NaN,2.5993e-03,8.5403e-04
0.28,0.70,35,516,720,12549,0.5425,2.9207e-04,NaN,2.7773e-02,1.5563e-03
0.28,0.70,35,52,256,19700,0.4639,2.3849e-03,NaN,3.0011e-02,2.4619e-03
0.28,0.70,35,692,1228,7744,0.6460,3.9484e-04,NaN,7.2584e-03,4.6080e-03
0.28,0.70,35,148,352,16144,0.6392,1.3629e-03,NaN,3.7252e-02,1.6876e-03
0.28,0.70,35,72,508,15603,0.5547,2.4231e-03,NaN,3.2429e-03,3.2554e-03
0.28,0.70,35,452,1384,9599,0.5337,5.4407e-03,NaN,3.4668e-03,6.7602e-04
0.28,0.70,35,1696,1900,6431,0.4670,9.4741e-05,NaN,1.4636e-02,7.6361e-04
0.28,0.70,35,260,484,17272,0.5366,7.0770e-04,NaN,6.1950e-03,8.1742e-04
0.28,0.70,35,380,1424,1904,0.4634,2.2333e-04,NaN,3.2729e-03,5.7525e-04
0.28,0.70,35,1100,1304,12788,0.6509,2.7049e-04,NaN,2.0103e-02,1.3851e-03
0.28,0.70,35,508,712,14492,0.6099,3.1677e-04,NaN,2.9533e-02,9.3960e-04
0.28,0.70,35,280,484,13929,0.6724,6.6994e-04,NaN,3.3002e-02,3.8544e-03
0.28,0.70,35,476,692,19066,0.5928,2.6603e-04,NaN,2.8520e-02,1.6608e-03
0.28,0.70,35,1196,1688,11426,0.4929,1.0861e-04,NaN,5.2171e-03,1.1723e-03
0.28,0.70,35,392,596,8975,0.5479,3.0507e-04,NaN,1.4481e-02,7.0541e-04
0.28,0.70,35,44,248,10962,0.6377,5.0696e-03,NaN,1.0454e-02,4.4972e-03
0.28,0.70,35,1472,2124,2002,0.5249,1.2401e-04,NaN,1.9617e-03,1.0367e-03
0.28,0.70,35,164,368,19622,0.6328,1.1912e-03,NaN,1.5252e-02,2.1905e-03
0.28,0.70,35,140,624,3351,0.5220,1.1118e-03,NaN,2.6102e-03,2.4297e-03
0.28,0.70,35,200,404,19015,0.5996,5.9881e-04,NaN,9.9666e-03,7.1728e-04
0.28,0.70,35,332,848,16889,0.6411,5.3486e-04,NaN,2.9963e-03,4.5256e-03
0.28,0.70,35,544,1036,19536,0.5303,2.1433e-04,NaN,7.1321e-03,1.1281e-03
0.28,0.70,35,1260,1464,7809,0.5508,6.3878e-03,NaN,2.2728e-02,7.7392e-04
0.28,0.70,35,1460,2476,7215,0.4441,9.7410e-05,NaN,3.5164e-03,3.9863e-04
0.28,0.70,35,168,372,4204,0.5728,7.8875e-04,NaN,2.8396e-02,1.9859e-03
0.28,0.70,35,1104,1308,17297,0.6235,2.1035e-03,NaN,5.4915e-03,1.1158e-03
0.28,0.70,35,152,1492,7623,0.5278,7.9552e-04,NaN,9.3894e-04,1.5002e-03
0.28,0.70,35,468,1092,17963,0.4883,2.6351e-04,NaN,1.8578e-03,3.1468e-03
0.28,0.70,35,364,568,3896,0.5889,4.6595e-04,NaN,1.3526e-02,2.2081e-03
0.28,0.70,35,624,1192,15669,0.5444,2.4357e-04,NaN,2.4264e-03,9.5084e-04
0.28,0.70,35,228,668,4511,0.4517,4.2111e-04,NaN,2.4703e-03,9.4878e-04
0.28,0.70,35,520,912,15816,0.6089,4.0539e-04,NaN,1.1255e-02,3.9926e-03
0.28,0.70,35,184,916,16250,0.4675,5.3644e-04,NaN,2.4285e-03,1.0447e-03
0.28,0.70,35,124,372,18283,0.5532,1.1278e-03,NaN,8.2522e-03,1.1186e-03
0.28,0.70,35,448,652,9546,0.5977,3.1785e-04,NaN,9.6082e-03,1.7327e-03
0.28,0.70,35,932,1136,6486,0.5908,2.2979e-03,NaN,2.0426e-02,3.0554e-03
0.28,0.70,35,224,428,15889,0.6562,8.3098e-04,NaN,2.2885e-02,9.6721e-04
0.28,0.70,35,564,768,11671,0.6240,4.2433e-04,NaN,1.3054e-03,1.0156e-03
0.28,0.70,35,220,424,2514,0.6030,6.9795e-04,NaN,2.4460e-02,8.5520e-04
0.28,0.70,35,44,248,8551,0.5264,2.9816e-03,NaN,1.1983e-02,2.4205e-03
0.28,0.70,35,188,392,19687,0.6768,7.5197e-04,NaN,1.6336e-02,1.6540e-03
0.28,0.70,35,304,732,9082,0.5483,5.1289e-04,NaN,4.9604e-03,1.5589e-03
0.28,0.70,35,152,364,3195,0.6406,9.4189e-04,NaN,1.0507e-02,2.7697e-03
0.28,0.70,35,3244,3448,15265,0.6611,7.1948e-03,NaN,2.6992e-02,4.8235e-03
0.28,0.70,35,252,1104,9992,0.5405,6.5724e-04,NaN,1.0535e-03,1.3118e-03
0.28,0.70,35,212,844,9538,0.5176,7.8914e-04,NaN,3.1771e-03,4.7681e-03
0.28,0.70,35,652,956,15911,0.6294,2.7559e-04,NaN,5.0948e-03,2.9131e-03
0.28,0.70,35,1604,1812,5163,0.6201,1.3038e-04,NaN,2.1110e-02,1.5023e-03
0.28,0.70,35,660,1520,8814,0.5703,2.7805e-04,NaN,1.6911e-03,1.2287e-03
0.28,0.70,35,104,568,8267,0.6250,1.6122e-03,NaN,1.0066e-02,5.7428e-03
0.28,0.70,35,1104,1396,30,0.5088,1.2839e-04,NaN,5.2867e-03,8.5977e-04
0.28,0.70,35,288,832,8245,0.5845,6.8632e-04,NaN,8.8700e-03,1.4820e-03
0.28,0.70,35,164,368,18110,0.4883,8.8946e-04,NaN,2.7178e-02,6.8298e-04
0.28,0.70,35,156,360,15123,0.6440,1.2584e-03,NaN,1.3653e-02,4.0510e-03
0.28,0.70,35,276,620,5824,0.6118,6.3475e-04,NaN,8.5164e-03,5.7430e-04
0.28,0.70,35,1164,1532,5966,0.6060,1.8312e-04,NaN,1.2444e-02,1.2575e-03
0.28,0.70,35,248,516,16655,0.5557,5.2408e-04,NaN,4.8094e-03,1.3877e-03
0.28,0.70,35,3476,3680,6733,0.5703,3.8641e-03,NaN,2.7990e-02,1.3793e-03
0.28,0.70,35,1336,1872,5065,0.5151,1.1366e-04,NaN,2.4273e-03,1.0814e-03
0.28,0.70,35,496,700,2683,0.6948,3.4078e-04,NaN,1.7416e-02,7.4076e-03
0.28,0.70,35,672,1200,8579,0.4492,2.0474e-04,NaN,3.4359e-03,8.0380e-04
0.28,0.70,35,420,624,16296,0.6060,3.9829e-04,NaN,3.6751e-02,8.4458e-04
0.28,0.70,35,596,800,13313,0.6045,2.7146e-04,NaN,1.2325e-02,1.3966e-03
0.28,0.70,35,1500,1932,1723,0.5703,1.0685e-03,NaN,4.2348e-03,6.8616e-04
0.28,0.70,35,360,564,17649,0.5591,1.0533e-02,NaN,2.6061e-02,5.9818e-04
0.28,0.70,35,384,588,11052,0.6372,5.0752e-04,NaN,8.4040e-03,2.3553e-03
0.28,0.70,35,1076,1280,5675,0.6636,1.2210e-02,NaN,2.7643e-02,2.9754e-03
0.28,0.70,35,348,2276,19621,0.5684,4.8528e-04,NaN,8.0087e-04,4.4055e-04
0.28,0.70,35,332,536,7205,0.5962,5.5683e-04,NaN,1.6035e-02,8.5370e-04
0.28,0.70,35,4,340,19748,0.6392,NaN,NaN,2.0234e-02,2.1739e-03
0.28,0.70,35,256,460,7713,0.4807,4.6316e-04,NaN,6.1643e-03,5.2009e-04
0.28,0.70,35,2252,2456,9597,0.6050,1.8772e-03,NaN,1.4486e-02,1.9339e-03
0.28,0.70,35,144,348,2851,0.6025,1.2031e-03,NaN,2.7047e-02,3.3019e-03
0.28,0.70,35,340,544,1760,0.6025,5.1793e-04,NaN,1.1758e-02,9.2035e-04
0.28,0.70,35,564,768,4292,0.5234,4.0626e-03,NaN,2.1568e-02,3.7589e-03
0.28,0.70,35,460,672,5173,0.5601,2.4003e-04,NaN,2.0028e-02,1.6889e-03
0.28,0.70,35,184,388,6807,0.5986,8.6698e-04,NaN,1.3378e-02,1.2509e-03
0.28,0.70,35,244,448,16198,0.6313,8.9410e-04,NaN,3.5365e-02,8.5136e-04
0.28,0.70,35,1464,1668,4170,0.6333,2.3330e-03,NaN,1.0931e-02,3.4657e-03
0.28,0.70,35,120,1456,18046,0.6006,1.2637e-03,NaN,1.1124e-03,1.0633e-03
0.28,0.70,35,136,340,1598,0.5796,7.0500e-04,NaN,2.5421e-02,1.7057e-03
0.28,0.70,35,108,476,9030,0.5869,2.1238e-03,NaN,4.3557e-03,1.1412e-03
0.28,0.70,35,224,492,11130,0.5688,7.6814e-04,NaN,5.2944e-03,2.8096e-03
0.28,0.70,35,632,836,3006,0.5596,1.6897e-04,NaN,6.2077e-04,9.5722e-04
0.28,0.70,35,2120,2788,17689,0.3762,4.6813e-05,NaN,1.4047e-03,2.0125e-03
0.28,0.70,35,200,680,2903,0.6235,7.2837e-04,NaN,3.9377e-03,3.9119e-03
0.28,0.70,35,2188,2632,9061,0.5947,1.1051e-04,NaN,3.3841e-03,1.6143e-03
0.28,0.70,35,716,920,13527,0.4983,1.5897e-04,NaN,1.3476e-02,3.8548e-04
0.28,0.70,35,136,380,13142,0.4727,7.1047e-04,NaN,1.8729e-02,5.5540e-04
0.28,0.70,35,1100,2368,3330,0.5991,1.6232e-04,NaN,1.8057e-03,1.1072e-03
0.28,0.70,35,88,420,8948,0.5801,2.2057e-03,NaN,1.0010e-02,6.9167e-04
0.28,0.70,35,44,248,4206,0.6675,5.4747e-03,NaN,2.0384e-02,1.4442e-03
0.28,0.70,35,236,680,18200,0.6147,7.7912e-04,NaN,5.4265e-03,3.0422e-03
0.28,0.70,35,92,296,10082,0.5537,2.0685e-03,NaN,2.9933e-02,1.0945e-03
0.28,0.70,35,156,688,7086,0.6333,1.0348e-03,NaN,4.6831e-03,1.7184e-03
0.28,0.70,35,476,1316,9515,0.5112,2.5623e-04,NaN,1.4450e-03,6.0942e-04
0.28,0.70,35,396,1140,6656,0.5601,4.7240e-04,NaN,1.9766e-03,1.5374e-03
0.28,0.70,35,400,984,11658,0.5229,3.3657e-04,NaN,3.3188e-03,1.6116e-03
0.28,0.70,35,640,1604,11470,0.4805,1.3046e-04,NaN,3.6953e-03,4.3139e-03
0.28,0.70,35,1104,4476,3213,0.5205,1.3251e-04,NaN,3.7867e-04,1.1594e-03
0.28,0.70,35,1752,2532,7710,0.5601,1.1624e-04,NaN,2.8126e-03,9.8342e-04
0.28,0.70,35,224,536,4829,0.3503,3.9103e-04,NaN,3.3683e-03,3.9373e-04
0.28,0.70,35,648,852,19348,0.6006,3.2515e-04,NaN,2.1287e-02,1.7489e-03
0.28,0.70,35,56,816,14925,0.6021,3.5358e-03,NaN,9.1236e-03,1.5376e-03
0.28,0.70,35,176,636,6578,0.4844,9.1571e-04,NaN,4.2013e-03,1.4714e-03
0.28,0.70,35,1880,2192,16037,0.4534,8.0785e-05,NaN,3.6916e-03,2.0505e-03
0.28,0.70,35,188,692,3074,0.5078,6.4327e-04,NaN,2.3661e-03,9.3594e-04
0.28,0.70,35,652,892,6187,0.6479,2.6661e-04,NaN,2.0304e-02,2.9479e-03
0.28,0.70,35,96,300,19794,0.5972,1.5348e-03,NaN,1.3897e-02,1.4604e-03
0.28,0.70,35,1188,1392,5556,0.5127,9.9732e-05,NaN,1.6355e-02,2.5171e-03
0.28,0.70,35,240,444,17323,0.6372,9.2267e-04,NaN,5.9288e-03,2.4978e-03
0.28,0.70,35,40,524,6272,0.5713,4.7668e-03,NaN,9.1031e-03,1.2965e-03
0.28,0.70,35,144,1984,15697,0.5000,1.1114e-03,NaN,7.4210e-04,1.9241e-03
0.28,0.70,35,1160,1396,1318,0.5728,1.7190e-04,NaN,9.2663e-03,1.6301e-03
0.28,0.70,35,40,244,7086,0.6631,3.0543e-03,NaN,1.9557e-02,1.7945e-03
0.28,0.70,35,256,460,8006,0.7075,1.0473e-03,NaN,2.0831e-02,5.4150e-03
0.28,0.70,35,780,1404,13611,0.5566,2.0007e-04,NaN,3.8509e-03,6.9508e-04
0.28,0.70,35,1116,1412,6629,0.5078,1.2217e-04,NaN,3.0883e-03,4.3053e-04
0.28,0.70,35,248,468,13387,0.4910,4.9021e-04,NaN,5.3874e-03,4.5156e-03
0.28,0.70,35,56,260,8984,0.5586,1.9963e-03,NaN,2.4680e-02,1.1723e-03
