alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.22,0.70,45,10864,11068,9280,0.5396,1.1784e-05,2.5634e-04,1.8606e-02,5.0207e-04
0.22,0.70,45,7156,7512,3067,0.5811,1.2526e-05,4.3464e-04,4.8373e-03,1.9354e-04
0.22,0.70,45,2596,2800,18589,0.4985,1.0864e-05,3.8581e-04,1.8080e-02,6.4004e-04
0.22,0.70,45,8732,-1,19263,0.5425,1.1795e-05,2.7461e-04,6.2133e-05,NaN
0.22,0.70,45,8,696,1352,0.5962,3.1006e-04,NaN,1.1970e-03,1.5061e-03
0.22,0.70,45,7836,10684,7908,0.5674,1.3737e-05,2.3230e-04,2.8411e-04,4.5979e-04
0.22,0.70,45,12540,-1,19335,0.4712,1.2857e-05,4.1141e-04,7.5645e-04,NaN
0.22,0.70,45,840,3884,3219,0.5781,1.1810e-05,2.4918e-04,2.5184e-04,3.8722e-05
0.22,0.70,45,14360,-1,5249,0.4624,1.2601e-05,2.4587e-04,5.0706e-04,NaN
0.22,0.70,45,1488,2568,19267,0.6494,1.4962e-05,3.8731e-04,8.4410e-04,2.7934e-03
0.22,0.70,45,3836,-1,5885,0.5654,1.2633e-05,2.8830e-04,4.1370e-05,NaN
0.22,0.70,45,4692,4896,13450,0.5547,1.3506e-05,3.5671e-04,1.5580e-02,4.7675e-05
0.22,0.70,45,3656,-1,15906,0.4062,1.2481e-05,2.3698e-04,4.1698e-04,NaN
0.22,0.70,45,780,984,216,0.6274,1.2240e-05,3.1328e-04,1.7612e-02,1.3191e-03
0.22,0.70,45,11652,-1,19606,0.4541,1.2995e-05,1.9523e-04,9.9859e-05,NaN
0.22,0.70,45,12716,-1,9196,0.5576,1.1986e-05,2.3745e-04,5.1216e-04,NaN
0.22,0.70,45,8000,8204,7450,0.5601,1.3147e-05,2.6077e-04,1.5447e-02,6.9015e-04
0.22,0.70,45,4064,4268,4217,0.5093,1.1786e-05,3.7397e-04,7.7090e-03,2.5604e-04
0.22,0.70,45,3180,-1,246,0.5737,1.2013e-05,1.8392e-04,3.8305e-05,NaN
0.22,0.70,45,13956,-1,16785,0.5303,1.2569e-05,3.4173e-04,3.5042e-04,NaN
0.22,0.70,45,640,-1,888,0.5464,1.4259e-05,3.0692e-04,3.0686e-05,NaN
0.22,0.70,45,3932,-1,17884,0.5327,1.3098e-05,4.0003e-04,3.8216e-05,NaN
0.22,0.70,45,1408,1612,13879,0.5728,1.5380e-05,2.9653e-04,4.1809e-03,2.8122e-04
0.22,0.70,45,792,996,16045,0.5303,1.1789e-05,2.8890e-04,2.4197e-04,2.7940e-04
0.22,0.70,45,6756,8752,9300,0.5630,1.2284e-05,2.5191e-04,1.1268e-03,1.8743e-03
0.22,0.70,45,13724,-1,4531,0.4546,1.3029e-05,4.6502e-04,2.5180e-04,NaN
0.22,0.70,45,680,-1,18156,0.5469,1.2394e-05,3.4668e-04,2.9257e-05,NaN
0.22,0.70,45,6332,-1,15625,0.5298,1.2688e-05,2.6701e-04,1.3465e-04,NaN
0.22,0.70,45,1372,-1,12873,0.4709,1.2898e-05,1.6722e-04,7.7171e-05,NaN
0.22,0.70,45,264,468,10951,0.6338,1.1683e-05,4.2113e-04,4.2902e-03,2.1867e-03
0.22,0.70,45,1616,-1,7783,0.5464,1.1774e-05,4.2562e-04,3.2760e-05,NaN
0.22,0.70,45,2104,-1,4471,0.5547,1.2561e-05,2.7273e-04,3.9626e-04,NaN
0.22,0.70,45,14448,-1,14653,0.5547,1.2189e-05,3.6498e-04,6.9605e-04,NaN
0.22,0.70,45,2096,-1,18158,0.5547,1.3315e-05,2.2157e-04,1.5657e-04,NaN
0.22,0.70,45,5884,6088,2951,0.5967,1.3427e-05,3.9568e-04,8.1402e-03,2.0122e-04
0.22,0.70,45,10288,10492,10935,0.5854,1.2513e-05,2.5588e-04,1.2314e-02,4.9073e-03
0.22,0.70,45,1120,-1,1026,0.5088,1.7605e-05,4.2161e-04,2.5534e-04,NaN
0.22,0.70,45,1496,1700,14871,0.5605,1.2538e-05,2.0490e-04,3.8421e-03,8.3980e-04
0.22,0.70,45,2064,-1,3417,0.5342,1.0517e-05,1.3843e-04,3.4841e-05,NaN
0.22,0.70,45,10436,10640,289,0.5112,1.3939e-05,3.2050e-04,1.4605e-02,4.2519e-04
0.22,0.70,45,5080,5284,19534,0.6348,1.2029e-05,3.2797e-04,9.5365e-03,5.8201e-04
0.22,0.70,45,9572,-1,13292,0.4983,1.3571e-05,2.9352e-04,6.9695e-05,NaN
0.22,0.70,45,8904,9108,16345,0.4788,1.3302e-05,NaN,1.3509e-02,6.5484e-04
0.22,0.70,45,7404,-1,15132,0.5464,1.4261e-05,4.4626e-04,5.3231e-05,NaN
0.22,0.70,45,7384,7592,9142,0.5835,1.3263e-05,2.5743e-04,2.7553e-02,1.9935e-03
0.22,0.70,45,2868,-1,1630,0.5039,1.5298e-05,2.7434e-04,3.4774e-05,NaN
0.22,0.70,45,12472,-1,4741,0.4976,1.3293e-05,3.3271e-04,9.7393e-04,NaN
0.22,0.70,45,6376,-1,1658,0.5186,1.2098e-05,2.7667e-04,4.8964e-04,NaN
0.22,0.70,45,5004,5208,19080,0.5894,1.3452e-05,3.2465e-04,2.0113e-02,1.8662e-04
0.22,0.70,45,9852,10056,11822,0.5649,1.3384e-05,1.8509e-04,1.2223e-02,2.1717e-03
0.22,0.70,45,5536,-1,944,0.5454,1.2411e-05,2.9591e-04,4.5197e-05,NaN
0.22,0.70,45,1084,1288,6298,0.5635,1.6823e-05,2.0810e-04,8.0662e-03,1.5356e-03
0.22,0.70,45,12048,-1,1115,0.5630,1.2407e-05,3.1522e-04,6.2858e-04,NaN
0.22,0.70,45,4844,-1,15796,0.5283,1.3798e-05,3.4928e-04,2.6020e-04,NaN
0.22,0.70,45,9980,10184,4832,0.4932,1.2800e-05,3.0468e-04,1.4082e-02,1.1918e-03
0.22,0.70,45,9704,-1,7909,0.5278,1.2849e-05,2.6266e-04,7.1555e-05,NaN
0.22,0.70,45,3548,-1,10232,0.4885,1.2489e-05,5.1082e-04,3.4571e-05,NaN
0.22,0.70,45,11120,-1,18144,0.5005,1.2641e-05,3.6734e-04,8.9430e-05,NaN
0.22,0.70,45,9148,9352,15315,0.5713,1.3445e-05,3.0966e-04,8.2868e-03,1.6565e-03
0.22,0.70,45,11832,-1,11093,0.5225,1.3621e-05,2.7720e-04,8.1784e-04,NaN
0.22,0.70,45,604,14928,6047,0.5625,1.3899e-05,2.7708e-04,5.8122e-05,5.2314e-03
0.22,0.70,45,3092,-1,5264,0.5474,1.1644e-05,2.8631e-04,6.7458e-05,NaN
0.22,0.70,45,2024,-1,9645,0.5283,1.4480e-05,4.3278e-04,3.2621e-05,NaN
0.22,0.70,45,4748,14152,15425,0.5137,1.4657e-05,2.6428e-04,8.2386e-05,4.6822e-04
0.22,0.70,45,12276,-1,13621,0.5747,1.4086e-05,3.3301e-04,1.3675e-04,NaN
0.22,0.70,45,444,-1,11795,0.5708,1.6703e-05,2.0784e-04,8.4384e-05,NaN
0.22,0.70,45,2640,-1,9780,0.5259,1.3402e-05,4.8760e-04,3.3461e-05,NaN
0.22,0.70,45,4040,-1,15658,0.5703,1.1968e-05,2.7969e-04,4.1204e-05,NaN
0.22,0.70,45,9892,10096,11255,0.5928,1.2548e-05,3.9140e-04,2.8352e-04,1.5327e-03
0.22,0.70,45,3680,-1,15044,0.5366,1.3096e-05,2.9417e-04,3.9870e-04,NaN
0.22,0.70,45,644,848,6508,0.5420,1.2476e-05,5.3541e-04,7.5457e-03,2.4567e-04
0.22,0.70,45,6696,6900,7141,0.5605,1.3351e-05,3.4670e-04,3.8437e-03,1.9645e-03
0.22,0.70,45,9264,-1,13469,0.4482,1.3925e-05,9.7274e-04,5.9097e-05,NaN
0.22,0.70,45,320,4092,19336,0.5972,1.4833e-05,2.6169e-04,2.2129e-04,2.5810e-04
0.22,0.70,45,892,6288,5233,0.6030,1.3977e-05,3.2301e-04,1.5552e-04,1.4485e-03
0.22,0.70,45,3088,5300,476,0.6304,1.5940e-05,3.3173e-04,4.1836e-04,1.1429e-03
0.22,0.70,45,1684,-1,19045,0.5986,1.0650e-05,1.7038e-04,5.4580e-05,NaN
0.22,0.70,45,10464,14488,10255,0.6196,1.2325e-05,4.9534e-04,2.2372e-04,8.4558e-04
0.22,0.70,45,2884,-1,7384,0.5605,1.2685e-05,3.4632e-04,3.6123e-05,NaN
0.22,0.70,45,12160,12364,12579,0.5332,1.2637e-05,1.6943e-04,1.1449e-02,1.6275e-04
0.22,0.70,45,6400,7512,4921,0.6245,1.2269e-05,3.4636e-04,7.7821e-04,1.4047e-03
0.22,0.70,45,7604,-1,8614,0.5190,1.1765e-05,3.2187e-04,7.4522e-05,NaN
0.22,0.70,45,6232,9120,790,0.5942,1.3708e-05,3.7210e-04,3.0188e-04,8.4843e-04
0.22,0.70,45,8940,12020,7967,0.6191,1.3674e-05,4.5104e-04,2.8072e-04,4.4257e-03
0.22,0.70,45,852,-1,2588,0.5571,1.2758e-05,2.7860e-04,3.1303e-05,NaN
0.22,0.70,45,8180,8384,11544,0.6064,1.3822e-05,2.9571e-04,4.1215e-02,2.1807e-03
0.22,0.70,45,2264,2468,6399,0.5381,1.5899e-05,3.9331e-04,1.8770e-04,1.6704e-04
0.22,0.70,45,5044,5252,17117,0.5850,1.2455e-05,2.1117e-04,1.9795e-02,7.0452e-04
0.22,0.70,45,4352,4556,6530,0.5898,1.3444e-05,3.5835e-04,1.7029e-02,1.7940e-04
0.22,0.70,45,2540,2744,19660,0.5649,1.4193e-05,1.9498e-04,1.2304e-02,3.0043e-04
0.22,0.70,45,1120,-1,2531,0.5571,1.0546e-05,2.5003e-04,4.2085e-04,NaN
0.22,0.70,45,9184,-1,11396,0.5488,1.2079e-05,2.7312e-04,6.9469e-05,NaN
0.22,0.70,45,14420,-1,16954,0.5078,1.2547e-05,2.0283e-04,6.1541e-04,NaN
0.22,0.70,45,5600,5804,4176,0.5049,1.4485e-05,3.5253e-04,3.8833e-03,4.2112e-05
0.22,0.70,45,4884,-1,18875,0.5874,1.3100e-05,1.4807e-04,4.5182e-05,NaN
0.22,0.70,45,9664,14092,6108,0.5698,1.3349e-05,2.4777e-04,1.7869e-04,2.8894e-03
0.22,0.70,45,9028,9232,19081,0.5308,1.2379e-05,2.4464e-04,1.8541e-02,2.0069e-04
0.22,0.70,45,1104,1312,19166,0.6162,1.3962e-05,2.6290e-04,2.1905e-02,2.1422e-03
0.22,0.70,45,4312,9164,17848,0.5918,1.1585e-05,3.5149e-04,1.6776e-04,1.0472e-03
0.22,0.70,45,7180,7384,6891,0.5869,1.3401e-05,2.5174e-04,2.1589e-02,1.8626e-03
0.22,0.70,45,8644,9240,13855,0.5947,1.2427e-05,2.8275e-04,1.3773e-03,1.1651e-03
0.22,0.70,45,11208,-1,6650,0.5215,1.3037e-05,1.3528e-04,4.7515e-04,NaN
0.22,0.70,45,52,256,14882,0.6802,3.2345e-05,4.3239e-04,1.0221e-02,4.1724e-03
0.22,0.70,45,11064,-1,9786,0.5498,1.1716e-05,3.4191e-04,9.8686e-05,NaN
0.22,0.70,45,5324,-1,19731,0.5859,1.2909e-05,2.3203e-04,4.6598e-05,NaN
0.22,0.70,45,3224,-1,3274,0.5410,1.2426e-05,3.9412e-04,3.7180e-05,NaN
0.22,0.70,45,4816,10072,14247,0.6177,1.4155e-05,6.2132e-04,1.7164e-04,2.5788e-04
0.22,0.70,45,9552,9756,18873,0.5605,1.2300e-05,3.4955e-04,1.1632e-02,2.5661e-03
0.22,0.70,45,2860,3272,15291,0.5498,1.3220e-05,4.3619e-04,1.7644e-03,2.3517e-04
0.22,0.70,45,14412,14616,1760,0.5376,1.2848e-05,4.6381e-04,1.1404e-02,1.7772e-02
0.22,0.70,45,1464,-1,18087,0.5913,1.2158e-05,2.5006e-04,3.6430e-05,NaN
0.22,0.70,45,5836,6040,460,0.6509,1.2526e-05,3.5259e-04,9.6610e-03,3.7222e-03
0.22,0.70,45,5148,-1,7047,0.5117,1.4574e-05,5.2450e-04,3.8793e-05,NaN
0.22,0.70,45,184,388,10637,0.6514,1.8211e-05,1.6004e-04,9.1337e-03,1.2297e-03
0.22,0.70,45,8028,-1,6545,0.4746,1.2210e-05,3.7011e-04,5.0541e-05,NaN
0.22,0.70,45,14300,-1,5914,0.4937,1.2715e-05,2.2517e-04,4.5970e-04,NaN
0.22,0.70,45,8016,8220,16217,0.5449,1.3619e-05,4.7125e-04,1.1072e-02,6.1752e-05
0.22,0.70,45,5604,5808,2909,0.6045,1.1610e-05,3.6599e-04,2.5567e-04,1.9660e-04
0.22,0.70,45,208,-1,11963,0.5112,1.6289e-05,4.7377e-04,2.6857e-05,NaN
0.22,0.70,45,5640,-1,15750,0.5264,1.1988e-05,2.8870e-04,1.1955e-04,NaN
0.22,0.70,45,4964,-1,7799,0.5454,1.3518e-05,2.6979e-04,1.8448e-04,NaN
0.22,0.70,45,1688,-1,19892,0.5220,1.4491e-05,1.9900e-04,3.2701e-05,NaN
0.22,0.70,45,1904,2260,10164,0.5938,1.2878e-05,3.5323e-04,4.6153e-03,3.4296e-04
0.22,0.70,45,11928,-1,10541,0.5649,1.2222e-05,2.4743e-04,1.2771e-04,NaN
0.22,0.70,45,8096,12228,13739,0.6006,1.1858e-05,2.1188e-04,1.9713e-04,7.7550e-04
0.22,0.70,45,3848,4052,10875,0.5728,1.3826e-05,3.4916e-04,2.4250e-02,4.9043e-04
0.22,0.70,45,12156,-1,16042,0.5195,1.2570e-05,2.5434e-04,1.6801e-04,NaN
0.22,0.70,45,12252,12456,2593,0.5903,1.3650e-05,1.9579e-04,1.7119e-02,1.7387e-04
0.22,0.70,45,5824,-1,16875,0.4614,1.1915e-05,1.5864e-04,3.8895e-05,NaN
0.22,0.70,45,2044,-1,17513,0.5977,1.3658e-05,5.8979e-04,1.0764e-04,NaN
0.22,0.70,45,3848,-1,1385,0.5161,1.1211e-05,2.4843e-04,3.5515e-05,NaN
0.22,0.70,45,1352,1556,5868,0.5586,1.5566e-05,3.7820e-04,1.5995e-02,4.2200e-04
0.22,0.70,45,2900,-1,16750,0.5161,1.3088e-05,3.4035e-04,9.0064e-05,NaN
0.22,0.70,45,6692,-1,9118,0.4819,1.3340e-05,1.9542e-04,4.4190e-05,NaN
0.22,0.70,45,9756,9960,19015,0.5762,1.2737e-05,2.1883e-04,1.9119e-04,2.2034e-03
0.22,0.70,45,232,7540,19329,0.5918,1.0892e-05,3.6041e-04,1.1682e-04,5.9829e-05
0.22,0.70,45,10516,11752,19417,0.5630,1.2381e-05,2.3223e-04,6.0214e-04,1.4356e-03
0.22,0.70,45,9964,-1,13563,0.4800,1.2411e-05,4.3391e-04,7.7140e-05,NaN
0.22,0.70,45,4096,-1,15080,0.5815,1.2854e-05,3.3253e-04,2.6898e-04,NaN
0.22,0.70,45,4364,4568,14577,0.5679,1.2714e-05,3.1472e-04,2.0285e-02,1.9618e-04
0.22,0.70,45,3292,3496,18202,0.5864,1.1532e-05,3.3106e-04,2.8122e-02,4.0235e-04
0.22,0.70,45,7352,7556,2959,0.6113,1.2425e-05,3.0339e-04,3.9030e-02,1.9923e-03
0.22,0.70,45,9192,-1,14464,0.5127,1.2934e-05,1.8500e-03,6.4098e-05,NaN
0.22,0.70,45,5588,-1,1136,0.5176,1.2130e-05,2.3597e-04,4.6421e-05,NaN
0.22,0.70,45,504,708,14262,0.5728,1.1348e-05,6.1964e-04,1.5852e-02,1.9074e-04
0.22,0.70,45,8312,8516,1664,0.5845,1.2170e-05,4.8699e-04,1.2155e-02,6.7673e-04
0.22,0.70,45,1276,-1,4955,0.5654,1.2766e-05,2.7033e-04,1.6177e-04,NaN
0.22,0.70,45,8328,-1,10803,0.4819,1.2696e-05,3.4410e-04,5.2650e-05,NaN
0.22,0.70,45,2872,3076,5725,0.5146,1.3896e-05,3.3339e-04,2.6416e-04,1.7608e-04
0.22,0.70,45,16,220,8679,0.6748,1.2875e-05,2.4649e-04,1.5408e-02,3.5355e-03
0.22,0.70,45,684,888,4096,0.5571,1.7351e-05,2.2913e-04,1.5902e-02,1.7660e-04
0.22,0.70,45,11676,11880,9133,0.5303,1.3379e-05,4.2725e-04,1.1135e-02,6.6569e-04
0.22,0.70,45,9192,-1,877,0.5151,1.1908e-05,4.1154e-04,1.8299e-04,NaN
0.22,0.70,45,12388,12592,5544,0.5981,1.2673e-05,5.0841e-04,1.3693e-04,1.9968e-03
0.22,0.70,45,3092,4236,7241,0.6079,1.3405e-05,3.2678e-04,7.2379e-04,4.4587e-05
0.22,0.70,45,4140,4344,17429,0.6147,1.3186e-05,2.3885e-04,8.8538e-03,1.2753e-04
0.22,0.70,45,76,280,5887,0.6885,2.1324e-05,5.7204e-04,2.0303e-02,3.8927e-03
0.22,0.70,45,6160,-1,5165,0.5068,1.3019e-05,2.8575e-04,4.2403e-05,NaN
0.22,0.70,45,3472,-1,8537,0.5615,1.2283e-05,4.0262e-04,3.8270e-05,NaN
0.22,0.70,45,7264,7468,12779,0.5586,1.1409e-05,5.1016e-04,2.3405e-02,4.7528e-04
0.22,0.70,45,5084,-1,8045,0.5693,1.3327e-05,2.4595e-04,4.4085e-05,NaN
0.22,0.70,45,5920,6124,17665,0.5508,1.2904e-05,1.7785e-04,4.2010e-02,3.4907e-04
0.22,0.70,45,9304,9508,10822,0.5474,1.2489e-05,3.0229e-04,7.6845e-03,1.1937e-03
0.22,0.70,45,6708,6912,3334,0.5215,1.1530e-05,2.1004e-04,1.8846e-02,1.6463e-04
0.22,0.70,45,13932,-1,15386,0.4912,1.2929e-05,1.8008e-04,3.1322e-04,NaN
0.22,0.70,45,11384,-1,3679,0.4575,1.2978e-05,3.1388e-04,9.0189e-05,NaN
0.22,0.70,45,4636,-1,10541,0.5088,1.3778e-05,4.6436e-04,1.0553e-04,NaN
0.22,0.70,45,6948,7152,8517,0.5859,1.2408e-05,3.7872e-04,8.2728e-03,2.8307e-04
0.22,0.70,45,11592,-1,13739,0.3816,1.2925e-05,9.8246e-04,8.8617e-05,NaN
0.22,0.70,45,1112,1316,5175,0.5625,1.1207e-05,3.0983e-04,4.1259e-03,2.2414e-03
0.22,0.70,45,6780,6984,19647,0.5396,1.3705e-05,5.9412e-04,7.8680e-03,1.1144e-03
0.22,0.70,45,1248,-1,3717,0.5903,1.5858e-05,3.4111e-04,5.1814e-04,NaN
0.22,0.70,45,1584,-1,11010,0.4883,1.3027e-05,3.1614e-04,8.3565e-05,NaN
0.22,0.70,45,2404,2608,1160,0.6372,1.3011e-05,3.7142e-04,3.2084e-02,1.9712e-03
0.22,0.70,45,452,672,4104,0.6426,1.3736e-05,3.6836e-04,1.2243e-02,2.0029e-03
0.22,0.70,45,2160,5484,9600,0.6299,1.4974e-05,3.0843e-04,2.5645e-04,2.3066e-03
0.22,0.70,45,1280,-1,17917,0.5522,1.2080e-05,2.3474e-04,3.3208e-05,NaN
0.22,0.70,45,1112,1316,12649,0.5830,1.1604e-05,1.8066e-04,1.2175e-02,2.1220e-03
0.22,0.70,45,5388,10608,8602,0.6016,1.2505e-05,3.3975e-04,1.6811e-04,1.9052e-04
0.22,0.70,45,10108,10312,18113,0.5845,1.3367e-05,2.3251e-04,1.6944e-02,1.3030e-03
0.22,0.70,45,10552,-1,19943,0.5586,1.2606e-05,1.7081e-04,1.1302e-04,NaN
0.22,0.70,45,12640,-1,2348,0.5513,1.3249e-05,2.8529e-04,1.5694e-04,NaN
0.22,0.70,45,3672,3952,666,0.5044,1.4395e-05,3.2720e-04,2.9808e-03,2.3859e-04
0.22,0.70,45,1404,1608,5093,0.6294,1.1434e-05,3.0774e-04,4.6410e-03,1.9228e-03
0.22,0.70,45,9516,-1,16604,0.5020,1.2037e-05,2.0262e-04,6.7131e-05,NaN
0.22,0.70,45,4820,-1,10883,0.5117,1.3458e-05,3.0940e-04,3.7800e-05,NaN
0.22,0.70,45,2580,2784,16383,0.6543,1.5437e-05,3.9302e-04,2.3495e-04,1.4842e-03
0.22,0.70,45,472,-1,16485,0.5557,1.3932e-05,5.7437e-04,3.0112e-05,NaN
0.22,0.70,45,7920,14272,2322,0.5796,1.2240e-05,2.5501e-04,1.2613e-04,8.9087e-03
0.22,0.70,45,2692,-1,11686,0.4727,1.3799e-05,4.9398e-04,3.0047e-05,NaN
0.22,0.70,45,8104,8308,18459,0.5806,1.3140e-05,2.2453e-04,8.0865e-03,3.5366e-03
0.22,0.70,45,8548,8752,18762,0.6279,1.3263e-05,3.1790e-04,2.5642e-04,4.1851e-03
0.22,0.70,45,13504,-1,16585,0.4817,1.2222e-05,4.2154e-04,2.5021e-03,NaN
0.22,0.70,45,1684,-1,1666,0.5415,1.1626e-05,2.7902e-04,3.2971e-05,NaN
0.22,0.70,45,376,1464,18356,0.6216,1.3665e-05,4.1484e-04,7.6439e-04,2.1813e-03
0.22,0.70,45,296,2760,6866,0.6406,1.8028e-05,3.7605e-04,3.6924e-04,5.8211e-04
0.22,0.70,45,8240,-1,8509,0.5732,1.3801e-05,3.0503e-04,6.2660e-05,NaN
0.22,0.70,45,548,-1,11222,0.5571,1.1180e-05,4.1593e-04,4.3648e-05,NaN
0.22,0.70,45,2492,-1,6402,0.5298,1.3068e-05,3.4295e-04,4.3376e-05,NaN
0.22,0.70,45,5244,5584,13368,0.6313,1.3070e-05,2.7382e-04,2.5937e-03,7.8386e-04
0.22,0.70,45,4240,5104,14441,0.6396,1.2701e-05,2.8673e-04,3.9657e-03,6.9145e-04
0.22,0.70,45,3180,4292,13117,0.6118,1.3839e-05,1.6807e-04,7.2800e-04,4.6502e-05
0.22,0.70,45,1732,3696,4500,0.5869,1.1505e-05,2.7732e-04,8.0072e-04,4.1314e-05
0.22,0.70,45,472,13488,598,0.5522,1.7878e-05,4.0558e-04,6.2629e-05,7.2862e-03
0.22,0.70,45,3360,-1,1430,0.5044,1.0502e-05,2.2343e-04,3.5321e-05,NaN
0.22,0.70,45,8436,-1,15215,0.5269,1.2586e-05,2.9694e-04,1.7873e-04,NaN
0.22,0.70,45,3380,-1,1241,0.6084,1.1720e-05,6.0826e-04,1.3312e-04,NaN
0.22,0.70,45,8984,-1,5331,0.5859,1.3507e-05,3.3204e-04,7.1493e-05,NaN
0.22,0.70,45,10344,-1,8057,0.5054,1.2901e-05,2.2834e-04,6.9010e-04,NaN
0.22,0.70,45,8356,-1,13269,0.5225,1.2351e-05,5.2923e-04,1.5154e-03,NaN
0.22,0.70,45,8496,-1,275,0.5439,1.1848e-05,2.8394e-04,1.7425e-04,NaN
0.22,0.70,45,7024,11044,13208,0.6006,1.2282e-05,3.0491e-04,8.5111e-04,4.0045e-03
0.22,0.70,45,10576,-1,10533,0.5537,1.2187e-05,1.9370e-04,8.9339e-05,NaN
0.22,0.70,45,2740,2944,16207,0.6123,1.3104e-05,2.9356e-04,2.5571e-02,7.9982e-04
0.22,0.70,45,2592,-1,13468,0.5605,1.3898e-05,2.0853e-04,9.6711e-05,NaN
0.22,0.70,45,1204,13648,856,0.5024,1.4696e-05,2.5726e-04,2.8481e-04,1.7249e-04
0.22,0.70,45,4276,-1,9669,0.4622,1.1429e-05,4.9329e-04,3.3792e-05,NaN
0.22,0.70,45,2948,3152,2130,0.5596,1.2220e-05,3.2292e-04,1.3112e-04,1.6873e-04
0.22,0.70,45,10712,11064,1230,0.6309,1.2254e-05,3.1608e-04,2.8936e-03,1.3401e-03
0.22,0.70,45,5836,-1,18726,0.5259,1.1827e-05,2.4474e-04,4.2551e-05,NaN
0.22,0.70,45,212,424,4838,0.5801,1.3590e-05,1.6361e-04,1.9197e-02,7.8812e-04
0.22,0.70,45,2172,2376,9107,0.5386,1.0373e-05,1.4345e-04,1.8857e-02,3.5577e-03
0.22,0.70,45,1596,-1,7836,0.5103,1.2131e-05,7.2096e-04,3.0369e-05,NaN
0.22,0.70,45,4560,-1,13088,0.5908,1.1263e-05,3.1447e-04,4.3869e-05,NaN
0.22,0.70,45,5400,5920,3357,0.5913,1.1272e-05,3.4748e-04,1.5112e-03,4.9280e-04
0.22,0.70,45,14296,14500,3551,0.5972,1.1989e-05,2.6916e-04,8.4165e-03,1.0364e-02
0.22,0.70,45,9104,-1,10735,0.5112,1.2811e-05,3.0002e-04,1.8127e-04,NaN
0.22,0.70,45,13592,14744,17799,0.5908,1.3306e-05,2.8384e-04,3.1368e-03,2.4932e-04
0.22,0.70,45,9316,14944,12675,0.5977,1.3020e-05,3.8001e-04,1.5321e-04,2.9911e-02
0.22,0.70,45,11232,-1,2591,0.4624,1.3782e-05,5.6231e-04,9.0601e-05,NaN
0.22,0.70,45,4244,-1,13667,0.4956,1.2444e-05,7.5197e-04,3.6223e-05,NaN
0.22,0.70,45,824,1028,13749,0.5205,1.2731e-05,3.7695e-04,2.9247e-04,1.9782e-04
0.22,0.70,45,9256,9460,17028,0.5581,1.1859e-05,2.9881e-04,1.2444e-02,5.3645e-04
0.22,0.70,45,6476,-1,8584,0.5513,1.4450e-05,2.6619e-04,4.7598e-05,NaN
0.22,0.70,45,868,-1,16020,0.5327,1.3313e-05,2.5273e-04,3.0292e-05,NaN
0.22,0.70,45,11056,-1,1976,0.5483,1.1977e-05,1.9585e-04,9.7701e-05,NaN
0.22,0.70,45,12816,-1,3503,0.4490,1.2675e-05,1.3944e-03,4.4084e-04,NaN
0.22,0.70,45,8140,-1,10415,0.5317,1.3606e-05,1.8565e-04,5.4946e-05,NaN
0.22,0.70,45,11452,-1,2617,0.4663,1.3932e-05,1.6339e-04,9.4539e-05,NaN
0.22,0.70,45,4892,5096,6431,0.5981,1.2317e-05,3.2015e-04,4.4591e-03,4.7470e-04
0.22,0.70,45,6772,-1,19877,0.4788,1.3264e-05,2.5735e-04,4.4124e-05,NaN
0.22,0.70,45,9016,-1,11642,0.5449,1.3309e-05,2.9123e-04,6.4522e-05,NaN
0.22,0.70,45,1324,-1,9800,0.4966,1.5075e-05,1.8166e-04,2.8679e-05,NaN
0.22,0.70,45,4188,4392,1003,0.5103,1.1388e-05,3.3156e-04,1.8140e-02,6.0976e-04
0.22,0.70,45,14072,-1,7403,0.5342,1.3913e-05,2.9835e-04,1.1469e-03,NaN
0.22,0.70,45,1684,-1,15347,0.5679,1.0432e-05,3.1052e-04,3.5235e-05,NaN
0.22,0.70,45,4748,-1,15875,0.5205,1.3068e-05,2.8987e-04,1.1413e-04,NaN
0.22,0.70,45,2552,-1,16109,0.4827,1.2157e-05,1.2675e-04,3.0362e-05,NaN
0.22,0.70,45,872,1076,16460,0.5332,1.1068e-05,1.9141e-04,7.4604e-03,2.3885e-04
0.22,0.70,45,13020,-1,2016,0.5352,1.2144e-05,2.8973e-04,1.8741e-04,NaN
0.22,0.70,45,11220,11428,16976,0.5474,1.2639e-05,3.6765e-04,1.5349e-02,8.1349e-04
0.22,0.70,45,3376,-1,19582,0.5347,1.2705e-05,4.5201e-04,3.3987e-05,NaN
0.22,0.70,45,288,7076,9619,0.5586,1.4358e-05,2.5554e-04,1.2228e-04,2.6320e-03
0.22,0.70,45,6444,-1,15012,0.5054,1.1606e-05,3.9796e-04,4.3480e-05,NaN
0.22,0.70,45,8572,-1,5329,0.5269,1.3646e-05,4.9954e-04,6.0897e-05,NaN
0.22,0.70,45,1492,-1,2111,0.5161,1.2422e-05,3.0575e-04,3.1945e-05,NaN
0.22,0.70,45,9548,10652,10446,0.5703,1.4542e-05,3.4702e-04,7.1969e-04,9.7213e-05
0.22,0.70,45,9536,-1,9648,0.5317,1.2992e-05,2.0136e-04,2.0791e-04,NaN
0.22,0.70,45,3248,-1,15478,0.4727,1.5944e-05,3.3084e-04,3.2673e-05,NaN
