disorder,step,phi_a,phi_b,q12
1,18000,0.878823,0.874183,0.734285
1,18016,0.885415,0.864640,0.737645
1,18032,0.894411,0.851159,0.703512
1,18048,0.877978,0.835232,0.682027
1,18064,0.869362,0.825516,0.701392
1,18080,0.853406,0.790871,0.674777
1,18096,0.877685,0.830430,0.731158
1,18112,0.894921,0.817741,0.741060
1,18128,0.909818,0.808307,0.766553
1,18144,0.912201,0.820477,0.757228
1,18160,0.903332,0.830483,0.802482
1,18176,0.887490,0.822339,0.762721
1,18192,0.890133,0.818993,0.795692
1,18208,0.887298,0.831248,0.774372
1,18224,0.867569,0.846359,0.765906
1,18240,0.872293,0.860813,0.793447
1,18256,0.879707,0.830670,0.781721
1,18272,0.857026,0.809321,0.703842
1,18288,0.867575,0.817839,0.669799
1,18304,0.841551,0.781773,0.618950
1,18320,0.882458,0.788939,0.660110
1,18336,0.879684,0.742653,0.637331
1,18352,0.862941,0.730517,0.606681
1,18368,0.842710,0.757743,0.634637
1,18384,0.854260,0.771096,0.671883
1,18400,0.844383,0.795808,0.650235
1,18416,0.837921,0.799854,0.666175
1,18432,0.852749,0.778113,0.587306
1,18448,0.866791,0.762153,0.568099
1,18464,0.861031,0.738029,0.597117
1,18480,0.878757,0.738316,0.671709
1,18496,0.867370,0.732465,0.543901
1,18512,0.888915,0.745947,0.635836
1,18528,0.902699,0.755865,0.686194
1,18544,0.872152,0.735698,0.698173
1,18560,0.910169,0.752754,0.732168
1,18576,0.914329,0.752750,0.763037
1,18592,0.898001,0.742774,0.675963
1,18608,0.892659,0.784811,0.778693
1,18624,0.884897,0.764887,0.602528
1,18640,0.897129,0.760159,0.643954
1,18656,0.907406,0.734293,0.616140
1,18672,0.896833,0.724356,0.599722
1,18688,0.909893,0.722944,0.592982
1,18704,0.905934,0.752045,0.612654
1,18720,0.897546,0.760562,0.659568
1,18736,0.886026,0.780544,0.657597
1,18752,0.898797,0.759199,0.701206
1,18768,0.890059,0.774857,0.713165
1,18784,0.893259,0.792913,0.763433
1,18800,0.875484,0.713366,0.587756
1,18816,0.886311,0.647736,0.512710
1,18832,0.899468,0.623245,0.544344
1,18848,0.863909,0.606230,0.534998
1,18864,0.888368,0.515700,0.413650
1,18880,0.855905,0.494222,0.461900
1,18896,0.849072,0.496525,0.430446
1,18912,0.851760,0.504296,0.503333
1,18928,0.852863,0.511773,0.509932
1,18944,0.877594,0.415705,0.419697
1,18960,0.885805,0.451029,0.454033
1,18976,0.882277,0.440344,0.471880
1,18992,0.876563,0.466366,0.475063
1,19008,0.887926,0.532549,0.540542
1,19024,0.892580,0.556534,0.583284
1,19040,0.898153,0.533566,0.440971
1,19056,0.877593,0.537397,0.417993
1,19072,0.871798,0.537397,0.319606
1,19088,0.896284,0.567422,0.405840
1,19104,0.905103,0.522674,0.387797
1,19120,0.888876,0.528103,0.386889
1,19136,0.889831,0.506028,0.317592
1,19152,0.895169,0.547266,0.394080
1,19168,0.890191,0.527458,0.459446
1,19184,0.873935,0.472860,0.432926
1,19200,0.910020,0.588451,0.513207
1,19216,0.920169,0.546628,0.436833
1,19232,0.910315,0.545430,0.477060
1,19248,0.897346,0.542160,0.471775
1,19264,0.907780,0.575946,0.541620
1,19280,0.936900,0.567845,0.502346
1,19296,0.925719,0.497550,0.390752
1,19312,0.915322,0.546231,0.523086
1,19328,0.909320,0.529038,0.441816
1,19344,0.913877,0.549813,0.458695
1,19360,0.900689,0.575156,0.546446
1,19376,0.875499,0.600031,0.511522
1,19392,0.887270,0.542627,0.439956
1,19408,0.907297,0.546067,0.466612
1,19424,0.916354,0.512403,0.418693
1,19440,0.894272,0.508956,0.428460
1,19456,0.876887,0.556657,0.461649
1,19472,0.853268,0.532093,0.398675
1,19488,0.863160,0.588864,0.438828
1,19504,0.847704,0.591751,0.444341
1,19520,0.864129,0.537810,0.402521
1,19536,0.903044,0.527766,0.495035
1,19552,0.901569,0.503230,0.435243
1,19568,0.870092,0.521980,0.439561
1,19584,0.900802,0.517585,0.444719
1,19600,0.906128,0.575495,0.459193
1,19616,0.871472,0.554993,0.510205
1,19632,0.915932,0.536659,0.543866
1,19648,0.917532,0.545582,0.506259
1,19664,0.883142,0.598331,0.520262
1,19680,0.878380,0.531443,0.443062
1,19696,0.890818,0.514661,0.473579
1,19712,0.886334,0.538274,0.445538
1,19728,0.862753,0.564018,0.453722
1,19744,0.861186,0.554866,0.353639
1,19760,0.875144,0.498456,0.368789
1,19776,0.877652,0.463821,0.345216
1,19792,0.888858,0.469994,0.411924
1,19808,0.875533,0.541070,0.436242
1,19824,0.884086,0.547097,0.415483
1,19840,0.885182,0.509164,0.362319
1,19856,0.886959,0.544345,0.385723
1,19872,0.894670,0.554021,0.445622
1,19888,0.883233,0.589417,0.547081
1,19904,0.854709,0.548598,0.520119
1,19920,0.893848,0.587929,0.492428
1,19936,0.912692,0.544381,0.519616
1,19952,0.919413,0.555216,0.479179
1,19968,0.892443,0.448943,0.318942
1,19984,0.889620,0.462635,0.342963
1,20000,0.875681,0.499699,0.290170
1,20016,0.859473,0.517293,0.328367
1,20032,0.890968,0.545380,0.436799
1,20048,0.910692,0.560346,0.511101
1,20064,0.900743,0.529011,0.525868
1,20080,0.873003,0.486351,0.393461
1,20096,0.878267,0.483411,0.420109
1,20112,0.891970,0.450855,0.299829
1,20128,0.889696,0.531058,0.441930
1,20144,0.908568,0.517578,0.444912
1,20160,0.900263,0.484427,0.510695
1,20176,0.891070,0.519096,0.594038
1,20192,0.907257,0.520744,0.547221
1,20208,0.887518,0.578357,0.562974
1,20224,0.889701,0.546158,0.534573
1,20240,0.907126,0.532565,0.575990
1,20256,0.921433,0.522661,0.485380
1,20272,0.922891,0.539864,0.458697
1,20288,0.886880,0.510673,0.404460
1,20304,0.886114,0.447775,0.317589
1,20320,0.887233,0.397791,0.258197
1,20336,0.911018,0.449027,0.394459
1,20352,0.914800,0.423123,0.412905
1,20368,0.929771,0.414219,0.426388
1,20384,0.906669,0.412782,0.448429
1,20400,0.898659,0.430504,0.453668
1,20416,0.880079,0.393952,0.445262
1,20432,0.866859,0.418413,0.451814
1,20448,0.878832,0.512356,0.486201
1,20464,0.874419,0.525683,0.423385
1,20480,0.889184,0.473857,0.406738
1,65552,0.551936,0.561666,0.857285
1,65568,0.507461,0.574202,0.859127
1,65584,0.501835,0.578624,0.866116
1,65600,0.534496,0.569829,0.852546
1,65616,0.496413,0.511802,0.813327
1,65632,0.467761,0.461713,0.842941
1,65648,0.501684,0.480585,0.854068
1,65664,0.583785,0.500621,0.852925
1,65680,0.520495,0.499571,0.864071
1,65696,0.540185,0.546733,0.895585
1,65712,0.533578,0.543559,0.841491
1,65728,0.589879,0.575240,0.853069
1,65744,0.564972,0.543803,0.863431
1,65760,0.567652,0.559124,0.875366
1,65776,0.590698,0.568762,0.860434
1,65792,0.612779,0.569474,0.864159
1,65808,0.599510,0.610649,0.892793
1,65824,0.578291,0.564891,0.884216
1,65840,0.621644,0.557462,0.831747
1,65856,0.608636,0.508619,0.819692
1,65872,0.609230,0.524946,0.821863
1,65888,0.600489,0.558406,0.850306
1,65904,0.625100,0.524997,0.827447
1,65920,0.613854,0.525306,0.824372
1,65936,0.563338,0.549009,0.856066
1,65952,0.473306,0.572456,0.851453
1,65968,0.438674,0.511726,0.839885
1,65984,0.456386,0.532628,0.821032
1,66000,0.470670,0.554195,0.824315
1,66016,0.477960,0.519399,0.819474
1,66032,0.526136,0.549439,0.831475
1,66048,0.563818,0.589182,0.859281
1,66064,0.527432,0.556103,0.879511
1,66080,0.535962,0.510545,0.831219
1,66096,0.496131,0.516122,0.842271
1,66112,0.494007,0.490436,0.840253
1,66128,0.579945,0.509566,0.844700
1,66144,0.592701,0.547595,0.901711
1,66160,0.554578,0.535409,0.911328
1,66176,0.585930,0.581874,0.867480
1,66192,0.523794,0.560909,0.865699
1,66208,0.535690,0.595584,0.858135
1,66224,0.447165,0.605406,0.818555
1,66240,0.453853,0.599594,0.813093
1,66256,0.501647,0.537518,0.841956
1,66272,0.527485,0.532720,0.841032
1,66288,0.583061,0.572617,0.880100
1,66304,0.531068,0.581041,0.861444
1,66320,0.597740,0.550211,0.853647
1,66336,0.626056,0.569271,0.807042
1,66352,0.598493,0.506268,0.797113
1,66368,0.573031,0.507971,0.834901
1,66384,0.559701,0.505879,0.795243
1,66400,0.538976,0.500110,0.837971
1,66416,0.468428,0.519468,0.850281
1,66432,0.501715,0.581445,0.861175
1,66448,0.515614,0.558221,0.870613
1,66464,0.612811,0.586270,0.861361
1,66480,0.559110,0.660451,0.867414
1,66496,0.491667,0.653607,0.841056
1,66512,0.524796,0.652575,0.827371
1,66528,0.498969,0.614347,0.817529
1,66544,0.567701,0.599385,0.835151
1,66560,0.595406,0.610595,0.809265
1,66576,0.603080,0.613981,0.815874
1,66592,0.506719,0.616935,0.771576
1,66608,0.532961,0.594317,0.759336
1,66624,0.566246,0.612194,0.813355
1,66640,0.565585,0.613889,0.834503
1,66656,0.572958,0.655069,0.817942
1,66672,0.555888,0.613815,0.848756
1,66688,0.530740,0.542861,0.852819
1,66704,0.500854,0.524154,0.866962
1,66720,0.502750,0.500284,0.836866
1,66736,0.471858,0.508516,0.842298
1,66752,0.512965,0.496930,0.866076
1,66768,0.467015,0.516602,0.849973
1,66784,0.434436,0.499507,0.833391
1,66800,0.422870,0.508526,0.829452
1,66816,0.516186,0.566305,0.856185
1,66832,0.469685,0.566041,0.886551
1,66848,0.480965,0.545728,0.883181
1,66864,0.483070,0.537004,0.855967
1,66880,0.443386,0.579698,0.819240
1,66896,0.447973,0.560160,0.764070
1,66912,0.528225,0.533543,0.760222
1,66928,0.510636,0.487315,0.767991
1,66944,0.492091,0.516245,0.811250
1,66960,0.520874,0.539907,0.828362
1,66976,0.522626,0.528390,0.875854
1,66992,0.554167,0.507981,0.886651
1,67008,0.590769,0.495934,0.872553
1,67024,0.569512,0.571369,0.871090
1,67040,0.574907,0.613886,0.878238
1,67056,0.620204,0.614727,0.892835
1,67072,0.550534,0.589479,0.907333
1,67088,0.542995,0.552513,0.891430
1,67104,0.583021,0.566247,0.879895
1,67120,0.576066,0.533859,0.863458
1,67136,0.545876,0.555754,0.864535
1,67152,0.613011,0.497736,0.815427
1,67168,0.576051,0.504163,0.828774
1,67184,0.541622,0.500759,0.809789
1,67200,0.505358,0.495155,0.806282
1,67216,0.488311,0.565022,0.780280
1,67232,0.471207,0.464443,0.826912
1,67248,0.476057,0.509884,0.785808
1,67264,0.504791,0.505375,0.813143
1,67280,0.492436,0.538851,0.816887
1,67296,0.518184,0.565848,0.837452
1,67312,0.592533,0.633368,0.860387
1,67328,0.559734,0.525927,0.854253
1,67344,0.525173,0.507937,0.873983
1,67360,0.595545,0.534130,0.811119
1,67376,0.618303,0.590884,0.789265
1,67392,0.567985,0.531563,0.777785
1,67408,0.540808,0.508043,0.787236
1,67424,0.511404,0.592632,0.786274
1,67440,0.499010,0.508209,0.832844
1,67456,0.492256,0.487909,0.824081
1,67472,0.568824,0.533983,0.805000
1,67488,0.540232,0.499249,0.855469
1,67504,0.543219,0.544508,0.845376
1,67520,0.574122,0.633324,0.849607
1,67536,0.575305,0.596547,0.889157
1,67552,0.576804,0.620000,0.904439
1,67568,0.603242,0.553574,0.908583
1,67584,0.552595,0.568418,0.859947
1,67600,0.503690,0.642496,0.833012
1,67616,0.555512,0.638722,0.841154
1,67632,0.573678,0.641137,0.851624
1,67648,0.604859,0.609710,0.847749
1,67664,0.527352,0.616222,0.816776
1,67680,0.518120,0.607854,0.813036
1,67696,0.505105,0.598261,0.835604
1,67712,0.487554,0.643028,0.798656
1,67728,0.521166,0.559755,0.786728
1,67744,0.505231,0.614596,0.815638
1,67760,0.494118,0.593784,0.808524
1,67776,0.508526,0.579389,0.817937
1,67792,0.500721,0.530000,0.794132
1,67808,0.450208,0.483173,0.833557
1,67824,0.427879,0.522358,0.833706
1,67840,0.450750,0.548646,0.842507
1,67856,0.446204,0.531382,0.799194
1,67872,0.476641,0.564397,0.831499
1,67888,0.476940,0.542265,0.846133
1,67904,0.499328,0.583092,0.852980
1,67920,0.502482,0.602169,0.858291
1,67936,0.544944,0.615724,0.847959
1,67952,0.560354,0.608414,0.858704
1,67968,0.584970,0.536236,0.859161
1,67984,0.609476,0.556908,0.807600
1,68000,0.626409,0.541908,0.875525
1,68016,0.613350,0.511355,0.873072
1,68032,0.591151,0.555441,0.881783
1,68048,0.595905,0.615044,0.851655
1,68064,0.573104,0.608895,0.864559
1,68080,0.603557,0.590285,0.874745
1,68096,0.556190,0.571830,0.864749
1,68112,0.520049,0.579032,0.900321
1,68128,0.548519,0.565199,0.869812
1,68144,0.474054,0.612807,0.837793
1,68160,0.450948,0.665581,0.829973
1,68176,0.466974,0.627371,0.854770
1,68192,0.522892,0.623304,0.869952
1,68208,0.455739,0.623304,0.854566
1,68224,0.483962,0.621088,0.810674
1,68240,0.506818,0.634968,0.805063
1,68256,0.479618,0.577164,0.841921
1,68272,0.491066,0.574122,0.834827
1,68288,0.544460,0.580730,0.820541
1,68304,0.568779,0.580801,0.835197
1,68320,0.529440,0.574741,0.823009
1,68336,0.499119,0.573895,0.858364
1,68352,0.536196,0.526420,0.866943
1,68368,0.510030,0.471182,0.866380
1,68384,0.494123,0.472689,0.806102
1,68400,0.480345,0.451334,0.852493
1,68416,0.508307,0.449198,0.863135
1,68432,0.514292,0.514656,0.827049
1,68448,0.527326,0.476265,0.845850
1,68464,0.561482,0.494408,0.817682
1,68480,0.569431,0.543292,0.840277
1,68496,0.533844,0.582783,0.840235
1,68512,0.628546,0.585856,0.826748
1,68528,0.577698,0.599028,0.813837
1,68544,0.558086,0.530052,0.789035
1,68560,0.518614,0.510382,0.773013
1,68576,0.545242,0.527959,0.775805
1,68592,0.573004,0.507610,0.773715
1,68608,0.557652,0.516871,0.787302
1,68624,0.521544,0.532708,0.768471
1,68640,0.551512,0.570052,0.813209
1,68656,0.535592,0.541017,0.848335
1,68672,0.487971,0.541679,0.819060
1,68688,0.521730,0.484014,0.841821
1,68704,0.555584,0.514159,0.835996
1,68720,0.575636,0.490639,0.835346
1,68736,0.500771,0.471881,0.829662
1,68752,0.488280,0.493529,0.826488
1,68768,0.596514,0.504826,0.812606
1,68784,0.593466,0.519755,0.769575
1,68800,0.515061,0.514772,0.770452
1,68816,0.531849,0.537067,0.838899
1,68832,0.562549,0.548534,0.851720
1,68848,0.527849,0.541823,0.867982
1,68864,0.462338,0.580277,0.841507
1,68880,0.435948,0.565839,0.889865
1,68896,0.450052,0.519554,0.885273
1,68912,0.550785,0.496632,0.861068
1,68928,0.541226,0.492026,0.834836
1,68944,0.563328,0.550589,0.856949
1,68960,0.617497,0.554680,0.838840
1,68976,0.582563,0.556846,0.834102
1,68992,0.571889,0.546845,0.839431
1,69008,0.565959,0.578090,0.844328
1,69024,0.553126,0.592066,0.865748
1,69040,0.570934,0.593109,0.876344
1,69056,0.500046,0.501906,0.822131
1,69072,0.485211,0.541009,0.810086
1,69088,0.385129,0.510719,0.772495
1,69104,0.409798,0.520428,0.803250
1,69120,0.441719,0.569201,0.782559
1,69136,0.471806,0.591271,0.811658
1,69152,0.485003,0.514944,0.840369
1,69168,0.489873,0.467584,0.798679
1,69184,0.523202,0.521063,0.799103
1,69200,0.503332,0.529552,0.784372
1,69216,0.459848,0.525782,0.775175
1,69232,0.530896,0.504420,0.777413
1,69248,0.552150,0.524655,0.805042
1,69264,0.556300,0.536909,0.807141
1,69280,0.469444,0.536108,0.843279
1,69296,0.543249,0.497126,0.841863
1,69312,0.526335,0.450672,0.823976
1,69328,0.496550,0.530823,0.856303
1,69344,0.537464,0.593292,0.871458
1,69360,0.593021,0.582458,0.894491
1,69376,0.616039,0.544404,0.888793
1,69392,0.538699,0.514574,0.888968
1,69408,0.524894,0.541074,0.855017
1,69424,0.542305,0.547572,0.842353
1,69440,0.561658,0.550169,0.868587
1,69456,0.538375,0.573512,0.822701
1,69472,0.509755,0.501023,0.809129
1,69488,0.511507,0.503871,0.775712
1,69504,0.593566,0.492200,0.788320
1,69520,0.555327,0.496484,0.836181
1,69536,0.534328,0.490999,0.846844
1,69552,0.467310,0.436850,0.867124
1,69568,0.485258,0.431399,0.898895
1,69584,0.494556,0.438227,0.902152
1,69600,0.521990,0.499122,0.882623
1,69616,0.493718,0.498797,0.874259
1,69632,0.484643,0.539205,0.850890
1,262160,0.264776,0.276479,0.832717
1,262176,0.252552,0.366038,0.765018
1,262192,0.262048,0.355351,0.766533
1,262208,0.321255,0.400711,0.784681
1,262224,0.381784,0.431740,0.848517
1,262240,0.430868,0.430774,0.859465
1,262256,0.404164,0.369516,0.859698
1,262272,0.382638,0.367684,0.784247
1,262288,0.323216,0.411188,0.773594
1,262304,0.286415,0.281161,0.850974
1,262320,0.280756,0.263412,0.816040
1,262336,0.295045,0.309283,0.815548
1,262352,0.328123,0.363242,0.783859
1,262368,0.360386,0.368493,0.802177
1,262384,0.374817,0.323543,0.788261
1,262400,0.285056,0.256242,0.746608
1,262416,0.309813,0.279522,0.789835
1,262432,0.314454,0.277304,0.790706
1,262448,0.344291,0.264575,0.803283
1,262464,0.306209,0.312711,0.804844
1,262480,0.346756,0.296310,0.851327
1,262496,0.368149,0.345345,0.815343
1,262512,0.426379,0.367367,0.803927
1,262528,0.360935,0.401170,0.844545
1,262544,0.363752,0.383591,0.849990
1,262560,0.328729,0.369364,0.772277
1,262576,0.309790,0.395990,0.824314
1,262592,0.322453,0.395016,0.819849
1,262608,0.348759,0.402789,0.803710
1,262624,0.347692,0.332362,0.792829
1,262640,0.347030,0.326712,0.777955
1,262656,0.340143,0.323951,0.866948
1,262672,0.385502,0.367288,0.877559
1,262688,0.349704,0.338750,0.880347
1,262704,0.374027,0.396069,0.826196
1,262720,0.414065,0.363449,0.860595
1,262736,0.334363,0.338666,0.865874
1,262752,0.343330,0.366469,0.868103
1,262768,0.354536,0.372023,0.825715
1,262784,0.340747,0.357628,0.855576
1,262800,0.375415,0.415858,0.859686
1,262816,0.389130,0.379749,0.871589
1,262832,0.375041,0.290833,0.852015
1,262848,0.367561,0.332735,0.843548
1,262864,0.394763,0.297189,0.825599
1,262880,0.426730,0.398030,0.803883
1,262896,0.375417,0.354419,0.828318
1,262912,0.259075,0.331078,0.836716
1,262928,0.204558,0.442864,0.850595
1,262944,0.260673,0.364424,0.835697
1,262960,0.258493,0.311010,0.870135
1,262976,0.345209,0.349509,0.849308
1,262992,0.353722,0.330008,0.843951
1,263008,0.430096,0.405726,0.833534
1,263024,0.410328,0.278872,0.839539
1,263040,0.377852,0.297893,0.861347
1,263056,0.430416,0.345665,0.871549
1,263072,0.427625,0.378375,0.851526
1,263088,0.384599,0.402058,0.858608
1,263104,0.384691,0.440927,0.860810
1,263120,0.366528,0.462185,0.813355
1,263136,0.353083,0.489161,0.799063
1,263152,0.299899,0.446808,0.766514
1,263168,0.371649,0.389558,0.775784
1,263184,0.390474,0.437164,0.813111
1,263200,0.442806,0.460276,0.816253
1,263216,0.435797,0.467740,0.823147
1,263232,0.438702,0.433024,0.801166
1,263248,0.415750,0.415319,0.811819
1,263264,0.412057,0.426926,0.792945
1,263280,0.381498,0.492059,0.782651
1,263296,0.342143,0.469260,0.770592
1,263312,0.306745,0.346592,0.808700
1,263328,0.292801,0.373320,0.797622
1,263344,0.296345,0.338058,0.837176
1,263360,0.402427,0.379916,0.858925
1,263376,0.406784,0.393538,0.862170
1,263392,0.421677,0.322164,0.864376
1,263408,0.392560,0.383660,0.833660
1,263424,0.393213,0.344251,0.846126
1,263440,0.344104,0.368573,0.861164
1,263456,0.341273,0.302986,0.855744
1,263472,0.380512,0.239186,0.848250
1,263488,0.376886,0.284243,0.841353
1,263504,0.360184,0.211861,0.808581
1,263520,0.384296,0.249811,0.792610
1,263536,0.462152,0.203699,0.798850
1,263552,0.368759,0.212100,0.821641
1,263568,0.356328,0.301576,0.854286
1,263584,0.303113,0.285429,0.860013
1,263600,0.318225,0.395037,0.844122
1,263616,0.348761,0.340699,0.855530
1,263632,0.353539,0.340699,0.853383
1,263648,0.312416,0.380549,0.795167
1,263664,0.317791,0.383966,0.772961
1,263680,0.364276,0.383081,0.866575
1,263696,0.395150,0.388781,0.831732
1,263712,0.380874,0.369907,0.836590
1,263728,0.396495,0.369707,0.819018
1,263744,0.457285,0.387656,0.873843
1,263760,0.399719,0.374614,0.878345
1,263776,0.351935,0.403514,0.825981
1,263792,0.321191,0.412921,0.834490
1,263808,0.349895,0.477130,0.778750
1,263824,0.382443,0.480235,0.791442
1,263840,0.354284,0.439340,0.771401
1,263856,0.374528,0.397209,0.769127
1,263872,0.396254,0.408505,0.821105
1,263888,0.407505,0.399611,0.806218
1,263904,0.404200,0.371252,0.836802
1,263920,0.317577,0.332785,0.846277
1,263936,0.309664,0.365289,0.834127
1,263952,0.316767,0.365637,0.873472
1,263968,0.290279,0.299936,0.882498
1,263984,0.327066,0.235652,0.826911
1,264000,0.305086,0.239836,0.872507
1,264016,0.290497,0.286419,0.842376
1,264032,0.312206,0.285607,0.847852
1,264048,0.294047,0.272115,0.896682
1,264064,0.287931,0.226856,0.868402
1,264080,0.319136,0.268449,0.851305
1,264096,0.335741,0.363806,0.834398
1,264112,0.338312,0.382405,0.772445
1,264128,0.358511,0.308058,0.788072
1,264144,0.340182,0.350327,0.827403
1,264160,0.384929,0.375694,0.839214
1,264176,0.416223,0.306233,0.860289
1,264192,0.392817,0.331715,0.837610
1,264208,0.405175,0.323485,0.822443
1,264224,0.384516,0.296329,0.816305
1,264240,0.351275,0.291113,0.843875
1,264256,0.403216,0.268735,0.823764
1,264272,0.355643,0.266785,0.849970
1,264288,0.297727,0.260327,0.888708
1,264304,0.264457,0.276939,0.886090
1,264320,0.243058,0.280467,0.918789
1,264336,0.234424,0.307054,0.846518
1,264352,0.212426,0.303807,0.824591
1,264368,0.314501,0.302859,0.796549
1,264384,0.357516,0.305708,0.784221
1,264400,0.387332,0.337993,0.796036
1,264416,0.382012,0.307657,0.786463
1,264432,0.367627,0.303101,0.816642
1,264448,0.372044,0.345162,0.813786
1,264464,0.293499,0.353702,0.826032
1,264480,0.255776,0.372114,0.812619
1,264496,0.270368,0.364946,0.857951
1,264512,0.284200,0.355255,0.871360
1,264528,0.296443,0.375093,0.830189
1,264544,0.280206,0.391775,0.812817
1,264560,0.292907,0.387910,0.771375
1,264576,0.337899,0.343173,0.823758
1,264592,0.386803,0.345177,0.809291
1,264608,0.394393,0.348324,0.804555
1,264624,0.408727,0.385540,0.854881
1,264640,0.347247,0.384905,0.851273
1,264656,0.368198,0.389293,0.797035
1,264672,0.288267,0.374333,0.803749
1,264688,0.280313,0.392181,0.855660
1,264704,0.280708,0.418840,0.816469
1,264720,0.306319,0.448677,0.820093
1,264736,0.311708,0.374934,0.810712
1,264752,0.316060,0.335923,0.789190
1,264768,0.337773,0.284883,0.790963
1,264784,0.391176,0.205074,0.841547
1,264800,0.356843,0.203177,0.872661
1,264816,0.383302,0.252626,0.841743
1,264832,0.362880,0.287011,0.807327
1,264848,0.335247,0.301060,0.802135
1,264864,0.369045,0.356408,0.857886
1,264880,0.383193,0.361844,0.886519
1,264896,0.383333,0.350438,0.878583
1,264912,0.310299,0.330274,0.836476
1,264928,0.279197,0.341064,0.828061
1,264944,0.228854,0.303372,0.862801
1,264960,0.264987,0.329626,0.841963
1,264976,0.266191,0.297657,0.839535
1,264992,0.353970,0.352474,0.862438
1,265008,0.376102,0.375245,0.824015
1,265024,0.418295,0.416192,0.826184
1,265040,0.394009,0.436213,0.861795
1,265056,0.421276,0.423355,0.845201
1,265072,0.459300,0.428985,0.836272
1,265088,0.424187,0.393022,0.862424
1,265104,0.389758,0.395424,0.849732
1,265120,0.338392,0.344737,0.836376
