# N=25  K_max=10000  betanet=1.0000  generated=2026-06-05T13:04:38.284
alpha,T,disorder,phi,mode,logC
0.300,0.50000,9,-0.012032,honest,-30.0000
0.300,0.02500,10,0.988643,honest,-30.0000
0.300,0.05000,10,0.976759,honest,-30.0000
0.300,0.07500,10,0.964898,honest,-30.0000
0.300,0.10000,10,0.951434,honest,-30.0000
0.300,0.12500,10,0.943028,honest,-30.0000
0.300,0.15000,10,0.924795,honest,-30.0000
0.300,0.17500,10,0.920618,honest,-30.0000
0.300,0.20000,10,0.900367,honest,-30.0000
0.300,0.22500,10,0.901729,honest,-30.0000
0.300,0.25000,10,0.455941,honest,-30.0000
0.300,0.27500,10,0.874412,honest,-30.0000
0.300,0.30000,10,0.007333,honest,-30.0000
0.300,0.32500,10,-0.114406,honest,-30.0000
0.300,0.35000,10,-0.154625,honest,-30.0000
0.300,0.37500,10,0.047014,honest,-30.0000
0.300,0.40000,10,-0.051154,honest,-30.0000
0.300,0.42500,10,-0.039667,honest,-30.0000
0.300,0.45000,10,0.129497,honest,-30.0000
0.300,0.47500,10,-0.042240,honest,-30.0000
0.300,0.50000,10,0.079492,honest,-30.0000
0.300,0.02500,11,0.986529,honest,-30.0000
0.300,0.05000,11,0.974585,honest,-30.0000
0.300,0.07500,11,0.961437,honest,-30.0000
0.300,0.10000,11,0.951728,honest,-30.0000
0.300,0.12500,11,0.939249,honest,-30.0000
0.300,0.15000,11,0.927023,honest,-30.0000
0.300,0.17500,11,0.920516,honest,-30.0000
0.300,0.20000,11,0.510032,honest,-30.0000
0.300,0.22500,11,0.655247,honest,-30.0000
0.300,0.25000,11,0.886569,honest,-30.0000
0.300,0.27500,11,0.870055,honest,-30.0000
0.300,0.30000,11,0.692502,honest,-30.0000
0.300,0.32500,11,0.090761,honest,-30.0000
0.300,0.35000,11,0.075423,honest,-30.0000
0.300,0.37500,11,0.044398,honest,-30.0000
0.300,0.40000,11,-0.171517,honest,-30.0000
0.300,0.42500,11,0.133657,honest,-30.0000
0.300,0.45000,11,0.037190,honest,-30.0000
0.300,0.47500,11,-0.009018,honest,-30.0000
0.300,0.50000,11,0.103177,honest,-30.0000
0.300,0.02500,12,0.987231,honest,-30.0000
0.300,0.05000,12,0.977716,honest,-30.0000
0.300,0.07500,12,0.960027,honest,-30.0000
0.300,0.10000,12,0.952259,honest,-30.0000
0.300,0.12500,12,0.939919,honest,-30.0000
0.300,0.15000,12,0.933804,honest,-30.0000
0.300,0.17500,12,0.917921,honest,-30.0000
0.300,0.20000,12,0.906758,honest,-30.0000
0.300,0.22500,12,0.604040,honest,-30.0000
0.300,0.25000,12,0.422098,honest,-30.0000
0.300,0.27500,12,0.875800,honest,-30.0000
0.300,0.30000,12,0.269704,honest,-30.0000
0.300,0.32500,12,-0.149107,honest,-30.0000
0.300,0.35000,12,0.064214,honest,-30.0000
0.300,0.37500,12,0.285587,honest,-30.0000
0.300,0.40000,12,0.048126,honest,-30.0000
0.300,0.42500,12,-0.039726,honest,-30.0000
0.300,0.45000,12,0.033693,honest,-30.0000
0.300,0.47500,12,0.008152,honest,-30.0000
0.300,0.50000,12,-0.060755,honest,-30.0000
0.300,0.02500,13,0.987602,honest,-30.0000
0.300,0.05000,13,0.978487,honest,-30.0000
0.300,0.07500,13,0.966403,honest,-30.0000
0.300,0.10000,13,0.956697,honest,-30.0000
0.300,0.12500,13,0.943187,honest,-30.0000
0.300,0.15000,13,0.931838,honest,-30.0000
0.300,0.17500,13,0.925236,honest,-30.0000
0.300,0.20000,13,0.902025,honest,-30.0000
0.300,0.22500,13,0.897204,honest,-30.0000
0.300,0.25000,13,0.590956,honest,-30.0000
0.300,0.27500,13,0.373520,honest,-30.0000
0.300,0.30000,13,-0.044410,honest,-30.0000
0.300,0.32500,13,0.089829,honest,-30.0000
0.300,0.35000,13,0.041585,honest,-30.0000
0.300,0.37500,13,-0.055222,honest,-30.0000
0.300,0.40000,13,0.056617,honest,-30.0000
0.300,0.42500,13,-0.086244,honest,-30.0000
0.300,0.45000,13,-0.083891,honest,-30.0000
0.300,0.47500,13,-0.033040,honest,-30.0000
0.300,0.50000,13,0.078400,honest,-30.0000
0.300,0.02500,14,0.988979,honest,-30.0000
0.300,0.05000,14,0.974520,honest,-30.0000
0.300,0.07500,14,0.964178,honest,-30.0000
0.300,0.10000,14,0.953135,honest,-30.0000
0.300,0.12500,14,0.940833,honest,-30.0000
0.300,0.15000,14,0.926590,honest,-30.0000
0.300,0.17500,14,0.923196,honest,-30.0000
0.300,0.20000,14,0.907524,honest,-30.0000
0.300,0.22500,14,0.903362,honest,-30.0000
0.300,0.25000,14,0.373896,honest,-30.0000
0.300,0.27500,14,0.207335,honest,-30.0000
0.300,0.30000,14,-0.097365,honest,-30.0000
0.300,0.32500,14,0.001599,honest,-30.0000
0.300,0.35000,14,0.191720,honest,-30.0000
0.300,0.37500,14,-0.098132,honest,-30.0000
0.300,0.40000,14,0.085492,honest,-30.0000
0.300,0.42500,14,0.031460,honest,-30.0000
0.300,0.45000,14,0.051929,honest,-30.0000
0.300,0.47500,14,-0.043409,honest,-30.0000
0.300,0.50000,14,-0.050907,honest,-30.0000
0.300,0.02500,15,0.989002,honest,-30.0000
0.300,0.05000,15,0.975845,honest,-30.0000
0.300,0.07500,15,0.965272,honest,-30.0000
0.300,0.10000,15,0.951330,honest,-30.0000
0.300,0.12500,15,0.934909,honest,-30.0000
0.300,0.15000,15,0.930566,honest,-30.0000
0.300,0.17500,15,0.914996,honest,-30.0000
0.300,0.20000,15,0.908681,honest,-30.0000
0.300,0.22500,15,0.903631,honest,-30.0000
0.300,0.25000,15,0.875965,honest,-30.0000
0.300,0.27500,15,0.863868,honest,-30.0000
0.300,0.30000,15,-0.156456,honest,-30.0000
0.300,0.32500,15,0.063527,honest,-30.0000
0.300,0.35000,15,0.047995,honest,-30.0000
0.300,0.37500,15,-0.211951,honest,-30.0000
0.300,0.40000,15,-0.014721,honest,-30.0000
0.300,0.42500,15,-0.049500,honest,-30.0000
0.300,0.45000,15,-0.022036,honest,-30.0000
0.300,0.47500,15,0.018767,honest,-30.0000
0.300,0.50000,15,0.019498,honest,-30.0000
0.300,0.02500,16,0.988318,honest,-30.0000
0.300,0.05000,16,0.977428,honest,-30.0000
0.300,0.07500,16,0.959846,honest,-30.0000
0.300,0.10000,16,0.952569,honest,-30.0000
0.300,0.12500,16,0.940599,honest,-30.0000
0.300,0.15000,16,0.923820,honest,-30.0000
0.300,0.17500,16,0.920209,honest,-30.0000
0.300,0.20000,16,0.577582,honest,-30.0000
0.300,0.22500,16,0.895541,honest,-30.0000
0.300,0.25000,16,0.728598,honest,-30.0000
0.300,0.27500,16,0.026880,honest,-30.0000
0.300,0.30000,16,-0.024122,honest,-30.0000
0.300,0.32500,16,0.045488,honest,-30.0000
0.300,0.35000,16,0.122108,honest,-30.0000
0.300,0.37500,16,0.019329,honest,-30.0000
0.300,0.40000,16,-0.145513,honest,-30.0000
0.300,0.42500,16,-0.047161,honest,-30.0000
0.300,0.45000,16,0.001408,honest,-30.0000
0.300,0.47500,16,-0.006422,honest,-30.0000
0.300,0.50000,16,-0.013806,honest,-30.0000
0.350,0.02500,1,0.989425,honest,-30.0000
0.350,0.05000,1,0.976583,honest,-30.0000
0.350,0.07500,1,0.966161,honest,-30.0000
0.350,0.10000,1,0.954754,honest,-30.0000
0.350,0.12500,1,0.940665,honest,-30.0000
0.350,0.15000,1,0.930820,honest,-30.0000
0.350,0.17500,1,0.920326,honest,-30.0000
0.350,0.20000,1,0.900313,honest,-30.0000
0.350,0.22500,1,0.896716,honest,-30.0000
0.350,0.25000,1,0.482920,honest,-30.0000
0.350,0.27500,1,0.004170,honest,-30.0000
0.350,0.30000,1,-0.062509,honest,-30.0000
0.350,0.32500,1,-0.104794,honest,-30.0000
0.350,0.35000,1,0.070594,honest,-30.0000
0.350,0.37500,1,-0.007744,honest,-30.0000
0.350,0.40000,1,-0.052244,honest,-30.0000
0.350,0.42500,1,-0.048789,honest,-30.0000
0.350,0.45000,1,0.027484,honest,-30.0000
0.350,0.47500,1,-0.017813,honest,-30.0000
0.350,0.50000,1,-0.013752,honest,-30.0000
0.350,0.02500,2,0.988316,honest,-30.0000
0.350,0.05000,2,0.975782,honest,-30.0000
0.350,0.07500,2,0.963591,honest,-30.0000
0.350,0.10000,2,0.949524,honest,-30.0000
0.350,0.12500,2,0.936997,honest,-30.0000
0.350,0.15000,2,0.924158,honest,-30.0000
0.350,0.17500,2,0.918818,honest,-30.0000
0.350,0.20000,2,0.648173,honest,-30.0000
0.350,0.22500,2,0.488379,honest,-30.0000
0.350,0.25000,2,0.423954,honest,-30.0000
0.350,0.27500,2,0.259050,honest,-30.0000
0.350,0.30000,2,-0.086608,honest,-30.0000
0.350,0.32500,2,0.142243,honest,-30.0000
0.350,0.35000,2,0.054492,honest,-30.0000
0.350,0.37500,2,-0.051612,honest,-30.0000
0.350,0.40000,2,-0.025127,honest,-30.0000
0.350,0.42500,2,0.110950,honest,-30.0000
0.350,0.45000,2,0.003630,honest,-30.0000
0.350,0.47500,2,-0.061667,honest,-30.0000
0.350,0.50000,2,0.052414,honest,-30.0000
0.350,0.02500,3,0.986969,honest,-30.0000
0.350,0.05000,3,0.975951,honest,-30.0000
0.350,0.07500,3,0.965135,honest,-30.0000
0.350,0.10000,3,0.953059,honest,-30.0000
0.350,0.12500,3,0.944902,honest,-30.0000
0.350,0.15000,3,0.928530,honest,-30.0000
0.350,0.17500,3,0.913365,honest,-30.0000
0.350,0.20000,3,0.911304,honest,-30.0000
0.350,0.22500,3,0.896503,honest,-30.0000
0.350,0.25000,3,0.141575,honest,-30.0000
0.350,0.27500,3,-0.062661,honest,-30.0000
0.350,0.30000,3,-0.119146,honest,-30.0000
0.350,0.32500,3,-0.148851,honest,-30.0000
0.350,0.35000,3,0.059159,honest,-30.0000
0.350,0.37500,3,-0.024947,honest,-30.0000
0.350,0.40000,3,-0.013401,honest,-30.0000
0.350,0.42500,3,0.013386,honest,-30.0000
0.350,0.45000,3,-0.016600,honest,-30.0000
0.350,0.47500,3,-0.013331,honest,-30.0000
0.350,0.50000,3,0.001293,honest,-30.0000
0.350,0.02500,4,0.988711,honest,-30.0000
0.350,0.05000,4,0.979069,honest,-30.0000
0.350,0.07500,4,0.963450,honest,-30.0000
0.350,0.10000,4,0.954049,honest,-30.0000
0.350,0.12500,4,0.941056,honest,-30.0000
0.350,0.15000,4,0.926859,honest,-30.0000
0.350,0.17500,4,0.916859,honest,-30.0000
0.350,0.20000,4,0.687041,honest,-30.0000
0.350,0.22500,4,0.889767,honest,-30.0000
0.350,0.25000,4,0.210022,honest,-30.0000
0.350,0.27500,4,-0.205504,honest,-30.0000
0.350,0.30000,4,0.016788,honest,-30.0000
0.350,0.32500,4,-0.111540,honest,-30.0000
0.350,0.35000,4,-0.042673,honest,-30.0000
0.350,0.37500,4,0.062970,honest,-30.0000
0.350,0.40000,4,-0.066416,honest,-30.0000
0.350,0.42500,4,0.060622,honest,-30.0000
0.350,0.45000,4,-0.007299,honest,-30.0000
0.350,0.47500,4,-0.015023,honest,-30.0000
0.350,0.50000,4,-0.005845,honest,-30.0000
0.350,0.02500,5,0.988388,honest,-30.0000
0.350,0.05000,5,0.972686,honest,-30.0000
0.350,0.07500,5,0.965845,honest,-30.0000
0.350,0.10000,5,0.953164,honest,-30.0000
0.350,0.12500,5,0.940834,honest,-30.0000
0.350,0.15000,5,0.934194,honest,-30.0000
0.350,0.17500,5,0.581542,honest,-30.0000
0.350,0.20000,5,0.900636,honest,-30.0000
0.350,0.22500,5,0.561087,honest,-30.0000
0.350,0.25000,5,0.454703,honest,-30.0000
0.350,0.27500,5,0.038535,honest,-30.0000
0.350,0.30000,5,-0.018730,honest,-30.0000
0.350,0.32500,5,-0.022558,honest,-30.0000
0.350,0.35000,5,0.036730,honest,-30.0000
0.350,0.37500,5,0.053551,honest,-30.0000
0.350,0.40000,5,-0.111976,honest,-30.0000
0.350,0.42500,5,-0.049765,honest,-30.0000
0.350,0.45000,5,-0.002909,honest,-30.0000
0.350,0.47500,5,0.039398,honest,-30.0000
0.350,0.50000,5,-0.017393,honest,-30.0000
0.350,0.02500,6,0.989296,honest,-30.0000
0.350,0.05000,6,0.975491,honest,-30.0000
0.350,0.07500,6,0.966144,honest,-30.0000
0.350,0.10000,6,0.957812,honest,-30.0000
0.350,0.12500,6,0.941164,honest,-30.0000
0.350,0.15000,6,0.932035,honest,-30.0000
0.350,0.17500,6,0.919013,honest,-30.0000
0.350,0.20000,6,0.564005,honest,-30.0000
0.350,0.22500,6,0.896168,honest,-30.0000
0.350,0.25000,6,-0.027470,honest,-30.0000
0.350,0.27500,6,0.082485,honest,-30.0000
0.350,0.30000,6,-0.093737,honest,-30.0000
0.350,0.32500,6,0.079244,honest,-30.0000
0.350,0.35000,6,0.023031,honest,-30.0000
0.350,0.37500,6,-0.037052,honest,-30.0000
0.350,0.40000,6,-0.037126,honest,-30.0000
0.350,0.42500,6,0.082729,honest,-30.0000
0.350,0.45000,6,-0.049535,honest,-30.0000
0.350,0.47500,6,0.044394,honest,-30.0000
0.350,0.50000,6,-0.016737,honest,-30.0000
0.350,0.02500,7,0.988660,honest,-30.0000
0.350,0.05000,7,0.977165,honest,-30.0000
0.350,0.07500,7,0.964773,honest,-30.0000
0.350,0.10000,7,0.954938,honest,-30.0000
0.350,0.12500,7,0.937117,honest,-30.0000
0.350,0.15000,7,0.931870,honest,-30.0000
0.350,0.17500,7,0.916509,honest,-30.0000
0.350,0.20000,7,0.124100,honest,-30.0000
0.350,0.22500,7,0.290633,honest,-30.0000
0.350,0.25000,7,0.384357,honest,-30.0000
0.350,0.27500,7,0.179363,honest,-30.0000
0.350,0.30000,7,0.015665,honest,-30.0000
0.350,0.32500,7,0.016498,honest,-30.0000
0.350,0.35000,7,-0.142352,honest,-30.0000
0.350,0.37500,7,0.051400,honest,-30.0000
0.350,0.40000,7,0.091012,honest,-30.0000
0.350,0.42500,7,-0.003076,honest,-30.0000
0.350,0.45000,7,-0.031669,honest,-30.0000
0.350,0.47500,7,0.004621,honest,-30.0000
0.350,0.50000,7,0.031531,honest,-30.0000
0.350,0.02500,8,0.990452,honest,-30.0000
0.350,0.05000,8,0.975176,honest,-30.0000
0.350,0.07500,8,0.966816,honest,-30.0000
0.350,0.10000,8,0.958795,honest,-30.0000
0.350,0.12500,8,0.944546,honest,-30.0000
0.350,0.15000,8,0.930273,honest,-30.0000
0.350,0.17500,8,0.919839,honest,-30.0000
0.350,0.20000,8,0.901078,honest,-30.0000
0.350,0.22500,8,0.306283,honest,-30.0000
0.350,0.25000,8,0.032230,honest,-30.0000
0.350,0.27500,8,-0.091501,honest,-30.0000
0.350,0.30000,8,-0.179389,honest,-30.0000
0.350,0.32500,8,0.119758,honest,-30.0000
0.350,0.35000,8,0.046467,honest,-30.0000
0.350,0.37500,8,-0.030475,honest,-30.0000
0.350,0.40000,8,0.051770,honest,-30.0000
0.350,0.42500,8,0.030085,honest,-30.0000
0.350,0.45000,8,0.022964,honest,-30.0000
0.350,0.47500,8,-0.043504,honest,-30.0000
0.350,0.50000,8,-0.022097,honest,-30.0000
0.350,0.02500,9,0.988278,honest,-30.0000
0.350,0.05000,9,0.975731,honest,-30.0000
0.350,0.07500,9,0.960782,honest,-30.0000
0.350,0.10000,9,0.954990,honest,-30.0000
0.350,0.12500,9,0.942496,honest,-30.0000
0.350,0.15000,9,0.931875,honest,-30.0000
0.350,0.17500,9,0.924765,honest,-30.0000
0.350,0.20000,9,0.909068,honest,-30.0000
0.350,0.22500,9,0.354789,honest,-30.0000
0.350,0.25000,9,0.007758,honest,-30.0000
0.350,0.27500,9,0.073421,honest,-30.0000
0.350,0.30000,9,-0.243532,honest,-30.0000
0.350,0.32500,9,-0.095012,honest,-30.0000
0.350,0.35000,9,-0.010330,honest,-30.0000
0.350,0.37500,9,-0.045109,honest,-30.0000
0.350,0.40000,9,0.016791,honest,-30.0000
0.350,0.42500,9,-0.023648,honest,-30.0000
0.350,0.45000,9,-0.000514,honest,-30.0000
0.350,0.47500,9,-0.030329,honest,-30.0000
0.350,0.50000,9,-0.009093,honest,-30.0000
0.350,0.02500,10,0.990128,honest,-30.0000
0.350,0.05000,10,0.975886,honest,-30.0000
0.350,0.07500,10,0.960986,honest,-30.0000
0.350,0.10000,10,0.956304,honest,-30.0000
0.350,0.12500,10,0.940388,honest,-30.0000
0.350,0.15000,10,0.929870,honest,-30.0000
0.350,0.17500,10,0.912699,honest,-30.0000
0.350,0.20000,10,0.907031,honest,-30.0000
0.350,0.22500,10,0.189552,honest,-30.0000
0.350,0.25000,10,0.310237,honest,-30.0000
0.350,0.27500,10,-0.199545,honest,-30.0000
0.350,0.30000,10,-0.175359,honest,-30.0000
0.350,0.32500,10,0.147914,honest,-30.0000
0.350,0.35000,10,-0.067073,honest,-30.0000
0.350,0.37500,10,-0.095555,honest,-30.0000
0.350,0.40000,10,0.083326,honest,-30.0000
0.350,0.42500,10,-0.033203,honest,-30.0000
0.350,0.45000,10,-0.000298,honest,-30.0000
0.350,0.47500,10,0.045997,honest,-30.0000
0.350,0.50000,10,0.007702,honest,-30.0000
0.350,0.02500,11,0.986933,honest,-30.0000
0.350,0.05000,11,0.979605,honest,-30.0000
0.350,0.07500,11,0.968383,honest,-30.0000
0.350,0.10000,11,0.957938,honest,-30.0000
0.350,0.12500,11,0.940661,honest,-30.0000
0.350,0.15000,11,0.934178,honest,-30.0000
0.350,0.17500,11,0.917194,honest,-30.0000
0.350,0.20000,11,0.902291,honest,-30.0000
0.350,0.22500,11,0.463652,honest,-30.0000
0.350,0.25000,11,0.310997,honest,-30.0000
0.350,0.27500,11,-0.278747,honest,-30.0000
0.350,0.30000,11,-0.160108,honest,-30.0000
0.350,0.32500,11,-0.031865,honest,-30.0000
0.350,0.35000,11,0.034834,honest,-30.0000
0.350,0.37500,11,0.041720,honest,-30.0000
0.350,0.40000,11,0.067262,honest,-30.0000
0.350,0.42500,11,0.046977,honest,-30.0000
0.350,0.45000,11,-0.046613,honest,-30.0000
0.350,0.47500,11,-0.052560,honest,-30.0000
0.350,0.50000,11,-0.002381,honest,-30.0000
0.350,0.02500,12,0.988421,honest,-30.0000
0.350,0.05000,12,0.976440,honest,-30.0000
0.350,0.07500,12,0.964019,honest,-30.0000
0.350,0.10000,12,0.955353,honest,-30.0000
0.350,0.12500,12,0.938439,honest,-30.0000
0.350,0.15000,12,0.925147,honest,-30.0000
0.350,0.17500,12,0.568065,honest,-30.0000
0.350,0.20000,12,0.907785,honest,-30.0000
0.350,0.22500,12,0.723705,honest,-30.0000
0.350,0.25000,12,0.384745,honest,-30.0000
