# N=25  K_max=10000  betanet=1.0000  generated=2026-06-05T13:04:38.284
alpha,T,disorder,phi,mode,logC
0.500,0.20000,1,0.481594,smart,-7.3449
0.500,0.22500,1,0.521155,smart,-7.3449
0.500,0.25000,1,0.479937,smart,-7.3449
0.500,0.27500,1,0.441561,smart,-7.3449
0.500,0.30000,1,0.443846,smart,-7.3449
0.500,0.32500,1,0.411070,smart,-7.3449
0.500,0.35000,1,0.438700,smart,-7.3449
0.500,0.37500,1,0.421837,smart,-7.3449
0.500,0.40000,1,0.394490,smart,-7.3449
0.500,0.42500,1,0.409997,smart,-7.3449
0.500,0.45000,1,0.363322,smart,-7.3449
0.500,0.47500,1,0.359310,smart,-7.3449
0.500,0.50000,1,0.362935,smart,-7.3449
0.500,0.02500,2,0.986591,smart,-7.3552
0.500,0.05000,2,0.975412,smart,-7.3552
0.500,0.07500,2,0.955103,smart,-7.3552
0.500,0.10000,2,0.448388,smart,-7.3552
0.500,0.12500,2,0.466991,smart,-7.3552
0.500,0.15000,2,0.426151,smart,-7.3552
0.500,0.17500,2,0.442499,smart,-7.3552
0.500,0.20000,2,0.439325,smart,-7.3552
0.500,0.22500,2,0.505984,smart,-7.3552
0.500,0.25000,2,0.446394,smart,-7.3552
0.500,0.27500,2,0.467140,smart,-7.3552
0.500,0.30000,2,0.449847,smart,-7.3552
0.500,0.32500,2,0.425346,smart,-7.3552
0.500,0.35000,2,0.412603,smart,-7.3552
0.500,0.37500,2,0.387439,smart,-7.3552
0.500,0.40000,2,0.412061,smart,-7.3552
0.500,0.42500,2,0.351787,smart,-7.3552
0.500,0.45000,2,0.397203,smart,-7.3552
0.500,0.47500,2,0.347266,smart,-7.3552
0.500,0.50000,2,0.354596,smart,-7.3552
0.500,0.02500,3,0.986157,smart,-7.3464
0.500,0.05000,3,0.975389,smart,-7.3464
0.500,0.07500,3,0.959652,smart,-7.3464
0.500,0.10000,3,0.700462,smart,-7.3464
0.500,0.12500,3,0.444457,smart,-7.3464
0.500,0.15000,3,0.368459,smart,-7.3464
0.500,0.17500,3,0.472103,smart,-7.3464
0.500,0.20000,3,0.466407,smart,-7.3464
0.500,0.22500,3,0.484922,smart,-7.3464
0.500,0.25000,3,0.524002,smart,-7.3464
0.500,0.27500,3,0.495793,smart,-7.3464
0.500,0.30000,3,0.471544,smart,-7.3464
0.500,0.32500,3,0.442428,smart,-7.3464
0.500,0.35000,3,0.421769,smart,-7.3464
0.500,0.37500,3,0.430964,smart,-7.3464
0.500,0.40000,3,0.414365,smart,-7.3464
0.500,0.42500,3,0.364982,smart,-7.3464
0.500,0.45000,3,0.409474,smart,-7.3464
0.500,0.47500,3,0.414217,smart,-7.3464
0.500,0.50000,3,0.329338,smart,-7.3464
0.500,0.02500,4,0.987707,smart,-7.3357
0.500,0.05000,4,0.975372,smart,-7.3357
0.500,0.07500,4,0.963480,smart,-7.3357
0.500,0.10000,4,0.947156,smart,-7.3357
0.500,0.12500,4,0.466755,smart,-7.3357
0.500,0.15000,4,0.421222,smart,-7.3357
0.500,0.17500,4,0.412170,smart,-7.3357
0.500,0.20000,4,0.505652,smart,-7.3357
0.500,0.22500,4,0.500459,smart,-7.3357
0.500,0.25000,4,0.464250,smart,-7.3357
0.500,0.27500,4,0.457803,smart,-7.3357
0.500,0.30000,4,0.445467,smart,-7.3357
0.500,0.32500,4,0.437141,smart,-7.3357
0.500,0.35000,4,0.389842,smart,-7.3357
0.500,0.37500,4,0.415607,smart,-7.3357
0.500,0.40000,4,0.403771,smart,-7.3357
0.500,0.42500,4,0.429287,smart,-7.3357
0.500,0.45000,4,0.370890,smart,-7.3357
0.500,0.47500,4,0.368402,smart,-7.3357
0.500,0.50000,4,0.325777,smart,-7.3357
0.500,0.02500,5,0.987451,smart,-7.3411
0.500,0.05000,5,0.977181,smart,-7.3411
0.500,0.07500,5,0.955272,smart,-7.3411
0.500,0.10000,5,0.540680,smart,-7.3411
0.500,0.12500,5,0.541789,smart,-7.3411
0.500,0.15000,5,0.351681,smart,-7.3411
0.500,0.17500,5,0.532720,smart,-7.3411
0.500,0.20000,5,0.430694,smart,-7.3411
0.500,0.22500,5,0.516790,smart,-7.3411
0.500,0.25000,5,0.428946,smart,-7.3411
0.500,0.27500,5,0.455338,smart,-7.3411
0.500,0.30000,5,0.414904,smart,-7.3411
0.500,0.32500,5,0.424911,smart,-7.3411
0.500,0.35000,5,0.415453,smart,-7.3411
0.500,0.37500,5,0.411315,smart,-7.3411
0.500,0.40000,5,0.404799,smart,-7.3411
0.500,0.42500,5,0.410402,smart,-7.3411
0.500,0.45000,5,0.388929,smart,-7.3411
0.500,0.47500,5,0.365420,smart,-7.3411
0.500,0.50000,5,0.355904,smart,-7.3411
0.500,0.02500,6,0.988787,smart,-7.3330
0.500,0.05000,6,0.972218,smart,-7.3330
0.500,0.07500,6,0.959320,smart,-7.3330
0.500,0.10000,6,0.570718,smart,-7.3330
0.500,0.12500,6,0.413700,smart,-7.3330
0.500,0.15000,6,0.547353,smart,-7.3330
0.500,0.17500,6,0.450370,smart,-7.3330
0.500,0.20000,6,0.429279,smart,-7.3330
0.500,0.22500,6,0.444696,smart,-7.3330
0.500,0.25000,6,0.491007,smart,-7.3330
0.500,0.27500,6,0.485917,smart,-7.3330
0.500,0.30000,6,0.463872,smart,-7.3330
0.500,0.32500,6,0.446968,smart,-7.3330
0.500,0.35000,6,0.436206,smart,-7.3330
0.500,0.37500,6,0.408205,smart,-7.3330
0.500,0.40000,6,0.417065,smart,-7.3330
0.500,0.42500,6,0.404612,smart,-7.3330
0.500,0.45000,6,0.322589,smart,-7.3330
0.500,0.47500,6,0.367374,smart,-7.3330
0.500,0.50000,6,0.349643,smart,-7.3330
0.500,0.02500,7,0.987192,smart,-7.3399
0.500,0.05000,7,0.970877,smart,-7.3399
0.500,0.07500,7,0.963885,smart,-7.3399
0.500,0.10000,7,0.550368,smart,-7.3399
0.500,0.12500,7,0.532240,smart,-7.3399
0.500,0.15000,7,0.458832,smart,-7.3399
0.500,0.17500,7,0.423998,smart,-7.3399
0.500,0.20000,7,0.495144,smart,-7.3399
0.500,0.22500,7,0.448326,smart,-7.3399
0.500,0.25000,7,0.467888,smart,-7.3399
0.500,0.27500,7,0.452307,smart,-7.3399
0.500,0.30000,7,0.427141,smart,-7.3399
0.500,0.32500,7,0.442986,smart,-7.3399
0.500,0.35000,7,0.443510,smart,-7.3399
0.500,0.37500,7,0.402165,smart,-7.3399
0.500,0.40000,7,0.408919,smart,-7.3399
0.500,0.42500,7,0.433154,smart,-7.3399
0.500,0.45000,7,0.367994,smart,-7.3399
0.500,0.47500,7,0.370049,smart,-7.3399
0.500,0.50000,7,0.344158,smart,-7.3399
0.500,0.02500,8,0.987081,smart,-7.3400
0.500,0.05000,8,0.969383,smart,-7.3400
0.500,0.07500,8,0.957022,smart,-7.3400
0.500,0.10000,8,0.937164,smart,-7.3400
0.500,0.12500,8,0.430798,smart,-7.3400
0.500,0.15000,8,0.393919,smart,-7.3400
0.500,0.17500,8,0.482033,smart,-7.3400
0.500,0.20000,8,0.452731,smart,-7.3400
0.500,0.22500,8,0.470761,smart,-7.3400
0.500,0.25000,8,0.505231,smart,-7.3400
0.500,0.27500,8,0.440960,smart,-7.3400
0.500,0.30000,8,0.460710,smart,-7.3400
0.500,0.32500,8,0.428594,smart,-7.3400
0.500,0.35000,8,0.426182,smart,-7.3400
0.500,0.37500,8,0.412464,smart,-7.3400
0.500,0.40000,8,0.416783,smart,-7.3400
0.500,0.42500,8,0.369106,smart,-7.3400
0.500,0.45000,8,0.316847,smart,-7.3400
0.500,0.47500,8,0.388652,smart,-7.3400
0.500,0.50000,8,0.390742,smart,-7.3400
0.500,0.02500,9,0.986934,smart,-7.3390
0.500,0.05000,9,0.977143,smart,-7.3390
0.500,0.07500,9,0.958535,smart,-7.3390
0.500,0.10000,9,0.939149,smart,-7.3390
0.500,0.12500,9,0.473557,smart,-7.3390
0.500,0.15000,9,0.397708,smart,-7.3390
0.500,0.17500,9,0.438300,smart,-7.3390
0.500,0.20000,9,0.546851,smart,-7.3390
0.500,0.22500,9,0.489134,smart,-7.3390
0.500,0.25000,9,0.485792,smart,-7.3390
0.500,0.27500,9,0.469015,smart,-7.3390
0.500,0.30000,9,0.448522,smart,-7.3390
0.500,0.32500,9,0.464273,smart,-7.3390
0.500,0.35000,9,0.405461,smart,-7.3390
0.500,0.37500,9,0.401490,smart,-7.3390
0.500,0.40000,9,0.409955,smart,-7.3390
0.500,0.42500,9,0.389454,smart,-7.3390
0.500,0.45000,9,0.353342,smart,-7.3390
0.500,0.47500,9,0.367929,smart,-7.3390
0.500,0.50000,9,0.357952,smart,-7.3390
0.500,0.02500,10,0.988402,smart,-7.3443
0.500,0.05000,10,0.973839,smart,-7.3443
0.500,0.07500,10,0.963895,smart,-7.3443
0.500,0.10000,10,0.449828,smart,-7.3443
0.500,0.12500,10,0.438248,smart,-7.3443
0.500,0.15000,10,0.451375,smart,-7.3443
0.500,0.17500,10,0.498705,smart,-7.3443
0.500,0.20000,10,0.473339,smart,-7.3443
0.500,0.22500,10,0.453799,smart,-7.3443
0.500,0.25000,10,0.450972,smart,-7.3443
0.500,0.27500,10,0.455146,smart,-7.3443
0.500,0.30000,10,0.432578,smart,-7.3443
0.500,0.32500,10,0.434546,smart,-7.3443
0.500,0.35000,10,0.441865,smart,-7.3443
0.500,0.37500,10,0.401644,smart,-7.3443
0.500,0.40000,10,0.424227,smart,-7.3443
0.500,0.42500,10,0.413459,smart,-7.3443
0.500,0.45000,10,0.385465,smart,-7.3443
0.500,0.47500,10,0.391710,smart,-7.3443
0.500,0.50000,10,0.325333,smart,-7.3443
0.550,0.02500,1,0.982985,smart,-4.5436
0.550,0.05000,1,0.966916,smart,-4.5436
0.550,0.07500,1,0.695430,smart,-4.5436
0.550,0.10000,1,0.462757,smart,-4.5436
0.550,0.12500,1,0.589831,smart,-4.5436
0.550,0.15000,1,0.637196,smart,-4.5436
0.550,0.17500,1,0.558676,smart,-4.5436
0.550,0.20000,1,0.565461,smart,-4.5436
0.550,0.22500,1,0.536242,smart,-4.5436
0.550,0.25000,1,0.501757,smart,-4.5436
0.550,0.27500,1,0.444598,smart,-4.5436
0.550,0.30000,1,0.330533,smart,-4.5436
0.550,0.32500,1,0.304492,smart,-4.5436
0.550,0.35000,1,0.346787,smart,-4.5436
0.550,0.37500,1,0.203819,smart,-4.5436
0.550,0.40000,1,0.320052,smart,-4.5436
0.550,0.42500,1,0.192110,smart,-4.5436
0.550,0.45000,1,0.230532,smart,-4.5436
0.550,0.47500,1,0.220462,smart,-4.5436
0.550,0.50000,1,0.146171,smart,-4.5436
0.550,0.02500,2,0.989608,smart,-4.5582
0.550,0.05000,2,0.962530,smart,-4.5582
0.550,0.07500,2,0.565030,smart,-4.5582
0.550,0.10000,2,0.469093,smart,-4.5582
0.550,0.12500,2,0.647911,smart,-4.5582
0.550,0.15000,2,0.589357,smart,-4.5582
0.550,0.17500,2,0.620687,smart,-4.5582
0.550,0.20000,2,0.578758,smart,-4.5582
0.550,0.22500,2,0.613090,smart,-4.5582
0.550,0.25000,2,0.491475,smart,-4.5582
0.550,0.27500,2,0.332113,smart,-4.5582
0.550,0.30000,2,0.325864,smart,-4.5582
0.550,0.32500,2,0.329279,smart,-4.5582
0.550,0.35000,2,0.301594,smart,-4.5582
0.550,0.37500,2,0.277551,smart,-4.5582
0.550,0.40000,2,0.205036,smart,-4.5582
0.550,0.42500,2,0.178422,smart,-4.5582
0.550,0.45000,2,0.085940,smart,-4.5582
0.550,0.47500,2,0.102392,smart,-4.5582
0.550,0.50000,2,0.137707,smart,-4.5582
0.550,0.02500,3,0.983615,smart,-4.5474
0.550,0.05000,3,0.892799,smart,-4.5474
0.550,0.07500,3,0.897761,smart,-4.5474
0.550,0.10000,3,0.573271,smart,-4.5474
0.550,0.12500,3,0.708793,smart,-4.5474
0.550,0.15000,3,0.623480,smart,-4.5474
0.550,0.17500,3,0.620944,smart,-4.5474
0.550,0.20000,3,0.487103,smart,-4.5474
0.550,0.22500,3,0.483903,smart,-4.5474
0.550,0.25000,3,0.394255,smart,-4.5474
0.550,0.27500,3,0.453505,smart,-4.5474
0.550,0.30000,3,0.413574,smart,-4.5474
0.550,0.32500,3,0.286896,smart,-4.5474
0.550,0.35000,3,0.255488,smart,-4.5474
0.550,0.37500,3,0.083510,smart,-4.5474
0.550,0.40000,3,0.147235,smart,-4.5474
0.550,0.42500,3,0.180969,smart,-4.5474
0.550,0.45000,3,0.156269,smart,-4.5474
0.550,0.47500,3,0.094360,smart,-4.5474
0.550,0.50000,3,0.162751,smart,-4.5474
0.550,0.02500,4,0.985630,smart,-4.5479
0.550,0.05000,4,0.969035,smart,-4.5479
0.550,0.07500,4,0.692584,smart,-4.5479
0.550,0.10000,4,0.564539,smart,-4.5479
0.550,0.12500,4,0.500694,smart,-4.5479
0.550,0.15000,4,0.611486,smart,-4.5479
0.550,0.17500,4,0.586170,smart,-4.5479
0.550,0.20000,4,0.561313,smart,-4.5479
0.550,0.22500,4,0.543816,smart,-4.5479
0.550,0.25000,4,0.535333,smart,-4.5479
0.550,0.27500,4,0.145713,smart,-4.5479
0.550,0.30000,4,0.320684,smart,-4.5479
0.550,0.32500,4,0.466797,smart,-4.5479
0.550,0.35000,4,0.147111,smart,-4.5479
0.550,0.37500,4,0.190620,smart,-4.5479
0.550,0.40000,4,0.307811,smart,-4.5479
0.550,0.42500,4,0.243933,smart,-4.5479
0.550,0.45000,4,0.227106,smart,-4.5479
0.550,0.47500,4,0.074658,smart,-4.5479
0.550,0.50000,4,0.088590,smart,-4.5479
0.550,0.02500,5,0.987923,smart,-4.5522
0.550,0.05000,5,0.967324,smart,-4.5522
0.550,0.07500,5,0.512350,smart,-4.5522
0.550,0.10000,5,0.565531,smart,-4.5522
0.550,0.12500,5,0.471082,smart,-4.5522
0.550,0.15000,5,0.641539,smart,-4.5522
0.550,0.17500,5,0.538454,smart,-4.5522
0.550,0.20000,5,0.589096,smart,-4.5522
0.550,0.22500,5,0.481449,smart,-4.5522
0.550,0.25000,5,0.484738,smart,-4.5522
0.550,0.27500,5,0.524762,smart,-4.5522
0.550,0.30000,5,0.341011,smart,-4.5522
0.550,0.32500,5,0.318783,smart,-4.5522
0.550,0.35000,5,0.257614,smart,-4.5522
0.550,0.37500,5,0.331942,smart,-4.5522
0.550,0.40000,5,0.053398,smart,-4.5522
0.550,0.42500,5,0.127987,smart,-4.5522
0.550,0.45000,5,0.224554,smart,-4.5522
0.550,0.47500,5,0.114955,smart,-4.5522
0.550,0.50000,5,0.108374,smart,-4.5522
0.550,0.02500,6,0.985470,smart,-4.5409
0.550,0.05000,6,0.962658,smart,-4.5409
0.550,0.07500,6,0.622952,smart,-4.5409
0.550,0.10000,6,0.606009,smart,-4.5409
0.550,0.12500,6,0.636475,smart,-4.5409
0.550,0.15000,6,0.636668,smart,-4.5409
0.550,0.17500,6,0.609229,smart,-4.5409
0.550,0.20000,6,0.561242,smart,-4.5409
0.550,0.22500,6,0.515464,smart,-4.5409
0.550,0.25000,6,0.518860,smart,-4.5409
0.550,0.27500,6,0.376974,smart,-4.5409
0.550,0.30000,6,0.291152,smart,-4.5409
0.550,0.32500,6,0.291857,smart,-4.5409
0.550,0.35000,6,0.345075,smart,-4.5409
0.550,0.37500,6,0.271029,smart,-4.5409
0.550,0.40000,6,0.226755,smart,-4.5409
0.550,0.42500,6,0.285768,smart,-4.5409
0.550,0.45000,6,0.156154,smart,-4.5409
0.550,0.47500,6,0.258829,smart,-4.5409
0.550,0.50000,6,0.089876,smart,-4.5409
0.550,0.02500,7,0.983446,smart,-4.5523
0.550,0.05000,7,0.968248,smart,-4.5523
0.550,0.07500,7,0.649464,smart,-4.5523
0.550,0.10000,7,0.631574,smart,-4.5523
0.550,0.12500,7,0.688202,smart,-4.5523
0.550,0.15000,7,0.660506,smart,-4.5523
0.550,0.17500,7,0.654151,smart,-4.5523
0.550,0.20000,7,0.577591,smart,-4.5523
0.550,0.22500,7,0.523852,smart,-4.5523
0.550,0.25000,7,0.556711,smart,-4.5523
0.550,0.27500,7,0.422853,smart,-4.5523
0.550,0.30000,7,0.209532,smart,-4.5523
0.550,0.32500,7,0.268736,smart,-4.5523
0.550,0.35000,7,0.157003,smart,-4.5523
0.550,0.37500,7,0.173236,smart,-4.5523
0.550,0.40000,7,0.281296,smart,-4.5523
0.550,0.42500,7,0.171824,smart,-4.5523
0.550,0.45000,7,0.200918,smart,-4.5523
0.550,0.47500,7,0.163823,smart,-4.5523
0.550,0.50000,7,0.107735,smart,-4.5523
0.550,0.02500,8,0.985470,smart,-4.5485
0.550,0.05000,8,0.969707,smart,-4.5485
0.550,0.07500,8,0.627133,smart,-4.5485
0.550,0.10000,8,0.720251,smart,-4.5485
0.550,0.12500,8,0.680452,smart,-4.5485
0.550,0.15000,8,0.639206,smart,-4.5485
0.550,0.17500,8,0.606028,smart,-4.5485
0.550,0.20000,8,0.579083,smart,-4.5485
0.550,0.22500,8,0.481889,smart,-4.5485
0.550,0.25000,8,0.466220,smart,-4.5485
0.550,0.27500,8,0.405165,smart,-4.5485
0.550,0.30000,8,0.365227,smart,-4.5485
0.550,0.32500,8,0.339214,smart,-4.5485
0.550,0.35000,8,0.226279,smart,-4.5485
0.550,0.37500,8,0.251152,smart,-4.5485
0.550,0.40000,8,0.128063,smart,-4.5485
0.550,0.42500,8,0.190571,smart,-4.5485
0.550,0.45000,8,0.235684,smart,-4.5485
0.550,0.47500,8,0.155173,smart,-4.5485
0.550,0.50000,8,0.138090,smart,-4.5485
0.550,0.02500,9,0.985209,smart,-4.5534
0.550,0.05000,9,0.967779,smart,-4.5534
0.550,0.07500,9,0.652126,smart,-4.5534
0.550,0.10000,9,0.619128,smart,-4.5534
0.550,0.12500,9,0.722385,smart,-4.5534
0.550,0.15000,9,0.610997,smart,-4.5534
0.550,0.17500,9,0.604690,smart,-4.5534
0.550,0.20000,9,0.624393,smart,-4.5534
0.550,0.22500,9,0.557749,smart,-4.5534
0.550,0.25000,9,0.196928,smart,-4.5534
0.550,0.27500,9,0.341710,smart,-4.5534
0.550,0.30000,9,0.400115,smart,-4.5534
0.550,0.32500,9,0.310155,smart,-4.5534
0.550,0.35000,9,0.124411,smart,-4.5534
0.550,0.37500,9,0.262093,smart,-4.5534
0.550,0.40000,9,0.159201,smart,-4.5534
0.550,0.42500,9,0.188665,smart,-4.5534
0.550,0.45000,9,0.186460,smart,-4.5534
0.550,0.47500,9,0.061937,smart,-4.5534
0.550,0.50000,9,0.137236,smart,-4.5534
0.600,0.02500,1,0.977565,smart,-2.2851
0.600,0.05000,1,0.916538,smart,-2.2851
0.600,0.07500,1,0.806391,smart,-2.2851
0.600,0.10000,1,0.610063,smart,-2.2851
0.600,0.12500,1,-0.098060,smart,-2.2851
0.600,0.15000,1,0.313248,smart,-2.2851
0.600,0.17500,1,0.252248,smart,-2.2851
0.600,0.20000,1,0.102083,smart,-2.2851
0.600,0.22500,1,0.060029,smart,-2.2851
0.600,0.25000,1,0.151575,smart,-2.2851
0.600,0.27500,1,-0.022893,smart,-2.2851
0.600,0.30000,1,-0.021983,smart,-2.2851
0.600,0.32500,1,0.055376,smart,-2.2851
0.600,0.35000,1,0.027108,smart,-2.2851
0.600,0.37500,1,0.103391,smart,-2.2851
0.600,0.40000,1,0.019796,smart,-2.2851
0.600,0.42500,1,-0.005671,smart,-2.2851
0.600,0.45000,1,0.005415,smart,-2.2851
0.600,0.47500,1,0.056862,smart,-2.2851
0.600,0.50000,1,0.079227,smart,-2.2851
0.600,0.02500,2,0.978342,smart,-2.2838
0.600,0.05000,2,0.922062,smart,-2.2838
0.600,0.07500,2,0.742142,smart,-2.2838
0.600,0.10000,2,0.725040,smart,-2.2838
0.600,0.12500,2,0.671242,smart,-2.2838
0.600,0.15000,2,0.100427,smart,-2.2838
0.600,0.17500,2,0.350011,smart,-2.2838
0.600,0.20000,2,-0.033347,smart,-2.2838
0.600,0.22500,2,0.172955,smart,-2.2838
0.600,0.25000,2,-0.009379,smart,-2.2838
0.600,0.27500,2,-0.039962,smart,-2.2838
0.600,0.30000,2,0.035427,smart,-2.2838
0.600,0.32500,2,0.116511,smart,-2.2838
0.600,0.35000,2,0.034375,smart,-2.2838
0.600,0.37500,2,0.015103,smart,-2.2838
0.600,0.40000,2,-0.026596,smart,-2.2838
0.600,0.42500,2,0.025931,smart,-2.2838
0.600,0.45000,2,-0.000662,smart,-2.2838
0.600,0.47500,2,0.024117,smart,-2.2838
0.600,0.50000,2,-0.000754,smart,-2.2838
0.600,0.02500,3,0.974374,smart,-2.2869
0.600,0.05000,3,0.914025,smart,-2.2869
0.600,0.07500,3,0.758658,smart,-2.2869
0.600,0.10000,3,0.153741,smart,-2.2869
0.600,0.12500,3,0.442234,smart,-2.2869
0.600,0.15000,3,0.399554,smart,-2.2869
0.600,0.17500,3,-0.050583,smart,-2.2869
0.600,0.20000,3,-0.130675,smart,-2.2869
0.600,0.22500,3,0.068162,smart,-2.2869
0.600,0.25000,3,0.001554,smart,-2.2869
0.600,0.27500,3,0.084510,smart,-2.2869
0.600,0.30000,3,0.005153,smart,-2.2869
0.600,0.32500,3,-0.021036,smart,-2.2869
0.600,0.35000,3,0.060525,smart,-2.2869
0.600,0.37500,3,0.088432,smart,-2.2869
0.600,0.40000,3,-0.038388,smart,-2.2869
0.600,0.42500,3,0.006335,smart,-2.2869
0.600,0.45000,3,0.007050,smart,-2.2869
0.600,0.47500,3,0.026956,smart,-2.2869
0.600,0.50000,3,0.023414,smart,-2.2869
0.600,0.02500,4,0.980048,smart,-2.2859
0.600,0.05000,4,0.911939,smart,-2.2859
0.600,0.07500,4,0.795470,smart,-2.2859
0.600,0.10000,4,0.712457,smart,-2.2859
0.600,0.12500,4,-0.114763,smart,-2.2859
0.600,0.15000,4,0.015369,smart,-2.2859
0.600,0.17500,4,-0.053568,smart,-2.2859
0.600,0.20000,4,-0.058369,smart,-2.2859
0.600,0.22500,4,-0.057353,smart,-2.2859
0.600,0.25000,4,0.045231,smart,-2.2859
0.600,0.27500,4,0.008084,smart,-2.2859
0.600,0.30000,4,-0.066988,smart,-2.2859
0.600,0.32500,4,-0.036062,smart,-2.2859
0.600,0.35000,4,0.004437,smart,-2.2859
0.600,0.37500,4,-0.019087,smart,-2.2859
0.600,0.40000,4,0.040070,smart,-2.2859
0.600,0.42500,4,0.003386,smart,-2.2859
0.600,0.45000,4,0.054668,smart,-2.2859
0.600,0.47500,4,-0.003377,smart,-2.2859
0.600,0.50000,4,0.002708,smart,-2.2859
0.600,0.02500,5,0.976515,smart,-2.2898
0.600,0.05000,5,0.774107,smart,-2.2898
0.600,0.07500,5,0.811259,smart,-2.2898
0.600,0.10000,5,-0.071130,smart,-2.2898
0.600,0.12500,5,0.640894,smart,-2.2898
0.600,0.15000,5,-0.042557,smart,-2.2898
0.600,0.17500,5,-0.010840,smart,-2.2898
0.600,0.20000,5,-0.060684,smart,-2.2898
0.600,0.22500,5,0.017044,smart,-2.2898
0.600,0.25000,5,0.007296,smart,-2.2898
0.600,0.27500,5,-0.073108,smart,-2.2898
0.600,0.30000,5,0.069433,smart,-2.2898
0.600,0.32500,5,0.065654,smart,-2.2898
0.600,0.35000,5,0.010260,smart,-2.2898
0.600,0.37500,5,0.005251,smart,-2.2898
0.600,0.40000,5,0.027740,smart,-2.2898
0.600,0.42500,5,-0.012378,smart,-2.2898
0.600,0.45000,5,-0.018560,smart,-2.2898
0.600,0.47500,5,-0.000008,smart,-2.2898
0.600,0.50000,5,0.009272,smart,-2.2898
0.600,0.02500,6,0.975321,smart,-2.2950
0.600,0.05000,6,0.929529,smart,-2.2950
0.600,0.07500,6,0.780924,smart,-2.2950
0.600,0.10000,6,0.324870,smart,-2.2950
0.600,0.12500,6,0.012454,smart,-2.2950
0.600,0.15000,6,0.030262,smart,-2.2950
0.600,0.17500,6,0.388161,smart,-2.2950
0.600,0.20000,6,0.012186,smart,-2.2950
0.600,0.22500,6,-0.042814,smart,-2.2950
0.600,0.25000,6,0.099415,smart,-2.2950
0.600,0.27500,6,0.222026,smart,-2.2950
0.600,0.30000,6,0.006730,smart,-2.2950
0.600,0.32500,6,-0.007211,smart,-2.2950
0.600,0.35000,6,0.035704,smart,-2.2950
0.600,0.37500,6,0.015817,smart,-2.2950
0.600,0.40000,6,-0.001344,smart,-2.2950
0.600,0.42500,6,-0.013309,smart,-2.2950
0.600,0.45000,6,0.018426,smart,-2.2950
0.600,0.47500,6,0.003788,smart,-2.2950
0.600,0.50000,6,0.027549,smart,-2.2950
0.600,0.02500,7,0.969478,smart,-2.2887
0.600,0.05000,7,0.950248,smart,-2.2887
0.600,0.07500,7,0.650850,smart,-2.2887
0.600,0.10000,7,0.723554,smart,-2.2887
0.600,0.12500,7,0.442941,smart,-2.2887
0.600,0.15000,7,0.314088,smart,-2.2887
0.600,0.17500,7,-0.035911,smart,-2.2887
0.600,0.20000,7,0.057658,smart,-2.2887
0.600,0.22500,7,0.316075,smart,-2.2887
0.600,0.25000,7,-0.000589,smart,-2.2887
0.600,0.27500,7,0.092051,smart,-2.2887
0.600,0.30000,7,0.010792,smart,-2.2887
0.600,0.32500,7,-0.000042,smart,-2.2887
0.600,0.35000,7,0.003315,smart,-2.2887
0.600,0.37500,7,0.050930,smart,-2.2887
0.600,0.40000,7,0.013697,smart,-2.2887
0.600,0.42500,7,0.002348,smart,-2.2887
0.600,0.45000,7,-0.018121,smart,-2.2887
0.600,0.47500,7,0.021408,smart,-2.2887
0.600,0.50000,7,0.033244,smart,-2.2887
0.600,0.02500,8,0.979124,smart,-2.2815
0.600,0.05000,8,0.848827,smart,-2.2815
0.600,0.07500,8,0.801416,smart,-2.2815
0.600,0.10000,8,0.679658,smart,-2.2815
0.600,0.12500,8,0.275528,smart,-2.2815
0.600,0.15000,8,0.171249,smart,-2.2815
0.600,0.17500,8,-0.079149,smart,-2.2815
0.600,0.20000,8,0.319403,smart,-2.2815
0.600,0.22500,8,0.135418,smart,-2.2815
0.600,0.25000,8,0.097622,smart,-2.2815
0.600,0.27500,8,0.161142,smart,-2.2815
0.600,0.30000,8,0.068685,smart,-2.2815
0.600,0.32500,8,-0.037377,smart,-2.2815
0.600,0.35000,8,0.005362,smart,-2.2815
0.600,0.37500,8,-0.039756,smart,-2.2815
0.600,0.40000,8,-0.007209,smart,-2.2815
0.600,0.42500,8,0.036721,smart,-2.2815
0.600,0.45000,8,0.002650,smart,-2.2815
0.600,0.47500,8,0.016400,smart,-2.2815
0.600,0.50000,8,-0.018246,smart,-2.2815
