alpha,T0.0100,T0.0112,T0.0125,T0.0140,T0.0157,T0.0176,T0.0197,T0.0220,T0.0246,T0.0276,T0.0309,T0.0345,T0.0387,T0.0433,T0.0484,T0.0542,T0.0607,T0.0679,T0.0760,T0.0851,T0.0952,T0.1066,T0.1193,T0.1335,T0.1495,T0.1673,T0.1872,T0.2096,T0.2346,T0.2625,T0.2939,T0.3289,T0.3681,T0.4120,T0.4612,T0.5162,T0.5778,T0.6467,T0.7238,T0.8101,T0.9068,T1.0149,T1.1360,T1.2715,T1.4232,T1.5929,T1.7829,T1.9956,T2.2336,T2.5000
0.32,0.8726,0.8821,0.8834,0.8784,0.8824,0.8842,0.8745,0.8792,0.8749,0.8760,0.8785,0.8767,0.8783,0.8776,0.8753,0.8824,0.8665,0.8724,0.8650,0.8641,0.8630,0.8583,0.8432,0.8354,0.8102,0.7934,0.7572,0.7329,0.6851,0.6382,0.5474,0.4680,0.3406,0.2345,0.1404,0.0383,-0.0023,0.0049,0.0086,-0.0105,-0.0038,0.0017,-0.0003,-0.0083,-0.0074,-0.0021,0.0019,-0.0015,0.0044,-0.0017
0.33,0.8522,0.8534,0.8444,0.8492,0.8549,0.8466,0.8497,0.8528,0.8502,0.8492,0.8544,0.8346,0.8470,0.8459,0.8419,0.8444,0.8416,0.8366,0.8354,0.8323,0.8248,0.8228,0.8155,0.7984,0.7851,0.7547,0.7201,0.6878,0.6474,0.5847,0.5101,0.3963,0.3040,0.1867,0.0981,0.0407,0.0104,0.0051,-0.0244,-0.0028,-0.0030,-0.0034,-0.0089,0.0048,-0.0002,-0.0006,-0.0059,-0.0002,0.0030,0.0040
0.34,0.8476,0.8468,0.8423,0.8494,0.8439,0.8454,0.8502,0.8502,0.8417,0.8455,0.8380,0.8472,0.8417,0.8445,0.8371,0.8422,0.8338,0.8279,0.8168,0.8232,0.8284,0.8158,0.8113,0.7927,0.7745,0.7578,0.7315,0.6897,0.6390,0.5862,0.5122,0.4298,0.2896,0.1800,0.0880,0.0406,0.0141,0.0022,0.0117,0.0071,0.0088,0.0019,-0.0004,0.0013,0.0016,-0.0004,-0.0002,0.0036,-0.0019,-0.0007
0.35,0.8213,0.8206,0.8266,0.8236,0.8204,0.8158,0.8190,0.8230,0.8211,0.8171,0.8085,0.8151,0.8201,0.8177,0.8141,0.8055,0.8023,0.8010,0.8008,0.7911,0.7947,0.7877,0.7806,0.7629,0.7408,0.7343,0.6902,0.6464,0.6175,0.5388,0.4581,0.3715,0.2801,0.1506,0.0733,0.0137,0.0032,-0.0018,0.0047,-0.0085,-0.0050,0.0029,0.0026,-0.0030,0.0058,-0.0020,-0.0066,0.0000,0.0016,-0.0016
0.36,0.8078,0.8044,0.7973,0.7940,0.7984,0.7974,0.7934,0.7994,0.7952,0.8019,0.8005,0.8003,0.7884,0.7950,0.8007,0.7939,0.7795,0.7921,0.7825,0.7819,0.7715,0.7709,0.7503,0.7295,0.7220,0.6989,0.6761,0.6305,0.5809,0.5029,0.4045,0.3026,0.1856,0.0922,0.0120,0.0166,0.0045,-0.0060,0.0201,0.0023,0.0058,0.0020,-0.0046,0.0089,-0.0012,0.0007,0.0004,0.0033,0.0002,0.0018
0.37,0.7970,0.7944,0.7932,0.8044,0.7991,0.7991,0.7972,0.7983,0.7995,0.7957,0.7949,0.7867,0.7988,0.7910,0.7817,0.7915,0.7924,0.7890,0.7792,0.7634,0.7707,0.7727,0.7633,0.7424,0.7283,0.6953,0.6896,0.6253,0.5733,0.4840,0.3972,0.3263,0.2143,0.0976,0.0484,0.0064,0.0080,0.0003,-0.0014,0.0151,0.0045,0.0064,0.0087,-0.0013,-0.0001,-0.0004,0.0012,-0.0068,0.0008,0.0018
0.38,0.7744,0.7877,0.7771,0.7785,0.7638,0.7716,0.7649,0.7794,0.7686,0.7708,0.7652,0.7610,0.7790,0.7623,0.7678,0.7712,0.7616,0.7599,0.7635,0.7478,0.7545,0.7368,0.7256,0.7134,0.6733,0.6726,0.6425,0.6063,0.5251,0.4660,0.3917,0.2617,0.1570,0.0576,0.0218,0.0222,-0.0113,0.0041,-0.0029,-0.0020,0.0123,0.0056,0.0032,0.0024,-0.0035,0.0023,0.0038,-0.0002,-0.0054,-0.0007
0.39,0.7898,0.7767,0.7902,0.7878,0.7739,0.7796,0.7889,0.7868,0.7758,0.7813,0.7656,0.7662,0.7734,0.7718,0.7720,0.7602,0.7678,0.7636,0.7629,0.7468,0.7600,0.7198,0.7240,0.7041,0.7077,0.6842,0.6157,0.5890,0.5370,0.4332,0.3481,0.2223,0.1521,0.0583,0.0033,0.0044,-0.0045,0.0160,0.0094,0.0030,-0.0058,-0.0008,-0.0061,-0.0039,-0.0032,-0.0014,-0.0005,0.0005,-0.0010,-0.0002
0.40,0.7421,0.7523,0.7486,0.7483,0.7517,0.7360,0.7436,0.7336,0.7499,0.7363,0.7471,0.7404,0.7333,0.7241,0.7509,0.7298,0.7212,0.7269,0.7238,0.7132,0.7041,0.7011,0.6947,0.6673,0.6594,0.6256,0.6228,0.5328,0.4723,0.3958,0.2954,0.1692,0.0803,0.0434,0.0038,0.0055,-0.0061,0.0008,0.0015,0.0027,-0.0060,0.0116,-0.0041,0.0065,-0.0014,0.0028,0.0008,0.0014,0.0007,0.0021
0.41,0.7368,0.7279,0.7314,0.7275,0.7250,0.7171,0.7192,0.7374,0.7233,0.7169,0.7173,0.7091,0.7159,0.7186,0.7226,0.7130,0.7180,0.7099,0.7015,0.6910,0.6841,0.6736,0.6580,0.6509,0.6046,0.5789,0.5484,0.4891,0.4378,0.3184,0.2067,0.1046,0.0541,-0.0093,0.0216,-0.0127,0.0067,0.0035,-0.0016,0.0007,0.0012,-0.0024,-0.0040,-0.0000,-0.0021,0.0002,0.0037,-0.0003,0.0026,-0.0013
