# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+07  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T13:48:36.518
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.290,0.35500,61,29915,41,0.838086,0.840949,0.710048,0.636103
0.290,0.35500,61,29972,42,0.835290,0.841862,0.709035,0.637509
0.290,0.35500,61,30102,43,0.837503,0.831324,0.689778,0.637330
0.290,0.35500,61,29945,44,0.835297,0.836825,0.690553,0.637043
0.290,0.35500,61,29819,45,0.844938,0.843978,0.713200,0.636639
0.290,0.35500,61,30313,46,0.838168,0.843377,0.707677,0.633447
0.290,0.35500,61,29778,47,0.841682,0.843892,0.714502,0.634563
0.290,0.35500,61,29836,48,0.835798,0.843638,0.703727,0.638708
0.290,0.35500,61,30187,49,0.841447,0.837796,0.702520,0.637076
0.290,0.35500,61,30021,50,0.841195,0.841808,0.708811,0.636954
0.290,0.35500,61,30369,51,0.843636,0.463174,0.387243,0.633531
0.290,0.35500,61,30014,52,0.834978,0.840777,0.706346,0.637957
0.290,0.35500,61,30170,53,0.846626,0.841562,0.715444,0.636445
0.290,0.35500,61,29746,54,0.838895,0.843469,0.708465,0.636318
0.290,0.35500,61,30178,55,0.841340,0.837980,0.701315,0.639351
0.290,0.35500,61,30077,56,0.836140,0.841236,0.703994,0.641557
0.290,0.35500,61,29918,57,0.844652,0.835372,0.709669,0.636846
0.290,0.35500,61,29892,58,0.834270,0.841111,0.707721,0.640312
0.290,0.35500,61,30086,59,0.838816,0.842497,0.706346,0.639356
0.290,0.35500,61,29859,60,0.838921,0.649005,0.536093,0.638511
0.290,0.35500,61,29993,61,0.831384,0.848024,0.699585,0.636732
0.290,0.35500,61,30096,62,0.839044,0.845927,0.707519,0.640079
0.290,0.35500,61,30242,63,0.839183,0.842621,0.701614,0.638338
0.290,0.35500,61,30115,64,0.842190,0.836896,0.706273,0.639485
0.290,0.36500,61,30050,1,0.835799,0.486028,0.400220,0.637642
0.290,0.36500,61,29679,2,0.835951,0.838793,0.704576,0.635371
0.290,0.36500,61,29847,3,0.847584,0.829759,0.702727,0.640881
0.290,0.36500,61,29930,4,0.845010,0.831035,0.700176,0.640868
0.290,0.36500,61,30005,5,0.711423,0.840814,0.594782,0.680657
0.290,0.36500,61,30154,6,0.839535,0.840458,0.712199,0.641012
0.290,0.36500,61,29895,7,0.843413,0.838563,0.707646,0.638400
0.290,0.36500,61,30102,8,0.839478,0.833411,0.699491,0.636009
0.290,0.36500,61,29642,9,0.838316,0.837852,0.705405,0.638197
0.290,0.36500,61,30124,10,0.835869,0.458365,0.383022,0.639070
0.290,0.36500,61,30114,11,0.837472,0.831626,0.694196,0.638238
0.290,0.36500,61,29883,12,0.834359,0.838207,0.700591,0.637467
0.290,0.36500,61,29806,13,0.831603,0.835904,0.698427,0.635105
0.290,0.36500,61,30659,14,0.836477,0.840889,0.704606,0.634787
0.290,0.36500,61,29994,15,0.410008,0.835156,0.344124,0.842112
0.290,0.36500,61,30422,16,0.829966,0.829270,0.691796,0.637475
0.290,0.36500,61,30022,17,0.840413,0.836203,0.699692,0.642135
0.290,0.36500,61,29903,18,0.827317,0.845405,0.697130,0.634240
0.290,0.36500,61,30009,19,0.838821,0.837971,0.699918,0.637057
0.290,0.36500,61,30163,20,0.833531,0.839824,0.702064,0.643769
0.290,0.36500,61,29953,21,0.835742,0.837253,0.691741,0.639195
0.290,0.36500,61,30109,22,0.834331,0.834100,0.701611,0.640268
0.290,0.36500,61,30024,23,0.840954,0.833213,0.702894,0.637548
0.290,0.36500,61,30057,24,0.836812,0.362370,0.293783,0.640121
0.290,0.36500,61,29993,25,0.833780,0.834101,0.701361,0.636259
0.290,0.36500,61,29985,26,0.837394,0.839882,0.704358,0.634974
0.290,0.36500,61,29654,27,0.842329,0.838489,0.705715,0.640476
0.290,0.36500,61,30316,28,0.837846,0.834650,0.702245,0.638127
0.290,0.36500,61,29864,29,0.836351,0.492971,0.415811,0.636366
0.290,0.36500,61,30190,30,0.838026,0.833346,0.696187,0.639380
0.290,0.36500,61,30186,31,0.840015,0.460463,0.391835,0.640519
0.290,0.36500,61,30097,32,0.836770,0.832331,0.697235,0.638545
0.290,0.36500,61,30103,33,0.833387,0.836152,0.693528,0.636605
0.290,0.36500,61,30096,34,0.843316,0.841082,0.713494,0.635836
0.290,0.36500,61,29787,35,0.842182,0.836074,0.704654,0.636334
0.290,0.36500,61,30112,36,0.832388,0.725359,0.591963,0.635555
0.290,0.36500,61,29767,37,0.841918,0.833314,0.692333,0.635237
0.290,0.36500,61,30131,38,0.845610,0.840944,0.715319,0.634098
0.290,0.36500,61,30119,39,0.830049,0.839620,0.696350,0.634730
0.290,0.36500,61,30024,40,0.835910,0.832172,0.688699,0.635404
0.290,0.36500,61,29915,41,0.831337,0.835992,0.686969,0.636797
0.290,0.36500,61,29972,42,0.839951,0.839555,0.700185,0.641089
0.290,0.36500,61,30102,43,0.834898,0.832904,0.703329,0.634892
0.290,0.36500,61,29945,44,0.832165,0.834158,0.688468,0.641339
0.290,0.36500,61,29819,45,0.836635,0.680105,0.569575,0.639755
0.290,0.36500,61,30313,46,0.836987,0.433604,0.352609,0.636349
0.290,0.36500,61,29778,47,0.831412,0.841404,0.697564,0.635570
0.290,0.36500,61,29836,48,0.838687,0.833659,0.699769,0.636586
0.290,0.36500,61,30187,49,0.834443,0.832604,0.698774,0.636970
0.290,0.36500,61,30021,50,0.833659,0.815067,0.683292,0.637369
0.290,0.36500,61,30369,51,0.844014,0.840136,0.703812,0.636934
0.290,0.36500,61,30014,52,0.835031,0.830935,0.691669,0.638721
0.290,0.36500,61,30170,53,0.834588,0.842352,0.706083,0.638031
0.290,0.36500,61,29746,54,0.831260,0.840566,0.700217,0.635724
0.290,0.36500,61,30178,55,0.838533,0.673759,0.564397,0.638375
0.290,0.36500,61,30077,56,0.691675,0.834863,0.577829,0.703264
0.290,0.36500,61,29918,57,0.835054,0.840387,0.704415,0.637777
0.290,0.36500,61,29892,58,0.846494,0.839870,0.711122,0.637805
0.290,0.36500,61,30086,59,0.836423,0.837893,0.698765,0.639757
0.290,0.36500,61,29859,60,0.838528,0.840272,0.699580,0.637825
0.290,0.36500,61,29993,61,0.832595,0.835024,0.701607,0.636492
0.290,0.36500,61,30096,62,0.479735,0.833655,0.395966,0.842133
0.290,0.36500,61,30242,63,0.838356,0.834436,0.702071,0.639310
0.290,0.36500,61,30115,64,0.836889,0.844550,0.710700,0.638274
0.290,0.37500,61,30050,1,0.841157,0.838655,0.704807,0.634521
0.290,0.37500,61,29679,2,0.834731,0.449181,0.367393,0.637044
0.290,0.37500,61,29847,3,0.835570,0.361072,0.308652,0.640349
0.290,0.37500,61,29930,4,0.828437,0.834389,0.688361,0.642100
0.290,0.37500,61,30005,5,0.834338,0.455223,0.373500,0.635779
0.290,0.37500,61,30154,6,0.840242,0.833141,0.698495,0.639105
0.290,0.37500,61,29895,7,0.826154,0.827401,0.696305,0.636159
0.290,0.37500,61,30102,8,0.831547,0.831777,0.691955,0.639862
0.290,0.37500,61,29642,9,0.830043,0.835325,0.686582,0.638825
0.290,0.37500,61,30124,10,0.822172,0.835175,0.675099,0.638616
0.290,0.37500,61,30114,11,0.834019,0.830337,0.696574,0.637150
0.290,0.37500,61,29883,12,0.838405,0.832199,0.699185,0.635736
0.290,0.37500,61,29806,13,0.826758,0.835786,0.690931,0.636515
0.290,0.37500,61,30659,14,0.827856,0.831171,0.686853,0.635712
0.290,0.37500,61,29994,15,0.836208,0.829931,0.695594,0.635869
0.290,0.37500,61,30422,16,0.823194,0.830119,0.687963,0.639722
0.290,0.37500,61,30022,17,0.839971,0.833771,0.698867,0.643424
0.290,0.37500,61,29903,18,0.838544,0.833766,0.698763,0.634171
0.290,0.37500,61,30009,19,0.414379,0.435895,0.204693,0.840682
0.290,0.37500,61,30163,20,0.843885,0.835807,0.706241,0.642500
0.290,0.37500,61,29953,21,0.833218,0.835299,0.701461,0.638370
0.290,0.37500,61,30109,22,0.839996,0.831265,0.696832,0.637134
0.290,0.37500,61,30024,23,0.824516,0.836206,0.690614,0.638081
0.290,0.37500,61,30057,24,0.834497,0.827347,0.687328,0.637861
0.290,0.37500,61,29993,25,0.831063,0.837891,0.706876,0.636876
0.290,0.37500,61,29985,26,0.824957,0.829997,0.685500,0.636205
0.290,0.37500,61,29654,27,0.823157,0.366968,0.295230,0.641340
0.290,0.37500,61,30316,28,0.840401,0.827542,0.695370,0.634704
0.290,0.37500,61,29864,29,0.837220,0.834496,0.695581,0.634604
0.290,0.37500,61,30190,30,0.344770,0.835759,0.272746,0.832452
0.290,0.37500,61,30186,31,0.835477,0.829914,0.690976,0.641294
0.290,0.37500,61,30097,32,0.836706,0.834129,0.699071,0.636518
0.290,0.37500,61,30103,33,0.829531,0.831979,0.684721,0.635355
0.290,0.37500,61,30096,34,0.836788,0.836149,0.702583,0.634120
0.290,0.37500,61,29787,35,0.834807,0.369113,0.299946,0.635520
0.290,0.37500,61,30112,36,0.394121,0.821710,0.322787,0.829804
0.290,0.37500,61,29767,37,0.837147,0.825904,0.693662,0.636270
0.290,0.37500,61,30131,38,0.832970,0.825123,0.681165,0.635479
0.290,0.37500,61,30119,39,0.829102,0.395107,0.311586,0.638663
0.290,0.37500,61,30024,40,0.826692,0.836528,0.697299,0.636874
0.290,0.37500,61,29915,41,0.828655,0.828410,0.688420,0.635928
0.290,0.37500,61,29972,42,0.833955,0.834020,0.682342,0.637765
0.290,0.37500,61,30102,43,0.830886,0.832574,0.693601,0.637080
0.290,0.37500,61,29945,44,0.829814,0.834098,0.686791,0.637401
0.290,0.37500,61,29819,45,0.833325,0.836708,0.699081,0.638012
0.290,0.37500,61,30313,46,0.839645,0.836687,0.710365,0.635791
0.290,0.37500,61,29778,47,0.825638,0.830917,0.687710,0.636322
0.290,0.37500,61,29836,48,0.440650,0.830312,0.386357,0.830670
0.290,0.37500,61,30187,49,0.836430,0.833030,0.692110,0.635799
0.290,0.37500,61,30021,50,0.834580,0.821195,0.682790,0.638092
0.290,0.37500,61,30369,51,0.823305,0.838790,0.688989,0.637346
0.290,0.37500,61,30014,52,0.541692,0.828372,0.455328,0.755927
0.290,0.37500,61,30170,53,0.819244,0.832609,0.682283,0.636280
0.290,0.37500,61,29746,54,0.396892,0.832554,0.337225,0.831019
0.290,0.37500,61,30178,55,0.829529,0.827468,0.683096,0.637724
0.290,0.37500,61,30077,56,0.832880,0.371542,0.319299,0.640603
0.290,0.37500,61,29918,57,0.829971,0.427469,0.346772,0.637838
0.290,0.37500,61,29892,58,0.835128,0.831346,0.687216,0.637180
0.290,0.37500,61,30086,59,0.831624,0.834090,0.697377,0.638598
0.290,0.37500,61,29859,60,0.828165,0.831147,0.692804,0.639717
0.290,0.37500,61,29993,61,0.839328,0.830130,0.691102,0.638393
0.290,0.37500,61,30096,62,0.837656,0.357940,0.294518,0.640346
0.290,0.37500,61,30242,63,0.831638,0.837538,0.693523,0.640696
0.290,0.37500,61,30115,64,0.837209,0.833204,0.703614,0.638343
0.290,0.38500,61,30050,1,0.827763,0.411279,0.325230,0.636217
0.290,0.38500,61,29679,2,0.329703,0.825213,0.283479,0.827688
0.290,0.38500,61,29847,3,0.830859,0.823256,0.670997,0.639737
0.290,0.38500,61,29930,4,0.410358,0.829932,0.329535,0.827800
0.290,0.38500,61,30005,5,0.829679,0.823987,0.681093,0.634986
0.290,0.38500,61,30154,6,0.836021,0.833633,0.699921,0.638908
0.290,0.38500,61,29895,7,0.829911,0.830241,0.694970,0.638945
0.290,0.38500,61,30102,8,0.389068,0.831253,0.319816,0.826511
0.290,0.38500,61,29642,9,0.346555,0.827066,0.295530,0.828193
0.290,0.38500,61,30124,10,0.826419,0.831963,0.689769,0.638612
0.290,0.38500,61,30114,11,0.832769,0.828859,0.692781,0.638664
0.290,0.38500,61,29883,12,0.834567,0.421760,0.344004,0.636494
0.290,0.38500,61,29806,13,0.834242,0.829855,0.691037,0.637198
0.290,0.38500,61,30659,14,0.824376,0.414768,0.334182,0.633229
0.290,0.38500,61,29994,15,0.834111,0.414533,0.351103,0.633525
0.290,0.38500,61,30422,16,0.825774,0.830674,0.687261,0.640012
0.290,0.38500,61,30022,17,0.824440,0.827361,0.679997,0.642256
0.290,0.38500,61,29903,18,0.832715,0.408792,0.337946,0.638471
0.290,0.38500,61,30009,19,0.826027,0.830857,0.685955,0.637412
0.290,0.38500,61,30163,20,0.824515,0.823198,0.678643,0.640034
0.290,0.38500,61,29953,21,0.827281,0.372233,0.322527,0.642235
0.290,0.38500,61,30109,22,0.822915,0.825906,0.672348,0.638870
0.290,0.38500,61,30024,23,0.421904,0.824649,0.337449,0.828314
0.290,0.38500,61,30057,24,0.833350,0.827823,0.684568,0.640771
0.290,0.38500,61,29993,25,0.832553,0.416078,0.334278,0.638082
0.290,0.38500,61,29985,26,0.831548,0.826009,0.685043,0.638980
0.290,0.38500,61,29654,27,0.821537,0.828215,0.671587,0.640108
0.290,0.38500,61,30316,28,0.819713,0.825134,0.671109,0.636454
0.290,0.38500,61,29864,29,0.339246,0.831116,0.289428,0.833313
0.290,0.38500,61,30190,30,0.678389,0.827617,0.568550,0.703741
0.290,0.38500,61,30186,31,0.467613,0.832988,0.397594,0.820320
0.290,0.38500,61,30097,32,0.453555,0.826219,0.378385,0.836015
0.290,0.38500,61,30103,33,0.827341,0.824803,0.685125,0.635824
0.290,0.38500,61,30096,34,0.825124,0.819207,0.676636,0.635106
0.290,0.38500,61,29787,35,0.389069,0.826488,0.338149,0.822203
0.290,0.38500,61,30112,36,0.835701,0.832330,0.698476,0.636335
0.290,0.38500,61,29767,37,0.832886,0.822013,0.676667,0.638188
0.290,0.38500,61,30131,38,0.822811,0.832605,0.682019,0.639936
0.290,0.38500,61,30119,39,0.768500,0.467805,0.366057,0.672534
0.290,0.38500,61,30024,40,0.821882,0.821986,0.684687,0.636333
0.290,0.38500,61,29915,41,0.825483,0.826067,0.684682,0.637064
0.290,0.38500,61,29972,42,0.831621,0.825924,0.690406,0.636848
0.290,0.38500,61,30102,43,0.821751,0.825993,0.679025,0.637518
0.290,0.38500,61,29945,44,0.594983,0.597133,0.372729,0.741614
0.290,0.38500,61,29819,45,0.822419,0.446414,0.357823,0.637453
0.290,0.38500,61,30313,46,0.832630,0.335845,0.287959,0.636193
0.290,0.38500,61,29778,47,0.832468,0.826728,0.687282,0.634774
0.290,0.38500,61,29836,48,0.828974,0.829234,0.694327,0.638652
0.290,0.38500,61,30187,49,0.827762,0.831152,0.683829,0.635383
0.290,0.38500,61,30021,50,0.828556,0.835943,0.687067,0.638691
0.290,0.38500,61,30369,51,0.829893,0.830364,0.690825,0.636092
0.290,0.38500,61,30014,52,0.822421,0.827781,0.690735,0.636854
0.290,0.38500,61,30170,53,0.823927,0.375534,0.311097,0.639809
0.290,0.38500,61,29746,54,0.408567,0.832756,0.331896,0.822189
0.290,0.38500,61,30178,55,0.822535,0.832001,0.685175,0.639265
0.290,0.38500,61,30077,56,0.830841,0.538965,0.442954,0.640132
0.290,0.38500,61,29918,57,0.828501,0.824717,0.683137,0.638439
0.290,0.38500,61,29892,58,0.836278,0.827202,0.688802,0.638017
0.290,0.38500,61,30086,59,0.817899,0.587302,0.474748,0.639322
0.290,0.38500,61,29859,60,0.831422,0.829279,0.690383,0.641960
0.290,0.38500,61,29993,61,0.829509,0.511772,0.434959,0.638008
0.290,0.38500,61,30096,62,0.821405,0.833557,0.679973,0.638176
0.290,0.38500,61,30242,63,0.828998,0.826244,0.689799,0.637551
0.290,0.38500,61,30115,64,0.833068,0.381155,0.319661,0.637883
0.290,0.39500,61,30050,1,0.474229,0.447343,0.208435,0.768728
0.290,0.39500,61,29679,2,0.825543,0.820243,0.680772,0.634973
0.290,0.39500,61,29847,3,0.819732,0.827541,0.682749,0.639308
0.290,0.39500,61,29930,4,0.336253,0.823027,0.264778,0.822573
0.290,0.39500,61,30005,5,0.830156,0.376553,0.320936,0.638726
0.290,0.39500,61,30154,6,0.822367,0.823853,0.673597,0.636580
0.290,0.39500,61,29895,7,0.349539,0.824863,0.280208,0.822872
0.290,0.39500,61,30102,8,0.823236,0.817742,0.678064,0.637857
0.290,0.39500,61,29642,9,0.832233,0.822788,0.685783,0.639860
0.290,0.39500,61,30124,10,0.820665,0.521768,0.428303,0.638908
0.290,0.39500,61,30114,11,0.822355,0.489731,0.396861,0.636775
0.290,0.39500,61,29883,12,0.828430,0.825701,0.682596,0.636810
0.290,0.39500,61,29806,13,0.829302,0.393306,0.325628,0.636735
0.290,0.39500,61,30659,14,0.823098,0.789369,0.651138,0.636454
0.290,0.39500,61,29994,15,0.595887,0.821859,0.493884,0.751660
0.290,0.39500,61,30422,16,0.821696,0.818280,0.679238,0.637651
0.290,0.39500,61,30022,17,0.816423,0.823404,0.670785,0.639445
0.290,0.39500,61,29903,18,0.819268,0.348474,0.282907,0.636278
0.290,0.39500,61,30009,19,0.824254,0.379398,0.315076,0.636486
0.290,0.39500,61,30163,20,0.830983,0.820469,0.683734,0.641273
0.290,0.39500,61,29953,21,0.820330,0.818449,0.677102,0.637338
0.290,0.39500,61,30109,22,0.818789,0.503920,0.405204,0.638438
0.290,0.39500,61,30024,23,0.827295,0.514285,0.421318,0.636823
0.290,0.39500,61,30057,24,0.819639,0.382981,0.294482,0.637456
0.290,0.39500,61,29993,25,0.820065,0.383288,0.312169,0.638904
0.290,0.39500,61,29985,26,0.819965,0.826276,0.676827,0.636115
0.290,0.39500,61,29654,27,0.426849,0.820409,0.344462,0.829673
0.290,0.39500,61,30316,28,0.821094,0.827069,0.679879,0.637055
0.290,0.39500,61,29864,29,0.826829,0.543938,0.428558,0.636467
0.290,0.39500,61,30190,30,0.826364,0.364990,0.306046,0.637135
0.290,0.39500,61,30186,31,0.829018,0.823255,0.690592,0.639028
0.290,0.39500,61,30097,32,0.829835,0.433978,0.354709,0.639179
0.290,0.39500,61,30103,33,0.828267,0.819076,0.676519,0.636232
0.290,0.39500,61,30096,34,0.343456,0.827386,0.287264,0.829672
0.290,0.39500,61,29787,35,0.826401,0.832031,0.685421,0.636588
0.290,0.39500,61,30112,36,0.361344,0.438093,0.159197,0.819427
0.290,0.39500,61,29767,37,0.603672,0.821422,0.489538,0.724574
0.290,0.39500,61,30131,38,0.393615,0.827747,0.324207,0.819734
0.290,0.39500,61,30119,39,0.496503,0.829771,0.403882,0.825805
0.290,0.39500,61,30024,40,0.824725,0.822888,0.680558,0.635928
0.290,0.39500,61,29915,41,0.826467,0.503854,0.409837,0.639799
0.290,0.39500,61,29972,42,0.415821,0.383529,0.190510,0.822814
0.290,0.39500,61,30102,43,0.826562,0.831195,0.695410,0.635786
0.290,0.39500,61,29945,44,0.568254,0.816399,0.461794,0.829811
0.290,0.39500,61,29819,45,0.406108,0.817146,0.331063,0.818038
0.290,0.39500,61,30313,46,0.832496,0.829945,0.690165,0.636937
0.290,0.39500,61,29778,47,0.820218,0.384798,0.320450,0.637824
0.290,0.39500,61,29836,48,0.824311,0.825776,0.673810,0.639059
0.290,0.39500,61,30187,49,0.828170,0.821967,0.677381,0.635268
0.290,0.39500,61,30021,50,0.825702,0.339078,0.294021,0.635480
0.290,0.39500,61,30369,51,0.406498,0.828236,0.341455,0.823247
0.290,0.39500,61,30014,52,0.813581,0.824061,0.664088,0.636859
0.290,0.39500,61,30170,53,0.823756,0.826076,0.681200,0.637022
0.290,0.39500,61,29746,54,0.823983,0.812882,0.661308,0.637409
0.290,0.39500,61,30178,55,0.826687,0.359049,0.277242,0.637590
0.290,0.39500,61,30077,56,0.373763,0.375208,0.067491,0.826233
0.290,0.39500,61,29918,57,0.809475,0.826849,0.670273,0.643715
0.290,0.39500,61,29892,58,0.825231,0.818213,0.667117,0.639381
0.290,0.39500,61,30086,59,0.369307,0.609100,0.293745,0.829476
0.290,0.39500,61,29859,60,0.459562,0.824612,0.386999,0.819103
0.290,0.39500,61,29993,61,0.817243,0.818545,0.674907,0.636634
0.290,0.39500,61,30096,62,0.832563,0.820144,0.679688,0.639023
0.290,0.39500,61,30242,63,0.824328,0.829746,0.684227,0.640252
0.290,0.39500,61,30115,64,0.823690,0.827464,0.682203,0.636548
0.290,0.40500,61,30050,1,0.464846,0.818605,0.380925,0.819334
0.290,0.40500,61,29679,2,0.426613,0.820422,0.361894,0.817529
0.290,0.40500,61,29847,3,0.436165,0.369435,0.197449,0.817335
0.290,0.40500,61,29930,4,0.456168,0.764174,0.346277,0.823363
0.290,0.40500,61,30005,5,0.317619,0.819435,0.279572,0.820447
0.290,0.40500,61,30154,6,0.421821,0.809424,0.342689,0.812324
0.290,0.40500,61,29895,7,0.817436,0.818956,0.665938,0.638726
0.290,0.40500,61,30102,8,0.375802,0.822528,0.319432,0.817797
0.290,0.40500,61,29642,9,0.551624,0.822778,0.442605,0.767820
0.290,0.40500,61,30124,10,0.818715,0.822685,0.672487,0.639613
0.290,0.40500,61,30114,11,0.392017,0.814571,0.336119,0.816436
0.290,0.40500,61,29883,12,0.825653,0.384941,0.320395,0.636529
0.290,0.40500,61,29806,13,0.809316,0.820772,0.674293,0.635697
0.290,0.40500,61,30659,14,0.335828,0.323204,0.053436,0.821876
0.290,0.40500,61,29994,15,0.824660,0.320883,0.250031,0.634718
0.290,0.40500,61,30422,16,0.670639,0.812046,0.551181,0.704109
0.290,0.40500,61,30022,17,0.816759,0.821546,0.671243,0.639159
0.290,0.40500,61,29903,18,0.829382,0.817580,0.674334,0.636996
0.290,0.40500,61,30009,19,0.312571,0.816168,0.260446,0.822260
0.290,0.40500,61,30163,20,0.817798,0.818789,0.669999,0.638661
0.290,0.40500,61,29953,21,0.807106,0.820755,0.666863,0.639845
0.290,0.40500,61,30109,22,0.393917,0.348575,0.096267,0.826188
0.290,0.40500,61,30024,23,0.816252,0.815413,0.660697,0.635676
0.290,0.40500,61,30057,24,0.415828,0.345794,0.168729,0.814803
0.290,0.40500,61,29993,25,0.407639,0.820505,0.348431,0.814179
0.290,0.40500,61,29985,26,0.619186,0.815547,0.499812,0.727457
0.290,0.40500,61,29654,27,0.828242,0.822254,0.677580,0.640589
0.290,0.40500,61,30316,28,0.698287,0.820360,0.569453,0.690331
0.290,0.40500,61,29864,29,0.346183,0.434260,0.172381,0.822772
0.290,0.40500,61,30190,30,0.816914,0.377265,0.319407,0.638410
0.290,0.40500,61,30186,31,0.814638,0.401524,0.315817,0.638058
0.290,0.40500,61,30097,32,0.824231,0.814433,0.665204,0.638428
0.290,0.40500,61,30103,33,0.820533,0.372563,0.296456,0.636463
0.290,0.40500,61,30096,34,0.818843,0.826615,0.682695,0.635884
0.290,0.40500,61,29787,35,0.811535,0.820492,0.668324,0.636918
0.290,0.40500,61,30112,36,0.808978,0.822100,0.661725,0.636775
0.290,0.40500,61,29767,37,0.822624,0.411949,0.343501,0.635284
0.290,0.40500,61,30131,38,0.814114,0.821874,0.663958,0.636366
0.290,0.40500,61,30119,39,0.812044,0.428719,0.355544,0.638980
0.290,0.40500,61,30024,40,0.373669,0.348830,0.117304,0.818671
0.290,0.40500,61,29915,41,0.356761,0.410964,0.159447,0.817464
0.290,0.40500,61,29972,42,0.821137,0.388198,0.319726,0.639602
0.290,0.40500,61,30102,43,0.448746,0.355918,0.282346,0.810335
0.290,0.40500,61,29945,44,0.815880,0.819401,0.670108,0.637721
0.290,0.40500,61,29819,45,0.422655,0.821813,0.341892,0.825583
0.290,0.40500,61,30313,46,0.815989,0.812956,0.667336,0.637394
0.290,0.40500,61,29778,47,0.366107,0.363363,0.041124,0.816975
0.290,0.40500,61,29836,48,0.813603,0.814910,0.664692,0.638203
0.290,0.40500,61,30187,49,0.821200,0.815274,0.668037,0.637634
0.290,0.40500,61,30021,50,0.371665,0.817901,0.323130,0.822016
0.290,0.40500,61,30369,51,0.815119,0.818190,0.671502,0.635765
0.290,0.40500,61,30014,52,0.820800,0.397917,0.323110,0.634653
0.290,0.40500,61,30170,53,0.816250,0.825829,0.667941,0.636719
0.290,0.40500,61,29746,54,0.737641,0.500777,0.378569,0.669445
0.290,0.40500,61,30178,55,0.825466,0.818386,0.682893,0.637685
0.290,0.40500,61,30077,56,0.415488,0.818428,0.336128,0.820696
0.290,0.40500,61,29918,57,0.816772,0.441692,0.360345,0.637519
0.290,0.40500,61,29892,58,0.820886,0.437194,0.372910,0.637539
0.290,0.40500,61,30086,59,0.417339,0.461652,0.109152,0.822706
0.290,0.40500,61,29859,60,0.823836,0.812246,0.675869,0.639906
0.290,0.40500,61,29993,61,0.822241,0.818505,0.678216,0.636447
0.290,0.40500,61,30096,62,0.409967,0.331879,0.241653,0.809408
0.290,0.40500,61,30242,63,0.825529,0.342114,0.271269,0.637856
0.290,0.40500,61,30115,64,0.825937,0.400002,0.339883,0.637056
0.290,0.41500,61,30050,1,0.433416,0.817878,0.350373,0.814073
0.290,0.41500,61,29679,2,0.419961,0.390238,0.128550,0.814227
0.290,0.41500,61,29847,3,0.364565,0.466636,0.282722,0.817073
0.290,0.41500,61,29930,4,0.431201,0.344675,0.246555,0.813881
0.290,0.41500,61,30005,5,0.369563,0.369121,0.033389,0.811152
0.290,0.41500,61,30154,6,0.376196,0.811755,0.332124,0.816913
0.290,0.41500,61,29895,7,0.817341,0.385974,0.330041,0.638546
0.290,0.41500,61,30102,8,0.819499,0.383772,0.303180,0.637108
0.290,0.41500,61,29642,9,0.811743,0.482485,0.388792,0.637303
0.290,0.41500,61,30124,10,0.822010,0.449247,0.373575,0.638197
0.290,0.41500,61,30114,11,0.465772,0.560467,0.177711,0.817951
0.290,0.41500,61,29883,12,0.445642,0.817540,0.364292,0.820066
0.290,0.41500,61,29806,13,0.811464,0.819371,0.661989,0.636157
0.290,0.41500,61,30659,14,0.438708,0.335010,0.056358,0.819721
0.290,0.41500,61,29994,15,0.814547,0.819750,0.660420,0.637700
0.290,0.41500,61,30422,16,0.358805,0.465251,0.305097,0.815820
0.290,0.41500,61,30022,17,0.452944,0.450043,0.312922,0.818320
0.290,0.41500,61,29903,18,0.385710,0.327698,0.155581,0.821691
0.290,0.41500,61,30009,19,0.814790,0.812358,0.667913,0.637859
0.290,0.41500,61,30163,20,0.600294,0.404510,0.186400,0.724264
0.290,0.41500,61,29953,21,0.447889,0.817085,0.360516,0.813694
0.290,0.41500,61,30109,22,0.403419,0.373629,0.268163,0.814406
0.290,0.41500,61,30024,23,0.823272,0.352547,0.278985,0.636252
0.290,0.41500,61,30057,24,0.450509,0.808921,0.352246,0.793293
0.290,0.41500,61,29993,25,0.568426,0.668969,0.372193,0.730954
0.290,0.41500,61,29985,26,0.355458,0.340754,0.033215,0.817529
0.290,0.41500,61,29654,27,0.441174,0.393427,0.185079,0.809631
0.290,0.41500,61,30316,28,0.374827,0.371762,0.239291,0.816180
0.290,0.41500,61,29864,29,0.817709,0.445959,0.371734,0.637846
0.290,0.41500,61,30190,30,0.812907,0.818475,0.668234,0.638627
0.290,0.41500,61,30186,31,0.817558,0.357705,0.309147,0.640454
0.290,0.41500,61,30097,32,0.811932,0.364141,0.291004,0.637839
0.290,0.41500,61,30103,33,0.777174,0.820177,0.634551,0.656270
0.290,0.41500,61,30096,34,0.342135,0.822491,0.302656,0.822088
0.290,0.41500,61,29787,35,0.420939,0.345790,0.089967,0.819256
0.290,0.41500,61,30112,36,0.818419,0.815624,0.658417,0.638959
0.290,0.41500,61,29767,37,0.814048,0.405756,0.331381,0.635531
0.290,0.41500,61,30131,38,0.491886,0.399459,0.142911,0.821545
0.290,0.41500,61,30119,39,0.492301,0.368749,0.114379,0.828071
