# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+07  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T13:48:36.518
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.230,0.17500,77,29921,29,0.914820,0.917953,0.840823,0.577479
0.230,0.17500,77,29709,30,0.919020,0.918600,0.839349,0.576914
0.230,0.17500,77,30117,31,0.909801,0.916047,0.829138,0.580885
0.230,0.17500,77,29802,32,0.921257,0.917942,0.842753,0.576319
0.230,0.17500,77,29900,33,0.916354,0.915005,0.832662,0.591526
0.230,0.17500,77,29949,34,0.914939,0.917999,0.841851,0.583602
0.230,0.17500,77,29918,35,0.921300,0.914275,0.841176,0.577740
0.230,0.17500,77,29944,36,0.913510,0.921029,0.840870,0.590370
0.230,0.17500,77,29977,37,0.921053,0.911212,0.838438,0.579805
0.230,0.17500,77,30363,38,0.918705,0.918272,0.845444,0.577685
0.230,0.17500,77,29907,39,0.915417,0.918964,0.840205,0.578116
0.230,0.17500,77,29943,40,0.920170,0.918677,0.847145,0.577978
0.230,0.17500,77,29746,41,0.918551,0.915179,0.844023,0.579549
0.230,0.17500,77,30195,42,0.917988,0.919519,0.842958,0.581522
0.230,0.17500,77,29857,43,0.915801,0.919960,0.839090,0.579057
0.230,0.17500,77,30199,44,0.919250,0.913309,0.834672,0.578848
0.230,0.17500,77,30008,45,0.914211,0.916519,0.835381,0.588211
0.230,0.17500,77,30232,46,0.912298,0.911793,0.828585,0.590010
0.230,0.17500,77,29963,47,0.914756,0.917515,0.836264,0.577275
0.230,0.17500,77,30239,48,0.917769,0.911917,0.835929,0.576620
0.230,0.17500,77,30199,49,0.918499,0.920223,0.843275,0.578489
0.230,0.17500,77,30398,50,0.913190,0.916996,0.838378,0.578366
0.230,0.17500,77,30280,51,0.918734,0.919304,0.838569,0.579426
0.230,0.17500,77,29953,52,0.915874,0.920705,0.841851,0.574807
0.230,0.17500,77,30010,53,0.915447,0.921538,0.844624,0.584508
0.230,0.17500,77,30177,54,0.918482,0.915413,0.836983,0.583961
0.230,0.17500,77,29768,55,0.921202,0.918857,0.842805,0.574266
0.230,0.17500,77,30200,56,0.916561,0.914743,0.835642,0.574611
0.230,0.17500,77,30092,57,0.918966,0.915014,0.843988,0.577716
0.230,0.17500,77,30164,58,0.920148,0.915591,0.847652,0.579715
0.230,0.17500,77,30041,59,0.919405,0.913827,0.841258,0.579009
0.230,0.17500,77,29817,60,0.915611,0.916649,0.836331,0.581105
0.230,0.17500,77,30108,61,0.920872,0.919398,0.842297,0.580313
0.230,0.17500,77,30149,62,0.917671,0.912125,0.838292,0.579525
0.230,0.17500,77,30025,63,0.914974,0.916241,0.840257,0.574180
0.230,0.17500,77,29684,64,0.917312,0.918384,0.842648,0.589548
0.230,0.18500,77,30013,1,0.912047,0.913795,0.839874,0.585313
0.230,0.18500,77,29908,2,0.914106,0.917103,0.838827,0.582169
0.230,0.18500,77,29993,3,0.908082,0.913272,0.828393,0.578645
0.230,0.18500,77,29838,4,0.912561,0.908364,0.825410,0.584279
0.230,0.18500,77,30006,5,0.909062,0.908934,0.827195,0.579487
0.230,0.18500,77,30052,6,0.906476,0.912202,0.827082,0.578989
0.230,0.18500,77,30436,7,0.911557,0.911714,0.830653,0.584101
0.230,0.18500,77,30309,8,0.912959,0.917882,0.841910,0.590633
0.230,0.18500,77,29991,9,0.912881,0.914185,0.833528,0.584437
0.230,0.18500,77,30190,10,0.919920,0.910953,0.842794,0.590141
0.230,0.18500,77,29981,11,0.912712,0.918381,0.835123,0.576701
0.230,0.18500,77,30130,12,0.919339,0.912231,0.839156,0.576847
0.230,0.18500,77,30047,13,0.910579,0.905853,0.827665,0.577733
0.230,0.18500,77,29831,14,0.906742,0.909640,0.823033,0.583003
0.230,0.18500,77,30268,15,0.918699,0.913061,0.838802,0.585131
0.230,0.18500,77,30096,16,0.910199,0.906535,0.821448,0.584572
0.230,0.18500,77,29971,17,0.908756,0.917788,0.836124,0.578606
0.230,0.18500,77,29823,18,0.908429,0.916042,0.833444,0.579985
0.230,0.18500,77,30059,19,0.918059,0.910132,0.837594,0.591574
0.230,0.18500,77,29699,20,0.916325,0.917449,0.839335,0.590412
0.230,0.18500,77,30154,21,0.914109,0.915214,0.833563,0.589587
0.230,0.18500,77,30085,22,0.908886,0.911673,0.823079,0.591163
0.230,0.18500,77,29965,23,0.910065,0.910379,0.824685,0.579527
0.230,0.18500,77,29849,24,0.915199,0.913579,0.835538,0.575493
0.230,0.18500,77,29836,25,0.913003,0.914917,0.833052,0.592229
0.230,0.18500,77,29884,26,0.913117,0.911121,0.831295,0.581769
0.230,0.18500,77,30088,27,0.913946,0.914103,0.837506,0.579736
0.230,0.18500,77,30094,28,0.913729,0.914069,0.834397,0.579975
0.230,0.18500,77,29921,29,0.907514,0.912645,0.827225,0.571985
0.230,0.18500,77,29709,30,0.913371,0.916838,0.842256,0.575968
0.230,0.18500,77,30117,31,0.911971,0.916816,0.835838,0.579844
0.230,0.18500,77,29802,32,0.914298,0.907860,0.835967,0.579499
0.230,0.18500,77,29900,33,0.913669,0.911333,0.830772,0.593556
0.230,0.18500,77,29949,34,0.912058,0.910881,0.832245,0.582380
0.230,0.18500,77,29918,35,0.913079,0.914992,0.833236,0.582893
0.230,0.18500,77,29944,36,0.912874,0.912745,0.831312,0.589693
0.230,0.18500,77,29977,37,0.913291,0.910978,0.832786,0.581673
0.230,0.18500,77,30363,38,0.913495,0.912266,0.832870,0.585482
0.230,0.18500,77,29907,39,0.903749,0.911827,0.824561,0.574613
0.230,0.18500,77,29943,40,0.915332,0.911856,0.830859,0.576586
0.230,0.18500,77,29746,41,0.912144,0.912172,0.836727,0.577661
0.230,0.18500,77,30195,42,0.913369,0.914613,0.835873,0.580718
0.230,0.18500,77,29857,43,0.909669,0.912363,0.835730,0.579075
0.230,0.18500,77,30199,44,0.915306,0.913556,0.834690,0.577302
0.230,0.18500,77,30008,45,0.911402,0.911683,0.828526,0.588460
0.230,0.18500,77,30232,46,0.912197,0.912184,0.830720,0.594488
0.230,0.18500,77,29963,47,0.913955,0.907615,0.831070,0.583894
0.230,0.18500,77,30239,48,0.913109,0.915781,0.843443,0.579427
0.230,0.18500,77,30199,49,0.910507,0.909981,0.829918,0.581639
0.230,0.18500,77,30398,50,0.917783,0.913420,0.838605,0.576337
0.230,0.18500,77,30280,51,0.912688,0.916843,0.836927,0.587288
0.230,0.18500,77,29953,52,0.907602,0.916084,0.832405,0.577243
0.230,0.18500,77,30010,53,0.908757,0.907552,0.827693,0.579105
0.230,0.18500,77,30177,54,0.907005,0.907350,0.816735,0.589188
0.230,0.18500,77,29768,55,0.915299,0.915670,0.838391,0.580766
0.230,0.18500,77,30200,56,0.917417,0.908701,0.831585,0.575370
0.230,0.18500,77,30092,57,0.911539,0.912814,0.832950,0.577600
0.230,0.18500,77,30164,58,0.911402,0.918136,0.835518,0.579829
0.230,0.18500,77,30041,59,0.916355,0.913657,0.835034,0.574878
0.230,0.18500,77,29817,60,0.912448,0.911789,0.828399,0.581403
0.230,0.18500,77,30108,61,0.914288,0.915089,0.835274,0.580458
0.230,0.18500,77,30149,62,0.911919,0.910735,0.826640,0.584378
0.230,0.18500,77,30025,63,0.916638,0.916272,0.841085,0.574027
0.230,0.18500,77,29684,64,0.908638,0.913800,0.825368,0.587170
0.230,0.19500,77,30013,1,0.908835,0.907466,0.825456,0.583940
0.230,0.19500,77,29908,2,0.908015,0.907751,0.827889,0.580961
0.230,0.19500,77,29993,3,0.906365,0.905372,0.818631,0.577421
0.230,0.19500,77,29838,4,0.904818,0.906293,0.823281,0.584408
0.230,0.19500,77,30006,5,0.914229,0.910506,0.828834,0.575695
0.230,0.19500,77,30052,6,0.909059,0.900574,0.823008,0.577437
0.230,0.19500,77,30436,7,0.908764,0.904932,0.818437,0.581552
0.230,0.19500,77,30309,8,0.911697,0.906946,0.826365,0.587490
0.230,0.19500,77,29991,9,0.904146,0.904719,0.810659,0.584079
0.230,0.19500,77,30190,10,0.912083,0.909600,0.830817,0.584323
0.230,0.19500,77,29981,11,0.906516,0.906140,0.818267,0.575241
0.230,0.19500,77,30130,12,0.906832,0.912565,0.830848,0.579335
0.230,0.19500,77,30047,13,0.905813,0.906144,0.819477,0.579856
0.230,0.19500,77,29831,14,0.908015,0.902440,0.820634,0.580254
0.230,0.19500,77,30268,15,0.907676,0.905937,0.817598,0.575816
0.230,0.19500,77,30096,16,0.909764,0.912805,0.827588,0.584917
0.230,0.19500,77,29971,17,0.908777,0.907688,0.820991,0.580685
0.230,0.19500,77,29823,18,0.915769,0.907824,0.831107,0.580312
0.230,0.19500,77,30059,19,0.903767,0.914490,0.827818,0.588841
0.230,0.19500,77,29699,20,0.912009,0.908478,0.832690,0.591128
0.230,0.19500,77,30154,21,0.907927,0.907640,0.825232,0.594157
0.230,0.19500,77,30085,22,0.908204,0.907019,0.827946,0.588454
0.230,0.19500,77,29965,23,0.909130,0.909952,0.825627,0.577764
0.230,0.19500,77,29849,24,0.908587,0.904812,0.819374,0.577362
0.230,0.19500,77,29836,25,0.906727,0.909081,0.825541,0.593167
0.230,0.19500,77,29884,26,0.903450,0.903234,0.816199,0.580198
0.230,0.19500,77,30088,27,0.904150,0.911908,0.825972,0.577666
0.230,0.19500,77,30094,28,0.912162,0.905724,0.826749,0.583537
0.230,0.19500,77,29921,29,0.908683,0.907357,0.821813,0.577862
0.230,0.19500,77,29709,30,0.904800,0.904465,0.813341,0.579119
0.230,0.19500,77,30117,31,0.907508,0.906101,0.821584,0.577712
0.230,0.19500,77,29802,32,0.907969,0.907853,0.823910,0.572917
0.230,0.19500,77,29900,33,0.905201,0.909261,0.822914,0.587494
0.230,0.19500,77,29949,34,0.905091,0.909395,0.822931,0.583829
0.230,0.19500,77,29918,35,0.910638,0.907511,0.822991,0.580748
0.230,0.19500,77,29944,36,0.909585,0.909782,0.827076,0.587428
0.230,0.19500,77,29977,37,0.910393,0.905724,0.824404,0.583469
0.230,0.19500,77,30363,38,0.909306,0.906350,0.823256,0.578467
0.230,0.19500,77,29907,39,0.911627,0.908457,0.826479,0.573206
0.230,0.19500,77,29943,40,0.910411,0.904423,0.813614,0.578689
0.230,0.19500,77,29746,41,0.904119,0.905087,0.819596,0.574123
0.230,0.19500,77,30195,42,0.908965,0.907358,0.824953,0.580518
0.230,0.19500,77,29857,43,0.910692,0.909756,0.826100,0.579379
0.230,0.19500,77,30199,44,0.907203,0.899092,0.817620,0.578201
0.230,0.19500,77,30008,45,0.909583,0.912316,0.828934,0.588433
0.230,0.19500,77,30232,46,0.910258,0.903515,0.822213,0.592487
0.230,0.19500,77,29963,47,0.905712,0.903389,0.810953,0.584119
0.230,0.19500,77,30239,48,0.909881,0.909263,0.825512,0.574690
0.230,0.19500,77,30199,49,0.906953,0.905898,0.825939,0.578185
0.230,0.19500,77,30398,50,0.908443,0.905547,0.823984,0.577571
0.230,0.19500,77,30280,51,0.909475,0.909601,0.828739,0.581490
0.230,0.19500,77,29953,52,0.913228,0.912203,0.833530,0.579683
0.230,0.19500,77,30010,53,0.909311,0.904267,0.828092,0.580798
0.230,0.19500,77,30177,54,0.905160,0.910782,0.826549,0.581712
0.230,0.19500,77,29768,55,0.907839,0.907621,0.825502,0.576310
0.230,0.19500,77,30200,56,0.913926,0.906639,0.828052,0.578555
0.230,0.19500,77,30092,57,0.914398,0.908452,0.834205,0.578581
0.230,0.19500,77,30164,58,0.908185,0.908711,0.826395,0.579708
0.230,0.19500,77,30041,59,0.911942,0.903336,0.821626,0.575893
0.230,0.19500,77,29817,60,0.903094,0.909187,0.824404,0.577870
0.230,0.19500,77,30108,61,0.910121,0.908833,0.821932,0.578806
0.230,0.19500,77,30149,62,0.910775,0.909886,0.829935,0.581329
0.230,0.19500,77,30025,63,0.909920,0.909445,0.828431,0.575414
0.230,0.19500,77,29684,64,0.908803,0.910068,0.832166,0.586656
0.230,0.20500,77,30013,1,0.906241,0.901910,0.818122,0.584868
0.230,0.20500,77,29908,2,0.904236,0.905773,0.816501,0.580420
0.230,0.20500,77,29993,3,0.901241,0.903005,0.823078,0.580768
0.230,0.20500,77,29838,4,0.906430,0.903697,0.817530,0.580100
0.230,0.20500,77,30006,5,0.902936,0.899477,0.815427,0.577363
0.230,0.20500,77,30052,6,0.897943,0.900484,0.805274,0.580213
0.230,0.20500,77,30436,7,0.904343,0.905843,0.825760,0.582101
0.230,0.20500,77,30309,8,0.903534,0.903684,0.818428,0.584599
0.230,0.20500,77,29991,9,0.903361,0.904044,0.817305,0.580951
0.230,0.20500,77,30190,10,0.904687,0.898521,0.814606,0.589287
0.230,0.20500,77,29981,11,0.903845,0.905375,0.816011,0.574863
0.230,0.20500,77,30130,12,0.902330,0.903509,0.813770,0.575455
0.230,0.20500,77,30047,13,0.903034,0.905469,0.814549,0.580767
0.230,0.20500,77,29831,14,0.905386,0.905927,0.818940,0.581975
0.230,0.20500,77,30268,15,0.905542,0.899105,0.815208,0.577543
0.230,0.20500,77,30096,16,0.904828,0.901349,0.822235,0.579743
0.230,0.20500,77,29971,17,0.907040,0.904802,0.825433,0.578330
0.230,0.20500,77,29823,18,0.900313,0.899662,0.814137,0.580319
0.230,0.20500,77,30059,19,0.903007,0.904638,0.816708,0.586714
0.230,0.20500,77,29699,20,0.902156,0.905381,0.814696,0.587885
0.230,0.20500,77,30154,21,0.901279,0.908279,0.826202,0.590305
0.230,0.20500,77,30085,22,0.903618,0.903111,0.815162,0.588436
0.230,0.20500,77,29965,23,0.903864,0.904407,0.820930,0.576782
0.230,0.20500,77,29849,24,0.907113,0.902307,0.813186,0.573153
0.230,0.20500,77,29836,25,0.905932,0.900947,0.813702,0.593200
0.230,0.20500,77,29884,26,0.901272,0.905452,0.821585,0.581278
0.230,0.20500,77,30088,27,0.906933,0.905036,0.820767,0.576634
0.230,0.20500,77,30094,28,0.902469,0.903967,0.812344,0.579273
0.230,0.20500,77,29921,29,0.900899,0.899443,0.812243,0.579343
0.230,0.20500,77,29709,30,0.896871,0.906649,0.810980,0.578937
0.230,0.20500,77,30117,31,0.896447,0.904502,0.813007,0.582934
0.230,0.20500,77,29802,32,0.898465,0.902366,0.812039,0.577665
0.230,0.20500,77,29900,33,0.904253,0.903122,0.816593,0.588306
0.230,0.20500,77,29949,34,0.902057,0.900743,0.811578,0.579371
0.230,0.20500,77,29918,35,0.898636,0.906357,0.809077,0.588242
0.230,0.20500,77,29944,36,0.908663,0.907502,0.825177,0.594647
0.230,0.20500,77,29977,37,0.907528,0.901583,0.812845,0.585847
0.230,0.20500,77,30363,38,0.910497,0.898850,0.822529,0.577541
0.230,0.20500,77,29907,39,0.907322,0.903082,0.818256,0.578659
0.230,0.20500,77,29943,40,0.903242,0.905997,0.816237,0.579143
0.230,0.20500,77,29746,41,0.908504,0.902235,0.817887,0.577584
0.230,0.20500,77,30195,42,0.901067,0.908360,0.820880,0.580131
0.230,0.20500,77,29857,43,0.904790,0.911345,0.830735,0.576667
0.230,0.20500,77,30199,44,0.905918,0.901162,0.817552,0.575228
0.230,0.20500,77,30008,45,0.903127,0.903108,0.815511,0.588416
0.230,0.20500,77,30232,46,0.903688,0.908469,0.825574,0.589691
0.230,0.20500,77,29963,47,0.903023,0.903061,0.821875,0.581626
0.230,0.20500,77,30239,48,0.902724,0.901197,0.810515,0.579234
0.230,0.20500,77,30199,49,0.898718,0.903149,0.814126,0.576571
0.230,0.20500,77,30398,50,0.905311,0.902740,0.812532,0.578620
0.230,0.20500,77,30280,51,0.902484,0.908105,0.820775,0.586640
0.230,0.20500,77,29953,52,0.904097,0.904551,0.816978,0.578287
0.230,0.20500,77,30010,53,0.905674,0.899180,0.818918,0.578338
0.230,0.20500,77,30177,54,0.903043,0.902380,0.812091,0.580601
0.230,0.20500,77,29768,55,0.900304,0.905223,0.808061,0.574690
0.230,0.20500,77,30200,56,0.904197,0.907572,0.816741,0.578150
0.230,0.20500,77,30092,57,0.905598,0.907963,0.823801,0.581699
0.230,0.20500,77,30164,58,0.903790,0.909203,0.821428,0.577226
0.230,0.20500,77,30041,59,0.900601,0.902392,0.809476,0.575836
0.230,0.20500,77,29817,60,0.907876,0.899052,0.819085,0.582588
0.230,0.20500,77,30108,61,0.904688,0.907128,0.818826,0.578097
0.230,0.20500,77,30149,62,0.903913,0.902436,0.816952,0.583158
0.230,0.20500,77,30025,63,0.904620,0.908086,0.818534,0.581708
0.230,0.20500,77,29684,64,0.904433,0.907518,0.820819,0.590078
0.230,0.21500,77,30013,1,0.894444,0.897692,0.800873,0.585086
0.230,0.21500,77,29908,2,0.891395,0.897621,0.798604,0.582207
0.230,0.21500,77,29993,3,0.903312,0.894717,0.806151,0.579883
0.230,0.21500,77,29838,4,0.903764,0.894778,0.810753,0.583215
0.230,0.21500,77,30006,5,0.896810,0.899900,0.807432,0.580620
0.230,0.21500,77,30052,6,0.900911,0.900912,0.813953,0.577031
0.230,0.21500,77,30436,7,0.900354,0.893366,0.804004,0.584482
0.230,0.21500,77,30309,8,0.900297,0.900687,0.805565,0.587691
0.230,0.21500,77,29991,9,0.900611,0.894390,0.806737,0.580459
0.230,0.21500,77,30190,10,0.895096,0.896783,0.801855,0.584229
0.230,0.21500,77,29981,11,0.898773,0.900273,0.810206,0.575105
0.230,0.21500,77,30130,12,0.899348,0.894798,0.806957,0.577224
0.230,0.21500,77,30047,13,0.903817,0.898515,0.810550,0.580529
0.230,0.21500,77,29831,14,0.902737,0.902552,0.815778,0.577745
0.230,0.21500,77,30268,15,0.899671,0.895649,0.805503,0.578955
0.230,0.21500,77,30096,16,0.901021,0.897149,0.804012,0.582204
0.230,0.21500,77,29971,17,0.898435,0.898273,0.802989,0.579567
0.230,0.21500,77,29823,18,0.898418,0.901435,0.810840,0.587432
0.230,0.21500,77,30059,19,0.900614,0.902060,0.817402,0.587747
0.230,0.21500,77,29699,20,0.897857,0.901344,0.816177,0.589143
0.230,0.21500,77,30154,21,0.896843,0.899408,0.803665,0.591217
0.230,0.21500,77,30085,22,0.902057,0.900671,0.814668,0.589041
0.230,0.21500,77,29965,23,0.898831,0.903282,0.806624,0.580777
0.230,0.21500,77,29849,24,0.897520,0.900154,0.808375,0.573412
0.230,0.21500,77,29836,25,0.902211,0.897770,0.807841,0.591568
0.230,0.21500,77,29884,26,0.902556,0.901478,0.816369,0.584261
0.230,0.21500,77,30088,27,0.900594,0.900757,0.808020,0.579923
0.230,0.21500,77,30094,28,0.899149,0.896961,0.808643,0.579905
0.230,0.21500,77,29921,29,0.898874,0.898231,0.805526,0.578615
0.230,0.21500,77,29709,30,0.894292,0.898188,0.800961,0.577269
0.230,0.21500,77,30117,31,0.898673,0.904165,0.814211,0.582249
0.230,0.21500,77,29802,32,0.893400,0.893060,0.795191,0.579417
0.230,0.21500,77,29900,33,0.897859,0.895606,0.797339,0.585636
0.230,0.21500,77,29949,34,0.901943,0.902171,0.809412,0.581989
0.230,0.21500,77,29918,35,0.893786,0.899669,0.806099,0.584794
0.230,0.21500,77,29944,36,0.895975,0.901133,0.802550,0.589413
0.230,0.21500,77,29977,37,0.904909,0.893884,0.805548,0.583376
0.230,0.21500,77,30363,38,0.899722,0.898278,0.812193,0.580826
0.230,0.21500,77,29907,39,0.901507,0.896085,0.811294,0.580845
0.230,0.21500,77,29943,40,0.899708,0.897899,0.807835,0.579999
0.230,0.21500,77,29746,41,0.900021,0.898067,0.805083,0.579067
0.230,0.21500,77,30195,42,0.898762,0.896434,0.800110,0.580517
0.230,0.21500,77,29857,43,0.899098,0.897523,0.807930,0.573693
0.230,0.21500,77,30199,44,0.897168,0.902397,0.810707,0.579290
0.230,0.21500,77,30008,45,0.902010,0.899330,0.812480,0.586364
0.230,0.21500,77,30232,46,0.894110,0.898313,0.804872,0.590478
0.230,0.21500,77,29963,47,0.900122,0.895376,0.802373,0.579117
0.230,0.21500,77,30239,48,0.901738,0.900204,0.814308,0.580651
0.230,0.21500,77,30199,49,0.900107,0.900527,0.811485,0.577057
0.230,0.21500,77,30398,50,0.900993,0.901284,0.808644,0.578846
0.230,0.21500,77,30280,51,0.896868,0.898156,0.808013,0.580508
0.230,0.21500,77,29953,52,0.897384,0.899416,0.805341,0.580203
0.230,0.21500,77,30010,53,0.906639,0.898570,0.811136,0.578481
0.230,0.21500,77,30177,54,0.893069,0.897280,0.802141,0.580274
0.230,0.21500,77,29768,55,0.897379,0.896206,0.803828,0.580560
0.230,0.21500,77,30200,56,0.901993,0.893278,0.805366,0.580337
0.230,0.21500,77,30092,57,0.896849,0.901033,0.806631,0.579269
0.230,0.21500,77,30164,58,0.901291,0.898825,0.807756,0.576979
0.230,0.21500,77,30041,59,0.906214,0.901849,0.812757,0.573934
0.230,0.21500,77,29817,60,0.899291,0.901509,0.814778,0.583510
0.230,0.21500,77,30108,61,0.905163,0.901622,0.817914,0.578630
0.230,0.21500,77,30149,62,0.896628,0.897020,0.803189,0.582728
0.230,0.21500,77,30025,63,0.901795,0.901217,0.812366,0.577910
0.230,0.21500,77,29684,64,0.897347,0.900940,0.814013,0.583767
0.230,0.22500,77,30013,1,0.896099,0.900356,0.807176,0.586669
0.230,0.22500,77,29908,2,0.892528,0.889680,0.800984,0.579052
0.230,0.22500,77,29993,3,0.894860,0.892123,0.801315,0.581204
0.230,0.22500,77,29838,4,0.900467,0.891683,0.806465,0.584076
0.230,0.22500,77,30006,5,0.891643,0.896783,0.802163,0.573493
0.230,0.22500,77,30052,6,0.897398,0.896016,0.805724,0.582230
0.230,0.22500,77,30436,7,0.898182,0.897965,0.806644,0.582811
0.230,0.22500,77,30309,8,0.891917,0.894877,0.794604,0.591741
0.230,0.22500,77,29991,9,0.892032,0.897752,0.797201,0.582693
0.230,0.22500,77,30190,10,0.893612,0.896910,0.801346,0.584658
0.230,0.22500,77,29981,11,0.890789,0.891873,0.791436,0.575547
0.230,0.22500,77,30130,12,0.894292,0.893569,0.792821,0.576423
0.230,0.22500,77,30047,13,0.896003,0.896586,0.800934,0.581301
0.230,0.22500,77,29831,14,0.900891,0.897852,0.810964,0.581764
0.230,0.22500,77,30268,15,0.895916,0.892204,0.801497,0.576803
0.230,0.22500,77,30096,16,0.892606,0.890469,0.804506,0.579147
0.230,0.22500,77,29971,17,0.900158,0.891119,0.804880,0.579153
0.230,0.22500,77,29823,18,0.894114,0.896016,0.796474,0.581275
0.230,0.22500,77,30059,19,0.895046,0.896621,0.805147,0.596198
0.230,0.22500,77,29699,20,0.895084,0.892872,0.802343,0.589192
0.230,0.22500,77,30154,21,0.891321,0.899389,0.799802,0.585951
0.230,0.22500,77,30085,22,0.899194,0.893552,0.804602,0.587561
0.230,0.22500,77,29965,23,0.893937,0.894191,0.807047,0.578352
0.230,0.22500,77,29849,24,0.895951,0.892885,0.797992,0.575165
0.230,0.22500,77,29836,25,0.898163,0.897589,0.803563,0.588828
0.230,0.22500,77,29884,26,0.895106,0.892209,0.800390,0.583305
0.230,0.22500,77,30088,27,0.891243,0.899590,0.799767,0.577512
0.230,0.22500,77,30094,28,0.891514,0.898068,0.798911,0.581865
0.230,0.22500,77,29921,29,0.894432,0.893923,0.792859,0.576855
0.230,0.22500,77,29709,30,0.894743,0.894231,0.804631,0.580580
0.230,0.22500,77,30117,31,0.888487,0.902532,0.804801,0.577157
0.230,0.22500,77,29802,32,0.888964,0.892775,0.791489,0.576452
0.230,0.22500,77,29900,33,0.896058,0.897926,0.808067,0.586629
0.230,0.22500,77,29949,34,0.889504,0.893798,0.795675,0.583762
0.230,0.22500,77,29918,35,0.896679,0.897246,0.799405,0.585946
0.230,0.22500,77,29944,36,0.892807,0.893180,0.802366,0.592418
0.230,0.22500,77,29977,37,0.897954,0.896624,0.807004,0.587554
0.230,0.22500,77,30363,38,0.897170,0.896856,0.807834,0.580226
0.230,0.22500,77,29907,39,0.894656,0.899272,0.798663,0.576050
0.230,0.22500,77,29943,40,0.897840,0.893196,0.802212,0.581300
0.230,0.22500,77,29746,41,0.896977,0.899336,0.806900,0.576752
0.230,0.22500,77,30195,42,0.892766,0.891803,0.799330,0.578779
0.230,0.22500,77,29857,43,0.893753,0.894032,0.806790,0.580148
0.230,0.22500,77,30199,44,0.896911,0.898622,0.807683,0.577178
0.230,0.22500,77,30008,45,0.893779,0.893496,0.791774,0.588313
0.230,0.22500,77,30232,46,0.897978,0.898064,0.804809,0.592979
0.230,0.22500,77,29963,47,0.895211,0.895493,0.802465,0.581477
0.230,0.22500,77,30239,48,0.892616,0.897276,0.800388,0.579578
0.230,0.22500,77,30199,49,0.892807,0.896174,0.807262,0.580439
0.230,0.22500,77,30398,50,0.893228,0.898663,0.804251,0.577576
0.230,0.22500,77,30280,51,0.888559,0.897344,0.801219,0.583407
0.230,0.22500,77,29953,52,0.899737,0.903693,0.814103,0.582048
0.230,0.22500,77,30010,53,0.894848,0.896295,0.799940,0.580938
