# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.450,1000,0.2000,8,cold,0.901859
0.450,1000,0.2100,1,cold,0.896365
0.450,1000,0.2100,2,cold,0.903394
0.450,1000,0.2100,3,cold,0.896684
0.450,1000,0.2100,4,cold,0.905997
0.450,1000,0.2100,5,cold,0.913463
0.450,1000,0.2100,6,cold,0.903790
0.450,1000,0.2100,7,cold,0.908095
0.450,1000,0.2100,8,cold,0.900067
0.450,1000,0.2200,1,cold,0.898713
0.450,1000,0.2200,2,cold,0.892715
0.450,1000,0.2200,3,cold,0.897571
0.450,1000,0.2200,4,cold,0.901830
0.450,1000,0.2200,5,cold,0.900926
0.450,1000,0.2200,6,cold,0.895202
0.450,1000,0.2200,7,cold,0.895453
0.450,1000,0.2200,8,cold,0.900710
0.450,1000,0.2300,1,cold,0.896506
0.450,1000,0.2300,2,cold,0.890131
0.450,1000,0.2300,3,cold,0.889164
0.450,1000,0.2300,4,cold,0.896431
0.450,1000,0.2300,5,cold,0.898202
0.450,1000,0.2300,6,cold,0.891108
0.450,1000,0.2300,7,cold,0.888649
0.450,1000,0.2300,8,cold,0.895900
0.450,1000,0.2400,1,cold,0.883138
0.450,1000,0.2400,2,cold,0.888886
0.450,1000,0.2400,3,cold,0.883322
0.450,1000,0.2400,4,cold,0.891784
0.450,1000,0.2400,5,cold,0.887005
0.450,1000,0.2400,6,cold,0.890718
0.450,1000,0.2400,7,cold,0.898248
0.450,1000,0.2400,8,cold,0.880080
0.450,1000,0.2500,1,cold,0.886589
0.450,1000,0.2500,2,cold,0.888425
0.450,1000,0.2500,3,cold,0.883411
0.450,1000,0.2500,4,cold,0.877578
0.450,1000,0.2500,5,cold,0.887717
0.450,1000,0.2500,6,cold,0.873022
0.450,1000,0.2500,7,cold,0.884282
0.450,1000,0.2500,8,cold,0.885688
0.450,1000,0.2600,1,cold,0.875132
0.450,1000,0.2600,2,cold,0.876950
0.450,1000,0.2600,3,cold,0.876736
0.450,1000,0.2600,4,cold,0.874125
0.450,1000,0.2600,5,cold,0.873079
0.450,1000,0.2600,6,cold,0.879399
0.450,1000,0.2600,7,cold,0.877524
0.450,1000,0.2600,8,cold,0.886048
0.450,1000,0.2700,1,cold,0.879970
0.450,1000,0.2700,2,cold,0.879176
0.450,1000,0.2700,3,cold,0.869039
0.450,1000,0.2700,4,cold,0.871571
0.450,1000,0.2700,5,cold,0.879659
0.450,1000,0.2700,6,cold,0.881379
0.450,1000,0.2700,7,cold,0.876086
0.450,1000,0.2700,8,cold,0.878298
0.450,1000,0.2800,1,cold,0.884358
0.450,1000,0.2800,2,cold,0.880995
0.450,1000,0.2800,3,cold,0.873617
0.450,1000,0.2800,4,cold,0.876078
0.450,1000,0.2800,5,cold,0.865563
0.450,1000,0.2800,6,cold,0.868576
0.450,1000,0.2800,7,cold,0.866215
0.450,1000,0.2800,8,cold,0.867994
0.450,1000,0.2900,1,cold,0.861308
0.450,1000,0.2900,2,cold,0.868106
0.450,1000,0.2900,3,cold,0.864220
0.450,1000,0.2900,4,cold,0.871800
0.450,1000,0.2900,5,cold,0.864608
0.450,1000,0.2900,6,cold,0.870343
0.450,1000,0.2900,7,cold,0.863843
0.450,1000,0.2900,8,cold,0.875800
0.450,1000,0.3000,1,cold,0.865541
0.450,1000,0.3000,2,cold,0.869556
0.450,1000,0.3000,3,cold,0.858578
0.450,1000,0.3000,4,cold,0.864407
0.450,1000,0.3000,5,cold,0.868090
0.450,1000,0.3000,6,cold,0.869986
0.450,1000,0.3000,7,cold,0.854648
0.450,1000,0.3000,8,cold,0.867794
0.450,1000,0.3100,1,cold,0.855491
0.450,1000,0.3100,2,cold,0.850891
0.450,1000,0.3100,3,cold,0.854074
0.450,1000,0.3100,4,cold,0.869815
0.450,1000,0.3100,5,cold,0.858064
0.450,1000,0.3100,6,cold,0.862276
0.450,1000,0.3100,7,cold,0.851711
0.450,1000,0.3100,8,cold,0.856237
0.450,1000,0.3200,1,cold,0.850446
0.450,1000,0.3200,2,cold,0.851879
0.450,1000,0.3200,3,cold,0.857767
0.450,1000,0.3200,4,cold,0.854235
0.450,1000,0.3200,5,cold,0.854054
0.450,1000,0.3200,6,cold,0.853358
0.450,1000,0.3200,7,cold,0.857462
0.450,1000,0.3200,8,cold,0.856704
0.450,1000,0.3300,1,cold,0.842324
0.450,1000,0.3300,2,cold,0.344045
0.450,1000,0.3300,3,cold,0.849695
0.450,1000,0.3300,4,cold,0.847168
0.450,1000,0.3300,5,cold,0.848820
0.450,1000,0.3300,6,cold,0.846100
0.450,1000,0.3300,7,cold,0.856452
0.450,1000,0.3300,8,cold,0.856486
0.450,1000,0.3400,1,cold,0.837046
0.450,1000,0.3400,2,cold,0.838754
0.450,1000,0.3400,3,cold,0.839972
0.450,1000,0.3400,4,cold,0.846260
0.450,1000,0.3400,5,cold,0.852303
0.450,1000,0.3400,6,cold,0.852853
0.450,1000,0.3400,7,cold,0.761767
0.450,1000,0.3400,8,cold,0.850132
0.450,1000,0.3500,1,cold,0.849961
0.450,1000,0.3500,2,cold,0.366276
0.450,1000,0.3500,3,cold,0.280597
0.450,1000,0.3500,4,cold,0.841916
0.450,1000,0.3500,5,cold,0.839654
0.450,1000,0.3500,6,cold,0.849293
0.450,1000,0.3500,7,cold,0.845577
0.450,1000,0.3500,8,cold,0.853446
0.450,1000,0.3600,1,cold,0.340455
0.450,1000,0.3600,2,cold,0.250479
0.450,1000,0.3600,3,cold,0.165438
0.450,1000,0.3600,4,cold,0.839642
0.450,1000,0.3600,5,cold,0.839450
0.450,1000,0.3600,6,cold,0.213598
0.450,1000,0.3600,7,cold,0.234150
0.450,1000,0.3600,8,cold,0.797244
0.450,1000,0.3700,1,cold,0.448825
0.450,1000,0.3700,2,cold,0.129681
0.450,1000,0.3700,3,cold,0.159487
0.450,1000,0.3700,4,cold,0.838444
0.450,1000,0.3700,5,cold,0.234186
0.450,1000,0.3700,6,cold,0.146141
0.450,1000,0.3700,7,cold,0.196808
0.450,1000,0.3700,8,cold,0.253604
0.450,1000,0.3800,1,cold,0.090883
0.450,1000,0.3800,2,cold,0.195624
0.450,1000,0.3800,3,cold,0.274739
0.450,1000,0.3800,4,cold,0.121342
0.450,1000,0.3800,5,cold,0.728479
0.450,1000,0.3800,6,cold,0.219762
0.450,1000,0.3800,7,cold,0.303773
0.450,1000,0.3800,8,cold,0.536068
0.450,1000,0.3900,1,cold,0.085731
0.450,1000,0.3900,2,cold,0.070004
0.450,1000,0.3900,3,cold,0.078029
0.450,1000,0.3900,4,cold,0.154068
0.450,1000,0.3900,5,cold,0.239841
0.450,1000,0.3900,6,cold,0.070381
0.450,1000,0.3900,7,cold,0.130824
0.450,1000,0.3900,8,cold,0.236771
0.450,1000,0.4000,1,cold,0.090691
0.450,1000,0.4000,2,cold,0.108737
0.450,1000,0.4000,3,cold,0.173214
0.450,1000,0.4000,4,cold,0.101178
0.450,1000,0.4000,5,cold,0.140455
0.450,1000,0.4000,6,cold,0.040503
0.450,1000,0.4000,7,cold,0.060594
0.450,1000,0.4000,8,cold,0.066804
0.450,1000,0.4100,1,cold,0.041047
0.450,1000,0.4100,2,cold,0.034253
0.450,1000,0.4100,3,cold,0.017150
0.450,1000,0.4100,4,cold,0.081151
0.450,1000,0.4100,5,cold,0.055717
0.450,1000,0.4100,6,cold,0.039460
0.450,1000,0.4100,7,cold,0.133399
0.450,1000,0.4100,8,cold,0.068301
0.450,1000,0.4200,1,cold,0.051332
0.450,1000,0.4200,2,cold,0.072669
0.450,1000,0.4200,3,cold,0.023718
0.450,1000,0.4200,4,cold,0.013090
0.450,1000,0.4200,5,cold,0.038578
0.450,1000,0.4200,6,cold,0.066022
0.450,1000,0.4200,7,cold,0.076099
0.450,1000,0.4200,8,cold,0.055038
0.450,1000,0.4300,1,cold,0.044143
0.450,1000,0.4300,2,cold,0.013060
0.450,1000,0.4300,3,cold,0.082848
0.450,1000,0.4300,4,cold,0.019162
0.450,1000,0.4300,5,cold,0.087319
0.450,1000,0.4300,6,cold,0.050895
0.450,1000,0.4300,7,cold,0.037207
0.450,1000,0.4300,8,cold,0.033224
0.450,1000,0.4400,1,cold,0.022609
0.450,1000,0.4400,2,cold,0.044310
0.450,1000,0.4400,3,cold,0.055326
0.450,1000,0.4400,4,cold,0.024787
0.450,1000,0.4400,5,cold,-0.006080
0.450,1000,0.4400,6,cold,0.030724
0.450,1000,0.4400,7,cold,0.007255
0.450,1000,0.4400,8,cold,0.017379
0.450,1000,0.4500,1,cold,-0.050413
0.450,1000,0.4500,2,cold,-0.020527
0.450,1000,0.4500,3,cold,0.015448
0.450,1000,0.4500,4,cold,0.062730
0.450,1000,0.4500,5,cold,0.015114
0.450,1000,0.4500,6,cold,0.021634
0.450,1000,0.4500,7,cold,-0.001140
0.450,1000,0.4500,8,cold,0.036015
0.500,50,0.0500,1,cold,0.978158
0.500,50,0.0500,2,cold,0.976775
0.500,50,0.0500,3,cold,0.976571
0.500,50,0.0500,4,cold,0.972897
0.500,50,0.0500,5,cold,0.976466
0.500,50,0.0500,6,cold,0.976102
0.500,50,0.0500,7,cold,0.975481
0.500,50,0.0500,8,cold,0.975342
0.500,50,0.0600,1,cold,0.968580
0.500,50,0.0600,2,cold,0.969254
0.500,50,0.0600,3,cold,0.969250
0.500,50,0.0600,4,cold,0.967136
0.500,50,0.0600,5,cold,0.969888
0.500,50,0.0600,6,cold,0.967894
0.500,50,0.0600,7,cold,0.970368
0.500,50,0.0600,8,cold,0.970648
0.500,50,0.0700,1,cold,0.968040
0.500,50,0.0700,2,cold,0.972171
0.500,50,0.0700,3,cold,0.968631
0.500,50,0.0700,4,cold,0.964534
0.500,50,0.0700,5,cold,0.972161
0.500,50,0.0700,6,cold,0.969746
0.500,50,0.0700,7,cold,0.961593
0.500,50,0.0700,8,cold,0.967639
0.500,50,0.0800,1,cold,0.960181
0.500,50,0.0800,2,cold,0.961103
0.500,50,0.0800,3,cold,0.960664
0.500,50,0.0800,4,cold,0.960367
0.500,50,0.0800,5,cold,0.962319
0.500,50,0.0800,6,cold,0.962478
0.500,50,0.0800,7,cold,0.961038
0.500,50,0.0800,8,cold,0.965289
0.500,50,0.0900,1,cold,0.960710
0.500,50,0.0900,2,cold,0.959987
0.500,50,0.0900,3,cold,0.960821
0.500,50,0.0900,4,cold,0.954705
0.500,50,0.0900,5,cold,0.956143
0.500,50,0.0900,6,cold,0.957602
0.500,50,0.0900,7,cold,0.949085
0.500,50,0.0900,8,cold,0.955453
0.500,50,0.1000,1,cold,0.949092
0.500,50,0.1000,2,cold,0.952496
0.500,50,0.1000,3,cold,0.944003
0.500,50,0.1000,4,cold,0.943239
0.500,50,0.1000,5,cold,0.953737
0.500,50,0.1000,6,cold,0.951278
0.500,50,0.1000,7,cold,0.947300
0.500,50,0.1000,8,cold,0.949643
0.500,50,0.1100,1,cold,0.945605
0.500,50,0.1100,2,cold,0.941451
0.500,50,0.1100,3,cold,0.947753
0.500,50,0.1100,4,cold,0.951063
0.500,50,0.1100,5,cold,0.944274
0.500,50,0.1100,6,cold,0.944736
0.500,50,0.1100,7,cold,0.949942
0.500,50,0.1100,8,cold,0.949663
0.500,50,0.1200,1,cold,0.942208
0.500,50,0.1200,2,cold,0.942278
0.500,50,0.1200,3,cold,0.944544
0.500,50,0.1200,4,cold,0.941503
0.500,50,0.1200,5,cold,0.940215
0.500,50,0.1200,6,cold,0.938795
0.500,50,0.1200,7,cold,0.945692
0.500,50,0.1200,8,cold,0.941803
0.500,50,0.1300,1,cold,0.929840
0.500,50,0.1300,2,cold,0.040818
0.500,50,0.1300,3,cold,0.938136
0.500,50,0.1300,4,cold,0.946384
0.500,50,0.1300,5,cold,0.933747
0.500,50,0.1300,6,cold,0.044611
0.500,50,0.1300,7,cold,0.118238
0.500,50,0.1300,8,cold,0.233647
0.500,50,0.1400,1,cold,0.090024
0.500,50,0.1400,2,cold,0.020082
0.500,50,0.1400,3,cold,0.934823
0.500,50,0.1400,4,cold,-0.004718
0.500,50,0.1400,5,cold,-0.126457
0.500,50,0.1400,6,cold,0.932463
0.500,50,0.1400,7,cold,0.926624
0.500,50,0.1400,8,cold,-0.137064
0.500,50,0.1500,1,cold,0.157709
0.500,50,0.1500,2,cold,0.628585
0.500,50,0.1500,3,cold,-0.020349
0.500,50,0.1500,4,cold,-0.024550
0.500,50,0.1500,5,cold,0.040590
0.500,50,0.1500,6,cold,0.920152
0.500,50,0.1500,7,cold,0.007391
0.500,50,0.1500,8,cold,-0.058638
0.500,50,0.1600,1,cold,-0.049922
0.500,50,0.1600,2,cold,-0.013171
0.500,50,0.1600,3,cold,0.049998
0.500,50,0.1600,4,cold,-0.035674
0.500,50,0.1600,5,cold,0.020730
0.500,50,0.1600,6,cold,-0.023082
0.500,50,0.1600,7,cold,-0.046855
0.500,50,0.1600,8,cold,-0.060165
0.500,50,0.1700,1,cold,0.050929
0.500,50,0.1700,2,cold,-0.041749
0.500,50,0.1700,3,cold,0.166872
0.500,50,0.1700,4,cold,0.031436
0.500,50,0.1700,5,cold,-0.050809
0.500,50,0.1700,6,cold,0.134102
0.500,50,0.1700,7,cold,-0.097057
0.500,50,0.1700,8,cold,-0.047820
0.500,50,0.1800,1,cold,0.012481
0.500,50,0.1800,2,cold,-0.111603
0.500,50,0.1800,3,cold,-0.090161
0.500,50,0.1800,4,cold,-0.055991
0.500,50,0.1800,5,cold,0.226650
0.500,50,0.1800,6,cold,-0.127854
0.500,50,0.1800,7,cold,-0.016993
0.500,50,0.1800,8,cold,-0.198163
0.500,50,0.1900,1,cold,0.046784
0.500,50,0.1900,2,cold,-0.017440
0.500,50,0.1900,3,cold,0.029434
0.500,50,0.1900,4,cold,-0.076498
0.500,50,0.1900,5,cold,0.043185
0.500,50,0.1900,6,cold,0.020860
0.500,50,0.1900,7,cold,0.206464
0.500,50,0.1900,8,cold,0.171194
0.500,50,0.2000,1,cold,-0.059745
0.500,50,0.2000,2,cold,0.038086
0.500,50,0.2000,3,cold,-0.099802
0.500,50,0.2000,4,cold,0.095663
0.500,50,0.2000,5,cold,0.067965
0.500,50,0.2000,6,cold,0.003062
0.500,50,0.2000,7,cold,-0.046099
0.500,50,0.2000,8,cold,0.021940
0.500,50,0.2100,1,cold,-0.221465
0.500,50,0.2100,2,cold,0.030863
0.500,50,0.2100,3,cold,-0.050965
0.500,50,0.2100,4,cold,-0.037268
0.500,50,0.2100,5,cold,-0.083699
0.500,50,0.2100,6,cold,0.130872
0.500,50,0.2100,7,cold,-0.056892
0.500,50,0.2100,8,cold,-0.006655
0.500,50,0.2200,1,cold,-0.076602
0.500,50,0.2200,2,cold,-0.095144
0.500,50,0.2200,3,cold,0.044205
0.500,50,0.2200,4,cold,0.001439
0.500,50,0.2200,5,cold,-0.017950
0.500,50,0.2200,6,cold,-0.074113
0.500,50,0.2200,7,cold,0.046987
0.500,50,0.2200,8,cold,-0.081261
0.500,50,0.2300,1,cold,0.047116
0.500,50,0.2300,2,cold,-0.091955
0.500,50,0.2300,3,cold,0.005435
0.500,50,0.2300,4,cold,-0.039588
0.500,50,0.2300,5,cold,-0.140614
0.500,50,0.2300,6,cold,-0.015097
0.500,50,0.2300,7,cold,-0.024819
0.500,50,0.2300,8,cold,0.067946
0.500,50,0.2400,1,cold,-0.000574
0.500,50,0.2400,2,cold,0.160752
0.500,50,0.2400,3,cold,-0.075161
0.500,50,0.2400,4,cold,-0.131979
0.500,50,0.2400,5,cold,0.046981
0.500,50,0.2400,6,cold,0.045271
0.500,50,0.2400,7,cold,-0.049626
0.500,50,0.2400,8,cold,-0.021873
0.500,50,0.2500,1,cold,-0.058970
0.500,50,0.2500,2,cold,-0.064794
0.500,50,0.2500,3,cold,0.038909
0.500,50,0.2500,4,cold,0.075383
0.500,50,0.2500,5,cold,-0.021096
0.500,50,0.2500,6,cold,0.099737
0.500,50,0.2500,7,cold,-0.061087
0.500,50,0.2500,8,cold,0.012659
0.500,50,0.2600,1,cold,-0.007512
0.500,50,0.2600,2,cold,0.079403
0.500,50,0.2600,3,cold,-0.007147
0.500,50,0.2600,4,cold,-0.008640
0.500,50,0.2600,5,cold,0.004938
0.500,50,0.2600,6,cold,-0.049457
0.500,50,0.2600,7,cold,-0.130042
0.500,50,0.2600,8,cold,-0.065360
0.500,50,0.2700,1,cold,0.030780
0.500,50,0.2700,2,cold,-0.017670
0.500,50,0.2700,3,cold,-0.032576
0.500,50,0.2700,4,cold,0.120050
0.500,50,0.2700,5,cold,0.015143
0.500,50,0.2700,6,cold,-0.006728
0.500,50,0.2700,7,cold,-0.076620
0.500,50,0.2700,8,cold,-0.021355
0.500,50,0.2800,1,cold,0.017544
0.500,50,0.2800,2,cold,0.061733
0.500,50,0.2800,3,cold,0.132312
0.500,50,0.2800,4,cold,0.027961
0.500,50,0.2800,5,cold,0.142609
0.500,50,0.2800,6,cold,0.091390
0.500,50,0.2800,7,cold,0.124119
0.500,50,0.2800,8,cold,0.034742
0.500,50,0.2900,1,cold,-0.042630
0.500,50,0.2900,2,cold,0.044024
0.500,50,0.2900,3,cold,-0.071857
0.500,50,0.2900,4,cold,0.128040
0.500,50,0.2900,5,cold,0.038505
0.500,50,0.2900,6,cold,0.106743
0.500,50,0.2900,7,cold,0.066842
0.500,50,0.2900,8,cold,0.066312
0.500,50,0.3000,1,cold,-0.099445
0.500,50,0.3000,2,cold,0.019855
0.500,50,0.3000,3,cold,-0.024741
0.500,50,0.3000,4,cold,-0.030892
0.500,50,0.3000,5,cold,-0.005606
0.500,50,0.3000,6,cold,-0.090467
0.500,50,0.3000,7,cold,0.041161
0.500,50,0.3000,8,cold,-0.043632
0.500,50,0.3100,1,cold,-0.138512
0.500,50,0.3100,2,cold,0.096669
0.500,50,0.3100,3,cold,0.030088
0.500,50,0.3100,4,cold,-0.016297
0.500,50,0.3100,5,cold,0.051985
0.500,50,0.3100,6,cold,0.134291
0.500,50,0.3100,7,cold,0.030174
0.500,50,0.3100,8,cold,0.024355
0.500,50,0.3200,1,cold,0.091130
0.500,50,0.3200,2,cold,-0.064352
0.500,50,0.3200,3,cold,-0.068859
0.500,50,0.3200,4,cold,0.009104
0.500,50,0.3200,5,cold,-0.015552
0.500,50,0.3200,6,cold,0.055396
0.500,50,0.3200,7,cold,-0.005956
0.500,50,0.3200,8,cold,0.017473
0.500,50,0.3300,1,cold,-0.092820
0.500,50,0.3300,2,cold,0.029044
0.500,50,0.3300,3,cold,-0.016293
0.500,50,0.3300,4,cold,-0.036684
0.500,50,0.3300,5,cold,0.025154
0.500,50,0.3300,6,cold,-0.034642
0.500,50,0.3300,7,cold,-0.082559
0.500,50,0.3300,8,cold,0.015671
0.500,50,0.3400,1,cold,0.007453
0.500,50,0.3400,2,cold,0.078275
0.500,50,0.3400,3,cold,0.097691
0.500,50,0.3400,4,cold,0.045710
0.500,50,0.3400,5,cold,0.000156
0.500,50,0.3400,6,cold,-0.064090
0.500,50,0.3400,7,cold,-0.080031
0.500,50,0.3400,8,cold,0.018427
0.500,50,0.3500,1,cold,0.051025
0.500,50,0.3500,2,cold,0.035663
0.500,50,0.3500,3,cold,-0.020665
0.500,50,0.3500,4,cold,-0.002692
0.500,50,0.3500,5,cold,-0.054359
0.500,50,0.3500,6,cold,0.086835
0.500,50,0.3500,7,cold,0.119464
0.500,50,0.3500,8,cold,0.041131
0.500,50,0.3600,1,cold,0.002777
0.500,50,0.3600,2,cold,-0.013336
0.500,50,0.3600,3,cold,0.044178
0.500,50,0.3600,4,cold,0.065299
0.500,50,0.3600,5,cold,-0.062852
0.500,50,0.3600,6,cold,-0.018320
0.500,50,0.3600,7,cold,0.040719
0.500,50,0.3600,8,cold,-0.018708
0.500,50,0.3700,1,cold,-0.105098
0.500,50,0.3700,2,cold,0.011794
0.500,50,0.3700,3,cold,-0.077534
0.500,50,0.3700,4,cold,-0.018935
0.500,50,0.3700,5,cold,0.059113
0.500,50,0.3700,6,cold,-0.008085
0.500,50,0.3700,7,cold,-0.092526
0.500,50,0.3700,8,cold,-0.020605
0.500,50,0.3800,1,cold,0.009647
0.500,50,0.3800,2,cold,-0.061203
0.500,50,0.3800,3,cold,0.058738
0.500,50,0.3800,4,cold,0.031682
0.500,50,0.3800,5,cold,-0.018785
0.500,50,0.3800,6,cold,-0.051627
0.500,50,0.3800,7,cold,-0.014616
0.500,50,0.3800,8,cold,0.087711
0.500,50,0.3900,1,cold,0.059014
0.500,50,0.3900,2,cold,0.008636
0.500,50,0.3900,3,cold,0.128564
0.500,50,0.3900,4,cold,0.046803
0.500,50,0.3900,5,cold,-0.115658
0.500,50,0.3900,6,cold,0.035597
0.500,50,0.3900,7,cold,0.074884
0.500,50,0.3900,8,cold,-0.072367
0.500,50,0.4000,1,cold,-0.046025
0.500,50,0.4000,2,cold,-0.004764
0.500,50,0.4000,3,cold,-0.007666
0.500,50,0.4000,4,cold,0.073056
0.500,50,0.4000,5,cold,0.065121
0.500,50,0.4000,6,cold,0.021824
0.500,50,0.4000,7,cold,-0.014967
0.500,50,0.4000,8,cold,0.063556
0.500,100,0.0500,1,cold,0.974266
0.500,100,0.0500,2,cold,0.973880
0.500,100,0.0500,3,cold,0.976123
0.500,100,0.0500,4,cold,0.976377
0.500,100,0.0500,5,cold,0.976295
0.500,100,0.0500,6,cold,0.975140
0.500,100,0.0500,7,cold,0.973233
0.500,100,0.0500,8,cold,0.979377
0.500,100,0.0600,1,cold,0.971606
0.500,100,0.0600,2,cold,0.969128
0.500,100,0.0600,3,cold,0.970796
0.500,100,0.0600,4,cold,0.971952
0.500,100,0.0600,5,cold,0.966474
0.500,100,0.0600,6,cold,0.970124
0.500,100,0.0600,7,cold,0.974593
0.500,100,0.0600,8,cold,0.968379
0.500,100,0.0700,1,cold,0.968621
0.500,100,0.0700,2,cold,0.964621
0.500,100,0.0700,3,cold,0.962107
0.500,100,0.0700,4,cold,0.964115
0.500,100,0.0700,5,cold,0.965329
0.500,100,0.0700,6,cold,0.962200
0.500,100,0.0700,7,cold,0.961844
0.500,100,0.0700,8,cold,0.967970
0.500,100,0.0800,1,cold,0.957452
0.500,100,0.0800,2,cold,0.959330
0.500,100,0.0800,3,cold,0.957848
0.500,100,0.0800,4,cold,0.961187
0.500,100,0.0800,5,cold,0.963171
0.500,100,0.0800,6,cold,0.966459
0.500,100,0.0800,7,cold,0.965340
0.500,100,0.0800,8,cold,0.963207
0.500,100,0.0900,1,cold,0.958504
0.500,100,0.0900,2,cold,0.956617
0.500,100,0.0900,3,cold,0.959625
0.500,100,0.0900,4,cold,0.954233
0.500,100,0.0900,5,cold,0.957127
0.500,100,0.0900,6,cold,0.957683
0.500,100,0.0900,7,cold,0.957247
0.500,100,0.0900,8,cold,0.958413
0.500,100,0.1000,1,cold,0.954622
0.500,100,0.1000,2,cold,0.954076
0.500,100,0.1000,3,cold,0.952981
0.500,100,0.1000,4,cold,0.953222
0.500,100,0.1000,5,cold,0.952902
0.500,100,0.1000,6,cold,0.954596
0.500,100,0.1000,7,cold,0.953491
0.500,100,0.1000,8,cold,0.954950
0.500,100,0.1100,1,cold,0.949589
0.500,100,0.1100,2,cold,0.951445
0.500,100,0.1100,3,cold,0.942828
0.500,100,0.1100,4,cold,0.950999
0.500,100,0.1100,5,cold,0.943463
0.500,100,0.1100,6,cold,0.947157
0.500,100,0.1100,7,cold,0.948648
0.500,100,0.1100,8,cold,0.948451
0.500,100,0.1200,1,cold,0.948169
0.500,100,0.1200,2,cold,0.938486
0.500,100,0.1200,3,cold,0.943635
0.500,100,0.1200,4,cold,0.936388
0.500,100,0.1200,5,cold,0.949521
0.500,100,0.1200,6,cold,0.941030
0.500,100,0.1200,7,cold,0.938229
0.500,100,0.1200,8,cold,0.946260
0.500,100,0.1300,1,cold,0.941579
0.500,100,0.1300,2,cold,0.935347
0.500,100,0.1300,3,cold,0.936223
0.500,100,0.1300,4,cold,0.939084
0.500,100,0.1300,5,cold,0.939207
0.500,100,0.1300,6,cold,0.937466
0.500,100,0.1300,7,cold,0.936772
0.500,100,0.1300,8,cold,0.946981
0.500,100,0.1400,1,cold,0.936661
0.500,100,0.1400,2,cold,0.933938
0.500,100,0.1400,3,cold,0.933918
0.500,100,0.1400,4,cold,0.930117
0.500,100,0.1400,5,cold,0.930242
0.500,100,0.1400,6,cold,0.932896
0.500,100,0.1400,7,cold,0.931491
0.500,100,0.1400,8,cold,0.929950
0.500,100,0.1500,1,cold,0.927771
0.500,100,0.1500,2,cold,0.934640
0.500,100,0.1500,3,cold,0.928076
0.500,100,0.1500,4,cold,0.933605
0.500,100,0.1500,5,cold,0.930733
0.500,100,0.1500,6,cold,0.929337
0.500,100,0.1500,7,cold,0.930560
0.500,100,0.1500,8,cold,0.932867
0.500,100,0.1600,1,cold,0.920272
0.500,100,0.1600,2,cold,0.643623
0.500,100,0.1600,3,cold,0.921741
0.500,100,0.1600,4,cold,0.913091
0.500,100,0.1600,5,cold,0.062483
0.500,100,0.1600,6,cold,0.917457
0.500,100,0.1600,7,cold,0.115312
0.500,100,0.1600,8,cold,0.919738
0.500,100,0.1700,1,cold,0.079626
0.500,100,0.1700,2,cold,0.055568
0.500,100,0.1700,3,cold,-0.008470
0.500,100,0.1700,4,cold,0.115325
0.500,100,0.1700,5,cold,0.117419
0.500,100,0.1700,6,cold,0.916416
0.500,100,0.1700,7,cold,0.143626
0.500,100,0.1700,8,cold,0.012492
0.500,100,0.1800,1,cold,0.151326
0.500,100,0.1800,2,cold,0.180387
0.500,100,0.1800,3,cold,-0.011299
0.500,100,0.1800,4,cold,-0.080236
0.500,100,0.1800,5,cold,0.037204
0.500,100,0.1800,6,cold,-0.128985
0.500,100,0.1800,7,cold,0.038461
0.500,100,0.1800,8,cold,0.024988
0.500,100,0.1900,1,cold,0.022276
0.500,100,0.1900,2,cold,0.133239
0.500,100,0.1900,3,cold,0.016341
0.500,100,0.1900,4,cold,0.096120
0.500,100,0.1900,5,cold,-0.121475
0.500,100,0.1900,6,cold,-0.006074
0.500,100,0.1900,7,cold,0.072506
0.500,100,0.1900,8,cold,0.157141
0.500,100,0.2000,1,cold,-0.010255
0.500,100,0.2000,2,cold,0.041803
0.500,100,0.2000,3,cold,0.138067
0.500,100,0.2000,4,cold,0.097230
0.500,100,0.2000,5,cold,-0.145644
0.500,100,0.2000,6,cold,0.032509
0.500,100,0.2000,7,cold,0.048865
0.500,100,0.2000,8,cold,-0.033804
0.500,100,0.2100,1,cold,0.032350
0.500,100,0.2100,2,cold,-0.004083
0.500,100,0.2100,3,cold,-0.061970
0.500,100,0.2100,4,cold,0.082402
0.500,100,0.2100,5,cold,0.086259
0.500,100,0.2100,6,cold,-0.049103
0.500,100,0.2100,7,cold,-0.049360
0.500,100,0.2100,8,cold,0.184057
0.500,100,0.2200,1,cold,0.056950
0.500,100,0.2200,2,cold,0.000890
0.500,100,0.2200,3,cold,-0.099563
0.500,100,0.2200,4,cold,0.060223
0.500,100,0.2200,5,cold,-0.040898
0.500,100,0.2200,6,cold,0.051341
0.500,100,0.2200,7,cold,0.024847
0.500,100,0.2200,8,cold,-0.072069
0.500,100,0.2300,1,cold,-0.008233
0.500,100,0.2300,2,cold,0.087489
0.500,100,0.2300,3,cold,0.050994
0.500,100,0.2300,4,cold,-0.057939
0.500,100,0.2300,5,cold,0.009624
0.500,100,0.2300,6,cold,0.067451
0.500,100,0.2300,7,cold,-0.027606
0.500,100,0.2300,8,cold,0.097000
0.500,100,0.2400,1,cold,0.069507
0.500,100,0.2400,2,cold,-0.089911
0.500,100,0.2400,3,cold,-0.088856
0.500,100,0.2400,4,cold,0.017569
0.500,100,0.2400,5,cold,-0.007343
