# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.250,50,0.4400,2,cold,0.324849
0.250,50,0.4400,3,cold,0.816046
0.250,50,0.4400,4,cold,0.810530
0.250,50,0.4400,5,cold,0.820600
0.250,50,0.4400,6,cold,0.321213
0.250,50,0.4400,7,cold,0.350420
0.250,50,0.4400,8,cold,0.809708
0.250,50,0.4600,1,cold,0.802698
0.250,50,0.4600,2,cold,0.288916
0.250,50,0.4600,3,cold,0.803529
0.250,50,0.4600,4,cold,0.236163
0.250,50,0.4600,5,cold,0.802586
0.250,50,0.4600,6,cold,0.785209
0.250,50,0.4600,7,cold,0.760335
0.250,50,0.4600,8,cold,0.794202
0.250,50,0.4800,1,cold,0.411713
0.250,50,0.4800,2,cold,0.318986
0.250,50,0.4800,3,cold,0.394417
0.250,50,0.4800,4,cold,0.310826
0.250,50,0.4800,5,cold,0.785293
0.250,50,0.4800,6,cold,0.259564
0.250,50,0.4800,7,cold,0.380994
0.250,50,0.4800,8,cold,0.324759
0.250,50,0.5000,1,cold,0.277602
0.250,50,0.5000,2,cold,0.170115
0.250,50,0.5000,3,cold,0.204312
0.250,50,0.5000,4,cold,0.213333
0.250,50,0.5000,5,cold,0.255687
0.250,50,0.5000,6,cold,0.654087
0.250,50,0.5000,7,cold,0.784880
0.250,50,0.5000,8,cold,0.308579
0.250,100,0.1000,1,cold,0.953637
0.250,100,0.1000,2,cold,0.947633
0.250,100,0.1000,3,cold,0.954054
0.250,100,0.1000,4,cold,0.952935
0.250,100,0.1000,5,cold,0.950445
0.250,100,0.1000,6,cold,0.953181
0.250,100,0.1000,7,cold,0.958102
0.250,100,0.1000,8,cold,0.952111
0.250,100,0.1200,1,cold,0.948265
0.250,100,0.1200,2,cold,0.945279
0.250,100,0.1200,3,cold,0.943541
0.250,100,0.1200,4,cold,0.936708
0.250,100,0.1200,5,cold,0.950423
0.250,100,0.1200,6,cold,0.949715
0.250,100,0.1200,7,cold,0.942297
0.250,100,0.1200,8,cold,0.948391
0.250,100,0.1400,1,cold,0.930729
0.250,100,0.1400,2,cold,0.931612
0.250,100,0.1400,3,cold,0.935858
0.250,100,0.1400,4,cold,0.933898
0.250,100,0.1400,5,cold,0.933872
0.250,100,0.1400,6,cold,0.934087
0.250,100,0.1400,7,cold,0.934720
0.250,100,0.1400,8,cold,0.930940
0.250,100,0.1600,1,cold,0.919268
0.250,100,0.1600,2,cold,0.927685
0.250,100,0.1600,3,cold,0.923285
0.250,100,0.1600,4,cold,0.929122
0.250,100,0.1600,5,cold,0.921574
0.250,100,0.1600,6,cold,0.921951
0.250,100,0.1600,7,cold,0.930068
0.250,100,0.1600,8,cold,0.927727
0.250,100,0.1800,1,cold,0.921312
0.250,100,0.1800,2,cold,0.916241
0.250,100,0.1800,3,cold,0.920579
0.250,100,0.1800,4,cold,0.917659
0.250,100,0.1800,5,cold,0.906848
0.250,100,0.1800,6,cold,0.904307
0.250,100,0.1800,7,cold,0.916973
0.250,100,0.1800,8,cold,0.902899
0.250,100,0.2000,1,cold,0.897291
0.250,100,0.2000,2,cold,0.904909
0.250,100,0.2000,3,cold,0.907463
0.250,100,0.2000,4,cold,0.900623
0.250,100,0.2000,5,cold,0.914045
0.250,100,0.2000,6,cold,0.911790
0.250,100,0.2000,7,cold,0.909485
0.250,100,0.2000,8,cold,0.903245
0.250,100,0.2200,1,cold,0.894416
0.250,100,0.2200,2,cold,0.898230
0.250,100,0.2200,3,cold,0.895834
0.250,100,0.2200,4,cold,0.912925
0.250,100,0.2200,5,cold,0.897208
0.250,100,0.2200,6,cold,0.900837
0.250,100,0.2200,7,cold,0.906131
0.250,100,0.2200,8,cold,0.900262
0.250,100,0.2400,1,cold,0.895353
0.250,100,0.2400,2,cold,0.892110
0.250,100,0.2400,3,cold,0.885117
0.250,100,0.2400,4,cold,0.890570
0.250,100,0.2400,5,cold,0.889241
0.250,100,0.2400,6,cold,0.888567
0.250,100,0.2400,7,cold,0.888800
0.250,100,0.2400,8,cold,0.887895
0.250,100,0.2600,1,cold,0.884298
0.250,100,0.2600,2,cold,0.876030
0.250,100,0.2600,3,cold,0.879036
0.250,100,0.2600,4,cold,0.867055
0.250,100,0.2600,5,cold,0.874861
0.250,100,0.2600,6,cold,0.893814
0.250,100,0.2600,7,cold,0.884619
0.250,100,0.2600,8,cold,0.888368
0.250,100,0.2800,1,cold,0.869518
0.250,100,0.2800,2,cold,0.882829
0.250,100,0.2800,3,cold,0.872789
0.250,100,0.2800,4,cold,0.869706
0.250,100,0.2800,5,cold,0.847987
0.250,100,0.2800,6,cold,0.864776
0.250,100,0.2800,7,cold,0.861959
0.250,100,0.2800,8,cold,0.880011
0.250,100,0.3000,1,cold,0.868009
0.250,100,0.3000,2,cold,0.866437
0.250,100,0.3000,3,cold,0.863846
0.250,100,0.3000,4,cold,0.868175
0.250,100,0.3000,5,cold,0.862155
0.250,100,0.3000,6,cold,0.856101
0.250,100,0.3000,7,cold,0.851135
0.250,100,0.3000,8,cold,0.874812
0.250,100,0.3200,1,cold,0.867588
0.250,100,0.3200,2,cold,0.843555
0.250,100,0.3200,3,cold,0.867764
0.250,100,0.3200,4,cold,0.860037
0.250,100,0.3200,5,cold,0.851042
0.250,100,0.3200,6,cold,0.850598
0.250,100,0.3200,7,cold,0.868948
0.250,100,0.3200,8,cold,0.837582
0.250,100,0.3400,1,cold,0.867892
0.250,100,0.3400,2,cold,0.849070
0.250,100,0.3400,3,cold,0.848946
0.250,100,0.3400,4,cold,0.856049
0.250,100,0.3400,5,cold,0.848680
0.250,100,0.3400,6,cold,0.854692
0.250,100,0.3400,7,cold,0.857209
0.250,100,0.3400,8,cold,0.844719
0.250,100,0.3600,1,cold,0.822751
0.250,100,0.3600,2,cold,0.838750
0.250,100,0.3600,3,cold,0.837628
0.250,100,0.3600,4,cold,0.847830
0.250,100,0.3600,5,cold,0.840793
0.250,100,0.3600,6,cold,0.841944
0.250,100,0.3600,7,cold,0.842468
0.250,100,0.3600,8,cold,0.823579
0.250,100,0.3800,1,cold,0.849783
0.250,100,0.3800,2,cold,0.827533
0.250,100,0.3800,3,cold,0.802889
0.250,100,0.3800,4,cold,0.815417
0.250,100,0.3800,5,cold,0.824905
0.250,100,0.3800,6,cold,0.815356
0.250,100,0.3800,7,cold,0.827739
0.250,100,0.3800,8,cold,0.832695
0.250,100,0.4000,1,cold,0.842270
0.250,100,0.4000,2,cold,0.821751
0.250,100,0.4000,3,cold,0.824211
0.250,100,0.4000,4,cold,0.843713
0.250,100,0.4000,5,cold,0.817798
0.250,100,0.4000,6,cold,0.815578
0.250,100,0.4000,7,cold,0.837203
0.250,100,0.4000,8,cold,0.815033
0.250,100,0.4200,1,cold,0.819584
0.250,100,0.4200,2,cold,0.818923
0.250,100,0.4200,3,cold,0.819730
0.250,100,0.4200,4,cold,0.805541
0.250,100,0.4200,5,cold,0.816319
0.250,100,0.4200,6,cold,0.818231
0.250,100,0.4200,7,cold,0.821487
0.250,100,0.4200,8,cold,0.812311
0.250,100,0.4400,1,cold,0.818789
0.250,100,0.4400,2,cold,0.802393
0.250,100,0.4400,3,cold,0.797572
0.250,100,0.4400,4,cold,0.809196
0.250,100,0.4400,5,cold,0.821589
0.250,100,0.4400,6,cold,0.800114
0.250,100,0.4400,7,cold,0.800129
0.250,100,0.4400,8,cold,0.802719
0.250,100,0.4600,1,cold,0.811343
0.250,100,0.4600,2,cold,0.809559
0.250,100,0.4600,3,cold,0.782369
0.250,100,0.4600,4,cold,0.793803
0.250,100,0.4600,5,cold,0.814787
0.250,100,0.4600,6,cold,0.800945
0.250,100,0.4600,7,cold,0.779746
0.250,100,0.4600,8,cold,0.796343
0.250,100,0.4800,1,cold,0.796490
0.250,100,0.4800,2,cold,0.786585
0.250,100,0.4800,3,cold,0.783366
0.250,100,0.4800,4,cold,0.779647
0.250,100,0.4800,5,cold,0.784659
0.250,100,0.4800,6,cold,0.804627
0.250,100,0.4800,7,cold,0.806385
0.250,100,0.4800,8,cold,0.793776
0.250,100,0.5000,1,cold,0.777180
0.250,100,0.5000,2,cold,0.800216
0.250,100,0.5000,3,cold,0.800969
0.250,100,0.5000,4,cold,0.774167
0.250,100,0.5000,5,cold,0.760462
0.250,100,0.5000,6,cold,0.786371
0.250,100,0.5000,7,cold,0.783869
0.250,100,0.5000,8,cold,0.782842
0.250,1000,0.1000,1,cold,0.949479
0.250,1000,0.1000,2,cold,0.953361
0.250,1000,0.1000,3,cold,0.955199
0.250,1000,0.1000,4,cold,0.953242
0.250,1000,0.1000,5,cold,0.952946
0.250,1000,0.1000,6,cold,0.953854
0.250,1000,0.1000,7,cold,0.952899
0.250,1000,0.1000,8,cold,0.955663
0.250,1000,0.1200,1,cold,0.942698
0.250,1000,0.1200,2,cold,0.944207
0.250,1000,0.1200,3,cold,0.944075
0.250,1000,0.1200,4,cold,0.940972
0.250,1000,0.1200,5,cold,0.943157
0.250,1000,0.1200,6,cold,0.945121
0.250,1000,0.1200,7,cold,0.946682
0.250,1000,0.1200,8,cold,0.942704
0.250,1000,0.1400,1,cold,0.935344
0.250,1000,0.1400,2,cold,0.930595
0.250,1000,0.1400,3,cold,0.928217
0.250,1000,0.1400,4,cold,0.933023
0.250,1000,0.1400,5,cold,0.933395
0.250,1000,0.1400,6,cold,0.933716
0.250,1000,0.1400,7,cold,0.934054
0.250,1000,0.1400,8,cold,0.934746
0.250,1000,0.1600,1,cold,0.919532
0.250,1000,0.1600,2,cold,0.920928
0.250,1000,0.1600,3,cold,0.923063
0.250,1000,0.1600,4,cold,0.923954
0.250,1000,0.1600,5,cold,0.922645
0.250,1000,0.1600,6,cold,0.927179
0.250,1000,0.1600,7,cold,0.925286
0.250,1000,0.1600,8,cold,0.920018
0.250,1000,0.1800,1,cold,0.915609
0.250,1000,0.1800,2,cold,0.911973
0.250,1000,0.1800,3,cold,0.912277
0.250,1000,0.1800,4,cold,0.909034
0.250,1000,0.1800,5,cold,0.917365
0.250,1000,0.1800,6,cold,0.916844
0.250,1000,0.1800,7,cold,0.915805
0.250,1000,0.1800,8,cold,0.922099
0.250,1000,0.2000,1,cold,0.900763
0.250,1000,0.2000,2,cold,0.907788
0.250,1000,0.2000,3,cold,0.901478
0.250,1000,0.2000,4,cold,0.906162
0.250,1000,0.2000,5,cold,0.900042
0.250,1000,0.2000,6,cold,0.907617
0.250,1000,0.2000,7,cold,0.905259
0.250,1000,0.2000,8,cold,0.901831
0.250,1000,0.2200,1,cold,0.893262
0.250,1000,0.2200,2,cold,0.893935
0.250,1000,0.2200,3,cold,0.894701
0.250,1000,0.2200,4,cold,0.897837
0.250,1000,0.2200,5,cold,0.898374
0.250,1000,0.2200,6,cold,0.903601
0.250,1000,0.2200,7,cold,0.899306
0.250,1000,0.2200,8,cold,0.891650
0.250,1000,0.2400,1,cold,0.884209
0.250,1000,0.2400,2,cold,0.888357
0.250,1000,0.2400,3,cold,0.883220
0.250,1000,0.2400,4,cold,0.885791
0.250,1000,0.2400,5,cold,0.892468
0.250,1000,0.2400,6,cold,0.883183
0.250,1000,0.2400,7,cold,0.888053
0.250,1000,0.2400,8,cold,0.892278
0.250,1000,0.2600,1,cold,0.876680
0.250,1000,0.2600,2,cold,0.882732
0.250,1000,0.2600,3,cold,0.891001
0.250,1000,0.2600,4,cold,0.882141
0.250,1000,0.2600,5,cold,0.875116
0.250,1000,0.2600,6,cold,0.877959
0.250,1000,0.2600,7,cold,0.876672
0.250,1000,0.2600,8,cold,0.875109
0.250,1000,0.2800,1,cold,0.860948
0.250,1000,0.2800,2,cold,0.866857
0.250,1000,0.2800,3,cold,0.858286
0.250,1000,0.2800,4,cold,0.872350
0.250,1000,0.2800,5,cold,0.872365
0.250,1000,0.2800,6,cold,0.867755
0.250,1000,0.2800,7,cold,0.879400
0.250,1000,0.2800,8,cold,0.872190
0.250,1000,0.3000,1,cold,0.866211
0.250,1000,0.3000,2,cold,0.859675
0.250,1000,0.3000,3,cold,0.861816
0.250,1000,0.3000,4,cold,0.862509
0.250,1000,0.3000,5,cold,0.860289
0.250,1000,0.3000,6,cold,0.864701
0.250,1000,0.3000,7,cold,0.863209
0.250,1000,0.3000,8,cold,0.859212
0.250,1000,0.3200,1,cold,0.848785
0.250,1000,0.3200,2,cold,0.842441
0.250,1000,0.3200,3,cold,0.850468
0.250,1000,0.3200,4,cold,0.845214
0.250,1000,0.3200,5,cold,0.866178
0.250,1000,0.3200,6,cold,0.843798
0.250,1000,0.3200,7,cold,0.841469
0.250,1000,0.3200,8,cold,0.855799
0.250,1000,0.3400,1,cold,0.836650
0.250,1000,0.3400,2,cold,0.838465
0.250,1000,0.3400,3,cold,0.850708
0.250,1000,0.3400,4,cold,0.851495
0.250,1000,0.3400,5,cold,0.845958
0.250,1000,0.3400,6,cold,0.841211
0.250,1000,0.3400,7,cold,0.844503
0.250,1000,0.3400,8,cold,0.839204
0.250,1000,0.3600,1,cold,0.842384
0.250,1000,0.3600,2,cold,0.842237
0.250,1000,0.3600,3,cold,0.841726
0.250,1000,0.3600,4,cold,0.833159
0.250,1000,0.3600,5,cold,0.838112
0.250,1000,0.3600,6,cold,0.834166
0.250,1000,0.3600,7,cold,0.836833
0.250,1000,0.3600,8,cold,0.826930
0.250,1000,0.3800,1,cold,0.822199
0.250,1000,0.3800,2,cold,0.814492
0.250,1000,0.3800,3,cold,0.823859
0.250,1000,0.3800,4,cold,0.830875
0.250,1000,0.3800,5,cold,0.840262
0.250,1000,0.3800,6,cold,0.832963
0.250,1000,0.3800,7,cold,0.835763
0.250,1000,0.3800,8,cold,0.832083
0.250,1000,0.4000,1,cold,0.818878
0.250,1000,0.4000,2,cold,0.827573
0.250,1000,0.4000,3,cold,0.821180
0.250,1000,0.4000,4,cold,0.823092
0.250,1000,0.4000,5,cold,0.819983
0.250,1000,0.4000,6,cold,0.820109
0.250,1000,0.4000,7,cold,0.821075
0.250,1000,0.4000,8,cold,0.812916
0.250,1000,0.4200,1,cold,0.815539
0.250,1000,0.4200,2,cold,0.812626
0.250,1000,0.4200,3,cold,0.810525
0.250,1000,0.4200,4,cold,0.817536
0.250,1000,0.4200,5,cold,0.816816
0.250,1000,0.4200,6,cold,0.814482
0.250,1000,0.4200,7,cold,0.813170
0.250,1000,0.4200,8,cold,0.809047
0.250,1000,0.4400,1,cold,0.790816
0.250,1000,0.4400,2,cold,0.807716
0.250,1000,0.4400,3,cold,0.803537
0.250,1000,0.4400,4,cold,0.801133
0.250,1000,0.4400,5,cold,0.799557
0.250,1000,0.4400,6,cold,0.810814
0.250,1000,0.4400,7,cold,0.799828
0.250,1000,0.4400,8,cold,0.801095
0.250,1000,0.4600,1,cold,0.798100
0.250,1000,0.4600,2,cold,0.800912
0.250,1000,0.4600,3,cold,0.795717
0.250,1000,0.4600,4,cold,0.795566
0.250,1000,0.4600,5,cold,0.795853
0.250,1000,0.4600,6,cold,0.793373
0.250,1000,0.4600,7,cold,0.786978
0.250,1000,0.4600,8,cold,0.799058
0.250,1000,0.4800,1,cold,0.769199
0.250,1000,0.4800,2,cold,0.791108
0.250,1000,0.4800,3,cold,0.771414
0.250,1000,0.4800,4,cold,0.787607
0.250,1000,0.4800,5,cold,0.795951
0.250,1000,0.4800,6,cold,0.793071
0.250,1000,0.4800,7,cold,0.788358
0.250,1000,0.4800,8,cold,0.793418
0.250,1000,0.5000,1,cold,0.778933
0.250,1000,0.5000,2,cold,0.779445
0.250,1000,0.5000,3,cold,0.774798
0.250,1000,0.5000,4,cold,0.779564
0.250,1000,0.5000,5,cold,0.773883
0.250,1000,0.5000,6,cold,0.772435
0.250,1000,0.5000,7,cold,0.770185
0.250,1000,0.5000,8,cold,0.770160
0.300,50,0.1000,1,cold,0.953928
0.300,50,0.1000,2,cold,0.947281
0.300,50,0.1000,3,cold,0.950459
0.300,50,0.1000,4,cold,0.954936
0.300,50,0.1000,5,cold,0.955276
0.300,50,0.1000,6,cold,0.955674
0.300,50,0.1000,7,cold,0.949455
0.300,50,0.1000,8,cold,0.947425
0.300,50,0.1200,1,cold,0.944420
0.300,50,0.1200,2,cold,0.946344
0.300,50,0.1200,3,cold,0.946560
0.300,50,0.1200,4,cold,0.948751
0.300,50,0.1200,5,cold,0.941911
0.300,50,0.1200,6,cold,0.945746
0.300,50,0.1200,7,cold,0.937956
0.300,50,0.1200,8,cold,0.940322
0.300,50,0.1400,1,cold,0.940161
0.300,50,0.1400,2,cold,0.935016
0.300,50,0.1400,3,cold,0.934343
0.300,50,0.1400,4,cold,0.930746
0.300,50,0.1400,5,cold,0.937281
0.300,50,0.1400,6,cold,0.928079
0.300,50,0.1400,7,cold,0.930508
0.300,50,0.1400,8,cold,0.932024
0.300,50,0.1600,1,cold,0.924202
0.300,50,0.1600,2,cold,0.929548
0.300,50,0.1600,3,cold,0.923564
0.300,50,0.1600,4,cold,0.920699
0.300,50,0.1600,5,cold,0.927236
0.300,50,0.1600,6,cold,0.935673
0.300,50,0.1600,7,cold,0.924119
0.300,50,0.1600,8,cold,0.920147
0.300,50,0.1800,1,cold,0.923252
0.300,50,0.1800,2,cold,0.905639
0.300,50,0.1800,3,cold,0.905586
0.300,50,0.1800,4,cold,0.916391
0.300,50,0.1800,5,cold,0.915420
0.300,50,0.1800,6,cold,0.908103
0.300,50,0.1800,7,cold,0.918488
0.300,50,0.1800,8,cold,0.908230
0.300,50,0.2000,1,cold,0.909625
0.300,50,0.2000,2,cold,0.905993
0.300,50,0.2000,3,cold,0.906392
0.300,50,0.2000,4,cold,0.910974
0.300,50,0.2000,5,cold,0.908130
0.300,50,0.2000,6,cold,0.899204
0.300,50,0.2000,7,cold,0.910749
0.300,50,0.2000,8,cold,0.903043
0.300,50,0.2200,1,cold,0.905856
0.300,50,0.2200,2,cold,0.910255
0.300,50,0.2200,3,cold,0.899390
0.300,50,0.2200,4,cold,0.901510
0.300,50,0.2200,5,cold,0.894215
0.300,50,0.2200,6,cold,0.895949
0.300,50,0.2200,7,cold,0.898697
0.300,50,0.2200,8,cold,0.892068
0.300,50,0.2400,1,cold,0.890575
0.300,50,0.2400,2,cold,0.889549
0.300,50,0.2400,3,cold,0.885542
0.300,50,0.2400,4,cold,0.894755
0.300,50,0.2400,5,cold,0.885784
0.300,50,0.2400,6,cold,0.886639
0.300,50,0.2400,7,cold,0.885423
0.300,50,0.2400,8,cold,0.895372
0.300,50,0.2600,1,cold,0.874733
0.300,50,0.2600,2,cold,0.884631
0.300,50,0.2600,3,cold,0.883207
0.300,50,0.2600,4,cold,0.886529
0.300,50,0.2600,5,cold,0.881747
0.300,50,0.2600,6,cold,0.877394
0.300,50,0.2600,7,cold,0.876769
0.300,50,0.2600,8,cold,0.879009
0.300,50,0.2800,1,cold,0.868377
0.300,50,0.2800,2,cold,0.871236
0.300,50,0.2800,3,cold,0.871095
0.300,50,0.2800,4,cold,0.871838
0.300,50,0.2800,5,cold,0.864695
0.300,50,0.2800,6,cold,0.873851
0.300,50,0.2800,7,cold,0.860068
0.300,50,0.2800,8,cold,0.868492
0.300,50,0.3000,1,cold,0.852570
0.300,50,0.3000,2,cold,0.872807
0.300,50,0.3000,3,cold,0.867112
0.300,50,0.3000,4,cold,0.863536
0.300,50,0.3000,5,cold,0.847682
0.300,50,0.3000,6,cold,0.863111
0.300,50,0.3000,7,cold,0.863058
0.300,50,0.3000,8,cold,0.864087
0.300,50,0.3200,1,cold,0.866327
0.300,50,0.3200,2,cold,0.855544
0.300,50,0.3200,3,cold,0.862382
0.300,50,0.3200,4,cold,0.844282
0.300,50,0.3200,5,cold,0.858204
0.300,50,0.3200,6,cold,0.848697
0.300,50,0.3200,7,cold,0.842121
0.300,50,0.3200,8,cold,0.841321
0.300,50,0.3400,1,cold,0.860045
0.300,50,0.3400,2,cold,0.835903
0.300,50,0.3400,3,cold,0.847626
0.300,50,0.3400,4,cold,0.848632
0.300,50,0.3400,5,cold,0.849211
0.300,50,0.3400,6,cold,0.852804
0.300,50,0.3400,7,cold,0.846288
0.300,50,0.3400,8,cold,0.846652
0.300,50,0.3600,1,cold,0.845275
0.300,50,0.3600,2,cold,0.485763
0.300,50,0.3600,3,cold,0.842565
0.300,50,0.3600,4,cold,0.844233
0.300,50,0.3600,5,cold,0.838428
0.300,50,0.3600,6,cold,0.831681
0.300,50,0.3600,7,cold,0.846031
0.300,50,0.3600,8,cold,0.840900
0.300,50,0.3800,1,cold,0.820295
0.300,50,0.3800,2,cold,0.826525
0.300,50,0.3800,3,cold,0.832532
0.300,50,0.3800,4,cold,0.817704
0.300,50,0.3800,5,cold,0.830920
0.300,50,0.3800,6,cold,0.831097
0.300,50,0.3800,7,cold,0.831066
0.300,50,0.3800,8,cold,0.821144
0.300,50,0.4000,1,cold,0.357801
0.300,50,0.4000,2,cold,0.394431
0.300,50,0.4000,3,cold,0.331073
0.300,50,0.4000,4,cold,0.529192
0.300,50,0.4000,5,cold,0.512883
0.300,50,0.4000,6,cold,0.375509
0.300,50,0.4000,7,cold,0.377825
0.300,50,0.4000,8,cold,0.506342
0.300,50,0.4200,1,cold,0.809642
0.300,50,0.4200,2,cold,0.821771
0.300,50,0.4200,3,cold,0.353046
0.300,50,0.4200,4,cold,0.309570
0.300,50,0.4200,5,cold,0.368407
0.300,50,0.4200,6,cold,0.351947
0.300,50,0.4200,7,cold,0.359468
0.300,50,0.4200,8,cold,0.387446
0.300,50,0.4400,1,cold,0.321650
0.300,50,0.4400,2,cold,0.375510
0.300,50,0.4400,3,cold,0.389061
0.300,50,0.4400,4,cold,0.284809
0.300,50,0.4400,5,cold,0.413850
0.300,50,0.4400,6,cold,0.398010
0.300,50,0.4400,7,cold,0.375241
0.300,50,0.4400,8,cold,0.329665
0.300,50,0.4600,1,cold,0.346114
0.300,50,0.4600,2,cold,0.354489
0.300,50,0.4600,3,cold,0.266771
0.300,50,0.4600,4,cold,0.398377
0.300,50,0.4600,5,cold,0.344072
0.300,50,0.4600,6,cold,0.298254
0.300,50,0.4600,7,cold,0.334195
0.300,50,0.4600,8,cold,0.295620
0.300,50,0.4800,1,cold,0.341966
0.300,50,0.4800,2,cold,0.350533
0.300,50,0.4800,3,cold,0.433258
0.300,50,0.4800,4,cold,0.308951
0.300,50,0.4800,5,cold,0.311099
0.300,50,0.4800,6,cold,0.289922
0.300,50,0.4800,7,cold,0.323050
0.300,50,0.4800,8,cold,0.320963
0.300,50,0.5000,1,cold,0.350865
0.300,50,0.5000,2,cold,0.322011
0.300,50,0.5000,3,cold,0.346477
0.300,50,0.5000,4,cold,0.345934
0.300,50,0.5000,5,cold,0.357826
0.300,50,0.5000,6,cold,0.337616
0.300,50,0.5000,7,cold,0.297917
0.300,50,0.5000,8,cold,0.342175
0.300,100,0.1000,1,cold,0.952776
0.300,100,0.1000,2,cold,0.949908
0.300,100,0.1000,3,cold,0.953950
0.300,100,0.1000,4,cold,0.960452
0.300,100,0.1000,5,cold,0.951639
0.300,100,0.1000,6,cold,0.948803
0.300,100,0.1000,7,cold,0.949282
0.300,100,0.1000,8,cold,0.950468
0.300,100,0.1200,1,cold,0.943808
0.300,100,0.1200,2,cold,0.941976
0.300,100,0.1200,3,cold,0.939742
0.300,100,0.1200,4,cold,0.938214
0.300,100,0.1200,5,cold,0.944668
0.300,100,0.1200,6,cold,0.944049
0.300,100,0.1200,7,cold,0.947958
0.300,100,0.1200,8,cold,0.944269
0.300,100,0.1400,1,cold,0.936485
0.300,100,0.1400,2,cold,0.931141
0.300,100,0.1400,3,cold,0.931920
0.300,100,0.1400,4,cold,0.938695
0.300,100,0.1400,5,cold,0.928304
0.300,100,0.1400,6,cold,0.930693
0.300,100,0.1400,7,cold,0.941098
0.300,100,0.1400,8,cold,0.935615
0.300,100,0.1600,1,cold,0.918025
0.300,100,0.1600,2,cold,0.925347
0.300,100,0.1600,3,cold,0.929896
0.300,100,0.1600,4,cold,0.914189
0.300,100,0.1600,5,cold,0.927030
0.300,100,0.1600,6,cold,0.919545
0.300,100,0.1600,7,cold,0.918362
0.300,100,0.1600,8,cold,0.929811
0.300,100,0.1800,1,cold,0.917825
0.300,100,0.1800,2,cold,0.921321
0.300,100,0.1800,3,cold,0.900205
0.300,100,0.1800,4,cold,0.920111
0.300,100,0.1800,5,cold,0.911458
0.300,100,0.1800,6,cold,0.916689
0.300,100,0.1800,7,cold,0.922390
0.300,100,0.1800,8,cold,0.917984
0.300,100,0.2000,1,cold,0.910395
0.300,100,0.2000,2,cold,0.911668
0.300,100,0.2000,3,cold,0.914103
0.300,100,0.2000,4,cold,0.900469
0.300,100,0.2000,5,cold,0.907798
0.300,100,0.2000,6,cold,0.903649
0.300,100,0.2000,7,cold,0.904640
0.300,100,0.2000,8,cold,0.910705
0.300,100,0.2200,1,cold,0.896511
0.300,100,0.2200,2,cold,0.905531
0.300,100,0.2200,3,cold,0.886696
0.300,100,0.2200,4,cold,0.899135
0.300,100,0.2200,5,cold,0.902139
0.300,100,0.2200,6,cold,0.903179
0.300,100,0.2200,7,cold,0.902972
0.300,100,0.2200,8,cold,0.896864
0.300,100,0.2400,1,cold,0.878024
0.300,100,0.2400,2,cold,0.894174
0.300,100,0.2400,3,cold,0.900836
0.300,100,0.2400,4,cold,0.876853
0.300,100,0.2400,5,cold,0.883372
0.300,100,0.2400,6,cold,0.904472
0.300,100,0.2400,7,cold,0.889007
0.300,100,0.2400,8,cold,0.890905
0.300,100,0.2600,1,cold,0.879936
0.300,100,0.2600,2,cold,0.869998
0.300,100,0.2600,3,cold,0.870660
0.300,100,0.2600,4,cold,0.887480
0.300,100,0.2600,5,cold,0.872834
0.300,100,0.2600,6,cold,0.885837
0.300,100,0.2600,7,cold,0.875549
0.300,100,0.2600,8,cold,0.879457
0.300,100,0.2800,1,cold,0.869141
0.300,100,0.2800,2,cold,0.860930
0.300,100,0.2800,3,cold,0.880585
0.300,100,0.2800,4,cold,0.872937
0.300,100,0.2800,5,cold,0.875817
0.300,100,0.2800,6,cold,0.872895
0.300,100,0.2800,7,cold,0.863208
0.300,100,0.2800,8,cold,0.870203
0.300,100,0.3000,1,cold,0.865742
0.300,100,0.3000,2,cold,0.868334
0.300,100,0.3000,3,cold,0.861927
0.300,100,0.3000,4,cold,0.847000
0.300,100,0.3000,5,cold,0.841939
0.300,100,0.3000,6,cold,0.839384
0.300,100,0.3000,7,cold,0.860189
0.300,100,0.3000,8,cold,0.873079
0.300,100,0.3200,1,cold,0.856983
0.300,100,0.3200,2,cold,0.850102
0.300,100,0.3200,3,cold,0.866684
0.300,100,0.3200,4,cold,0.853565
0.300,100,0.3200,5,cold,0.856187
0.300,100,0.3200,6,cold,0.849656
0.300,100,0.3200,7,cold,0.852632
0.300,100,0.3200,8,cold,0.850859
0.300,100,0.3400,1,cold,0.855597
0.300,100,0.3400,2,cold,0.844096
0.300,100,0.3400,3,cold,0.850668
0.300,100,0.3400,4,cold,0.848905
0.300,100,0.3400,5,cold,0.866649
0.300,100,0.3400,6,cold,0.837488
0.300,100,0.3400,7,cold,0.845874
0.300,100,0.3400,8,cold,0.856800
0.300,100,0.3600,1,cold,0.839449
0.300,100,0.3600,2,cold,0.824895
0.300,100,0.3600,3,cold,0.837868
0.300,100,0.3600,4,cold,0.838624
0.300,100,0.3600,5,cold,0.826059
0.300,100,0.3600,6,cold,0.840727
0.300,100,0.3600,7,cold,0.836330
0.300,100,0.3600,8,cold,0.834251
0.300,100,0.3800,1,cold,0.808203
0.300,100,0.3800,2,cold,0.833601
0.300,100,0.3800,3,cold,0.825229
0.300,100,0.3800,4,cold,0.827114
0.300,100,0.3800,5,cold,0.844066
0.300,100,0.3800,6,cold,0.838321
0.300,100,0.3800,7,cold,0.841523
