# generator=escape_time_Ndim.jl  N=100  N_DIS=32  MAX_STEPS=1000000  φ_escape=0.5  generated=2026-06-11T16:14:47.416
alpha,T,disorder,K,tau,escaped
0.580,0.04750,28,1,2990,1
0.600,0.08000,22,1,403,1
0.580,0.04500,12,1,2976,1
0.580,0.05000,28,1,2401,1
0.580,0.04750,12,1,1041,1
0.580,0.05250,28,1,1733,1
0.580,0.05500,28,1,1225,1
0.580,0.05750,28,1,902,1
0.580,0.05000,12,1,4048,1
0.580,0.06000,28,1,1293,1
0.580,0.06250,28,1,652,1
0.580,0.06500,28,1,733,1
0.580,0.06750,28,1,481,1
0.580,0.05250,12,1,2354,1
0.580,0.07000,28,1,606,1
0.580,0.07250,28,1,463,1
0.580,0.05500,12,1,1164,1
0.580,0.07500,28,1,525,1
0.580,0.07750,28,1,391,1
0.580,0.05750,12,1,977,1
0.580,0.08000,28,1,533,1
0.580,0.08250,28,1,457,1
0.580,0.06000,12,1,819,1
0.580,0.08500,28,1,331,1
0.580,0.06250,12,1,580,1
0.580,0.08750,28,1,612,1
0.580,0.09000,28,1,355,1
0.580,0.06500,12,1,1055,1
0.580,0.09250,28,1,530,1
0.580,0.09500,28,1,434,1
0.580,0.06750,12,1,571,1
0.580,0.09750,28,1,317,1
0.580,0.10000,28,1,268,1
0.580,0.07000,12,1,655,1
0.580,0.07250,12,1,477,1
0.580,0.07500,12,1,677,1
0.580,0.07750,12,1,424,1
0.580,0.08000,12,1,417,1
0.580,0.08250,12,1,425,1
0.580,0.08500,12,1,545,1
0.580,0.08750,12,1,472,1
0.580,0.04250,23,1,18962,1
0.580,0.09000,12,1,322,1
0.580,0.09250,12,1,328,1
0.580,0.09500,12,1,496,1
0.580,0.09750,12,1,339,1
0.580,0.10000,12,1,286,1
0.580,0.04500,23,1,6844,1
0.580,0.04750,23,1,4478,1
0.580,0.05000,23,1,2063,1
0.580,0.05250,23,1,1135,1
0.580,0.05500,23,1,1799,1
0.580,0.05750,23,1,825,1
0.580,0.06000,23,1,1072,1
0.580,0.06250,23,1,629,1
0.580,0.06500,23,1,507,1
0.580,0.06750,23,1,785,1
0.580,0.07000,23,1,594,1
0.580,0.07250,23,1,389,1
0.580,0.07500,23,1,428,1
0.580,0.07750,23,1,524,1
0.580,0.08000,23,1,579,1
0.580,0.08250,23,1,451,1
0.580,0.08500,23,1,543,1
0.580,0.08750,23,1,555,1
0.580,0.09000,23,1,369,1
0.580,0.09250,23,1,362,1
0.580,0.09500,23,1,394,1
0.580,0.09750,23,1,323,1
0.580,0.10000,23,1,277,1
0.500,0.10500,17,1,1000000,0
0.550,0.06500,6,1,1000000,0
0.500,0.10500,1,1,1000000,0
0.500,0.10500,28,1,1000000,0
0.500,0.10500,12,1,1000000,0
0.500,0.10500,23,1,1000000,0
0.500,0.11000,17,1,1000000,0
0.550,0.07000,6,1,1000000,0
0.500,0.11000,1,1,1000000,0
0.500,0.11000,28,1,1000000,0
0.500,0.11000,12,1,1000000,0
0.500,0.11000,23,1,1000000,0
0.550,0.07500,6,1,396865,1
0.550,0.08000,6,1,98892,1
0.550,0.08500,6,1,2653,1
0.550,0.09000,6,1,8569,1
0.550,0.09500,6,1,1792,1
0.550,0.10000,6,1,637,1
0.550,0.10500,6,1,824,1
0.550,0.11000,6,1,499,1
0.550,0.11500,6,1,688,1
0.550,0.12000,6,1,395,1
0.550,0.12500,6,1,499,1
0.550,0.13000,6,1,340,1
0.550,0.13500,6,1,292,1
0.550,0.14000,6,1,185,1
0.550,0.14500,6,1,277,1
0.550,0.15000,6,1,269,1
0.620,0.02250,6,1,2578,1
0.620,0.02500,6,1,1401,1
0.620,0.02750,6,1,1251,1
0.620,0.03000,6,1,1259,1
0.620,0.03250,6,1,1213,1
0.620,0.03500,6,1,838,1
0.620,0.03750,6,1,720,1
0.620,0.04000,6,1,826,1
0.620,0.04250,6,1,771,1
0.620,0.04500,6,1,660,1
0.620,0.04750,6,1,624,1
0.620,0.05000,6,1,724,1
0.620,0.05250,6,1,688,1
0.620,0.05500,6,1,543,1
0.620,0.05750,6,1,907,1
0.620,0.06000,6,1,734,1
0.600,0.03750,6,1,1136,1
0.600,0.04000,6,1,1118,1
0.600,0.04250,6,1,914,1
0.600,0.04500,6,1,709,1
0.600,0.04750,6,1,585,1
0.600,0.05000,6,1,896,1
0.600,0.05250,6,1,652,1
0.600,0.05500,6,1,689,1
0.600,0.05750,6,1,454,1
0.600,0.06000,6,1,539,1
0.600,0.06250,6,1,505,1
0.600,0.06500,6,1,462,1
0.600,0.06750,6,1,476,1
0.600,0.07000,6,1,724,1
0.600,0.07250,6,1,526,1
0.600,0.07500,6,1,465,1
0.600,0.07750,6,1,407,1
0.600,0.08000,6,1,386,1
0.580,0.04250,7,1,3733,1
0.580,0.04500,7,1,7025,1
0.580,0.04750,7,1,3674,1
0.580,0.05000,7,1,1190,1
0.580,0.05250,7,1,1188,1
0.580,0.05500,7,1,817,1
0.580,0.05750,7,1,956,1
0.580,0.06000,7,1,1137,1
0.580,0.06250,7,1,590,1
0.580,0.06500,7,1,657,1
0.580,0.06750,7,1,598,1
0.580,0.07000,7,1,585,1
0.580,0.07250,7,1,459,1
0.580,0.07500,7,1,550,1
0.580,0.07750,7,1,492,1
0.580,0.08000,7,1,529,1
0.580,0.08250,7,1,414,1
0.580,0.08500,7,1,459,1
0.580,0.08750,7,1,345,1
0.580,0.09000,7,1,399,1
0.580,0.09250,7,1,383,1
0.580,0.09500,7,1,519,1
0.580,0.09750,7,1,277,1
0.580,0.10000,7,1,350,1
0.500,0.11500,17,1,1000000,0
0.500,0.11500,1,1,1000000,0
0.500,0.11500,12,1,1000000,0
0.500,0.11500,28,1,1000000,0
0.500,0.11500,23,1,1000000,0
0.500,0.10500,7,1,1000000,0
0.500,0.12000,17,1,1000000,0
0.500,0.12000,1,1,1000000,0
0.500,0.12000,12,1,1000000,0
0.500,0.12000,28,1,1000000,0
0.500,0.12000,23,1,1000000,0
0.500,0.11000,7,1,1000000,0
0.500,0.12500,17,1,798693,1
0.500,0.12500,1,1,1000000,0
0.500,0.12500,12,1,1000000,0
0.500,0.12500,28,1,1000000,0
0.500,0.12500,23,1,1000000,0
0.500,0.11500,7,1,1000000,0
0.500,0.13000,17,1,1000000,0
0.500,0.13500,17,1,14833,1
0.500,0.14000,17,1,4227,1
0.500,0.14500,17,1,38684,1
0.500,0.15000,17,1,19355,1
0.500,0.15500,17,1,17969,1
0.500,0.16000,17,1,6563,1
0.500,0.16500,17,1,3069,1
0.500,0.17000,17,1,3131,1
0.500,0.17500,17,1,1531,1
0.500,0.18000,17,1,640,1
0.500,0.18500,17,1,1776,1
0.500,0.19000,17,1,286,1
0.500,0.19500,17,1,943,1
0.500,0.20000,17,1,530,1
0.500,0.13000,12,1,892268,1
0.500,0.13000,1,1,1000000,0
0.500,0.13000,23,1,1000000,0
0.500,0.13000,28,1,1000000,0
0.500,0.13500,23,1,81847,1
0.500,0.13500,1,1,139950,1
0.500,0.12000,7,1,1000000,0
0.500,0.13500,12,1,417498,1
0.500,0.14000,1,1,225377,1
0.500,0.14000,12,1,83403,1
0.500,0.14500,12,1,9073,1
0.500,0.15000,12,1,22121,1
0.500,0.14500,1,1,113188,1
0.500,0.15500,12,1,35090,1
0.500,0.15000,1,1,20274,1
0.500,0.16000,12,1,32887,1
0.500,0.16500,12,1,3035,1
0.500,0.15500,1,1,15133,1
0.500,0.17000,12,1,3221,1
0.500,0.14000,23,1,425092,1
0.500,0.17500,12,1,2101,1
0.500,0.18000,12,1,1085,1
0.500,0.18500,12,1,1279,1
0.500,0.19000,12,1,1318,1
0.500,0.19500,12,1,298,1
0.500,0.20000,12,1,1118,1
0.500,0.16000,1,1,14965,1
0.500,0.16500,1,1,8851,1
0.500,0.17000,1,1,355,1
0.500,0.17500,1,1,1270,1
0.500,0.18000,1,1,3148,1
0.500,0.18500,1,1,725,1
0.500,0.19000,1,1,306,1
0.500,0.19500,1,1,421,1
0.500,0.20000,1,1,209,1
0.500,0.14500,23,1,134103,1
0.500,0.15000,23,1,15603,1
0.500,0.15500,23,1,812,1
0.500,0.16000,23,1,11167,1
0.500,0.16500,23,1,11446,1
0.500,0.17000,23,1,3156,1
0.500,0.17500,23,1,554,1
0.500,0.18000,23,1,591,1
0.500,0.18500,23,1,1280,1
0.500,0.19000,23,1,661,1
0.500,0.19500,23,1,290,1
0.550,0.06500,17,1,1000000,0
0.500,0.20000,23,1,579,1
0.500,0.13500,28,1,749064,1
0.500,0.14000,28,1,96050,1
0.500,0.14500,28,1,26710,1
0.500,0.15000,28,1,21073,1
0.500,0.15500,28,1,24132,1
0.500,0.16000,28,1,6538,1
0.500,0.16500,28,1,4208,1
0.500,0.17000,28,1,12281,1
0.500,0.17500,28,1,769,1
0.500,0.18000,28,1,3283,1
0.500,0.18500,28,1,1186,1
0.500,0.19000,28,1,406,1
0.500,0.19500,28,1,357,1
0.500,0.20000,28,1,1309,1
0.500,0.12500,7,1,1000000,0
0.550,0.06500,12,1,1000000,0
0.550,0.06500,1,1,1000000,0
0.550,0.06500,23,1,1000000,0
0.550,0.07000,17,1,1000000,0
0.550,0.06500,28,1,1000000,0
0.550,0.07500,17,1,310573,1
0.550,0.08000,17,1,13106,1
0.550,0.08500,17,1,4675,1
0.550,0.09000,17,1,4916,1
0.550,0.09500,17,1,774,1
0.550,0.10000,17,1,1159,1
0.550,0.10500,17,1,586,1
0.550,0.11000,17,1,639,1
0.550,0.11500,17,1,694,1
0.550,0.12000,17,1,292,1
0.550,0.12500,17,1,317,1
0.550,0.13000,17,1,312,1
0.550,0.13500,17,1,462,1
0.550,0.14000,17,1,268,1
0.550,0.14500,17,1,282,1
0.550,0.15000,17,1,259,1
0.620,0.02250,17,1,1903,1
0.620,0.02500,17,1,1730,1
0.620,0.02750,17,1,1214,1
0.620,0.03000,17,1,1477,1
0.620,0.03250,17,1,946,1
0.620,0.03500,17,1,1033,1
0.620,0.03750,17,1,683,1
0.620,0.04000,17,1,770,1
0.620,0.04250,17,1,843,1
0.620,0.04500,17,1,1000,1
0.620,0.04750,17,1,701,1
0.620,0.05000,17,1,694,1
0.620,0.05250,17,1,688,1
0.620,0.05500,17,1,670,1
0.620,0.05750,17,1,588,1
0.620,0.06000,17,1,449,1
0.600,0.03750,17,1,1209,1
0.600,0.04000,17,1,1148,1
0.600,0.04250,17,1,682,1
0.600,0.04500,17,1,1271,1
0.600,0.04750,17,1,804,1
0.600,0.05000,17,1,800,1
0.600,0.05250,17,1,580,1
0.600,0.05500,17,1,761,1
0.600,0.05750,17,1,558,1
0.600,0.06000,17,1,511,1
0.600,0.06250,17,1,548,1
0.600,0.06500,17,1,467,1
0.600,0.06750,17,1,601,1
0.600,0.07000,17,1,578,1
0.600,0.07250,17,1,450,1
0.600,0.07500,17,1,527,1
0.600,0.07750,17,1,333,1
0.600,0.08000,17,1,375,1
0.580,0.04250,18,1,1368,1
0.580,0.04500,18,1,2472,1
0.580,0.04750,18,1,2456,1
0.580,0.05000,18,1,1224,1
0.580,0.05250,18,1,1206,1
0.580,0.05500,18,1,1201,1
0.580,0.05750,18,1,1432,1
0.580,0.06000,18,1,818,1
0.580,0.06250,18,1,823,1
0.580,0.06500,18,1,716,1
0.580,0.06750,18,1,692,1
0.580,0.07000,18,1,695,1
0.580,0.07250,18,1,693,1
0.580,0.07500,18,1,412,1
0.580,0.07750,18,1,401,1
0.580,0.08000,18,1,441,1
0.580,0.08250,18,1,415,1
0.580,0.08500,18,1,363,1
0.580,0.08750,18,1,335,1
0.580,0.09000,18,1,292,1
0.580,0.09250,18,1,382,1
0.580,0.09500,18,1,297,1
0.580,0.09750,18,1,296,1
0.580,0.10000,18,1,507,1
0.500,0.13000,7,1,1000000,0
0.550,0.07000,12,1,1000000,0
0.550,0.07000,1,1,1000000,0
0.550,0.07500,12,1,79549,1
0.550,0.08000,12,1,6102,1
0.550,0.08500,12,1,9963,1
0.550,0.09000,12,1,6194,1
0.550,0.09500,12,1,1217,1
0.550,0.10000,12,1,1091,1
0.550,0.10500,12,1,732,1
0.550,0.11000,12,1,637,1
0.550,0.11500,12,1,366,1
0.550,0.12000,12,1,687,1
0.550,0.12500,12,1,467,1
0.550,0.13000,12,1,317,1
0.550,0.13500,12,1,196,1
0.550,0.14000,12,1,211,1
0.550,0.14500,12,1,209,1
0.550,0.15000,12,1,262,1
0.620,0.02250,12,1,1578,1
0.620,0.02500,12,1,2198,1
0.620,0.02750,12,1,1052,1
0.620,0.03000,12,1,1147,1
0.620,0.03250,12,1,1093,1
0.620,0.03500,12,1,821,1
0.620,0.03750,12,1,879,1
0.620,0.04000,12,1,699,1
0.620,0.04250,12,1,971,1
0.620,0.04500,12,1,629,1
0.620,0.04750,12,1,850,1
0.620,0.05000,12,1,542,1
0.620,0.05250,12,1,559,1
0.620,0.05500,12,1,519,1
0.620,0.05750,12,1,470,1
0.620,0.06000,12,1,628,1
0.600,0.03750,12,1,1274,1
0.600,0.04000,12,1,1020,1
0.600,0.04250,12,1,893,1
0.600,0.04500,12,1,761,1
0.600,0.04750,12,1,981,1
0.600,0.05000,12,1,715,1
0.600,0.05250,12,1,673,1
0.600,0.05500,12,1,578,1
0.600,0.05750,12,1,623,1
0.600,0.06000,12,1,631,1
0.600,0.06250,12,1,433,1
0.600,0.06500,12,1,522,1
0.550,0.07500,1,1,130570,1
0.600,0.06750,12,1,444,1
0.600,0.07000,12,1,742,1
0.600,0.07250,12,1,486,1
0.600,0.07500,12,1,539,1
0.600,0.07750,12,1,340,1
0.600,0.08000,12,1,355,1
0.580,0.04250,13,1,6039,1
0.550,0.07000,23,1,1000000,0
0.580,0.04500,13,1,24739,1
0.550,0.08000,1,1,39028,1
0.580,0.04750,13,1,6249,1
0.580,0.05000,13,1,1789,1
0.580,0.05250,13,1,1685,1
0.580,0.05500,13,1,1306,1
0.580,0.05750,13,1,638,1
0.580,0.06000,13,1,1103,1
0.580,0.06250,13,1,593,1
0.580,0.06500,13,1,931,1
0.580,0.06750,13,1,874,1
0.580,0.07000,13,1,497,1
0.580,0.07250,13,1,602,1
0.580,0.07500,13,1,477,1
0.580,0.07750,13,1,467,1
0.580,0.08000,13,1,520,1
0.580,0.08250,13,1,419,1
0.580,0.08500,13,1,545,1
0.580,0.08750,13,1,464,1
0.580,0.09000,13,1,590,1
0.580,0.09250,13,1,344,1
0.580,0.09500,13,1,382,1
0.580,0.09750,13,1,288,1
0.580,0.10000,13,1,311,1
0.550,0.08500,1,1,57625,1
0.550,0.09000,1,1,7625,1
0.550,0.09500,1,1,808,1
0.550,0.10000,1,1,1388,1
0.550,0.10500,1,1,892,1
0.550,0.11000,1,1,491,1
0.550,0.11500,1,1,353,1
0.550,0.12000,1,1,261,1
0.550,0.12500,1,1,403,1
0.550,0.13000,1,1,304,1
0.550,0.13500,1,1,240,1
0.550,0.14000,1,1,242,1
0.550,0.14500,1,1,150,1
0.550,0.15000,1,1,317,1
0.620,0.02250,1,1,1686,1
0.620,0.02500,1,1,1367,1
0.620,0.02750,1,1,1451,1
0.620,0.03000,1,1,1239,1
0.620,0.03250,1,1,932,1
0.620,0.03500,1,1,958,1
0.620,0.03750,1,1,1024,1
0.620,0.04000,1,1,990,1
0.620,0.04250,1,1,686,1
0.620,0.04500,1,1,712,1
0.620,0.04750,1,1,601,1
0.620,0.05000,1,1,626,1
0.620,0.05250,1,1,593,1
0.620,0.05500,1,1,582,1
0.620,0.05750,1,1,500,1
0.620,0.06000,1,1,544,1
0.600,0.03750,1,1,1104,1
0.600,0.04000,1,1,1133,1
0.600,0.04250,1,1,890,1
0.600,0.04500,1,1,983,1
0.600,0.04750,1,1,786,1
0.600,0.05000,1,1,856,1
0.600,0.05250,1,1,679,1
0.600,0.05500,1,1,739,1
0.600,0.05750,1,1,798,1
0.600,0.06000,1,1,448,1
0.600,0.06250,1,1,675,1
0.600,0.06500,1,1,442,1
0.600,0.06750,1,1,534,1
0.600,0.07000,1,1,488,1
0.600,0.07250,1,1,548,1
0.600,0.07500,1,1,395,1
0.600,0.07750,1,1,442,1
0.600,0.08000,1,1,399,1
0.580,0.04250,2,1,6016,1
0.580,0.04500,2,1,1291,1
0.580,0.04750,2,1,2277,1
0.580,0.05000,2,1,1455,1
0.580,0.05250,2,1,1621,1
0.580,0.05500,2,1,780,1
0.580,0.05750,2,1,1038,1
0.580,0.06000,2,1,1077,1
0.580,0.06250,2,1,903,1
0.580,0.06500,2,1,787,1
0.580,0.06750,2,1,681,1
0.580,0.07000,2,1,713,1
0.580,0.07250,2,1,574,1
0.580,0.07500,2,1,305,1
0.580,0.07750,2,1,492,1
0.580,0.08000,2,1,500,1
0.580,0.08250,2,1,394,1
0.580,0.08500,2,1,276,1
0.580,0.08750,2,1,448,1
0.580,0.09000,2,1,456,1
0.580,0.09250,2,1,553,1
0.580,0.09500,2,1,440,1
0.580,0.09750,2,1,344,1
0.580,0.10000,2,1,405,1
0.550,0.07000,28,1,1000000,0
0.550,0.07500,23,1,307558,1
0.550,0.08000,23,1,23106,1
0.550,0.08500,23,1,13184,1
0.550,0.09000,23,1,679,1
0.550,0.09500,23,1,728,1
0.550,0.10000,23,1,746,1
0.550,0.10500,23,1,798,1
0.550,0.11000,23,1,647,1
0.550,0.11500,23,1,329,1
0.550,0.12000,23,1,671,1
0.550,0.12500,23,1,266,1
0.550,0.13000,23,1,306,1
0.550,0.13500,23,1,313,1
0.550,0.14000,23,1,254,1
0.550,0.14500,23,1,237,1
0.550,0.15000,23,1,164,1
0.620,0.02250,23,1,1500,1
0.620,0.02500,23,1,1425,1
0.620,0.02750,23,1,1010,1
0.620,0.03000,23,1,1142,1
0.620,0.03250,23,1,1026,1
0.620,0.03500,23,1,923,1
0.620,0.03750,23,1,1078,1
0.620,0.04000,23,1,988,1
0.620,0.04250,23,1,811,1
0.620,0.04500,23,1,915,1
0.620,0.04750,23,1,619,1
0.620,0.05000,23,1,724,1
0.620,0.05250,23,1,707,1
0.620,0.05500,23,1,556,1
0.620,0.05750,23,1,626,1
0.620,0.06000,23,1,641,1
0.600,0.03750,23,1,1094,1
0.600,0.04000,23,1,1119,1
0.600,0.04250,23,1,895,1
0.600,0.04500,23,1,691,1
0.600,0.04750,23,1,695,1
0.600,0.05000,23,1,755,1
0.600,0.05250,23,1,656,1
0.600,0.05500,23,1,700,1
0.600,0.05750,23,1,653,1
0.600,0.06000,23,1,581,1
0.600,0.06250,23,1,476,1
0.600,0.06500,23,1,533,1
0.600,0.06750,23,1,616,1
0.600,0.07000,23,1,523,1
0.600,0.07250,23,1,464,1
0.600,0.07500,23,1,370,1
0.600,0.07750,23,1,472,1
0.600,0.08000,23,1,357,1
0.550,0.07500,28,1,113064,1
0.580,0.04250,24,1,11196,1
0.500,0.10500,18,1,1000000,0
0.550,0.08000,28,1,7284,1
0.580,0.04500,24,1,10953,1
0.580,0.04750,24,1,931,1
0.580,0.05000,24,1,2528,1
0.580,0.05250,24,1,1191,1
0.580,0.05500,24,1,1088,1
0.580,0.05750,24,1,1272,1
0.580,0.06000,24,1,781,1
0.580,0.06250,24,1,786,1
0.580,0.06500,24,1,908,1
0.550,0.08500,28,1,16314,1
0.580,0.06750,24,1,595,1
0.580,0.07000,24,1,686,1
0.550,0.09000,28,1,1329,1
0.580,0.07250,24,1,702,1
0.580,0.07500,24,1,461,1
0.580,0.07750,24,1,404,1
0.550,0.09500,28,1,1797,1
0.580,0.08000,24,1,600,1
0.580,0.08250,24,1,402,1
0.580,0.08500,24,1,416,1
0.580,0.08750,24,1,406,1
0.580,0.09000,24,1,406,1
0.580,0.09250,24,1,276,1
0.580,0.09500,24,1,302,1
0.550,0.10000,28,1,3174,1
0.580,0.09750,24,1,341,1
0.580,0.10000,24,1,376,1
0.550,0.10500,28,1,594,1
0.550,0.11000,28,1,297,1
0.550,0.11500,28,1,460,1
0.550,0.12000,28,1,443,1
0.550,0.12500,28,1,289,1
0.550,0.13000,28,1,449,1
0.550,0.13500,28,1,227,1
0.550,0.14000,28,1,226,1
0.550,0.14500,28,1,260,1
0.550,0.15000,28,1,187,1
0.620,0.02250,28,1,1466,1
0.620,0.02500,28,1,1825,1
0.620,0.02750,28,1,1338,1
0.620,0.03000,28,1,998,1
0.620,0.03250,28,1,1031,1
0.620,0.03500,28,1,1225,1
0.620,0.03750,28,1,797,1
0.620,0.04000,28,1,630,1
0.620,0.04250,28,1,710,1
0.620,0.04500,28,1,1021,1
0.620,0.04750,28,1,771,1
0.620,0.05000,28,1,791,1
0.620,0.05250,28,1,661,1
0.620,0.05500,28,1,553,1
0.620,0.05750,28,1,562,1
0.620,0.06000,28,1,573,1
0.600,0.03750,28,1,1081,1
0.600,0.04000,28,1,911,1
0.600,0.04250,28,1,1060,1
0.600,0.04500,28,1,776,1
0.600,0.04750,28,1,765,1
0.600,0.05000,28,1,821,1
0.600,0.05250,28,1,1018,1
0.600,0.05500,28,1,767,1
0.600,0.05750,28,1,713,1
0.600,0.06000,28,1,729,1
0.600,0.06250,28,1,612,1
0.600,0.06500,28,1,674,1
0.600,0.06750,28,1,512,1
0.600,0.07000,28,1,518,1
0.600,0.07250,28,1,573,1
0.600,0.07500,28,1,403,1
0.600,0.07750,28,1,377,1
0.600,0.08000,28,1,334,1
0.580,0.04250,29,1,13118,1
0.580,0.04500,29,1,1397,1
0.580,0.04750,29,1,1446,1
0.580,0.05000,29,1,1118,1
0.580,0.05250,29,1,852,1
0.580,0.05500,29,1,1036,1
0.580,0.05750,29,1,1457,1
0.580,0.06000,29,1,817,1
0.580,0.06250,29,1,1116,1
0.580,0.06500,29,1,677,1
0.580,0.06750,29,1,585,1
0.580,0.07000,29,1,409,1
0.580,0.07250,29,1,582,1
0.580,0.07500,29,1,466,1
0.580,0.07750,29,1,540,1
0.580,0.08000,29,1,472,1
0.580,0.08250,29,1,406,1
0.580,0.08500,29,1,456,1
0.580,0.08750,29,1,545,1
0.580,0.09000,29,1,499,1
0.580,0.09250,29,1,329,1
0.580,0.09500,29,1,375,1
0.580,0.09750,29,1,347,1
0.580,0.10000,29,1,356,1
0.500,0.13500,7,1,859132,1
0.500,0.10500,13,1,1000000,0
0.500,0.14000,7,1,560417,1
0.500,0.14500,7,1,19757,1
0.500,0.15000,7,1,21490,1
0.500,0.15500,7,1,5634,1
0.500,0.16000,7,1,26185,1
0.500,0.16500,7,1,2055,1
0.500,0.17000,7,1,6494,1
0.500,0.10500,2,1,1000000,0
0.500,0.17500,7,1,3745,1
0.500,0.18000,7,1,2325,1
0.500,0.18500,7,1,405,1
0.500,0.19000,7,1,351,1
0.500,0.19500,7,1,945,1
0.500,0.20000,7,1,495,1
0.500,0.11000,18,1,1000000,0
0.500,0.10500,24,1,1000000,0
0.500,0.10500,29,1,1000000,0
0.500,0.11000,13,1,1000000,0
0.500,0.11000,2,1,1000000,0
0.550,0.06500,7,1,1000000,0
0.500,0.11500,18,1,1000000,0
0.500,0.11000,24,1,1000000,0
0.500,0.11000,29,1,1000000,0
0.500,0.11500,13,1,1000000,0
0.500,0.11500,2,1,1000000,0
0.550,0.07000,7,1,1000000,0
0.500,0.12000,18,1,1000000,0
0.500,0.11500,24,1,1000000,0
0.500,0.11500,29,1,1000000,0
0.550,0.07500,7,1,536012,1
0.550,0.08000,7,1,119372,1
0.550,0.08500,7,1,5579,1
0.550,0.09000,7,1,2612,1
0.550,0.09500,7,1,2471,1
0.550,0.10000,7,1,1507,1
0.550,0.10500,7,1,759,1
0.550,0.11000,7,1,684,1
0.550,0.11500,7,1,448,1
0.550,0.12000,7,1,413,1
0.550,0.12500,7,1,236,1
0.550,0.13000,7,1,235,1
0.550,0.13500,7,1,328,1
0.550,0.14000,7,1,254,1
0.550,0.14500,7,1,241,1
0.550,0.15000,7,1,209,1
0.620,0.02250,7,1,1590,1
0.620,0.02500,7,1,1452,1
0.620,0.02750,7,1,1190,1
0.620,0.03000,7,1,1729,1
0.620,0.03250,7,1,1062,1
0.620,0.03500,7,1,1151,1
0.620,0.03750,7,1,696,1
0.620,0.04000,7,1,973,1
0.620,0.04250,7,1,840,1
0.620,0.04500,7,1,812,1
0.620,0.04750,7,1,692,1
0.620,0.05000,7,1,787,1
0.620,0.05250,7,1,566,1
0.620,0.05500,7,1,735,1
0.620,0.05750,7,1,633,1
0.620,0.06000,7,1,692,1
0.600,0.03750,7,1,1260,1
0.600,0.04000,7,1,814,1
0.600,0.04250,7,1,843,1
0.600,0.04500,7,1,985,1
0.600,0.04750,7,1,971,1
0.600,0.05000,7,1,688,1
0.600,0.05250,7,1,743,1
0.600,0.05500,7,1,865,1
0.600,0.05750,7,1,685,1
0.600,0.06000,7,1,511,1
0.600,0.06250,7,1,499,1
0.600,0.06500,7,1,581,1
0.600,0.06750,7,1,407,1
0.600,0.07000,7,1,499,1
0.600,0.07250,7,1,513,1
0.600,0.07500,7,1,306,1
0.600,0.07750,7,1,417,1
0.600,0.08000,7,1,383,1
0.580,0.04250,8,1,2194,1
0.580,0.04500,8,1,9627,1
0.580,0.04750,8,1,1596,1
0.580,0.05000,8,1,836,1
0.580,0.05250,8,1,1158,1
0.580,0.05500,8,1,776,1
0.580,0.05750,8,1,727,1
0.580,0.06000,8,1,842,1
0.580,0.06250,8,1,826,1
0.580,0.06500,8,1,619,1
0.580,0.06750,8,1,631,1
0.580,0.07000,8,1,611,1
0.580,0.07250,8,1,499,1
0.580,0.07500,8,1,584,1
0.580,0.07750,8,1,530,1
0.580,0.08000,8,1,405,1
0.580,0.08250,8,1,475,1
0.580,0.08500,8,1,404,1
0.580,0.08750,8,1,417,1
0.580,0.09000,8,1,368,1
0.580,0.09250,8,1,268,1
0.580,0.09500,8,1,394,1
0.580,0.09750,8,1,458,1
0.580,0.10000,8,1,378,1
0.500,0.12000,13,1,1000000,0
0.500,0.12000,2,1,1000000,0
0.500,0.12500,18,1,1000000,0
0.500,0.12000,24,1,1000000,0
0.500,0.12000,29,1,1000000,0
0.500,0.10500,8,1,1000000,0
0.500,0.12500,13,1,1000000,0
0.500,0.12500,2,1,1000000,0
0.500,0.13000,18,1,1000000,0
0.500,0.12500,24,1,1000000,0
0.500,0.12500,29,1,1000000,0
0.500,0.11000,8,1,1000000,0
0.500,0.13000,13,1,1000000,0
0.500,0.13500,13,1,70198,1
0.500,0.13000,2,1,1000000,0
0.500,0.14000,13,1,85984,1
0.500,0.14500,13,1,48121,1
0.500,0.15000,13,1,63260,1
0.500,0.15500,13,1,27212,1
0.500,0.16000,13,1,8879,1
0.500,0.16500,13,1,9794,1
0.500,0.17000,13,1,945,1
0.500,0.17500,13,1,6397,1
0.500,0.18000,13,1,413,1
0.500,0.18500,13,1,371,1
0.500,0.19000,13,1,932,1
0.500,0.19500,13,1,304,1
0.500,0.20000,13,1,344,1
0.500,0.13000,29,1,885376,1
0.500,0.13500,18,1,1000000,0
0.500,0.13000,24,1,1000000,0
0.500,0.14000,18,1,39818,1
0.500,0.14500,18,1,145401,1
0.500,0.15000,18,1,5063,1
0.500,0.15500,18,1,11212,1
0.500,0.16000,18,1,1263,1
0.500,0.16500,18,1,5103,1
0.500,0.17000,18,1,1014,1
0.500,0.17500,18,1,1360,1
0.500,0.18000,18,1,2016,1
0.500,0.18500,18,1,1224,1
0.500,0.19000,18,1,431,1
0.500,0.19500,18,1,670,1
0.500,0.20000,18,1,331,1
0.500,0.11500,8,1,1000000,0
0.500,0.13500,2,1,1000000,0
0.500,0.13500,24,1,705258,1
0.500,0.14000,24,1,106418,1
0.500,0.14500,24,1,52295,1
0.500,0.15000,24,1,20026,1
0.500,0.15500,24,1,7604,1
0.500,0.16000,24,1,593,1
0.500,0.16500,24,1,5892,1
0.500,0.17000,24,1,5887,1
0.500,0.17500,24,1,925,1
0.500,0.18000,24,1,872,1
